,day,final_infected,type_pretty
60,60,274,0%
121,60,273,0%
182,60,260,0%
243,60,270,0%
304,60,275,0%
365,60,274,0%
426,60,266,0%
487,60,272,0%
548,60,274,0%
609,60,274,0%
670,60,267,0%
731,60,268,0%
792,60,269,0%
853,60,266,0%
914,60,265,0%
975,60,274,0%
1036,60,274,0%
1097,60,278,0%
1158,60,270,0%
1219,60,269,0%
1280,60,266,0%
1341,60,269,0%
1402,60,267,0%
1463,60,273,0%
1524,60,266,0%
1585,60,271,0%
1646,60,265,0%
1707,60,269,0%
1768,60,274,0%
1829,60,268,0%
1890,60,270,0%
1951,60,270,0%
2012,60,271,0%
2073,60,280,0%
2134,60,273,0%
2195,60,276,0%
2256,60,260,0%
2317,60,269,0%
2378,60,268,0%
2439,60,261,0%
2500,60,260,0%
2561,60,274,0%
2622,60,268,0%
2683,60,277,0%
2744,60,271,0%
2805,60,275,0%
2866,60,275,0%
2927,60,274,0%
2988,60,270,0%
3049,60,276,0%
3110,60,280,0%
3171,60,270,0%
3232,60,266,0%
3293,60,271,0%
3354,60,278,0%
3415,60,276,0%
3476,60,276,0%
3537,60,267,0%
3598,60,280,0%
3659,60,268,0%
3720,60,262,0%
3781,60,271,0%
3842,60,276,0%
3903,60,276,0%
3964,60,270,0%
4025,60,275,0%
4086,60,277,0%
4147,60,268,0%
4208,60,274,0%
4269,60,272,0%
4330,60,279,0%
4391,60,273,0%
4452,60,279,0%
4513,60,272,0%
4574,60,272,0%
4635,60,264,0%
4696,60,273,0%
4757,60,275,0%
4818,60,278,0%
4879,60,266,0%
4940,60,259,0%
5001,60,270,0%
5062,60,276,0%
5123,60,274,0%
5184,60,273,0%
5245,60,276,0%
5306,60,276,0%
5367,60,269,0%
5428,60,264,0%
5489,60,275,0%
5550,60,274,0%
5611,60,268,0%
5672,60,280,0%
5733,60,271,0%
5794,60,284,0%
5855,60,264,0%
5916,60,270,0%
5977,60,269,0%
6038,60,272,0%
6099,60,276,0%
6160,60,259,0%
6221,60,276,0%
6282,60,262,0%
6343,60,260,0%
6404,60,275,0%
6465,60,276,0%
6526,60,281,0%
6587,60,266,0%
6648,60,273,0%
6709,60,269,0%
6770,60,267,0%
6831,60,274,0%
6892,60,281,0%
6953,60,276,0%
7014,60,277,0%
7075,60,272,0%
7136,60,274,0%
7197,60,270,0%
7258,60,266,0%
7319,60,273,0%
7380,60,276,0%
7441,60,273,0%
7502,60,270,0%
7563,60,277,0%
7624,60,270,0%
7685,60,272,0%
7746,60,267,0%
7807,60,277,0%
7868,60,278,0%
7929,60,269,0%
7990,60,270,0%
8051,60,278,0%
8112,60,278,0%
8173,60,264,0%
8234,60,278,0%
8295,60,283,0%
8356,60,277,0%
8417,60,275,0%
8478,60,274,0%
8539,60,272,0%
8600,60,267,0%
8661,60,268,0%
8722,60,269,0%
8783,60,263,0%
8844,60,276,0%
8905,60,272,0%
8966,60,271,0%
9027,60,281,0%
9088,60,279,0%
9149,60,257,0%
9210,60,275,0%
9271,60,273,0%
9332,60,270,0%
9393,60,276,0%
9454,60,269,0%
9515,60,266,0%
9576,60,270,0%
9637,60,274,0%
9698,60,266,0%
9759,60,274,0%
9820,60,272,0%
9881,60,277,0%
9942,60,269,0%
10003,60,267,0%
10064,60,271,0%
10125,60,273,0%
10186,60,274,0%
10247,60,270,0%
10308,60,279,0%
10369,60,272,0%
10430,60,273,0%
10491,60,276,0%
10552,60,273,0%
10613,60,262,0%
10674,60,273,0%
10735,60,273,0%
10796,60,267,0%
10857,60,266,0%
10918,60,274,0%
10979,60,276,0%
11040,60,268,0%
11101,60,279,0%
11162,60,275,0%
11223,60,271,0%
11284,60,258,0%
11345,60,267,0%
11406,60,276,0%
11467,60,270,0%
11528,60,276,0%
11589,60,269,0%
11650,60,273,0%
11711,60,276,0%
11772,60,276,0%
11833,60,265,0%
11894,60,274,0%
11955,60,274,0%
12016,60,271,0%
12077,60,273,0%
12138,60,277,0%
12199,60,263,0%
12260,60,270,0%
12321,60,270,0%
12382,60,271,0%
12443,60,275,0%
12504,60,270,0%
12565,60,271,0%
12626,60,269,0%
12687,60,271,0%
12748,60,279,0%
12809,60,271,0%
12870,60,272,0%
12931,60,268,0%
12992,60,260,0%
13053,60,275,0%
13114,60,261,0%
13175,60,276,0%
13236,60,271,0%
13297,60,276,0%
13358,60,256,0%
13419,60,270,0%
13480,60,276,0%
13541,60,276,0%
13602,60,276,0%
13663,60,272,0%
13724,60,265,0%
13785,60,276,0%
13846,60,276,0%
13907,60,265,0%
13968,60,278,0%
14029,60,276,0%
14090,60,271,0%
14151,60,266,0%
14212,60,273,0%
14273,60,270,0%
14334,60,276,0%
14395,60,278,0%
14456,60,268,0%
14517,60,265,0%
14578,60,274,0%
14639,60,274,0%
14700,60,273,0%
14761,60,275,0%
14822,60,275,0%
14883,60,267,0%
14944,60,277,0%
15005,60,272,0%
15066,60,272,0%
15127,60,267,0%
15188,60,273,0%
15249,60,274,0%
15310,60,275,0%
15371,60,280,0%
15432,60,272,0%
15493,60,265,0%
15554,60,264,0%
15615,60,273,0%
15676,60,273,0%
15737,60,269,0%
15798,60,273,0%
15859,60,277,0%
15920,60,274,0%
15981,60,268,0%
16042,60,270,0%
16103,60,275,0%
16164,60,268,0%
16225,60,272,0%
16286,60,271,0%
16347,60,271,0%
16408,60,275,0%
16469,60,274,0%
16530,60,267,0%
16591,60,263,0%
16652,60,273,0%
16713,60,261,0%
16774,60,275,0%
16835,60,274,0%
16896,60,269,0%
16957,60,256,0%
17018,60,271,0%
17079,60,271,0%
17140,60,274,0%
17201,60,270,0%
17262,60,269,0%
17323,60,269,0%
17384,60,275,0%
17445,60,277,0%
17506,60,272,0%
17567,60,273,0%
17628,60,267,0%
17689,60,278,0%
17750,60,263,0%
17811,60,280,0%
17872,60,271,0%
17933,60,267,0%
17994,60,268,0%
18055,60,275,0%
18116,60,270,0%
18177,60,272,0%
18238,60,275,0%
18299,60,271,0%
18360,60,271,0%
18421,60,265,0%
18482,60,273,0%
18543,60,270,0%
18604,60,266,0%
18665,60,267,0%
18726,60,273,0%
18787,60,262,0%
18848,60,271,0%
18909,60,276,0%
18970,60,277,0%
19031,60,269,0%
19092,60,265,0%
19153,60,268,0%
19214,60,271,0%
19275,60,279,0%
19336,60,271,0%
19397,60,267,0%
19458,60,278,0%
19519,60,275,0%
19580,60,256,0%
19641,60,271,0%
19702,60,275,0%
19763,60,275,0%
19824,60,268,0%
19885,60,268,0%
19946,60,272,0%
20007,60,278,0%
20068,60,258,0%
20129,60,264,0%
20190,60,267,0%
20251,60,277,0%
20312,60,272,0%
20373,60,283,0%
20434,60,260,0%
20495,60,276,0%
20556,60,272,0%
20617,60,278,0%
20678,60,264,0%
20739,60,269,0%
20800,60,270,0%
20861,60,280,0%
20922,60,272,0%
20983,60,274,0%
21044,60,272,0%
21105,60,275,0%
21166,60,274,0%
21227,60,272,0%
21288,60,275,0%
21349,60,268,0%
21410,60,268,0%
21471,60,272,0%
21532,60,272,0%
21593,60,274,0%
21654,60,276,0%
21715,60,259,0%
21776,60,276,0%
21837,60,273,0%
21898,60,266,0%
21959,60,280,0%
22020,60,275,0%
22081,60,275,0%
22142,60,275,0%
22203,60,275,0%
22264,60,272,0%
22325,60,267,0%
22386,60,268,0%
22447,60,275,0%
22508,60,259,0%
22569,60,278,0%
22630,60,274,0%
22691,60,267,0%
22752,60,276,0%
22813,60,270,0%
22874,60,269,0%
22935,60,268,0%
22996,60,265,0%
23057,60,270,0%
23118,60,272,0%
23179,60,261,0%
23240,60,271,0%
23301,60,277,0%
23362,60,264,0%
23423,60,266,0%
23484,60,272,0%
23545,60,278,0%
23606,60,262,0%
23667,60,276,0%
23728,60,271,0%
23789,60,266,0%
23850,60,277,0%
23911,60,274,0%
23972,60,264,0%
24033,60,276,0%
24094,60,278,0%
24155,60,269,0%
24216,60,269,0%
24277,60,266,0%
24338,60,264,0%
24399,60,273,0%
24460,60,276,0%
24521,60,258,0%
24582,60,273,0%
24643,60,272,0%
24704,60,276,0%
24765,60,272,0%
24826,60,276,0%
24887,60,272,0%
24948,60,277,0%
25009,60,269,0%
25070,60,280,0%
25131,60,276,0%
25192,60,276,0%
25253,60,268,0%
25314,60,271,0%
25375,60,264,0%
25436,60,272,0%
25497,60,279,0%
25558,60,267,0%
25619,60,276,0%
25680,60,268,0%
25741,60,269,0%
25802,60,275,0%
25863,60,273,0%
25924,60,278,0%
25985,60,275,0%
26046,60,274,0%
26107,60,269,0%
26168,60,277,0%
26229,60,254,0%
26290,60,271,0%
26351,60,273,0%
26412,60,266,0%
26473,60,266,0%
26534,60,262,0%
26595,60,268,0%
26656,60,272,0%
26717,60,270,0%
26778,60,274,0%
26839,60,272,0%
26900,60,275,0%
26961,60,272,0%
27022,60,275,0%
27083,60,267,0%
27144,60,272,0%
27205,60,269,0%
27266,60,276,0%
27327,60,280,0%
27388,60,276,0%
27449,60,275,0%
27510,60,278,0%
27571,60,276,0%
27632,60,266,0%
27693,60,281,0%
27754,60,274,0%
27815,60,277,0%
27876,60,277,0%
27937,60,273,0%
27998,60,275,0%
28059,60,273,0%
28120,60,258,0%
28181,60,281,0%
28242,60,272,0%
28303,60,278,0%
28364,60,272,0%
28425,60,272,0%
28486,60,269,0%
28547,60,269,0%
28608,60,264,0%
28669,60,274,0%
28730,60,273,0%
28791,60,272,0%
28852,60,263,0%
28913,60,275,0%
28974,60,273,0%
29035,60,274,0%
29096,60,266,0%
29157,60,274,0%
29218,60,282,0%
29279,60,271,0%
29340,60,274,0%
29401,60,262,0%
29462,60,273,0%
29523,60,272,0%
29584,60,274,0%
29645,60,275,0%
29706,60,275,0%
29767,60,267,0%
29828,60,272,0%
29889,60,270,0%
29950,60,271,0%
30011,60,270,0%
30072,60,273,0%
30133,60,279,0%
30194,60,263,0%
30255,60,263,0%
30316,60,275,0%
30377,60,279,0%
30438,60,277,0%
30499,60,277,0%
30560,60,258,10%
30621,60,257,10%
30682,60,264,10%
30743,60,275,10%
30804,60,270,10%
30865,60,275,10%
30926,60,262,10%
30987,60,263,10%
31048,60,270,10%
31109,60,273,10%
31170,60,266,10%
31231,60,265,10%
31292,60,267,10%
31353,60,264,10%
31414,60,258,10%
31475,60,256,10%
31536,60,270,10%
31597,60,269,10%
31658,60,262,10%
31719,60,256,10%
31780,60,265,10%
31841,60,252,10%
31902,60,269,10%
31963,60,277,10%
32024,60,272,10%
32085,60,265,10%
32146,60,275,10%
32207,60,267,10%
32268,60,257,10%
32329,60,274,10%
32390,60,269,10%
32451,60,271,10%
32512,60,277,10%
32573,60,262,10%
32634,60,269,10%
32695,60,267,10%
32756,60,270,10%
32817,60,255,10%
32878,60,262,10%
32939,60,268,10%
33000,60,265,10%
33061,60,259,10%
33122,60,263,10%
33183,60,264,10%
33244,60,274,10%
33305,60,257,10%
33366,60,274,10%
33427,60,272,10%
33488,60,266,10%
33549,60,264,10%
33610,60,258,10%
33671,60,264,10%
33732,60,251,10%
33793,60,276,10%
33854,60,265,10%
33915,60,265,10%
33976,60,266,10%
34037,60,270,10%
34098,60,265,10%
34159,60,272,10%
34220,60,267,10%
34281,60,264,10%
34342,60,272,10%
34403,60,265,10%
34464,60,269,10%
34525,60,269,10%
34586,60,272,10%
34647,60,272,10%
34708,60,260,10%
34769,60,255,10%
34830,60,264,10%
34891,60,258,10%
34952,60,248,10%
35013,60,275,10%
35074,60,275,10%
35135,60,262,10%
35196,60,251,10%
35257,60,275,10%
35318,60,270,10%
35379,60,258,10%
35440,60,262,10%
35501,60,269,10%
35562,60,251,10%
35623,60,261,10%
35684,60,272,10%
35745,60,273,10%
35806,60,263,10%
35867,60,263,10%
35928,60,272,10%
35989,60,261,10%
36050,60,258,10%
36111,60,276,10%
36172,60,273,10%
36233,60,268,10%
36294,60,269,10%
36355,60,267,10%
36416,60,262,10%
36477,60,274,10%
36538,60,261,10%
36599,60,269,10%
36660,60,275,10%
36721,60,264,10%
36782,60,269,10%
36843,60,258,10%
36904,60,273,10%
36965,60,265,10%
37026,60,269,10%
37087,60,262,10%
37148,60,258,10%
37209,60,264,10%
37270,60,255,10%
37331,60,263,10%
37392,60,258,10%
37453,60,271,10%
37514,60,272,10%
37575,60,266,10%
37636,60,263,10%
37697,60,269,10%
37758,60,270,10%
37819,60,270,10%
37880,60,270,10%
37941,60,266,10%
38002,60,272,10%
38063,60,259,10%
38124,60,263,10%
38185,60,266,10%
38246,60,271,10%
38307,60,271,10%
38368,60,269,10%
38429,60,267,10%
38490,60,265,10%
38551,60,261,10%
38612,60,273,10%
38673,60,268,10%
38734,60,264,10%
38795,60,259,10%
38856,60,262,10%
38917,60,274,10%
38978,60,275,10%
39039,60,273,10%
39100,60,270,10%
39161,60,264,10%
39222,60,265,10%
39283,60,262,10%
39344,60,264,10%
39405,60,269,10%
39466,60,268,10%
39527,60,264,10%
39588,60,264,10%
39649,60,275,10%
39710,60,270,10%
39771,60,276,10%
39832,60,267,10%
39893,60,263,10%
39954,60,248,10%
40015,60,264,10%
40076,60,266,10%
40137,60,265,10%
40198,60,265,10%
40259,60,270,10%
40320,60,268,10%
40381,60,270,10%
40442,60,269,10%
40503,60,250,10%
40564,60,262,10%
40625,60,270,10%
40686,60,272,10%
40747,60,268,10%
40808,60,275,10%
40869,60,258,10%
40930,60,255,10%
40991,60,275,10%
41052,60,263,10%
41113,60,271,10%
41174,60,262,10%
41235,60,268,10%
41296,60,275,10%
41357,60,263,10%
41418,60,266,10%
41479,60,271,10%
41540,60,262,10%
41601,60,257,10%
41662,60,272,10%
41723,60,261,10%
41784,60,260,10%
41845,60,258,10%
41906,60,266,10%
41967,60,274,10%
42028,60,274,10%
42089,60,269,10%
42150,60,272,10%
42211,60,268,10%
42272,60,276,10%
42333,60,261,10%
42394,60,269,10%
42455,60,271,10%
42516,60,269,10%
42577,60,269,10%
42638,60,272,10%
42699,60,266,10%
42760,60,277,10%
42821,60,257,10%
42882,60,267,10%
42943,60,270,10%
43004,60,262,10%
43065,60,264,10%
43126,60,272,10%
43187,60,271,10%
43248,60,270,10%
43309,60,269,10%
43370,60,268,10%
43431,60,260,10%
43492,60,278,10%
43553,60,266,10%
43614,60,256,10%
43675,60,246,10%
43736,60,262,10%
43797,60,275,10%
43858,60,274,10%
43919,60,264,10%
43980,60,265,10%
44041,60,264,10%
44102,60,271,10%
44163,60,276,10%
44224,60,269,10%
44285,60,265,10%
44346,60,269,10%
44407,60,271,10%
44468,60,265,10%
44529,60,275,10%
44590,60,277,10%
44651,60,277,10%
44712,60,261,10%
44773,60,270,10%
44834,60,258,10%
44895,60,264,10%
44956,60,277,10%
45017,60,272,10%
