,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,1.4509,Infected,0%
3,3.0,4.4609000000000005,Infected,0%
4,4.0,9.6814,Infected,0%
5,5.0,17.753500000000003,Infected,0%
6,6.0,28.783599999999996,Infected,0%
7,7.0,35.7074,Infected,0%
8,8.0,39.6113,Infected,0%
9,9.0,50.1442,Infected,0%
10,10.0,63.6794,Infected,0%
11,11.0,77.46300000000001,Infected,0%
12,12.0,89.84179999999999,Infected,0%
13,13.0,98.9559,Infected,0%
14,14.0,100.9879,Infected,0%
15,15.0,98.7495,Infected,0%
16,16.0,97.0901,Infected,0%
17,17.0,94.2003,Infected,0%
18,18.0,90.26239999999999,Infected,0%
19,19.0,85.0521,Infected,0%
20,20.0,79.03810000000001,Infected,0%
21,21.0,72.29050000000001,Infected,0%
22,22.0,65.2225,Infected,0%
23,23.0,58.37480000000001,Infected,0%
24,24.0,51.5531,Infected,0%
25,25.0,45.460899999999995,Infected,0%
26,26.0,39.917899999999996,Infected,0%
27,27.0,34.7777,Infected,0%
28,28.0,30.3106,Infected,0%
29,29.0,26.6132,Infected,0%
30,30.0,23.5211,Infected,0%
31,31.0,21.2183,Infected,0%
32,32.0,19.4169,Infected,0%
33,33.0,18.0059,Infected,0%
34,34.0,16.8476,Infected,0%
35,35.0,15.527099999999999,Infected,0%
36,36.0,14.332799999999999,Infected,0%
37,37.0,13.436800000000002,Infected,0%
38,38.0,12.6833,Infected,0%
39,39.0,12.1183,Infected,0%
40,40.0,11.487,Infected,0%
41,41.0,11.002,Infected,0%
42,42.0,10.3166,Infected,0%
43,43.0,9.5412,Infected,0%
44,44.0,9.004,Infected,0%
45,45.0,8.513,Infected,0%
46,46.0,8.0761,Infected,0%
47,47.0,7.651400000000001,Infected,0%
48,48.0,7.204400000000001,Infected,0%
49,49.0,6.7515,Infected,0%
50,50.0,6.212400000000001,Infected,0%
51,51.0,5.7736,Infected,0%
52,52.0,5.3948,Infected,0%
53,53.0,5.0803,Infected,0%
54,54.0,4.6714,Infected,0%
55,55.0,4.4328,Infected,0%
56,56.0,4.138199999999999,Infected,0%
57,57.0,3.7815000000000003,Infected,0%
58,58.0,3.5930999999999997,Infected,0%
59,59.0,3.3626,Infected,0%
60,60.0,3.1583,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,1.3367,Infected,10%
64,3.0,3.9438999999999997,Infected,10%
65,4.0,8.312700000000001,Infected,10%
66,5.0,15.290400000000002,Infected,10%
67,6.0,24.685199999999995,Infected,10%
68,7.0,30.537100000000002,Infected,10%
69,8.0,34.2705,Infected,10%
70,9.0,43.929800000000014,Infected,10%
71,10.0,56.545,Infected,10%
72,11.0,69.2384,Infected,10%
73,12.0,81.3687,Infected,10%
74,13.0,90.9019,Infected,10%
75,14.0,93.84169999999999,Infected,10%
76,15.0,92.11630000000001,Infected,10%
77,16.0,91.2846,Infected,10%
78,17.0,90.02600000000001,Infected,10%
79,18.0,87.4529,Infected,10%
80,19.0,83.5492,Infected,10%
81,20.0,78.537,Infected,10%
82,21.0,72.6232,Infected,10%
83,22.0,66.28260000000002,Infected,10%
84,23.0,60.21249999999999,Infected,10%
85,24.0,54.22630000000001,Infected,10%
86,25.0,48.204399999999985,Infected,10%
87,26.0,42.5892,Infected,10%
88,27.0,37.615300000000005,Infected,10%
89,28.0,32.8517,Infected,10%
90,29.0,28.6253,Infected,10%
91,30.0,25.4109,Infected,10%
92,31.0,22.8638,Infected,10%
93,32.0,20.7596,Infected,10%
94,33.0,19.0962,Infected,10%
95,34.0,17.9038,Infected,10%
96,35.0,16.3586,Infected,10%
97,36.0,14.997800000000002,Infected,10%
98,37.0,14.0198,Infected,10%
99,38.0,13.268300000000002,Infected,10%
100,39.0,12.6352,Infected,10%
101,40.0,12.062100000000001,Infected,10%
102,41.0,11.509,Infected,10%
103,42.0,10.827499999999999,Infected,10%
104,43.0,10.106200000000001,Infected,10%
105,44.0,9.553099999999999,Infected,10%
106,45.0,9.132399999999999,Infected,10%
107,46.0,8.6933,Infected,10%
108,47.0,8.3186,Infected,10%
109,48.0,7.8435999999999995,Infected,10%
110,49.0,7.3206,Infected,10%
111,50.0,6.767500000000001,Infected,10%
112,51.0,6.344600000000001,Infected,10%
113,52.0,6.031999999999999,Infected,10%
114,53.0,5.7193,Infected,10%
115,54.0,5.358599999999999,Infected,10%
116,55.0,5.0581,Infected,10%
117,56.0,4.6914,Infected,10%
118,57.0,4.3927,Infected,10%
119,58.0,4.1302,Infected,10%
120,59.0,3.9458999999999995,Infected,10%
121,60.0,3.6975,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,1.0822,Infected,40%
125,3.0,3.1059999999999994,Infected,40%
126,4.0,6.198399999999999,Infected,40%
127,5.0,10.697300000000002,Infected,40%
128,6.0,16.595200000000002,Infected,40%
129,7.0,20.3126,Infected,40%
130,8.0,22.6553,Infected,40%
131,9.0,28.6814,Infected,40%
132,10.0,36.663300000000014,Infected,40%
133,11.0,45.545,Infected,40%
134,12.0,54.6694,Infected,40%
135,13.0,63.224500000000006,Infected,40%
136,14.0,66.5952,Infected,40%
137,15.0,66.6853,Infected,40%
138,16.0,68.6613,Infected,40%
139,17.0,70.5691,Infected,40%
140,18.0,72.41690000000001,Infected,40%
141,19.0,73.03000000000002,Infected,40%
142,20.0,72.65319999999998,Infected,40%
143,21.0,69.7715,Infected,40%
