,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,3.2103999999999995,Infected,0%
3,3.0,9.450899999999999,Infected,0%
4,4.0,19.6693,Infected,0%
5,5.0,34.5912,Infected,0%
6,6.0,52.6533,Infected,0%
7,7.0,63.527,Infected,0%
8,8.0,69.00200000000001,Infected,0%
9,9.0,81.7254,Infected,0%
10,10.0,94.8857,Infected,0%
11,11.0,104.46490000000001,Infected,0%
12,12.0,109.4028,Infected,0%
13,13.0,110.4389,Infected,0%
14,14.0,106.5712,Infected,0%
15,15.0,100.3747,Infected,0%
16,16.0,93.3507,Infected,0%
17,17.0,85.85770000000001,Infected,0%
18,18.0,78.0741,Infected,0%
19,19.0,70.4489,Infected,0%
20,20.0,63.106199999999994,Infected,0%
21,21.0,55.8277,Infected,0%
22,22.0,49.2826,Infected,0%
23,23.0,43.2264,Infected,0%
24,24.0,37.925799999999995,Infected,0%
25,25.0,33.2685,Infected,0%
26,26.0,28.8678,Infected,0%
27,27.0,25.0742,Infected,0%
28,28.0,21.7655,Infected,0%
29,29.0,18.875700000000002,Infected,0%
30,30.0,16.2485,Infected,0%
31,31.0,13.9058,Infected,0%
32,32.0,12.008099999999999,Infected,0%
33,33.0,10.3508,Infected,0%
34,34.0,8.9178,Infected,0%
35,35.0,7.7094000000000005,Infected,0%
36,36.0,6.5972,Infected,0%
37,37.0,5.6152999999999995,Infected,0%
38,38.0,4.8157000000000005,Infected,0%
39,39.0,4.1824,Infected,0%
40,40.0,3.6553000000000004,Infected,0%
41,41.0,3.1603,Infected,0%
42,42.0,2.6614000000000004,Infected,0%
43,43.0,2.3227,Infected,0%
44,44.0,1.9459,Infected,0%
45,45.0,1.6152000000000002,Infected,0%
46,46.0,1.4027,Infected,0%
47,47.0,1.2104000000000001,Infected,0%
48,48.0,1.0281,Infected,0%
49,49.0,0.9218000000000001,Infected,0%
50,50.0,0.7896000000000001,Infected,0%
51,51.0,0.6754,Infected,0%
52,52.0,0.5692,Infected,0%
53,53.0,0.46690000000000004,Infected,0%
54,54.0,0.41680000000000006,Infected,0%
55,55.0,0.3567,Infected,0%
56,56.0,0.31660000000000005,Infected,0%
57,57.0,0.2805,Infected,0%
58,58.0,0.2404,Infected,0%
59,59.0,0.20640000000000003,Infected,0%
60,60.0,0.1723,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,2.8556,Infected,10%
64,3.0,8.358699999999999,Infected,10%
65,4.0,17.0661,Infected,10%
66,5.0,29.589199999999998,Infected,10%
67,6.0,44.6112,Infected,10%
68,7.0,53.7014,Infected,10%
69,8.0,58.6814,Infected,10%
70,9.0,69.3187,Infected,10%
71,10.0,81.0582,Infected,10%
72,11.0,90.1763,Infected,10%
73,12.0,95.5691,Infected,10%
74,13.0,97.23249999999999,Infected,10%
75,14.0,94.81960000000001,Infected,10%
76,15.0,89.9459,Infected,10%
77,16.0,84.3407,Infected,10%
78,17.0,78.3868,Infected,10%
79,18.0,71.84170000000002,Infected,10%
80,19.0,65.1763,Infected,10%
81,20.0,58.8116,Infected,10%
82,21.0,52.378699999999995,Infected,10%
83,22.0,46.5391,Infected,10%
84,23.0,40.9299,Infected,10%
85,24.0,35.915800000000004,Infected,10%
86,25.0,31.503,Infected,10%
87,26.0,27.500999999999998,Infected,10%
88,27.0,24.0521,Infected,10%
89,28.0,20.8718,Infected,10%
90,29.0,18.100099999999998,Infected,10%
91,30.0,15.607199999999999,Infected,10%
92,31.0,13.529,Infected,10%
93,32.0,11.6353,Infected,10%
94,33.0,9.984000000000002,Infected,10%
95,34.0,8.565199999999999,Infected,10%
96,35.0,7.446899999999999,Infected,10%
97,36.0,6.418800000000001,Infected,10%
98,37.0,5.5470999999999995,Infected,10%
99,38.0,4.8297,Infected,10%
100,39.0,4.1082,Infected,10%
101,40.0,3.5652,Infected,10%
102,41.0,3.0761000000000003,Infected,10%
103,42.0,2.6173,Infected,10%
104,43.0,2.2685999999999997,Infected,10%
105,44.0,1.978,Infected,10%
106,45.0,1.7154000000000003,Infected,10%
107,46.0,1.4509,Infected,10%
108,47.0,1.2445000000000002,Infected,10%
109,48.0,1.0762,Infected,10%
110,49.0,0.9238999999999999,Infected,10%
111,50.0,0.7816000000000001,Infected,10%
112,51.0,0.6674000000000001,Infected,10%
113,52.0,0.553,Infected,10%
114,53.0,0.4749,Infected,10%
115,54.0,0.41680000000000006,Infected,10%
116,55.0,0.3527,Infected,10%
117,56.0,0.2926,Infected,10%
118,57.0,0.2404,Infected,10%
119,58.0,0.20840000000000003,Infected,10%
120,59.0,0.18630000000000002,Infected,10%
121,60.0,0.1583,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,1.9519,Infected,40%
125,3.0,5.3587,Infected,40%
126,4.0,10.114200000000002,Infected,40%
127,5.0,16.737600000000004,Infected,40%
128,6.0,24.260499999999997,Infected,40%
129,7.0,29.3506,Infected,40%
130,8.0,32.220400000000005,Infected,40%
131,9.0,38.3187,Infected,40%
132,10.0,44.7134,Infected,40%
133,11.0,51.1163,Infected,40%
134,12.0,55.6553,Infected,40%
135,13.0,58.50900000000001,Infected,40%
136,14.0,58.3187,Infected,40%
137,15.0,56.278600000000004,Infected,40%
138,16.0,54.286500000000004,Infected,40%
139,17.0,51.961999999999996,Infected,40%
140,18.0,49.2906,Infected,40%
141,19.0,46.1202,Infected,40%
