,day,students,dad_type,dl_type,type,type_pretty
212,13.0,12.735735833333333,,Not distance learning,New policy,New policy
213,14.0,13.676426666666666,,Not distance learning,New policy,New policy
214,15.0,14.614030833333334,,Not distance learning,New policy,New policy
215,16.0,15.547797916666667,,Not distance learning,New policy,New policy
216,17.0,16.414497916666665,,Not distance learning,New policy,New policy
217,18.0,17.279862916666666,,Not distance learning,New policy,New policy
218,19.0,18.142725416666668,,Not distance learning,New policy,New policy
219,20.0,19.003502916666665,,Not distance learning,New policy,New policy
220,21.0,19.860860416666664,,Not distance learning,New policy,New policy
221,22.0,20.71446375,,Not distance learning,New policy,New policy
222,23.0,21.56473041666667,,Not distance learning,New policy,New policy
223,24.0,22.37262125,,Not distance learning,New policy,New policy
224,25.0,23.179928333333336,,Not distance learning,New policy,New policy
225,26.0,23.985817500000003,,Not distance learning,New policy,New policy
226,27.0,24.790705833333337,,Not distance learning,New policy,New policy
227,28.0,25.59342541666667,,Not distance learning,New policy,New policy
228,29.0,26.395227083333335,,Not distance learning,New policy,New policy
229,30.0,27.196195,,Not distance learning,New policy,New policy
230,31.0,27.984733333333335,,Not distance learning,New policy,New policy
231,32.0,28.773272083333335,,Not distance learning,New policy,New policy
232,33.0,29.561226666666666,,Not distance learning,New policy,New policy
233,34.0,30.3488475,,Not distance learning,New policy,New policy
234,35.0,31.136635000000005,,Not distance learning,New policy,New policy
235,36.0,31.926591666666674,,Not distance learning,New policy,New policy
236,37.0,32.717215833333334,,Not distance learning,New policy,New policy
237,38.0,33.51376208333333,,Not distance learning,New policy,New policy
238,39.0,34.310892083333336,,Not distance learning,New policy,New policy
239,40.0,35.10802291666667,,Not distance learning,New policy,New policy
240,41.0,35.90615416666667,,Not distance learning,New policy,New policy
241,42.0,36.70470291666667,,Not distance learning,New policy,New policy
242,43.0,37.503418333333336,,Not distance learning,New policy,New policy
243,44.0,38.30380208333334,,Not distance learning,New policy,New policy
244,45.0,39.11644833333333,,Not distance learning,New policy,New policy
245,46.0,39.92892708333333,,Not distance learning,New policy,New policy
246,47.0,40.74157333333333,,Not distance learning,New policy,New policy
247,48.0,41.555053333333326,,Not distance learning,New policy,New policy
248,49.0,42.369367916666654,,Not distance learning,New policy,New policy
249,50.0,43.183682916666655,,Not distance learning,New policy,New policy
250,51.0,43.99833083333332,,Not distance learning,New policy,New policy
251,52.0,44.823489166666654,,Not distance learning,New policy,New policy
252,53.0,45.647980416666655,,Not distance learning,New policy,New policy
253,54.0,46.47372291666666,,Not distance learning,New policy,New policy
254,55.0,47.299632499999994,,Not distance learning,New policy,New policy
255,56.0,48.12529125,,Not distance learning,New policy,New policy
256,57.0,48.952368333333325,,Not distance learning,New policy,New policy
257,58.0,49.77944541666666,,Not distance learning,New policy,New policy
258,59.0,50.61277833333333,,Not distance learning,New policy,New policy
259,60.0,51.446528333333326,,Not distance learning,New policy,New policy
260,61.0,52.28211374999999,,Not distance learning,New policy,New policy
261,62.0,53.117365833333324,,Not distance learning,New policy,New policy
262,63.0,53.952784999999984,,Not distance learning,New policy,New policy
263,64.0,54.78828749999999,,Not distance learning,New policy,New policy
264,65.0,55.62353958333332,,Not distance learning,New policy,New policy
265,66.0,56.466883333333314,,Not distance learning,New policy,New policy
266,67.0,57.310727499999985,,Not distance learning,New policy,New policy
267,68.0,58.15423749999999,,Not distance learning,New policy,New policy
268,69.0,58.99791458333332,,Not distance learning,New policy,New policy
269,70.0,59.842675833333324,,Not distance learning,New policy,New policy
270,71.0,60.68752083333332,,Not distance learning,New policy,New policy
271,72.0,61.53228249999999,,Not distance learning,New policy,New policy
272,73.0,62.38338333333332,,Not distance learning,New policy,New policy
273,74.0,63.23456791666665,,Not distance learning,New policy,New policy
274,75.0,64.08500166666666,,Not distance learning,New policy,New policy
275,76.0,64.93668708333333,,Not distance learning,New policy,New policy
276,77.0,65.78912291666666,,Not distance learning,New policy,New policy
277,78.0,66.64172541666666,,Not distance learning,New policy,New policy
278,79.0,67.49582958333332,,Not distance learning,New policy,New policy
279,80.0,68.35602291666666,,Not distance learning,New policy,New policy
280,81.0,69.2169675,,Not distance learning,New policy,New policy
281,82.0,70.07849583333333,,Not distance learning,New policy,New policy
282,83.0,70.93994041666666,,Not distance learning,New policy,New policy
283,84.0,71.80196916666667,,Not distance learning,New policy,New policy
284,85.0,72.66408125000001,,Not distance learning,New policy,New policy
285,86.0,73.52661041666668,,Not distance learning,New policy,New policy
286,87.0,74.39706458333335,,Not distance learning,New policy,New policy
287,88.0,75.26768541666668,,Not distance learning,New policy,New policy
288,89.0,76.13939083333335,,Not distance learning,New policy,New policy
289,90.0,77.01092875,,Not distance learning,New policy,New policy
290,91.0,77.88271708333335,,Not distance learning,New policy,New policy
291,92.0,78.75492291666667,,Not distance learning,New policy,New policy
292,93.0,79.62662791666668,,Not distance learning,New policy,New policy
293,94.0,80.50267083333334,,Not distance learning,New policy,New policy
294,95.0,81.37804583333335,,Not distance learning,New policy,New policy
295,96.0,82.25308708333336,,Not distance learning,New policy,New policy
296,97.0,83.12904625000003,,Not distance learning,New policy,New policy
297,98.0,84.00400500000002,,Not distance learning,New policy,New policy
298,99.0,84.87929666666669,,Not distance learning,New policy,New policy
299,100.0,85.75483916666668,,Not distance learning,New policy,New policy
300,1.0,0.0,,Distance learning,New policy,New policy
301,2.0,0.00016666666666666666,,Distance learning,New policy,New policy
302,3.0,0.005004999999999998,,Distance learning,New policy,New policy
303,4.0,0.010176666666666664,,Distance learning,New policy,New policy
304,5.0,0.01584916666666666,,Distance learning,New policy,New policy
305,6.0,0.022355416666666662,,Distance learning,New policy,New policy
306,7.0,0.029528749999999993,,Distance learning,New policy,New policy
307,8.0,0.03812041666666666,,Distance learning,New policy,New policy
308,9.0,0.04754624999999999,,Distance learning,New policy,New policy
309,10.0,0.09893124999999998,,Distance learning,New policy,New policy
310,11.0,0.15215083333333332,,Distance learning,New policy,New policy
311,12.0,0.20678875,,Distance learning,New policy,New policy
312,13.0,0.2642625,,Distance learning,New policy,New policy
313,14.0,0.3235725,,Distance learning,New policy,New policy
314,15.0,0.3859683333333333,,Distance learning,New policy,New policy
315,16.0,0.4522016666666666,,Distance learning,New policy,New policy
316,17.0,0.5855025,,Distance learning,New policy,New policy
317,18.0,0.7201366666666666,,Distance learning,New policy,New policy
318,19.0,0.8572733333333333,,Distance learning,New policy,New policy
319,20.0,0.9964954166666666,,Distance learning,New policy,New policy
320,21.0,1.13913875,,Distance learning,New policy,New policy
321,22.0,1.2855345833333334,,Distance learning,New policy,New policy
322,23.0,1.4352687499999999,,Distance learning,New policy,New policy
323,24.0,1.6273770833333332,,Distance learning,New policy,New policy
324,25.0,1.8200695833333331,,Distance learning,New policy,New policy
325,26.0,2.0141804166666666,,Distance learning,New policy,New policy
326,27.0,2.2092916666666667,,Distance learning,New policy,New policy
327,28.0,2.4065720833333333,,Distance learning,New policy,New policy
328,29.0,2.6047704166666668,,Distance learning,New policy,New policy
329,30.0,2.8038020833333333,,Distance learning,New policy,New policy
330,31.0,3.015263333333334,,Distance learning,New policy,New policy
331,32.0,3.226724583333334,,Distance learning,New policy,New policy
332,33.0,3.438769583333334,,Distance learning,New policy,New policy
333,34.0,3.6511487500000004,,Distance learning,New policy,New policy
334,35.0,3.8633608333333336,,Distance learning,New policy,New policy
335,36.0,4.073404583333334,,Distance learning,New policy,New policy
336,37.0,4.28278125,,Distance learning,New policy,New policy
337,38.0,4.486235416666667,,Distance learning,New policy,New policy
338,39.0,4.689105,,Distance learning,New policy,New policy
339,40.0,4.8919749999999995,,Distance learning,New policy,New policy
340,41.0,5.093843333333333,,Distance learning,New policy,New policy
341,42.0,5.295294999999999,,Distance learning,New policy,New policy
342,43.0,5.496579166666666,,Distance learning,New policy,New policy
343,44.0,5.6961958333333325,,Distance learning,New policy,New policy
344,45.0,5.883550416666666,,Distance learning,New policy,New policy
345,46.0,6.071071666666667,,Distance learning,New policy,New policy
346,47.0,6.258426249999999,,Distance learning,New policy,New policy
347,48.0,6.444946249999999,,Distance learning,New policy,New policy
348,49.0,6.630630833333332,,Distance learning,New policy,New policy
349,50.0,6.816316249999999,,Distance learning,New policy,New policy
350,51.0,7.001668333333332,,Distance learning,New policy,New policy
351,52.0,7.176509166666666,,Distance learning,New policy,New policy
352,53.0,7.3520175,,Distance learning,New policy,New policy
353,54.0,7.526274583333333,,Distance learning,New policy,New policy
354,55.0,7.700364583333333,,Distance learning,New policy,New policy
355,56.0,7.874705833333333,,Distance learning,New policy,New policy
356,57.0,8.047627916666665,,Distance learning,New policy,New policy
357,58.0,8.220550416666665,,Distance learning,New policy,New policy
358,59.0,8.387217083333333,,Distance learning,New policy,New policy
359,60.0,8.553465833333332,,Distance learning,New policy,New policy
360,61.0,8.717880000000001,,Distance learning,New policy,New policy
361,62.0,8.882627916666667,,Distance learning,New policy,New policy
362,63.0,9.047209166666667,,Distance learning,New policy,New policy
363,64.0,9.211707083333332,,Distance learning,New policy,New policy
364,65.0,9.376455416666666,,Distance learning,New policy,New policy
365,66.0,9.533112083333332,,Distance learning,New policy,New policy
366,67.0,9.689268333333333,,Distance learning,New policy,New policy
367,68.0,9.8457575,,Distance learning,New policy,New policy
368,69.0,10.002080416666667,,Distance learning,New policy,New policy
369,70.0,10.157318333333333,,Distance learning,New policy,New policy
370,71.0,10.312473333333333,,Distance learning,New policy,New policy
371,72.0,10.467712083333334,,Distance learning,New policy,New policy
372,73.0,10.616610833333334,,Distance learning,New policy,New policy
373,74.0,10.765426666666666,,Distance learning,New policy,New policy
374,75.0,10.914992916666668,,Distance learning,New policy,New policy
375,76.0,11.063307916666668,,Distance learning,New policy,New policy
376,77.0,11.2108725,,Distance learning,New policy,New policy
377,78.0,11.358270000000001,,Distance learning,New policy,New policy
378,79.0,11.504166666666666,,Distance learning,New policy,New policy
379,80.0,11.643972499999999,,Distance learning,New policy,New policy
380,81.0,11.783027916666667,,Distance learning,New policy,New policy
381,82.0,11.921500416666667,,Distance learning,New policy,New policy
382,83.0,12.06005625,,Distance learning,New policy,New policy
383,84.0,12.1980275,,Distance learning,New policy,New policy
384,85.0,12.335915416666667,,Distance learning,New policy,New policy
385,86.0,12.47338625,,Distance learning,New policy,New policy
386,87.0,12.602932083333334,,Distance learning,New policy,New policy
387,88.0,12.732310416666667,,Distance learning,New policy,New policy
388,89.0,12.860605416666667,,Distance learning,New policy,New policy
389,90.0,12.989067083333335,,Distance learning,New policy,New policy
390,91.0,13.117277916666668,,Distance learning,New policy,New policy
391,92.0,13.245072500000001,,Distance learning,New policy,New policy
392,93.0,13.373367083333335,,Distance learning,New policy,New policy
393,94.0,13.497325,,Distance learning,New policy,New policy
394,95.0,13.621949583333334,,Distance learning,New policy,New policy
395,96.0,13.746907083333333,,Distance learning,New policy,New policy
396,97.0,13.870947083333334,,Distance learning,New policy,New policy
397,98.0,13.995988750000002,,Distance learning,New policy,New policy
398,99.0,14.120696250000002,,Distance learning,New policy,New policy
399,100.0,14.245153333333336,,Distance learning,New policy,New policy
