day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123456876	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.02	0
1	123456876	235	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	5	[]	0	0.02	0
2	123456876	228	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	11	[]	0	0.02	1
3	123456876	215	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	15	[]	0	0.02	3
4	123456876	193	32	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	19	[]	0	0.02	5
5	123456876	151	57	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	24	[]	0	0.02	7
6	123456876	149	39	46	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	26	[]	0	0.02	11
7	123456876	147	28	56	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	28	[]	0	0.02	12
8	123456876	105	62	56	17	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	30	[]	0	0.02	12
9	123456876	77	72	64	25	0	0	0	0	0	0	0	0	0	0	2	0	0	7	2	0	0	2	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	32	[]	0	0.02	12
10	123456876	51	80	73	34	0	0	0	0	0	0	0	0	0	0	1	1	0	7	2	0	0	2	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	35	[]	0	0.02	12
11	123456876	27	80	91	39	0	0	0	0	0	0	0	0	0	0	2	1	0	7	3	0	0	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	36	[]	0	0.02	12
12	123456876	14	71	102	50	0	0	0	0	0	0	0	0	0	0	2	1	0	7	3	0	0	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	37	[]	0	0.02	12
13	123456876	14	46	117	60	0	0	0	0	0	0	0	0	0	0	2	1	0	7	3	0	0	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	37	[]	0	0.02	12
14	123456876	14	28	121	74	0	0	0	0	0	0	0	0	0	0	2	1	0	7	3	0	0	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	37	[]	0	0.02	12
15	123456876	2	31	109	94	0	0	0	0	0	0	1	0	0	0	2	1	0	8	3	0	1	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	12
16	123456876	1	24	109	102	0	0	0	0	0	0	1	0	0	0	2	1	0	8	3	0	1	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	12
17	123456876	1	16	106	112	0	0	0	0	0	0	1	0	0	0	3	1	0	8	4	0	1	4	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	12
18	123456876	0	12	99	124	0	0	0	0	0	0	1	0	0	0	3	1	0	8	4	0	1	4	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	12
19	123456876	0	9	88	137	0	0	0	0	0	0	2	0	0	0	2	2	0	9	4	0	2	4	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	12
20	123456876	0	4	83	146	0	0	0	0	0	0	2	0	0	0	3	2	0	9	5	0	2	5	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	12
21	123456876	0	3	73	156	0	0	0	0	0	0	0	2	0	0	4	2	0	11	6	0	2	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	12
22	123456876	0	3	60	169	0	0	0	0	0	0	0	2	0	0	3	3	0	12	6	0	2	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	11
23	123456876	0	1	55	177	0	0	0	0	0	0	0	2	0	0	2	3	0	12	7	0	2	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	11
24	123456876	0	1	49	183	0	0	0	0	0	0	0	2	0	0	2	3	0	12	7	0	2	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	11
25	123456876	0	1	42	191	0	0	0	0	0	0	0	2	0	0	1	3	0	12	7	0	2	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	11
26	123456876	0	0	38	196	0	0	0	0	0	0	0	2	0	0	1	3	0	14	7	0	2	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	11
27	123456876	0	0	31	203	0	0	0	0	0	0	0	2	0	0	1	3	0	14	7	0	2	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	11
28	123456876	0	0	24	210	0	0	0	0	0	0	0	2	0	0	1	3	0	14	7	0	2	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	11
29	123456876	0	0	17	218	0	0	0	0	0	0	0	1	0	0	1	3	0	14	7	0	2	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	8
30	123456876	0	0	15	220	0	0	0	0	0	0	0	1	0	0	1	3	0	14	7	0	2	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	8
31	123456876	0	0	12	223	0	0	0	0	0	0	0	1	0	0	1	3	0	15	8	0	2	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	7
32	123456876	0	0	9	226	0	0	0	0	0	0	0	1	0	0	0	4	0	16	8	0	2	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	5
33	123456876	0	0	7	229	0	0	0	0	0	0	0	0	0	0	0	4	0	17	8	0	2	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	4
34	123456876	0	0	7	230	0	0	0	0	0	0	0	0	0	0	0	3	0	17	8	0	2	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	4
35	123456876	0	0	7	231	0	0	0	0	0	0	0	0	0	0	0	2	0	17	8	0	2	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	4
36	123456876	0	0	5	233	0	0	0	0	0	0	0	0	0	0	0	2	0	18	8	0	2	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	38	[]	0	0.02	4
