day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123457103	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.02	0
1	123457103	237	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	0.02	0
2	123457103	219	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	15	[]	0	0.02	2
3	123457103	199	34	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	20	[]	0	0.02	6
4	123457103	174	49	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	25	[]	0	0.02	7
5	123457103	148	61	27	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	30	[]	0	0.02	7
6	123457103	146	46	41	6	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	32	[]	0	0.02	10
7	123457103	142	38	43	14	0	0	0	0	0	0	1	1	0	0	1	0	0	5	1	0	2	1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	36	[]	0	0.02	10
8	123457103	108	63	45	21	0	0	0	0	0	0	1	1	0	0	0	1	0	5	1	0	2	1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	41	[]	0	0.02	9
9	123457103	88	65	59	24	0	0	0	0	0	0	0	2	0	0	1	1	0	5	2	0	2	2	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	42	[]	0	0.02	11
10	123457103	54	82	66	34	0	0	0	0	0	0	0	2	0	0	1	1	0	5	2	0	2	2	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	46	[]	0	0.02	12
11	123457103	30	80	79	45	0	0	0	0	0	0	1	2	0	0	2	1	0	7	3	0	3	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	49	[]	0	0.02	12
12	123457103	18	68	92	54	0	0	0	0	0	0	2	2	0	0	2	2	0	8	4	0	4	4	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	49	[]	0	0.02	12
13	123457103	17	52	96	67	0	0	0	0	0	0	2	2	0	0	2	2	0	8	4	0	4	4	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	50	[]	0	0.02	12
14	123457103	17	32	103	79	0	0	0	0	0	0	2	2	0	0	3	2	0	8	5	0	4	5	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	50	[]	0	0.02	12
15	123457103	8	35	97	90	0	0	0	0	0	0	2	2	0	0	4	2	0	8	6	0	4	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	50	[]	0	0.02	12
16	123457103	3	28	97	102	0	0	0	0	0	0	2	2	0	0	4	2	0	9	6	0	4	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	50	[]	0	0.02	12
17	123457103	1	22	98	109	0	0	0	0	0	0	2	2	0	0	4	2	0	9	6	0	4	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	12
18	123457103	1	18	88	123	0	0	0	0	0	0	2	2	0	0	3	3	0	9	6	0	4	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	12
19	123457103	0	15	83	132	0	0	0	0	0	0	2	1	0	0	3	4	0	10	7	0	4	7	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	12
20	123457103	0	11	74	144	0	0	0	0	0	0	2	1	0	0	4	4	0	10	8	0	4	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	12
21	123457103	0	9	65	156	0	0	0	0	0	0	2	0	0	0	5	3	0	10	9	0	4	9	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	12
22	123457103	0	5	61	163	0	0	0	0	0	0	2	0	0	0	4	5	0	10	10	0	4	10	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	12
23	123457103	0	5	53	172	0	0	0	0	0	0	2	0	0	0	4	4	0	10	10	0	4	10	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	11
24	123457103	0	5	46	179	0	0	0	0	0	0	2	0	0	0	0	8	0	11	10	0	4	10	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	11
25	123457103	0	3	47	182	0	0	0	0	0	0	1	0	0	0	0	7	0	11	10	0	4	10	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	11
26	123457103	0	1	44	189	0	0	0	0	0	0	0	0	0	0	0	6	0	12	10	0	4	10	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	11
27	123457103	0	1	36	197	0	0	0	0	0	0	0	0	0	0	0	6	0	13	10	0	4	10	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	11
28	123457103	0	1	34	200	0	0	0	0	0	0	0	0	0	0	0	5	0	14	10	0	4	10	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	11
29	123457103	0	0	30	205	0	0	0	0	0	0	1	0	0	0	0	4	0	17	10	0	5	10	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	11
30	123457103	0	0	25	209	0	0	0	0	0	0	1	0	0	0	1	4	0	17	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	11
31	123457103	0	0	24	210	0	0	0	0	0	0	1	0	0	0	0	5	0	17	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	11
32	123457103	0	0	20	214	0	0	0	0	0	0	1	0	0	0	0	5	0	17	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	10
33	123457103	0	0	18	217	0	0	0	0	0	0	1	0	0	0	0	4	0	17	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	10
34	123457103	0	0	12	224	0	0	0	0	0	0	1	0	0	0	0	3	0	17	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	7
35	123457103	0	0	12	225	0	0	0	0	0	0	1	0	0	0	0	2	0	17	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	7
36	123457103	0	0	10	228	0	0	0	0	0	0	1	0	0	0	0	1	0	17	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	7
37	123457103	0	0	10	228	0	0	0	0	0	0	1	0	0	0	0	1	0	17	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	7
38	123457103	0	0	9	229	0	0	0	0	0	0	1	0	0	0	0	1	0	17	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	6
39	123457103	0	0	7	231	0	0	0	0	0	0	1	0	0	0	0	1	0	19	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	6
40	123457103	0	0	5	233	0	0	0	0	0	0	1	0	0	0	0	1	0	19	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	5
41	123457103	0	0	5	233	0	0	0	0	0	0	1	0	0	0	0	1	0	19	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	5
42	123457103	0	0	4	234	0	0	0	0	0	0	0	1	0	0	0	1	0	20	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	4
43	123457103	0	0	4	235	0	0	0	0	0	0	0	0	0	0	0	1	0	20	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	4
44	123457103	0	0	3	237	0	0	0	0	0	0	0	0	0	0	0	0	0	20	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	3
45	123457103	0	0	3	237	0	0	0	0	0	0	0	0	0	0	0	0	0	22	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	3
46	123457103	0	0	3	237	0	0	0	0	0	0	0	0	0	0	0	0	0	23	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	3
47	123457103	0	0	2	238	0	0	0	0	0	0	0	0	0	0	0	0	0	23	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	2
48	123457103	0	0	2	238	0	0	0	0	0	0	0	0	0	0	0	0	0	24	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	2
49	123457103	0	0	2	238	0	0	0	0	0	0	0	0	0	0	0	0	0	25	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	2
50	123457103	0	0	1	239	0	0	0	0	0	0	0	0	0	0	0	0	0	25	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	1
51	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	25	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
52	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	26	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
53	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	26	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
54	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	27	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
55	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	27	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
56	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	27	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
57	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	27	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
58	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	27	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
59	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	28	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
60	123457103	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	28	11	0	5	11	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51	[]	0	0.02	0
