,day,final_infected,type_pretty
60,60,226,0%
121,60,197,0%
182,60,192,0%
243,60,228,0%
304,60,176,0%
365,60,226,0%
426,60,235,0%
487,60,215,0%
548,60,231,0%
609,60,195,0%
670,60,214,0%
731,60,223,0%
792,60,219,0%
853,60,231,0%
914,60,204,0%
975,60,216,0%
1036,60,213,0%
1097,60,188,0%
1158,60,223,0%
1219,60,202,0%
1280,60,239,0%
1341,60,200,0%
1402,60,212,0%
1463,60,212,0%
1524,60,237,0%
1585,60,221,0%
1646,60,231,0%
1707,60,184,0%
1768,60,223,0%
1829,60,208,0%
1890,60,158,0%
1951,60,170,0%
2012,60,228,0%
2073,60,227,0%
2134,60,236,0%
2195,60,227,0%
2256,60,219,0%
2317,60,187,0%
2378,60,232,0%
2439,60,185,0%
2500,60,229,0%
2561,60,226,0%
2622,60,196,0%
2683,60,225,0%
2744,60,224,0%
2805,60,226,0%
2866,60,216,0%
2927,60,223,0%
2988,60,227,0%
3049,60,221,0%
3110,60,236,0%
3171,60,182,0%
3232,60,228,0%
3293,60,216,0%
3354,60,210,0%
3415,60,221,0%
3476,60,227,0%
3537,60,228,0%
3598,60,236,0%
3659,60,227,0%
3720,60,222,0%
3781,60,229,0%
3842,60,220,0%
3903,60,232,0%
3964,60,220,0%
4025,60,213,0%
4086,60,212,0%
4147,60,237,0%
4208,60,235,0%
4269,60,190,0%
4330,60,211,0%
4391,60,146,0%
4452,60,233,0%
4513,60,213,0%
4574,60,223,0%
4635,60,232,0%
4696,60,212,0%
4757,60,229,0%
4818,60,201,0%
4879,60,215,0%
4940,60,224,0%
5001,60,232,0%
5062,60,206,0%
5123,60,225,0%
5184,60,226,0%
5245,60,222,0%
5306,60,206,0%
5367,60,227,0%
5428,60,228,0%
5489,60,231,0%
5550,60,227,0%
5611,60,224,0%
5672,60,187,0%
5733,60,240,0%
5794,60,218,0%
5855,60,210,0%
5916,60,168,0%
5977,60,235,0%
6038,60,237,0%
6099,60,219,0%
6160,60,227,0%
6221,60,169,0%
6282,60,225,0%
6343,60,217,0%
6404,60,234,0%
6465,60,184,0%
6526,60,225,0%
6587,60,215,0%
6648,60,226,0%
6709,60,155,0%
6770,60,215,0%
6831,60,213,0%
6892,60,217,0%
6953,60,235,0%
7014,60,224,0%
7075,60,237,0%
7136,60,85,0%
7197,60,231,0%
7258,60,216,0%
7319,60,216,0%
7380,60,235,0%
7441,60,212,0%
7502,60,220,0%
7563,60,226,0%
7624,60,220,0%
7685,60,238,0%
7746,60,229,0%
7807,60,195,0%
7868,60,210,0%
7929,60,221,0%
7990,60,130,0%
8051,60,215,0%
8112,60,203,0%
8173,60,219,0%
8234,60,190,0%
8295,60,204,0%
8356,60,214,0%
8417,60,225,0%
8478,60,225,0%
8539,60,229,0%
8600,60,228,0%
8661,60,225,0%
8722,60,220,0%
8783,60,229,0%
8844,60,178,0%
8905,60,230,0%
8966,60,203,0%
9027,60,193,0%
9088,60,211,0%
9149,60,229,0%
9210,60,225,0%
9271,60,228,0%
9332,60,198,0%
9393,60,237,0%
9454,60,227,0%
9515,60,231,0%
9576,60,206,0%
9637,60,216,0%
9698,60,212,0%
9759,60,239,0%
9820,60,220,0%
9881,60,212,0%
9942,60,233,0%
10003,60,146,0%
10064,60,238,0%
10125,60,200,0%
10186,60,237,0%
10247,60,215,0%
10308,60,205,0%
10369,60,218,0%
10430,60,217,0%
10491,60,206,0%
10552,60,201,0%
10613,60,215,0%
10674,60,207,0%
10735,60,235,0%
10796,60,222,0%
10857,60,224,0%
10918,60,210,0%
10979,60,219,0%
11040,60,238,0%
11101,60,237,0%
11162,60,220,0%
11223,60,224,0%
11284,60,224,0%
11345,60,224,0%
11406,60,237,0%
11467,60,205,0%
11528,60,230,0%
11589,60,225,0%
11650,60,194,0%
11711,60,233,0%
11772,60,202,0%
11833,60,137,0%
11894,60,220,0%
11955,60,156,0%
12016,60,230,0%
12077,60,232,0%
12138,60,228,0%
12199,60,236,0%
12260,60,210,0%
12321,60,235,0%
12382,60,209,0%
12443,60,233,0%
12504,60,224,0%
12565,60,209,0%
12626,60,216,0%
12687,60,212,0%
12748,60,215,0%
12809,60,230,0%
12870,60,238,0%
12931,60,236,0%
12992,60,225,0%
13053,60,209,0%
13114,60,225,0%
13175,60,214,0%
13236,60,229,0%
13297,60,220,0%
13358,60,225,0%
13419,60,212,0%
13480,60,227,0%
13541,60,229,0%
13602,60,183,0%
13663,60,210,0%
13724,60,221,0%
13785,60,219,0%
13846,60,228,0%
13907,60,179,0%
13968,60,228,0%
14029,60,198,0%
14090,60,197,0%
14151,60,231,0%
14212,60,232,0%
14273,60,199,0%
14334,60,223,0%
14395,60,230,0%
14456,60,211,0%
14517,60,230,0%
14578,60,223,0%
14639,60,232,0%
14700,60,224,0%
14761,60,227,0%
14822,60,240,0%
14883,60,200,0%
14944,60,168,0%
15005,60,226,0%
15066,60,215,0%
15127,60,205,0%
15188,60,228,0%
15249,60,218,0%
15310,60,205,0%
15371,60,201,0%
15432,60,197,0%
15493,60,197,0%
15554,60,224,0%
15615,60,225,0%
15676,60,240,0%
15737,60,233,0%
15798,60,161,0%
15859,60,164,0%
15920,60,238,0%
15981,60,239,0%
16042,60,201,0%
16103,60,219,0%
16164,60,227,0%
16225,60,217,0%
16286,60,237,0%
16347,60,227,0%
16408,60,240,0%
16469,60,221,0%
16530,60,221,0%
16591,60,201,0%
16652,60,204,0%
16713,60,228,0%
16774,60,213,0%
16835,60,223,0%
16896,60,213,0%
16957,60,194,0%
17018,60,230,0%
17079,60,192,0%
17140,60,187,0%
17201,60,225,0%
17262,60,223,0%
17323,60,214,0%
17384,60,236,0%
17445,60,222,0%
17506,60,226,0%
17567,60,193,0%
17628,60,213,0%
17689,60,169,0%
17750,60,222,0%
17811,60,97,0%
17872,60,199,0%
17933,60,216,0%
17994,60,172,0%
18055,60,210,0%
18116,60,215,0%
18177,60,194,0%
18238,60,229,0%
18299,60,218,0%
18360,60,211,0%
18421,60,219,0%
18482,60,236,0%
18543,60,209,0%
18604,60,217,0%
18665,60,235,0%
18726,60,217,0%
18787,60,205,0%
18848,60,236,0%
18909,60,223,0%
18970,60,232,0%
19031,60,146,0%
19092,60,218,0%
19153,60,131,0%
19214,60,139,0%
19275,60,234,0%
19336,60,216,0%
19397,60,235,0%
19458,60,217,0%
19519,60,226,0%
19580,60,220,0%
19641,60,183,0%
19702,60,235,0%
19763,60,223,0%
19824,60,191,0%
19885,60,225,0%
19946,60,231,0%
20007,60,230,0%
20068,60,236,0%
20129,60,225,0%
20190,60,231,0%
20251,60,207,0%
20312,60,228,0%
20373,60,229,0%
20434,60,210,0%
20495,60,225,0%
20556,60,222,0%
20617,60,216,0%
20678,60,226,0%
20739,60,200,0%
20800,60,236,0%
20861,60,240,0%
20922,60,228,0%
20983,60,219,0%
21044,60,236,0%
21105,60,213,0%
21166,60,232,0%
21227,60,216,0%
21288,60,207,0%
21349,60,210,0%
21410,60,203,0%
21471,60,222,0%
21532,60,222,0%
21593,60,196,0%
21654,60,203,0%
21715,60,234,0%
21776,60,186,0%
21837,60,195,0%
21898,60,199,0%
21959,60,235,0%
22020,60,220,0%
22081,60,226,0%
22142,60,235,0%
22203,60,228,0%
22264,60,231,0%
22325,60,170,0%
22386,60,216,0%
22447,60,213,0%
22508,60,231,0%
22569,60,239,0%
22630,60,202,0%
22691,60,219,0%
22752,60,206,0%
22813,60,223,0%
22874,60,207,0%
22935,60,156,0%
22996,60,213,0%
23057,60,222,0%
23118,60,203,0%
23179,60,220,0%
23240,60,238,0%
23301,60,222,0%
23362,60,164,0%
23423,60,184,0%
23484,60,224,0%
23545,60,229,0%
23606,60,206,0%
23667,60,212,0%
23728,60,228,0%
23789,60,229,0%
23850,60,224,0%
23911,60,204,0%
23972,60,238,0%
24033,60,222,0%
24094,60,172,0%
24155,60,217,0%
24216,60,207,0%
24277,60,212,0%
24338,60,232,0%
24399,60,235,0%
24460,60,220,0%
24521,60,207,0%
24582,60,239,0%
24643,60,204,0%
24704,60,230,0%
24765,60,223,0%
24826,60,213,0%
24887,60,160,0%
24948,60,228,0%
25009,60,225,0%
25070,60,203,0%
25131,60,199,0%
25192,60,238,0%
25253,60,208,0%
25314,60,177,0%
25375,60,225,0%
25436,60,181,0%
25497,60,195,0%
25558,60,221,0%
25619,60,221,0%
25680,60,236,0%
25741,60,231,0%
25802,60,226,0%
25863,60,227,0%
25924,60,224,0%
25985,60,213,0%
26046,60,236,0%
26107,60,221,0%
26168,60,222,0%
26229,60,219,0%
26290,60,221,0%
26351,60,208,0%
26412,60,233,0%
26473,60,216,0%
26534,60,234,0%
26595,60,212,0%
26656,60,229,0%
26717,60,233,0%
26778,60,221,0%
26839,60,237,0%
26900,60,196,0%
26961,60,218,0%
27022,60,227,0%
27083,60,228,0%
27144,60,196,0%
27205,60,220,0%
27266,60,214,0%
27327,60,207,0%
27388,60,237,0%
27449,60,221,0%
27510,60,223,0%
27571,60,210,0%
27632,60,221,0%
27693,60,222,0%
27754,60,196,0%
27815,60,228,0%
27876,60,232,0%
27937,60,203,0%
27998,60,223,0%
28059,60,206,0%
28120,60,136,0%
28181,60,236,0%
28242,60,221,0%
28303,60,221,0%
28364,60,206,0%
28425,60,227,0%
28486,60,226,0%
28547,60,230,0%
28608,60,221,0%
28669,60,205,0%
28730,60,213,0%
28791,60,224,0%
28852,60,216,0%
28913,60,197,0%
28974,60,208,0%
29035,60,214,0%
29096,60,222,0%
29157,60,236,0%
29218,60,211,0%
29279,60,200,0%
29340,60,225,0%
29401,60,207,0%
29462,60,216,0%
29523,60,212,0%
29584,60,224,0%
29645,60,227,0%
