,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,144.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,143.9251,0.2080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.7867,0.0000,0.0000,0.0000,0.0000,145.9706,0.1525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3176,0.0000,0.0000
2,2,143.8139,0.3901,0.0434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1.6104,0.0000,0.0000,0.0000,0.0000,145.9137,0.1582,0.1139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5144,0.0000,0.0601
3,3,143.6821,0.5137,0.1185,0.0434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,2.2947,0.0000,0.0000,0.0000,0.0000,145.7445,0.3608,0.1398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8227,0.0000,0.1447
4,4,143.4470,0.7526,0.2662,0.0594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,3.2082,0.0000,0.0000,0.0000,0.0000,145.5615,0.5380,0.1949,0.0471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1326,0.0000,0.3228
5,5,143.0228,1.1951,0.3572,0.1030,0.2360,0.0590,0.0295,0.0000,0.0000,0.0000,0.0295,0.0000,0.0000,0.0000,0.0000,0.0000,60.5604,3.8880,0.0000,0.0295,0.0295,0.0000,145.4205,0.5559,0.3315,0.0921,0.2065,0.0295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3399,0.0295,0.4384
6,6,142.8231,1.1887,0.5714,0.1870,0.2360,0.0295,0.0590,0.0000,0.0000,0.0000,0.0295,0.0000,0.0000,0.0000,0.0000,0.0000,60.5604,4.6198,0.0000,0.0295,0.0295,0.0000,145.2834,0.5156,0.5020,0.1328,0.2065,0.0295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7220,0.0295,0.5775
7,7,142.6857,1.0229,0.8559,0.2469,0.2360,0.0295,0.0590,0.0000,0.0000,0.0000,0.0295,0.0000,0.0000,0.0000,0.0278,0.0000,60.8803,5.2969,0.0278,0.0295,0.0295,0.0278,145.2416,0.4913,0.5363,0.1713,0.2065,0.0000,0.0295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9466,0.0295,0.7622
8,8,141.6145,1.6409,0.6957,0.2862,1.2183,0.1002,0.4287,0.1275,0.0000,0.0000,0.0295,0.0000,0.0000,0.0000,0.0278,0.0000,124.2697,5.9878,0.0278,0.4103,0.0295,0.0278,144.5023,0.8256,0.5087,0.2598,1.0473,0.0294,0.0770,0.0466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2497,0.1448,0.8877
9,9,140.4851,2.4942,1.2593,0.3088,1.3354,0.1136,0.4110,0.1608,0.0000,0.0000,0.0295,0.0000,0.0000,0.0000,0.0462,0.0000,124.7163,6.7850,0.0625,0.4210,0.0295,0.0625,143.9946,1.1706,0.6754,0.3206,1.1526,0.0000,0.0915,0.0466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0294,0.0000,2.5545,0.1576,1.1038
10,10,139.2473,3.5572,1.8795,0.5209,1.3354,0.1006,0.3736,0.2284,0.0000,0.0000,0.0295,0.0000,0.0000,0.0000,0.0462,0.0000,124.7163,7.3547,0.0625,0.4210,0.0295,0.0625,143.5598,1.5760,0.9216,0.3688,1.1526,0.0000,0.0915,0.0466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0294,2.7482,0.1576,1.3188
11,11,137.7360,4.4279,2.4516,0.7033,1.4465,0.2074,0.5602,0.3143,0.0000,0.0000,0.0295,0.0000,0.0000,0.0000,0.0900,0.0000,125.6562,8.1164,0.1172,0.6803,0.0295,0.1172,142.7845,1.9751,1.2199,0.4687,1.3384,0.1580,0.1334,0.0466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.0294,2.9725,0.1996,1.5875
12,12,135.9203,5.7167,3.3937,0.9559,1.4465,0.1552,0.5231,0.3964,0.0000,0.0000,0.0295,0.0000,0.0000,0.0000,0.0900,0.0000,125.9986,8.8195,0.1172,0.6803,0.0295,0.1172,141.9481,2.5747,1.5954,0.5724,1.3384,0.1282,0.1485,0.0771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.0294,3.2428,0.1996,1.8367
13,13,135.4437,3.8912,4.0050,1.1584,2.1328,0.4210,1.1342,0.7378,0.0000,0.0000,0.0635,0.0000,0.0000,0.0000,0.1301,0.0000,130.4014,9.6122,0.2283,1.4162,0.0785,0.2283,141.3990,1.8494,1.9402,0.7287,2.2108,0.2607,0.2907,0.1456,0.0000,0.0000,0.0294,0.0000,0.0000,0.0000,0.1058,0.0294,3.4554,0.3581,2.0835
14,14,135.0952,2.9857,4.3977,1.5800,2.4956,0.3838,1.1421,0.9836,0.0000,0.0000,0.0762,0.0295,0.0000,0.0000,0.1443,0.0440,132.0204,10.3730,0.2793,1.6046,0.1049,0.2793,141.1665,1.3687,2.1277,0.9729,2.4663,0.2380,0.4193,0.1834,0.0000,0.0000,0.0294,0.0000,0.0000,0.0000,0.1194,0.0294,3.7153,0.4063,2.2284
