,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,238.1331,0.7567,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
2,2,235.7425,1.2199,0.9488,0.1131,1.0955,0.0286,0.0764,-0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0606,0.0000,0.0000,0.0606,0.8854
3,3,234.8454,1.7076,1.1810,0.2406,1.0955,0.0246,0.0697,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0606,0.0000,0.0000,0.0606,0.8620
4,4,233.7501,2.2538,1.4938,0.4060,1.0955,0.0201,0.0661,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0606,0.0000,0.0000,0.0606,0.8708
5,5,232.4870,2.7907,1.9496,0.6032,1.0955,0.0127,0.0651,0.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0606,0.0000,0.0000,0.0606,0.8963
6,6,232.4870,1.9810,2.4941,0.8602,1.0955,0.0046,0.0646,0.0335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0606,0.0000,0.0000,0.0606,0.9483
7,7,232.4870,1.4158,2.6967,1.2221,1.0955,0.0019,0.0590,0.0419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0606,0.0000,0.0000,0.0606,0.9601
8,8,230.9225,2.4942,2.7309,1.5828,1.0955,0.0019,0.0482,0.0528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8451,0.0000,0.0000,0.0606,0.0000,0.0000,0.0606,0.9616
9,9,227.4498,2.4860,2.2342,1.5406,3.1697,0.3221,0.8055,0.4204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.5822,0.0000,0.0000,0.2460,0.0000,0.0000,0.2410,1.0096
