,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.1378,0.1378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1378,0.0000,0.0000
2,2,0.4720,0.3453,0.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2699,0.0000,0.0341
3,3,1.3149,0.6372,0.1760,0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3531,0.0000,0.1170
4,4,3.4160,1.8694,0.2779,0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4867,0.0000,0.1979
5,5,6.3359,2.9302,0.8340,0.0287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,1.7718,2.8446,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5825,0.0000,0.2760
6,6,6.3844,1.8646,1.6350,0.0561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,1.7718,3.2200,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6461,0.0000,0.3191
7,7,6.4008,1.0530,2.3020,0.2248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,1.7718,3.5853,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7114,0.0000,0.3536
8,8,26.9398,1.7208,0.4841,0.2148,8.5122,0.2607,2.1421,0.1765,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,33.0889,3.9305,0.0000,1.0410,0.0090,0.0000,0.0000,0.0000,0.0000,11.0484,0.0000,0.0000,0.0000,11.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8712,0.1726,0.4889
9,9,29.9926,3.3958,1.0789,0.2391,8.5122,0.2132,1.8746,0.4839,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,33.0889,5.0105,0.0000,1.0410,0.0090,0.0000,0.0000,0.0000,0.0000,11.0484,0.0000,0.0000,0.0000,11.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9710,0.1726,0.5779
10,10,37.8273,4.9908,1.9722,0.3680,8.9707,0.1683,1.7627,0.6405,0.0000,0.0000,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,41.3750,5.0164,0.0000,1.0422,0.0186,0.0000,0.0000,0.0000,0.0000,11.4814,0.0000,0.0000,0.0000,11.4814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0098,0.1794,0.7576
11,11,47.9712,8.6206,2.9231,0.5385,9.3920,0.1667,1.4494,0.8737,0.0000,0.0000,0.0186,0.0000,0.0000,0.0000,0.0092,0.0000,42.3906,5.9416,0.0092,1.0431,0.0186,0.0092,0.0000,0.0000,0.0000,11.8796,0.0000,0.0000,0.0000,11.8796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1861,0.1856,0.9521
12,12,65.5274,13.2127,5.8040,0.8826,9.3920,0.0875,1.3821,1.0736,0.0000,0.0000,0.0186,0.0000,0.0000,0.0000,0.0092,0.0000,42.3906,6.3376,0.0092,1.0431,0.0186,0.0092,0.0000,0.0000,0.0000,11.8796,0.0000,0.0000,0.0000,11.8796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5393,0.1856,1.0805
13,13,68.6308,7.4577,10.7028,1.3003,10.7814,0.0949,1.5107,1.2642,0.0000,0.0000,0.0186,0.0000,0.0000,0.0000,0.0162,0.0000,115.7470,6.8333,0.0162,1.2227,0.0186,0.0162,0.0000,0.0000,0.0000,13.4964,0.0000,0.0000,0.0000,13.4964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5235,0.2109,1.4865
14,14,75.0374,4.8158,10.3283,2.7551,11.4892,0.1146,1.5048,1.5736,0.0000,0.0000,0.0186,0.0000,0.0000,0.0000,0.0348,0.0000,116.8454,7.2946,0.0348,1.3396,0.0186,0.0348,0.0000,0.0000,0.0000,14.2485,0.0000,0.0000,0.0000,14.2485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8346,0.2226,1.6257
15,15,111.8806,5.8286,3.2993,1.6731,20.0089,0.5866,6.3281,2.8445,0.0000,0.0000,0.0175,0.0098,0.0000,0.0000,0.0348,0.0000,176.6872,8.2767,0.0348,4.5674,0.0268,0.0348,0.0000,0.0000,0.0000,30.1613,0.0000,0.0000,0.0000,30.1613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8405,0.4713,1.7623
16,16,135.8126,9.8670,4.1157,2.3021,20.8216,0.3620,6.0406,4.6207,0.0000,0.0000,0.0086,0.0186,0.0000,0.0000,0.0480,0.0167,182.6869,9.2380,0.0635,4.7056,0.0268,0.0635,0.0000,0.0000,0.0000,32.7441,0.0000,0.0000,0.0000,32.7441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9437,0.5116,2.0339
17,17,154.2664,11.8120,6.4348,3.5928,21.2569,0.1721,5.2699,5.8130,0.0000,0.0000,0.0086,0.0186,0.0000,0.0000,0.0572,0.0167,186.1528,9.7168,0.0723,4.7052,0.0268,0.0723,0.0000,0.0000,0.0000,32.7825,0.0000,0.0000,0.0000,32.7825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2063,0.5122,2.2420
18,18,171.2156,15.6867,8.1869,4.6332,21.2569,0.2036,4.2878,7.6422,0.0000,0.0000,0.0086,0.0186,0.0000,0.0000,0.0655,0.0167,185.4829,10.1195,0.0803,4.6866,0.0268,0.0803,0.0000,0.0000,0.0000,32.8160,0.0000,0.0000,0.0000,32.8160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1670,0.5127,2.4851
19,19,203.8719,20.9438,12.1807,4.8104,22.0554,0.3988,3.4210,10.6375,0.0000,0.0000,0.0000,0.0181,0.0000,0.0000,0.1062,0.0167,206.9741,10.3998,0.1191,5.2420,0.0268,0.1191,0.0000,0.0000,0.0000,37.7688,0.0000,0.0000,0.0000,37.7688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2001,0.5901,2.6234
20,20,205.0110,11.5727,17.5902,6.7702,22.8432,0.4315,3.0197,12.2817,0.0000,0.0000,0.0097,0.0181,0.0000,0.0000,0.0852,0.0442,379.2116,11.2279,0.1394,5.3709,0.0359,0.1394,0.0000,0.0000,0.0000,38.5267,0.0000,0.0000,0.0000,38.5267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2676,0.6020,2.7008
21,21,203.5706,6.8120,18.3582,9.9854,22.6371,0.4960,3.1085,13.5004,0.0000,0.0000,0.0261,0.0181,0.0000,0.0000,0.1040,0.0601,402.7911,11.4097,0.1705,5.5123,0.0513,0.1705,0.0000,0.0000,0.0000,38.1295,0.0000,0.0000,0.0000,38.1295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4925,0.5958,2.5860
22,22,273.9609,4.6406,4.2583,10.4795,38.0775,1.7788,17.2578,29.7115,0.0000,0.0000,0.0168,0.0274,0.0000,0.0000,0.1109,0.0685,505.7241,12.6306,0.1823,18.4128,0.0513,0.1823,0.0000,0.0000,0.0000,99.1286,0.0000,0.0000,0.0000,99.1286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5322,1.5489,2.8171
23,23,288.3703,6.7295,5.9962,11.4358,37.8210,0.9382,16.7970,35.0677,0.0000,0.0000,0.0472,0.0344,0.0000,0.0000,0.0854,0.0761,503.5250,12.6787,0.1823,18.3763,0.0871,0.1823,0.0000,0.0000,0.0000,98.8122,0.0000,0.0000,0.0000,98.8122,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7063,1.5439,2.8495
24,24,294.6354,10.1547,7.9134,12.0260,36.2680,0.6655,13.8772,38.9578,0.0000,0.0000,0.0564,0.0253,0.0000,0.0000,0.0854,0.0761,537.3151,12.7985,0.1823,18.3648,0.0953,0.1823,0.0000,0.0000,0.0000,96.2919,0.0000,0.0000,0.0000,96.2919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5455,1.5046,2.9333
25,25,315.8418,14.8561,9.6065,13.8183,36.8887,0.6105,11.4519,45.2589,0.0000,0.0000,0.0652,0.0345,0.0000,0.0000,0.1007,0.0761,543.2413,13.3383,0.1994,18.6436,0.1109,0.1994,0.0000,0.0000,0.0000,97.9467,0.0000,0.0000,0.0000,97.9467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5237,1.5304,2.9403
26,26,332.6236,15.4853,12.0780,16.3214,36.7025,0.8140,9.5615,53.2602,0.0000,0.0000,0.0462,0.0432,0.0000,0.0000,0.1122,0.0840,560.7810,13.6304,0.2127,18.8027,0.1185,0.2127,0.0000,0.0000,0.0000,100.3750,0.0000,0.0000,0.0000,100.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7303,1.5684,3.0062
27,27,328.7514,9.3435,15.7697,20.6539,36.1527,1.1710,8.8682,59.5421,0.0000,0.0000,0.0462,0.0432,0.0000,0.0000,0.1306,0.0863,766.5241,13.5074,0.2434,21.1414,0.1185,0.2434,0.0000,0.0000,0.0000,105.1037,0.0000,0.0000,0.0000,105.1037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0553,1.6422,2.9319
28,28,324.8600,5.6600,14.6273,24.0431,35.2274,0.8208,8.1391,65.2864,0.0000,0.0000,0.0551,0.0518,0.0000,0.0000,0.1316,0.0912,762.7846,13.7722,0.2543,20.9791,0.1329,0.2543,0.0000,0.0000,0.0000,101.7028,0.0000,0.0000,0.0000,101.7028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9649,1.5891,2.9060
29,29,347.1737,6.2329,4.7487,32.6303,32.8565,1.9690,17.1074,42.8682,0.0000,0.0000,0.0871,0.0526,0.0000,0.0000,0.1134,0.1248,696.2426,14.4749,0.2804,28.0942,0.1688,0.2804,0.0000,0.0000,0.0000,102.7396,0.0000,0.0000,0.0000,102.7396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0596,1.6053,2.6402
30,30,355.7890,7.6103,5.7789,34.2009,34.2015,1.4525,16.4137,49.0445,0.0000,0.0000,0.0792,0.0607,0.0000,0.0098,0.1698,1.0709,698.5432,15.6114,0.4047,30.0764,0.1688,0.4047,0.0000,0.0000,0.0000,114.7430,0.0000,0.0000,0.0000,111.2036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6261,3.2830,1.7929,2.5787
31,31,357.6919,11.2396,8.9811,35.3977,32.0433,0.9519,16.2008,51.5074,0.0000,0.0000,0.0509,0.0691,0.0000,0.0098,0.1498,0.9400,711.6849,15.5923,0.4047,30.0764,0.1688,0.4047,0.0000,0.0000,0.0000,111.2036,0.0000,0.0000,0.0000,108.9165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6261,3.0805,1.7376,2.9590
32,32,376.9580,12.2449,11.5491,36.3793,32.4990,0.8465,13.1583,54.4117,0.0000,0.0000,0.0501,0.0773,0.0000,0.0098,0.1569,0.9403,723.6917,15.9693,0.4085,29.6929,0.1746,0.4085,0.0000,0.0000,0.0000,107.8504,0.0000,0.0000,0.0000,105.6016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6261,3.1181,1.6852,2.9452
