,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,216.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,215.5939,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.5009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000
2,2,215.1483,0.3987,0.0364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1.1184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3773,0.0000,0.0364
3,3,214.4507,0.7446,0.1295,-0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1.8263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.0000,0.1256
4,4,213.3372,1.2079,0.2782,0.0291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0087,0.0000,59.8343,2.3850,-0.0087,0.0000,0.0000,-0.0087,0.0000,0.0000,0.0000,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7464,0.0000,0.2301
5,5,211.5523,1.8715,0.4699,0.1011,-0.0643,-0.0368,-0.0552,0.0000,0.0000,0.0000,-0.0092,0.0000,0.0000,0.0000,0.0000,-0.0087,59.8874,3.1485,-0.0087,-0.0368,-0.0092,-0.0087,0.0000,0.0000,0.0000,73.9412,0.0000,0.0000,0.0000,-0.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9883,-0.0092,0.3605
6,6,211.2316,1.4830,0.9618,0.1357,-0.0443,-0.0256,-0.0461,-0.0186,0.0000,0.0000,-0.0092,0.0000,0.0000,0.0000,-0.0093,-0.0087,59.9509,3.7459,-0.0067,-0.0380,-0.0092,-0.0067,0.0000,0.0000,0.0000,73.9052,0.0000,0.0000,0.0000,-0.0140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1755,-0.0070,0.6008
7,7,210.8437,1.2624,1.1143,0.3181,-0.0374,-0.0083,-0.0359,-0.0186,0.0000,0.0000,-0.0092,0.0000,0.0000,0.0000,-0.0068,-0.0087,60.0441,4.6157,-0.0024,-0.0224,-0.0092,-0.0024,0.0000,0.0000,0.0000,73.8735,0.0000,0.0000,0.0000,-0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3509,-0.0027,0.6465
8,8,205.6622,1.8792,0.6236,0.2625,1.8647,0.1913,0.6761,0.1658,0.0000,0.0000,-0.0022,0.0000,0.0000,0.0000,0.0033,-0.0067,123.7585,5.3339,0.0081,0.6038,-0.0022,0.0081,0.0000,0.0000,0.0000,73.2840,0.0000,0.0000,0.0000,0.3345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5562,0.1672,0.7948
9,9,203.2994,3.0777,1.0049,0.3984,1.8647,0.1382,0.6963,0.1999,0.0000,0.0000,-0.0022,0.0000,0.0000,0.0000,0.0033,-0.0067,123.7814,6.0697,0.0081,0.6038,-0.0022,0.0081,0.0000,0.0000,0.0000,73.2840,0.0000,0.0000,0.0000,0.3345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7867,0.1672,0.9050
