,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,72.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,218.0000,218.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,70.6528,1.5546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.7810,0.0000,0.0000,0.0000,0.0000,218.0000,218.0000,0.0000,0.0000,0.0000,1.5546,0.0000,0.0000
2,2,69.1017,2.7876,0.4486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0095,0.0000,60.2425,1.5257,0.0095,0.0000,0.0059,0.0095,218.0000,218.0000,0.0000,0.0000,0.0000,3.0070,0.0000,0.4481
3,3,67.3437,3.9331,1.1159,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0158,0.0000,60.4090,2.2763,0.0158,0.0000,0.0095,0.0158,218.0000,218.0000,0.0000,0.0000,0.0000,4.3295,0.0000,1.0494
4,4,65.1796,5.1118,2.0896,0.2008,0.0380,0.0000,0.0095,0.0000,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0449,0.0095,61.0403,2.9994,0.0499,0.0095,0.0095,0.0499,218.0000,218.0209,0.1331,0.0000,0.0000,5.6894,0.0095,1.8033
5,5,62.7559,6.2308,3.1923,0.4610,0.0807,0.0230,0.0374,0.0095,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0643,0.0158,61.5048,3.6746,0.0745,0.0438,0.0095,0.0745,218.0000,217.9466,0.3955,0.0000,0.0000,6.9902,0.0282,2.5539
6,6,61.4453,5.7204,4.5128,0.8887,0.1334,0.0385,0.0855,0.0128,0.0000,0.0000,0.0156,0.0000,0.0000,0.0000,0.0947,0.0283,62.3259,4.3484,0.1135,0.0840,0.0156,0.1135,218.0000,217.7566,0.7105,0.0000,0.0000,8.2796,0.0507,3.3358
7,7,60.1263,5.4043,5.4128,1.4407,0.2433,0.0493,0.1569,0.0322,0.0000,0.0000,0.0321,0.0000,0.0000,0.0000,0.1324,0.0385,63.6064,5.0254,0.1598,0.1559,0.0321,0.1598,218.0000,217.3799,1.2877,0.0000,0.0000,9.5342,0.0920,4.0044
8,8,55.8990,6.1676,3.7372,1.9155,2.2282,0.4111,2.6191,0.3178,0.0000,0.0000,0.0473,0.0000,0.0000,0.0000,0.1931,0.0556,149.5163,5.7806,0.2352,2.5453,0.0473,0.2352,218.0000,208.6836,11.4452,0.0000,0.0000,10.7174,0.8175,4.5793
9,9,53.1999,7.1984,4.8038,2.3822,2.3374,0.3105,2.4437,0.6779,0.0000,0.0000,0.0721,0.0095,0.0000,0.0000,0.2156,0.0791,151.1616,6.3975,0.2791,2.5979,0.0768,0.2791,218.0000,208.1935,11.9650,0.0000,0.0000,11.7438,0.8546,5.0120
10,10,50.3202,7.9875,6.1346,2.9841,2.4348,0.2658,2.2005,1.0590,0.0000,0.0000,0.0958,0.0243,0.0000,0.0000,0.2339,0.1157,152.7811,7.0952,0.3313,2.6463,0.1123,0.3313,218.0000,207.7094,12.4910,0.0000,0.0000,12.7789,0.8922,5.4617
11,11,47.5228,8.4520,7.4533,3.7985,2.5391,0.2476,2.0582,1.3519,0.0000,0.0000,0.1026,0.0385,0.0118,0.0059,0.2495,0.1567,154.4059,7.7789,0.3832,2.7187,0.1301,0.3832,218.0000,207.0888,13.1338,0.0000,0.0825,13.7218,0.9401,5.8968
12,12,44.3844,9.0171,8.6563,4.7237,2.7238,0.2413,1.9618,1.6860,0.0000,0.0000,0.1160,0.0556,0.0295,0.0059,0.3109,0.1850,156.8374,8.4471,0.4715,2.8485,0.1596,0.4715,218.0000,205.9584,14.2773,0.0000,0.1333,14.6473,1.0237,6.2728
13,13,42.8649,7.0968,9.4197,5.7357,3.4635,0.4110,2.2246,2.1636,0.0236,0.0000,0.1465,0.0652,0.0435,0.0000,0.3470,0.2117,173.8380,9.1396,0.5304,3.2924,0.1983,0.5304,218.0000,201.6180,18.8075,0.0826,0.1787,15.4406,1.3509,6.6350
14,14,41.8778,5.9371,9.8445,6.8321,3.6444,0.3631,2.2398,2.5598,0.0236,0.0000,0.1700,0.0838,0.0435,0.0000,0.3938,0.2474,176.6689,9.8190,0.6111,3.4763,0.2395,0.6111,218.0000,200.2106,20.3186,0.0826,0.1787,16.2574,1.4588,6.9194
15,15,37.2809,5.9243,5.8828,6.7700,6.1570,0.8870,6.3327,4.2232,0.0236,0.0000,0.1773,0.1089,0.0435,0.0000,0.4247,0.2949,263.4674,10.4829,0.6881,7.4767,0.2710,0.6881,218.0000,181.9405,39.4197,0.0826,0.1787,17.0529,2.8231,7.1269
