day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456831	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123456831	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
2	123456831	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
3	123456831	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
4	123456831	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0
5	123456831	238	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	0
6	123456831	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	1
7	123456831	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	1
8	123456831	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	1
9	123456831	232	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	1
10	123456831	228	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	1
11	123456831	219	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	2
12	123456831	216	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	2
13	123456831	214	18	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	[]	0	2
14	123456831	214	11	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	[]	0	4
15	123456831	202	10	6	2	3	2	12	2	0	0	0	0	0	0	1	0	19	17	1	12	0	1	48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A]	1	5
16	123456831	195	13	9	3	3	2	10	4	0	0	0	0	0	0	0	1	19	17	1	12	0	1	48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A]	1	6
17	123456831	184	22	10	4	3	2	9	5	0	0	0	0	0	0	0	1	19	18	1	12	0	1	47	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A]	1	6
18	123456831	164	39	12	5	3	2	6	8	0	0	0	0	0	0	0	1	19	19	1	12	0	1	47	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A]	1	7
19	123456831	140	35	19	6	15	6	8	9	0	0	0	0	0	0	1	1	38	19	2	14	0	2	45	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 2C]	2	7
20	123456831	137	17	19	7	17	10	18	12	0	0	0	0	0	0	2	1	57	21	3	23	0	3	45	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	[2A 2C 3B]	3	7
21	123456831	137	9	24	10	17	5	19	16	0	0	0	0	0	0	2	1	57	22	3	23	0	3	45	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	7	[2A 2C 3B]	3	8
22	123456831	118	25	24	13	17	3	18	19	0	0	0	0	0	0	1	2	57	22	3	23	0	3	44	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	7	[2A 2C 3B]	3	8
23	123456831	97	35	33	15	17	2	16	22	0	0	0	0	0	0	1	2	57	22	3	23	0	3	43	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	7	[2A 2C 3B]	3	9
24	123456831	83	40	38	19	17	1	13	26	0	0	0	0	0	0	1	2	57	22	3	23	0	3	39	7	1	3	0	0	0	0	0	0	0	0	0	0	0	0	7	[2A 2C 3B]	3	9
25	123456831	64	48	43	25	17	1	10	29	0	0	0	0	0	0	1	2	57	22	3	23	0	3	37	9	1	3	0	0	0	0	0	0	0	0	0	0	0	0	7	[2A 2C 3B]	3	10
26	123456831	52	50	46	32	17	0	9	31	0	0	0	0	0	0	1	2	57	22	3	23	0	3	33	10	4	3	0	0	0	0	0	0	0	0	0	0	0	0	7	[2A 2C 3B]	3	11
27	123456831	51	28	45	36	17	9	16	34	0	0	0	0	0	0	2	2	76	23	4	31	0	4	33	6	7	4	0	0	0	0	0	0	0	0	0	0	0	0	8	[2A 2C 3B 1A]	4	11
28	123456831	51	20	45	24	17	6	19	53	0	0	0	0	0	0	3	2	95	23	5	33	0	5	33	3	10	4	0	0	0	0	0	0	0	0	0	0	0	0	8	[2A 2C 3B 1A 3A]	5	12
29	123456831	36	31	43	50	14	6	15	41	0	0	0	0	0	0	3	1	95	25	5	33	0	5	30	6	9	5	0	0	0	0	0	0	0	0	0	0	0	0	10	[2C 3B 1A 3A]	4	11
30	123456831	24	26	35	55	16	9	27	43	0	0	1	0	0	0	2	2	114	26	5	44	1	5	30	3	12	5	0	0	0	0	0	0	0	0	0	0	0	0	10	[2C 3B 1A 3A 1B]	5	11
31	123456831	17	28	36	59	16	6	27	46	0	0	1	0	0	0	2	2	114	26	5	44	1	5	27	5	10	8	0	0	0	0	0	0	0	0	0	0	0	0	10	[2C 3B 1A 3A 1B]	5	11
32	123456831	9	28	39	64	16	3	24	52	0	0	1	0	0	0	2	2	114	26	5	44	1	5	26	4	10	10	0	0	0	0	0	0	0	0	0	0	0	0	10	[2C 3B 1A 3A 1B]	5	11
33	123456831	16	23	34	67	4	5	31	55	0	0	1	0	0	0	2	2	133	26	6	54	1	6	26	4	8	12	0	0	0	0	0	0	0	0	0	0	0	0	10	[3B 1A 3A 1B 3D]	5	10
34	123456831	18	8	18	76	2	12	44	56	0	0	1	0	0	0	4	1	171	26	8	71	1	8	26	3	7	14	0	0	0	0	0	0	0	0	0	0	0	0	10	[1A 3A 1B 3D 1D 2D]	6	9
35	123456831	16	1	7	76	4	11	48	70	0	0	1	0	0	0	4	2	190	27	9	81	1	9	26	2	7	15	0	0	0	0	0	0	0	0	0	0	0	0	10	[1A 3A 1B 3D 1D 2D 3C]	7	9
36	123456831	16	1	6	77	4	8	42	79	0	0	1	0	0	0	4	2	190	27	9	81	1	9	25	2	8	15	0	0	0	0	0	0	0	0	0	0	0	0	10	[1A 3A 1B 3D 1D 2D 3C]	7	9
37	123456831	13	4	6	77	4	6	39	84	0	0	1	0	0	0	4	2	190	28	9	81	1	9	24	1	9	16	0	0	0	0	0	0	0	0	0	0	0	0	12	[1A 3A 1B 3D 1D 2D 3C]	7	9
38	123456831	12	4	3	61	4	3	36	109	0	0	1	0	0	0	5	2	209	28	10	84	1	10	24	1	9	16	0	0	0	0	0	0	0	0	0	0	0	0	12	[1A 3A 1B 3D 1D 2D 3C 1C]	8	10
