,trace,day,type
0,0,8,School screening
1,1,8,School screening
2,2,8,School screening
3,3,9,External screening
4,4,14,External screening
5,5,22,School screening
6,6,10,External screening
7,7,22,School screening
8,8,15,School screening
9,9,8,School screening
10,10,8,School screening
11,11,0,-
12,12,15,School screening
13,13,21,External screening
14,14,26,External screening
15,15,5,External screening
16,16,15,School screening
17,17,15,School screening
18,18,15,School screening
19,19,10,External screening
20,20,22,School screening
21,21,22,School screening
22,22,6,External screening
23,23,8,School screening
24,24,8,School screening
25,25,15,School screening
26,26,8,School screening
27,27,15,School screening
28,28,15,School screening
29,29,15,School screening
30,30,22,School screening
31,31,22,School screening
32,32,15,School screening
33,33,15,School screening
34,34,22,School screening
35,35,8,School screening
36,36,15,School screening
37,37,8,School screening
38,38,8,School screening
39,39,8,School screening
40,40,15,School screening
41,41,8,School screening
42,42,20,External screening
43,43,13,External screening
44,44,8,School screening
45,45,15,School screening
46,46,15,School screening
47,47,15,School screening
48,48,15,School screening
49,49,9,External screening
50,50,8,School screening
51,51,8,School screening
52,52,15,School screening
53,53,29,School screening
54,54,8,School screening
55,55,12,External screening
56,56,15,School screening
57,57,24,External screening
58,58,8,School screening
59,59,8,School screening
60,60,13,External screening
61,61,15,School screening
62,62,15,School screening
63,63,29,School screening
64,64,29,School screening
65,65,8,School screening
66,66,22,School screening
67,67,8,School screening
68,68,15,School screening
69,69,15,School screening
70,70,7,External screening
71,71,21,External screening
72,72,29,School screening
73,73,22,School screening
74,74,22,School screening
75,75,15,School screening
76,76,15,School screening
77,77,15,School screening
78,78,15,School screening
79,79,24,External screening
80,80,15,School screening
81,81,20,External screening
82,82,12,External screening
83,83,8,School screening
84,84,15,School screening
85,85,8,School screening
86,86,8,School screening
87,87,15,School screening
88,88,8,School screening
89,89,24,External screening
90,90,15,School screening
91,91,8,School screening
92,92,8,School screening
93,93,29,School screening
94,94,15,School screening
95,95,13,External screening
96,96,15,School screening
97,97,14,External screening
98,98,15,School screening
99,99,22,School screening
100,100,33,External screening
101,101,15,School screening
102,102,8,School screening
103,103,8,School screening
104,104,15,School screening
105,105,8,School screening
106,106,14,External screening
107,107,8,School screening
108,108,15,School screening
109,109,22,School screening
110,110,7,External screening
111,111,15,School screening
112,112,13,External screening
113,113,22,School screening
114,114,15,School screening
115,115,15,School screening
116,116,15,School screening
117,117,15,School screening
118,118,15,School screening
119,119,10,External screening
120,120,15,School screening
121,121,15,School screening
122,122,15,School screening
123,123,22,School screening
124,124,6,External screening
125,125,22,School screening
126,126,15,School screening
127,127,15,School screening
128,128,8,School screening
129,129,8,School screening
130,130,15,School screening
131,131,15,School screening
132,132,22,School screening
133,133,8,School screening
134,134,17,External screening
135,135,15,School screening
136,136,8,School screening
137,137,8,School screening
138,138,15,School screening
139,139,8,School screening
140,140,29,School screening
141,141,8,School screening
142,142,22,School screening
143,143,8,School screening
144,144,22,School screening
145,145,21,External screening
146,146,22,School screening
147,147,15,School screening
148,148,15,School screening
149,149,15,School screening
150,150,8,School screening
151,151,15,School screening
152,152,29,School screening
153,153,18,External screening
154,154,15,School screening
155,155,15,School screening
156,156,15,School screening
157,157,0,-
158,158,15,School screening
159,159,15,School screening
160,160,8,School screening
161,161,8,School screening
162,162,23,External screening
163,163,8,School screening
164,164,8,School screening
165,165,15,School screening
166,166,8,School screening
167,167,15,School screening
168,168,8,School screening
169,169,15,School screening
170,170,22,School screening
171,171,10,External screening
172,172,16,External screening
173,173,8,School screening
174,174,22,School screening
175,175,15,School screening
176,176,15,School screening
177,177,15,School screening
178,178,8,School screening
179,179,8,School screening
180,180,8,School screening
181,181,22,School screening
182,182,6,External screening
183,183,15,School screening
184,184,8,School screening
185,185,14,External screening
186,186,22,School screening
187,187,8,School screening
188,188,15,School screening
189,189,15,School screening
190,190,22,School screening
191,191,15,School screening
192,192,15,School screening
193,193,8,School screening
194,194,16,External screening
195,195,15,School screening
196,196,8,School screening
197,197,8,School screening
198,198,15,School screening
199,199,15,School screening
