,day,num-infected-outside,type,stat,type_pretty
0,0.0,0.0,num-infected-outside,mean,0%
1,1.0,0.011300000000000004,num-infected-outside,mean,0%
2,2.0,-0.018699999999999994,num-infected-outside,mean,0%
3,3.0,0.00880000000000003,num-infected-outside,mean,0%
4,4.0,0.022600000000000064,num-infected-outside,mean,0%
5,5.0,0.07099999999999995,num-infected-outside,mean,0%
6,6.0,0.07969999999999988,num-infected-outside,mean,0%
7,7.0,0.09099999999999997,num-infected-outside,mean,0%
8,8.0,0.09149999999999991,num-infected-outside,mean,0%
9,9.0,0.07860000000000023,num-infected-outside,mean,0%
10,10.0,0.040699999999999736,num-infected-outside,mean,0%
11,11.0,0.054600000000000204,num-infected-outside,mean,0%
12,12.0,0.058499999999999996,num-infected-outside,mean,0%
13,13.0,0.022800000000000153,num-infected-outside,mean,0%
14,14.0,-0.0047000000000001485,num-infected-outside,mean,0%
15,15.0,-0.023400000000000087,num-infected-outside,mean,0%
16,16.0,-0.00550000000000006,num-infected-outside,mean,0%
17,17.0,0.015500000000000291,num-infected-outside,mean,0%
18,18.0,-0.0027999999999996916,num-infected-outside,mean,0%
19,19.0,-0.03570000000000029,num-infected-outside,mean,0%
20,20.0,-0.007500000000000284,num-infected-outside,mean,0%
21,21.0,-0.010299999999999976,num-infected-outside,mean,0%
22,22.0,0.020199999999999996,num-infected-outside,mean,0%
23,23.0,0.057800000000000296,num-infected-outside,mean,0%
24,24.0,0.0118999999999998,num-infected-outside,mean,0%
25,25.0,0.028499999999999304,num-infected-outside,mean,0%
26,26.0,0.08410000000000029,num-infected-outside,mean,0%
27,27.0,0.08559999999999945,num-infected-outside,mean,0%
28,28.0,0.08699999999999974,num-infected-outside,mean,0%
29,29.0,0.04999999999999982,num-infected-outside,mean,0%
30,30.0,0.029499999999999638,num-infected-outside,mean,0%
31,31.0,0.016200000000000436,num-infected-outside,mean,0%
32,32.0,0.023600000000000065,num-infected-outside,mean,0%
33,33.0,0.031500000000000306,num-infected-outside,mean,0%
34,34.0,0.009199999999999875,num-infected-outside,mean,0%
35,35.0,-0.037199999999999456,num-infected-outside,mean,0%
36,36.0,-0.05410000000000004,num-infected-outside,mean,0%
37,37.0,-0.06440000000000001,num-infected-outside,mean,0%
38,38.0,-0.08840000000000003,num-infected-outside,mean,0%
39,39.0,-0.06689999999999863,num-infected-outside,mean,0%
40,40.0,-0.10199999999999854,num-infected-outside,mean,0%
41,41.0,-0.09190000000000076,num-infected-outside,mean,0%
42,42.0,-0.09350000000000058,num-infected-outside,mean,0%
43,43.0,-0.11620000000000097,num-infected-outside,mean,0%
44,44.0,-0.1321999999999992,num-infected-outside,mean,0%
45,45.0,-0.13780000000000037,num-infected-outside,mean,0%
46,46.0,-0.142100000000001,num-infected-outside,mean,0%
47,47.0,-0.1252999999999993,num-infected-outside,mean,0%
48,48.0,-0.0968,num-infected-outside,mean,0%
