,day,num-infected-outside,type,stat,type_pretty
108,47.0,0.01899999999999835,num-infected-outside,mean,10%
109,48.0,0.0051000000000005485,num-infected-outside,mean,10%
110,49.0,-0.07719999999999949,num-infected-outside,mean,10%
111,50.0,-0.13430000000000142,num-infected-outside,mean,10%
112,51.0,-0.07130000000000081,num-infected-outside,mean,10%
113,52.0,-0.07179999999999964,num-infected-outside,mean,10%
114,53.0,-0.10180000000000078,num-infected-outside,mean,10%
115,54.0,-0.1490000000000009,num-infected-outside,mean,10%
116,55.0,-0.12560000000000038,num-infected-outside,mean,10%
117,56.0,-0.17980000000000018,num-infected-outside,mean,10%
118,57.0,-0.1753,num-infected-outside,mean,10%
119,58.0,-0.18510000000000026,num-infected-outside,mean,10%
120,59.0,-0.23409999999999975,num-infected-outside,mean,10%
121,60.0,-0.22949999999999982,num-infected-outside,mean,10%
122,0.0,0.0,num-infected-outside,mean,40%
123,1.0,0.0529,num-infected-outside,mean,40%
124,2.0,0.06839999999999996,num-infected-outside,mean,40%
125,3.0,0.12739999999999996,num-infected-outside,mean,40%
126,4.0,0.053099999999999925,num-infected-outside,mean,40%
127,5.0,0.01990000000000003,num-infected-outside,mean,40%
128,6.0,0.03410000000000002,num-infected-outside,mean,40%
129,7.0,0.07479999999999998,num-infected-outside,mean,40%
130,8.0,0.047699999999999854,num-infected-outside,mean,40%
131,9.0,0.03469999999999995,num-infected-outside,mean,40%
132,10.0,0.0907,num-infected-outside,mean,40%
133,11.0,0.1181000000000001,num-infected-outside,mean,40%
134,12.0,0.14559999999999995,num-infected-outside,mean,40%
135,13.0,0.1924999999999999,num-infected-outside,mean,40%
136,14.0,0.19979999999999998,num-infected-outside,mean,40%
137,15.0,0.21720000000000006,num-infected-outside,mean,40%
138,16.0,0.24380000000000024,num-infected-outside,mean,40%
139,17.0,0.2964000000000002,num-infected-outside,mean,40%
140,18.0,0.2665000000000002,num-infected-outside,mean,40%
141,19.0,0.2841,num-infected-outside,mean,40%
142,20.0,0.2439,num-infected-outside,mean,40%
143,21.0,0.29059999999999997,num-infected-outside,mean,40%
144,22.0,0.26239999999999997,num-infected-outside,mean,40%
145,23.0,0.22819999999999974,num-infected-outside,mean,40%
146,24.0,0.24780000000000024,num-infected-outside,mean,40%
147,25.0,0.2136,num-infected-outside,mean,40%
148,26.0,0.19669999999999987,num-infected-outside,mean,40%
149,27.0,0.19669999999999987,num-infected-outside,mean,40%
150,28.0,0.15940000000000065,num-infected-outside,mean,40%
151,29.0,0.12619999999999987,num-infected-outside,mean,40%
152,30.0,0.1164000000000005,num-infected-outside,mean,40%
153,31.0,0.03669999999999973,num-infected-outside,mean,40%
154,32.0,0.02459999999999951,num-infected-outside,mean,40%
155,33.0,0.01670000000000016,num-infected-outside,mean,40%
156,34.0,0.014800000000000146,num-infected-outside,mean,40%
157,35.0,0.03410000000000046,num-infected-outside,mean,40%
158,36.0,0.08570000000000011,num-infected-outside,mean,40%
159,37.0,0.1253000000000002,num-infected-outside,mean,40%
160,38.0,0.07089999999999996,num-infected-outside,mean,40%
161,39.0,0.05679999999999996,num-infected-outside,mean,40%
162,40.0,0.09330000000000016,num-infected-outside,mean,40%
163,41.0,0.08429999999999982,num-infected-outside,mean,40%
164,42.0,0.09759999999999991,num-infected-outside,mean,40%
165,43.0,0.08870000000000022,num-infected-outside,mean,40%
166,44.0,0.08979999999999944,num-infected-outside,mean,40%
167,45.0,0.024399999999999977,num-infected-outside,mean,40%
168,46.0,0.049600000000000755,num-infected-outside,mean,40%
169,47.0,0.08099999999999952,num-infected-outside,mean,40%
170,48.0,0.05480000000000018,num-infected-outside,mean,40%
171,49.0,0.04079999999999995,num-infected-outside,mean,40%
172,50.0,0.053899999999999615,num-infected-outside,mean,40%
173,51.0,0.04589999999999961,num-infected-outside,mean,40%
174,52.0,0.12569999999999926,num-infected-outside,mean,40%
175,53.0,0.12769999999999992,num-infected-outside,mean,40%
176,54.0,0.07720000000000038,num-infected-outside,mean,40%
177,55.0,0.09230000000000071,num-infected-outside,mean,40%
178,56.0,0.07509999999999994,num-infected-outside,mean,40%
179,57.0,0.10339999999999971,num-infected-outside,mean,40%
180,58.0,0.10449999999999982,num-infected-outside,mean,40%
181,59.0,0.09129999999999949,num-infected-outside,mean,40%
182,60.0,-0.02260000000000062,num-infected-outside,mean,40%
183,0.0,0.0,num-infected-outside,variance,0%
184,1.0,0.024099999999999983,num-infected-outside,variance,0%
185,2.0,-0.0534,num-infected-outside,variance,0%
186,3.0,0.02499999999999991,num-infected-outside,variance,0%
187,4.0,0.1572,num-infected-outside,variance,0%
188,5.0,0.06840000000000002,num-infected-outside,variance,0%
189,6.0,0.4266000000000001,num-infected-outside,variance,0%
190,7.0,0.38960000000000017,num-infected-outside,variance,0%
191,8.0,0.3569,num-infected-outside,variance,0%
192,9.0,0.4112999999999998,num-infected-outside,variance,0%
193,10.0,0.2073999999999998,num-infected-outside,variance,0%
194,11.0,0.3250000000000002,num-infected-outside,variance,0%
195,12.0,0.3645999999999998,num-infected-outside,variance,0%
196,13.0,0.4511999999999996,num-infected-outside,variance,0%
197,14.0,0.7735999999999996,num-infected-outside,variance,0%
198,15.0,0.6778,num-infected-outside,variance,0%
199,16.0,0.8716000000000004,num-infected-outside,variance,0%
200,17.0,1.0235000000000003,num-infected-outside,variance,0%
201,18.0,0.8550999999999997,num-infected-outside,variance,0%
202,19.0,0.6666999999999996,num-infected-outside,variance,0%
203,20.0,0.7072000000000003,num-infected-outside,variance,0%
204,21.0,0.7210999999999999,num-infected-outside,variance,0%
205,22.0,0.7252999999999998,num-infected-outside,variance,0%
206,23.0,0.9312000000000005,num-infected-outside,variance,0%
207,24.0,1.1431000000000004,num-infected-outside,variance,0%
208,25.0,1.4078,num-infected-outside,variance,0%
209,26.0,1.1988000000000003,num-infected-outside,variance,0%
210,27.0,1.0162000000000004,num-infected-outside,variance,0%
211,28.0,0.7565999999999997,num-infected-outside,variance,0%
212,29.0,0.8811,num-infected-outside,variance,0%
213,30.0,0.8029999999999999,num-infected-outside,variance,0%
214,31.0,0.8407,num-infected-outside,variance,0%
215,32.0,0.6132,num-infected-outside,variance,0%
216,33.0,0.7621000000000002,num-infected-outside,variance,0%
217,34.0,0.8552999999999997,num-infected-outside,variance,0%
218,35.0,0.8479000000000001,num-infected-outside,variance,0%
219,36.0,0.6612999999999998,num-infected-outside,variance,0%
220,37.0,0.5674999999999999,num-infected-outside,variance,0%
221,38.0,0.13629999999999942,num-infected-outside,variance,0%
222,39.0,0.031800000000000495,num-infected-outside,variance,0%
223,40.0,0.25099999999999945,num-infected-outside,variance,0%
224,41.0,0.10550000000000015,num-infected-outside,variance,0%
225,42.0,-0.0907,num-infected-outside,variance,0%
226,43.0,0.2629999999999999,num-infected-outside,variance,0%
227,44.0,0.2231999999999994,num-infected-outside,variance,0%
228,45.0,-0.03849999999999998,num-infected-outside,variance,0%
229,46.0,0.11990000000000034,num-infected-outside,variance,0%
230,47.0,0.24110000000000031,num-infected-outside,variance,0%
231,48.0,0.28190000000000026,num-infected-outside,variance,0%
232,49.0,0.25,num-infected-outside,variance,0%
233,50.0,0.20060000000000056,num-infected-outside,variance,0%
234,51.0,0.18839999999999968,num-infected-outside,variance,0%
235,52.0,0.22029999999999994,num-infected-outside,variance,0%
236,53.0,0.3357999999999999,num-infected-outside,variance,0%
237,54.0,0.28420000000000023,num-infected-outside,variance,0%
238,55.0,0.4040000000000008,num-infected-outside,variance,0%
239,56.0,0.2671999999999999,num-infected-outside,variance,0%
240,57.0,0.031200000000000117,num-infected-outside,variance,0%
241,58.0,-0.1307999999999998,num-infected-outside,variance,0%
242,59.0,-0.23040000000000038,num-infected-outside,variance,0%
243,60.0,-0.2804000000000002,num-infected-outside,variance,0%
244,0.0,0.0,num-infected-outside,variance,10%
245,1.0,-0.1001,num-infected-outside,variance,10%
246,2.0,-0.04920000000000002,num-infected-outside,variance,10%
247,3.0,-0.03410000000000002,num-infected-outside,variance,10%
248,4.0,-0.12829999999999997,num-infected-outside,variance,10%
249,5.0,-0.05469999999999997,num-infected-outside,variance,10%
250,6.0,-0.11919999999999997,num-infected-outside,variance,10%
251,7.0,-0.26780000000000004,num-infected-outside,variance,10%
252,8.0,-0.23870000000000013,num-infected-outside,variance,10%
253,9.0,-0.33230000000000004,num-infected-outside,variance,10%
254,10.0,-0.36970000000000014,num-infected-outside,variance,10%
255,11.0,-0.41539999999999977,num-infected-outside,variance,10%
256,12.0,-0.4571000000000003,num-infected-outside,variance,10%
257,13.0,-0.6196999999999999,num-infected-outside,variance,10%
258,14.0,-0.5980000000000003,num-infected-outside,variance,10%
259,15.0,-0.7369999999999999,num-infected-outside,variance,10%
260,16.0,-0.5715000000000003,num-infected-outside,variance,10%
261,17.0,-0.4638,num-infected-outside,variance,10%
262,18.0,-0.6020000000000003,num-infected-outside,variance,10%
263,19.0,-0.3828999999999998,num-infected-outside,variance,10%
264,20.0,-0.3329,num-infected-outside,variance,10%
265,21.0,-0.5753999999999997,num-infected-outside,variance,10%
266,22.0,-0.7837999999999998,num-infected-outside,variance,10%
267,23.0,-0.40370000000000017,num-infected-outside,variance,10%
268,24.0,-0.35639999999999983,num-infected-outside,variance,10%
269,25.0,-0.45100000000000007,num-infected-outside,variance,10%
270,26.0,-0.6465999999999998,num-infected-outside,variance,10%
271,27.0,-0.8280999999999996,num-infected-outside,variance,10%
272,28.0,-1.0065999999999997,num-infected-outside,variance,10%
273,29.0,-1.0352999999999999,num-infected-outside,variance,10%
274,30.0,-1.0703999999999998,num-infected-outside,variance,10%
275,31.0,-1.1343,num-infected-outside,variance,10%
276,32.0,-1.3683999999999998,num-infected-outside,variance,10%
277,33.0,-1.524,num-infected-outside,variance,10%
278,34.0,-1.3996,num-infected-outside,variance,10%
279,35.0,-1.5134999999999996,num-infected-outside,variance,10%
280,36.0,-1.6247000000000003,num-infected-outside,variance,10%
281,37.0,-1.6040999999999999,num-infected-outside,variance,10%
282,38.0,-1.5413999999999999,num-infected-outside,variance,10%
283,39.0,-1.5135000000000005,num-infected-outside,variance,10%
284,40.0,-1.6351,num-infected-outside,variance,10%
285,41.0,-1.827,num-infected-outside,variance,10%
286,42.0,-1.6952000000000003,num-infected-outside,variance,10%
287,43.0,-1.5001999999999995,num-infected-outside,variance,10%
288,44.0,-1.5168,num-infected-outside,variance,10%
289,45.0,-1.5221,num-infected-outside,variance,10%
290,46.0,-1.5442,num-infected-outside,variance,10%
291,47.0,-1.4144000000000005,num-infected-outside,variance,10%
292,48.0,-1.7591999999999999,num-infected-outside,variance,10%
293,49.0,-1.9212000000000007,num-infected-outside,variance,10%
294,50.0,-1.8742999999999999,num-infected-outside,variance,10%
295,51.0,-1.6733000000000002,num-infected-outside,variance,10%
296,52.0,-1.8322000000000003,num-infected-outside,variance,10%
297,53.0,-1.7733999999999996,num-infected-outside,variance,10%
298,54.0,-1.8156999999999996,num-infected-outside,variance,10%
299,55.0,-1.7294,num-infected-outside,variance,10%
300,56.0,-1.835,num-infected-outside,variance,10%
301,57.0,-1.7384000000000004,num-infected-outside,variance,10%
302,58.0,-1.4508999999999999,num-infected-outside,variance,10%
303,59.0,-1.3724999999999996,num-infected-outside,variance,10%
304,60.0,-1.5717999999999996,num-infected-outside,variance,10%
305,0.0,0.0,num-infected-outside,variance,40%
306,1.0,0.044300000000000006,num-infected-outside,variance,40%
307,2.0,0.07819999999999999,num-infected-outside,variance,40%
308,3.0,0.030799999999999994,num-infected-outside,variance,40%
309,4.0,-0.021499999999999964,num-infected-outside,variance,40%
310,5.0,-0.03520000000000001,num-infected-outside,variance,40%
311,6.0,0.03299999999999992,num-infected-outside,variance,40%
312,7.0,-0.058800000000000074,num-infected-outside,variance,40%
313,8.0,-0.028200000000000003,num-infected-outside,variance,40%
314,9.0,-0.012599999999999945,num-infected-outside,variance,40%
315,10.0,0.0414000000000001,num-infected-outside,variance,40%
316,11.0,-0.0827,num-infected-outside,variance,40%
317,12.0,0.0806,num-infected-outside,variance,40%
318,13.0,0.1109,num-infected-outside,variance,40%
319,14.0,-0.0020000000000000018,num-infected-outside,variance,40%
320,15.0,0.1160000000000001,num-infected-outside,variance,40%
321,16.0,0.027899999999999814,num-infected-outside,variance,40%
322,17.0,-0.1008,num-infected-outside,variance,40%
323,18.0,0.024800000000000377,num-infected-outside,variance,40%
324,19.0,0.019199999999999662,num-infected-outside,variance,40%
325,20.0,-0.14210000000000012,num-infected-outside,variance,40%
326,21.0,-0.18900000000000006,num-infected-outside,variance,40%
327,22.0,-0.29739999999999966,num-infected-outside,variance,40%
328,23.0,-0.42600000000000016,num-infected-outside,variance,40%
329,24.0,-0.45089999999999986,num-infected-outside,variance,40%
330,25.0,-0.6174,num-infected-outside,variance,40%
331,26.0,-0.7699000000000003,num-infected-outside,variance,40%
332,27.0,-0.7865000000000002,num-infected-outside,variance,40%
333,28.0,-0.8376999999999999,num-infected-outside,variance,40%
334,29.0,-0.8635000000000002,num-infected-outside,variance,40%
335,30.0,-0.8014999999999999,num-infected-outside,variance,40%
336,31.0,-0.8533,num-infected-outside,variance,40%
337,32.0,-0.7776999999999994,num-infected-outside,variance,40%
338,33.0,-1.0246,num-infected-outside,variance,40%
339,34.0,-1.0499,num-infected-outside,variance,40%
340,35.0,-0.8607999999999998,num-infected-outside,variance,40%
341,36.0,-0.9181999999999997,num-infected-outside,variance,40%
342,37.0,-0.9444000000000004,num-infected-outside,variance,40%
343,38.0,-1.0885000000000002,num-infected-outside,variance,40%
344,39.0,-1.2058000000000004,num-infected-outside,variance,40%
345,40.0,-1.2435999999999994,num-infected-outside,variance,40%
346,41.0,-1.2159000000000004,num-infected-outside,variance,40%
347,42.0,-1.0121999999999995,num-infected-outside,variance,40%
348,43.0,-0.9804000000000004,num-infected-outside,variance,40%
349,44.0,-0.8612000000000002,num-infected-outside,variance,40%
350,45.0,-0.8671000000000006,num-infected-outside,variance,40%
351,46.0,-0.8188000000000004,num-infected-outside,variance,40%
352,47.0,-0.5587,num-infected-outside,variance,40%
353,48.0,-0.5352999999999994,num-infected-outside,variance,40%
354,49.0,-0.37299999999999933,num-infected-outside,variance,40%
355,50.0,-0.1905000000000001,num-infected-outside,variance,40%
356,51.0,-0.17830000000000013,num-infected-outside,variance,40%
357,52.0,-0.10379999999999967,num-infected-outside,variance,40%
358,53.0,-0.1269,num-infected-outside,variance,40%
359,54.0,-0.2959000000000005,num-infected-outside,variance,40%
360,55.0,-0.2773000000000003,num-infected-outside,variance,40%
361,56.0,-0.27970000000000006,num-infected-outside,variance,40%
362,57.0,-0.07749999999999968,num-infected-outside,variance,40%
363,58.0,0.2757999999999994,num-infected-outside,variance,40%
364,59.0,0.29239999999999977,num-infected-outside,variance,40%
365,60.0,0.2621000000000002,num-infected-outside,variance,40%
366,0.0,0.0,num-infected-outside,left,0%
367,1.0,-0.042300000000000004,num-infected-outside,left,0%
368,2.0,-0.08109999999999995,num-infected-outside,left,0%
369,3.0,-0.023700000000000054,num-infected-outside,left,0%
370,4.0,-0.0383,num-infected-outside,left,0%
371,5.0,-0.019099999999999895,num-infected-outside,left,0%
372,6.0,-0.010499999999999954,num-infected-outside,left,0%
373,7.0,0.028299999999999992,num-infected-outside,left,0%
374,8.0,0.09429999999999983,num-infected-outside,left,0%
375,9.0,0.056400000000000006,num-infected-outside,left,0%
376,10.0,-0.03299999999999992,num-infected-outside,left,0%
377,11.0,-0.03739999999999988,num-infected-outside,left,0%
378,12.0,-0.04490000000000016,num-infected-outside,left,0%
379,13.0,-0.052300000000000235,num-infected-outside,left,0%
380,14.0,-0.11149999999999993,num-infected-outside,left,0%
381,15.0,-0.1205999999999996,num-infected-outside,left,0%
382,16.0,-0.07969999999999988,num-infected-outside,left,0%
383,17.0,-0.12200000000000033,num-infected-outside,left,0%
384,18.0,-0.03670000000000018,num-infected-outside,left,0%
385,19.0,-0.05200000000000049,num-infected-outside,left,0%
386,20.0,-0.07460000000000022,num-infected-outside,left,0%
387,21.0,-0.045399999999999885,num-infected-outside,left,0%
388,22.0,-0.026900000000000368,num-infected-outside,left,0%
389,23.0,-0.03990000000000027,num-infected-outside,left,0%
390,24.0,-0.10559999999999992,num-infected-outside,left,0%
391,25.0,-0.021600000000000286,num-infected-outside,left,0%
392,26.0,-0.05850000000000044,num-infected-outside,left,0%
393,27.0,-0.06159999999999943,num-infected-outside,left,0%
394,28.0,-0.07230000000000025,num-infected-outside,left,0%
395,29.0,-0.06390000000000029,num-infected-outside,left,0%
396,30.0,-0.09200000000000053,num-infected-outside,left,0%
397,31.0,-0.08979999999999944,num-infected-outside,left,0%
398,32.0,-0.055299999999999905,num-infected-outside,left,0%
399,33.0,-0.05790000000000006,num-infected-outside,left,0%
400,34.0,-0.08769999999999989,num-infected-outside,left,0%
401,35.0,-0.17989999999999995,num-infected-outside,left,0%
402,36.0,-0.22970000000000024,num-infected-outside,left,0%
403,37.0,-0.2735000000000003,num-infected-outside,left,0%
404,38.0,-0.26069999999999993,num-infected-outside,left,0%
405,39.0,-0.27640000000000065,num-infected-outside,left,0%
406,40.0,-0.3388,num-infected-outside,left,0%
407,41.0,-0.29309999999999903,num-infected-outside,left,0%
408,42.0,-0.27779999999999916,num-infected-outside,left,0%
409,43.0,-0.31320000000000014,num-infected-outside,left,0%
410,44.0,-0.2937000000000012,num-infected-outside,left,0%
411,45.0,-0.34169999999999945,num-infected-outside,left,0%
412,46.0,-0.37870000000000026,num-infected-outside,left,0%
413,47.0,-0.3818999999999999,num-infected-outside,left,0%
414,48.0,-0.34529999999999994,num-infected-outside,left,0%
415,49.0,-0.27970000000000006,num-infected-outside,left,0%
416,50.0,-0.26890000000000036,num-infected-outside,left,0%
417,51.0,-0.26479999999999926,num-infected-outside,left,0%
418,52.0,-0.27560000000000073,num-infected-outside,left,0%
419,53.0,-0.3523000000000014,num-infected-outside,left,0%
420,54.0,-0.3254999999999999,num-infected-outside,left,0%
421,55.0,-0.4034999999999993,num-infected-outside,left,0%
422,56.0,-0.43490000000000073,num-infected-outside,left,0%
423,57.0,-0.4504999999999999,num-infected-outside,left,0%
424,58.0,-0.4681999999999995,num-infected-outside,left,0%
425,59.0,-0.4375,num-infected-outside,left,0%
426,60.0,-0.4410000000000007,num-infected-outside,left,0%
427,0.0,0.0,num-infected-outside,left,10%
428,1.0,-0.1042,num-infected-outside,left,10%
429,2.0,-0.037199999999999955,num-infected-outside,left,10%
430,3.0,-0.0898000000000001,num-infected-outside,left,10%
431,4.0,-0.09179999999999999,num-infected-outside,left,10%
432,5.0,-0.08860000000000001,num-infected-outside,left,10%
433,6.0,-0.05809999999999982,num-infected-outside,left,10%
434,7.0,-0.05620000000000003,num-infected-outside,left,10%
435,8.0,-0.05369999999999986,num-infected-outside,left,10%
436,9.0,-0.13969999999999994,num-infected-outside,left,10%
437,10.0,-0.13370000000000015,num-infected-outside,left,10%
438,11.0,-0.11160000000000014,num-infected-outside,left,10%
439,12.0,-0.0945999999999998,num-infected-outside,left,10%
440,13.0,-0.06800000000000006,num-infected-outside,left,10%
441,14.0,-0.021199999999999886,num-infected-outside,left,10%
442,15.0,-0.07419999999999982,num-infected-outside,left,10%
443,16.0,-0.0985999999999998,num-infected-outside,left,10%
444,17.0,-0.13839999999999986,num-infected-outside,left,10%
445,18.0,-0.20660000000000034,num-infected-outside,left,10%
446,19.0,-0.2514000000000003,num-infected-outside,left,10%
447,20.0,-0.2568000000000006,num-infected-outside,left,10%
448,21.0,-0.32200000000000006,num-infected-outside,left,10%
449,22.0,-0.38039999999999985,num-infected-outside,left,10%
450,23.0,-0.3642000000000003,num-infected-outside,left,10%
451,24.0,-0.4098999999999995,num-infected-outside,left,10%
452,25.0,-0.3833000000000002,num-infected-outside,left,10%
453,26.0,-0.32150000000000034,num-infected-outside,left,10%
454,27.0,-0.3075000000000001,num-infected-outside,left,10%
455,28.0,-0.27390000000000025,num-infected-outside,left,10%
456,29.0,-0.35269999999999957,num-infected-outside,left,10%
457,30.0,-0.3735999999999997,num-infected-outside,left,10%
458,31.0,-0.4154,num-infected-outside,left,10%
459,32.0,-0.3863000000000003,num-infected-outside,left,10%
460,33.0,-0.33030000000000026,num-infected-outside,left,10%
461,34.0,-0.3193999999999999,num-infected-outside,left,10%
462,35.0,-0.26229999999999976,num-infected-outside,left,10%
463,36.0,-0.26779999999999937,num-infected-outside,left,10%
464,37.0,-0.24659999999999993,num-infected-outside,left,10%
465,38.0,-0.26449999999999996,num-infected-outside,left,10%
466,39.0,-0.32530000000000037,num-infected-outside,left,10%
467,40.0,-0.27249999999999996,num-infected-outside,left,10%
468,41.0,-0.2507999999999999,num-infected-outside,left,10%
469,42.0,-0.18229999999999968,num-infected-outside,left,10%
470,43.0,-0.2452999999999994,num-infected-outside,left,10%
471,44.0,-0.26040000000000063,num-infected-outside,left,10%
472,45.0,-0.24510000000000076,num-infected-outside,left,10%
473,46.0,-0.2195999999999998,num-infected-outside,left,10%
474,47.0,-0.25870000000000104,num-infected-outside,left,10%
475,48.0,-0.26009999999999955,num-infected-outside,left,10%
476,49.0,-0.3362999999999996,num-infected-outside,left,10%
477,50.0,-0.39860000000000007,num-infected-outside,left,10%
478,51.0,-0.3471000000000011,num-infected-outside,left,10%
479,52.0,-0.34689999999999976,num-infected-outside,left,10%
480,53.0,-0.37959999999999994,num-infected-outside,left,10%
481,54.0,-0.4294000000000011,num-infected-outside,left,10%
482,55.0,-0.4087999999999994,num-infected-outside,left,10%
483,56.0,-0.46340000000000003,num-infected-outside,left,10%
