,day,infected,type,stat,type_pretty
64,3.0,-0.033399999999999985,infected,mean,10%
65,4.0,-0.04040000000000005,infected,mean,10%
66,5.0,-0.008799999999999919,infected,mean,10%
67,6.0,-0.03489999999999993,infected,mean,10%
68,7.0,0.0046999999999999265,infected,mean,10%
69,8.0,-0.018399999999999972,infected,mean,10%
70,9.0,-0.04189999999999994,infected,mean,10%
71,10.0,-0.04849999999999999,infected,mean,10%
72,11.0,-0.09050000000000002,infected,mean,10%
73,12.0,-0.10099999999999998,infected,mean,10%
74,13.0,-0.14939999999999998,infected,mean,10%
75,14.0,-0.1171000000000002,infected,mean,10%
76,15.0,-0.01770000000000005,infected,mean,10%
77,16.0,-0.044499999999999984,infected,mean,10%
78,17.0,-0.09800000000000031,infected,mean,10%
79,18.0,-0.11100000000000021,infected,mean,10%
80,19.0,-0.029999999999999805,infected,mean,10%
81,20.0,0.057599999999999874,infected,mean,10%
82,21.0,0.11980000000000057,infected,mean,10%
83,22.0,-0.12040000000000006,infected,mean,10%
84,23.0,-0.09319999999999995,infected,mean,10%
85,24.0,0.05160000000000009,infected,mean,10%
86,25.0,0.01770000000000005,infected,mean,10%
87,26.0,-0.027899999999999814,infected,mean,10%
88,27.0,0.11369999999999969,infected,mean,10%
89,28.0,0.12469999999999981,infected,mean,10%
90,29.0,0.04160000000000008,infected,mean,10%
91,30.0,0.026399999999999757,infected,mean,10%
92,31.0,-0.04640000000000022,infected,mean,10%
93,32.0,-0.07450000000000001,infected,mean,10%
94,33.0,-0.0383,infected,mean,10%
95,34.0,0.025000000000000355,infected,mean,10%
96,35.0,0.06909999999999972,infected,mean,10%
97,36.0,-0.09989999999999988,infected,mean,10%
98,37.0,-0.0947,infected,mean,10%
99,38.0,-0.10239999999999982,infected,mean,10%
100,39.0,-0.18579999999999997,infected,mean,10%
101,40.0,-0.16049999999999986,infected,mean,10%
102,41.0,-0.14440000000000008,infected,mean,10%
103,42.0,-0.03020000000000067,infected,mean,10%
104,43.0,0.030299999999999994,infected,mean,10%
105,44.0,-0.0046999999999999265,infected,mean,10%
106,45.0,0.07869999999999999,infected,mean,10%
107,46.0,0.05180000000000007,infected,mean,10%
108,47.0,0.047399999999999665,infected,mean,10%
109,48.0,-0.03699999999999992,infected,mean,10%
110,49.0,-0.03359999999999985,infected,mean,10%
111,50.0,0.04359999999999986,infected,mean,10%
112,51.0,-0.00029999999999996696,infected,mean,10%
113,52.0,0.03570000000000029,infected,mean,10%
114,53.0,0.08399999999999963,infected,mean,10%
115,54.0,0.06720000000000015,infected,mean,10%
116,55.0,-0.03960000000000008,infected,mean,10%
117,56.0,0.06409999999999982,infected,mean,10%
118,57.0,-0.14679999999999982,infected,mean,10%
119,58.0,-0.17779999999999996,infected,mean,10%
120,59.0,-0.17430000000000012,infected,mean,10%
121,60.0,-0.19229999999999992,infected,mean,10%
122,0.0,0.0,infected,mean,40%
123,1.0,0.0,infected,mean,40%
124,2.0,0.013199999999999996,infected,mean,40%
125,3.0,0.011700000000000002,infected,mean,40%
126,4.0,0.022299999999999986,infected,mean,40%
127,5.0,0.04470000000000002,infected,mean,40%
128,6.0,0.050000000000000044,infected,mean,40%
129,7.0,0.07469999999999999,infected,mean,40%
130,8.0,0.006300000000000028,infected,mean,40%
131,9.0,0.02970000000000006,infected,mean,40%
132,10.0,0.03070000000000006,infected,mean,40%
133,11.0,0.011399999999999966,infected,mean,40%
134,12.0,-0.02159999999999984,infected,mean,40%
135,13.0,-0.010399999999999965,infected,mean,40%
136,14.0,-0.02740000000000009,infected,mean,40%
137,15.0,-0.06379999999999997,infected,mean,40%
138,16.0,-0.04540000000000011,infected,mean,40%
139,17.0,0.036699999999999955,infected,mean,40%
140,18.0,0.12199999999999989,infected,mean,40%
141,19.0,0.1318999999999999,infected,mean,40%
142,20.0,0.18749999999999978,infected,mean,40%
143,21.0,0.21649999999999991,infected,mean,40%
144,22.0,0.09799999999999986,infected,mean,40%
145,23.0,0.10440000000000005,infected,mean,40%
146,24.0,0.07589999999999986,infected,mean,40%
147,25.0,0.039699999999999847,infected,mean,40%
148,26.0,0.05160000000000009,infected,mean,40%
149,27.0,0.03379999999999983,infected,mean,40%
150,28.0,0.05469999999999997,infected,mean,40%
151,29.0,0.027099999999999902,infected,mean,40%
152,30.0,0.05499999999999994,infected,mean,40%
153,31.0,0.08020000000000005,infected,mean,40%
154,32.0,0.0694999999999999,infected,mean,40%
155,33.0,0.0018000000000002458,infected,mean,40%
156,34.0,0.022800000000000153,infected,mean,40%
157,35.0,-0.032800000000000384,infected,mean,40%
158,36.0,-0.0365000000000002,infected,mean,40%
159,37.0,-0.036799999999999944,infected,mean,40%
160,38.0,-0.050799999999999956,infected,mean,40%
161,39.0,0.025599999999999845,infected,mean,40%
162,40.0,0.09739999999999993,infected,mean,40%
163,41.0,0.10919999999999996,infected,mean,40%
164,42.0,-0.08919999999999995,infected,mean,40%
165,43.0,0.037699999999999845,infected,mean,40%
166,44.0,0.049900000000000055,infected,mean,40%
167,45.0,0.07269999999999999,infected,mean,40%
168,46.0,0.0706,infected,mean,40%
169,47.0,-0.0011999999999998678,infected,mean,40%
170,48.0,0.018100000000000005,infected,mean,40%
171,49.0,0.023199999999999665,infected,mean,40%
172,50.0,-0.08130000000000015,infected,mean,40%
173,51.0,-0.09230000000000005,infected,mean,40%
174,52.0,-0.05730000000000013,infected,mean,40%
175,53.0,-0.08030000000000004,infected,mean,40%
176,54.0,-0.10849999999999982,infected,mean,40%
177,55.0,-0.09580000000000011,infected,mean,40%
178,56.0,-0.14060000000000006,infected,mean,40%
179,57.0,0.03269999999999995,infected,mean,40%
180,58.0,0.07379999999999987,infected,mean,40%
181,59.0,0.06779999999999986,infected,mean,40%
182,60.0,0.07000000000000006,infected,mean,40%
183,0.0,0.0,infected,variance,0%
184,1.0,0.0,infected,variance,0%
185,2.0,-0.003500000000000003,infected,variance,0%
186,3.0,0.005599999999999994,infected,variance,0%
187,4.0,-0.0010999999999999899,infected,variance,0%
188,5.0,-0.010599999999999943,infected,variance,0%
189,6.0,0.2864,infected,variance,0%
190,7.0,0.08650000000000002,infected,variance,0%
191,8.0,0.033500000000000085,infected,variance,0%
192,9.0,0.22380000000000022,infected,variance,0%
193,10.0,0.2117,infected,variance,0%
194,11.0,0.8758999999999997,infected,variance,0%
195,12.0,0.6710999999999991,infected,variance,0%
196,13.0,1.6552000000000007,infected,variance,0%
197,14.0,1.0928000000000004,infected,variance,0%
198,15.0,-0.1926000000000001,infected,variance,0%
199,16.0,-0.26449999999999996,infected,variance,0%
200,17.0,-0.5884999999999998,infected,variance,0%
201,18.0,-0.07179999999999964,infected,variance,0%
202,19.0,0.7275999999999989,infected,variance,0%
203,20.0,1.8307000000000002,infected,variance,0%
204,21.0,2.515099999999997,infected,variance,0%
205,22.0,0.42189999999999994,infected,variance,0%
206,23.0,0.6055000000000001,infected,variance,0%
207,24.0,1.3832000000000004,infected,variance,0%
208,25.0,2.1728999999999985,infected,variance,0%
209,26.0,2.897500000000001,infected,variance,0%
210,27.0,3.532799999999998,infected,variance,0%
211,28.0,2.7641000000000027,infected,variance,0%
212,29.0,-0.7801,infected,variance,0%
213,30.0,-1.0630000000000006,infected,variance,0%
214,31.0,-0.7451999999999988,infected,variance,0%
215,32.0,-1.8550000000000004,infected,variance,0%
216,33.0,-2.2379999999999995,infected,variance,0%
217,34.0,-1.083199999999998,infected,variance,0%
218,35.0,-1.130700000000001,infected,variance,0%
219,36.0,-0.45449999999999946,infected,variance,0%
220,37.0,-0.9758000000000004,infected,variance,0%
221,38.0,-1.4339999999999993,infected,variance,0%
222,39.0,-2.5356000000000005,infected,variance,0%
223,40.0,-3.5695000000000014,infected,variance,0%
224,41.0,-4.738299999999999,infected,variance,0%
225,42.0,-8.310100000000002,infected,variance,0%
226,43.0,-1.2972000000000001,infected,variance,0%
227,44.0,-1.3977000000000004,infected,variance,0%
228,45.0,-1.7967000000000004,infected,variance,0%
229,46.0,-2.0649999999999995,infected,variance,0%
230,47.0,-2.0631000000000004,infected,variance,0%
231,48.0,-0.5675999999999988,infected,variance,0%
232,49.0,-1.1713999999999984,infected,variance,0%
233,50.0,-1.1550000000000002,infected,variance,0%
234,51.0,-1.4893,infected,variance,0%
235,52.0,-1.1418999999999997,infected,variance,0%
236,53.0,-1.2118000000000002,infected,variance,0%
237,54.0,-2.179500000000001,infected,variance,0%
238,55.0,-2.130399999999998,infected,variance,0%
239,56.0,-2.571999999999999,infected,variance,0%
240,57.0,-0.45630000000000015,infected,variance,0%
241,58.0,-0.6793000000000005,infected,variance,0%
242,59.0,-0.6467999999999998,infected,variance,0%
243,60.0,-2.0084999999999997,infected,variance,0%
244,0.0,0.0,infected,variance,10%
245,1.0,0.0,infected,variance,10%
246,2.0,-0.021100000000000008,infected,variance,10%
247,3.0,-0.06709999999999999,infected,variance,10%
248,4.0,-0.16749999999999998,infected,variance,10%
249,5.0,-0.16659999999999997,infected,variance,10%
250,6.0,-0.4031,infected,variance,10%
251,7.0,-0.16159999999999997,infected,variance,10%
252,8.0,-0.12770000000000004,infected,variance,10%
253,9.0,-0.1140000000000001,infected,variance,10%
254,10.0,-0.13779999999999992,infected,variance,10%
255,11.0,-0.3241000000000005,infected,variance,10%
256,12.0,-0.16190000000000015,infected,variance,10%
257,13.0,-0.7840999999999987,infected,variance,10%
258,14.0,-0.2756999999999987,infected,variance,10%
259,15.0,-0.10329999999999995,infected,variance,10%
260,16.0,0.08509999999999973,infected,variance,10%
261,17.0,0.22520000000000007,infected,variance,10%
262,18.0,-0.7475000000000005,infected,variance,10%
263,19.0,-0.5227999999999984,infected,variance,10%
264,20.0,-0.30609999999999893,infected,variance,10%
265,21.0,1.0319000000000003,infected,variance,10%
266,22.0,-0.8551000000000002,infected,variance,10%
267,23.0,-0.9455,infected,variance,10%
268,24.0,0.26539999999999964,infected,variance,10%
269,25.0,0.533199999999999,infected,variance,10%
270,26.0,0.7469000000000001,infected,variance,10%
271,27.0,2.4502999999999986,infected,variance,10%
272,28.0,1.3525000000000027,infected,variance,10%
273,29.0,0.3500999999999994,infected,variance,10%
274,30.0,0.06280000000000019,infected,variance,10%
275,31.0,-0.08860000000000134,infected,variance,10%
276,32.0,-1.3574000000000002,infected,variance,10%
277,33.0,-1.104800000000001,infected,variance,10%
278,34.0,-0.17800000000000082,infected,variance,10%
279,35.0,-0.4197999999999986,infected,variance,10%
280,36.0,-0.7569000000000004,infected,variance,10%
281,37.0,-0.3917999999999999,infected,variance,10%
282,38.0,-0.5514999999999999,infected,variance,10%
283,39.0,-0.6329000000000011,infected,variance,10%
284,40.0,-1.2864999999999984,infected,variance,10%
285,41.0,0.1786999999999992,infected,variance,10%
286,42.0,1.0355000000000025,infected,variance,10%
287,43.0,0.44159999999999977,infected,variance,10%
288,44.0,0.11520000000000064,infected,variance,10%
289,45.0,-0.010799999999999699,infected,variance,10%
290,46.0,-0.3689,infected,variance,10%
291,47.0,-0.054199999999999804,infected,variance,10%
292,48.0,-1.2678999999999991,infected,variance,10%
293,49.0,-0.4623999999999988,infected,variance,10%
294,50.0,0.0043999999999999595,infected,variance,10%
295,51.0,-0.08310000000000084,infected,variance,10%
296,52.0,0.1535000000000002,infected,variance,10%
297,53.0,0.3786000000000005,infected,variance,10%
298,54.0,-0.3534000000000006,infected,variance,10%
299,55.0,-0.5435999999999996,infected,variance,10%
300,56.0,0.7946999999999989,infected,variance,10%
301,57.0,-0.9898000000000002,infected,variance,10%
302,58.0,-1.1852999999999998,infected,variance,10%
303,59.0,-1.3816000000000006,infected,variance,10%
304,60.0,-1.5272999999999994,infected,variance,10%
305,0.0,0.0,infected,variance,40%
306,1.0,0.0,infected,variance,40%
307,2.0,0.010599999999999998,infected,variance,40%
308,3.0,0.020899999999999988,infected,variance,40%
309,4.0,0.023300000000000015,infected,variance,40%
310,5.0,0.015500000000000014,infected,variance,40%
311,6.0,0.11049999999999993,infected,variance,40%
312,7.0,0.13649999999999995,infected,variance,40%
313,8.0,-0.03359999999999996,infected,variance,40%
314,9.0,-0.021199999999999997,infected,variance,40%
315,10.0,0.02540000000000009,infected,variance,40%
316,11.0,-0.00990000000000002,infected,variance,40%
317,12.0,-0.24299999999999988,infected,variance,40%
318,13.0,-0.28500000000000014,infected,variance,40%
319,14.0,-0.4657,infected,variance,40%
320,15.0,-0.40349999999999997,infected,variance,40%
321,16.0,-0.44399999999999995,infected,variance,40%
322,17.0,-0.36960000000000015,infected,variance,40%
323,18.0,-0.3132999999999999,infected,variance,40%
324,19.0,-0.33740000000000014,infected,variance,40%
325,20.0,-0.18869999999999987,infected,variance,40%
326,21.0,-0.045900000000000496,infected,variance,40%
327,22.0,0.09090000000000042,infected,variance,40%
328,23.0,0.07319999999999993,infected,variance,40%
329,24.0,0.05469999999999997,infected,variance,40%
330,25.0,-0.37820000000000054,infected,variance,40%
331,26.0,0.15739999999999998,infected,variance,40%
332,27.0,0.4391999999999996,infected,variance,40%
333,28.0,0.10409999999999986,infected,variance,40%
334,29.0,0.5576999999999996,infected,variance,40%
335,30.0,0.6554999999999995,infected,variance,40%
336,31.0,1.0189999999999992,infected,variance,40%
337,32.0,0.8172999999999995,infected,variance,40%
338,33.0,0.4402999999999997,infected,variance,40%
339,34.0,0.7682000000000002,infected,variance,40%
340,35.0,0.05960000000000054,infected,variance,40%
341,36.0,0.10040000000000004,infected,variance,40%
342,37.0,0.18590000000000018,infected,variance,40%
343,38.0,0.038200000000000234,infected,variance,40%
344,39.0,0.33370000000000033,infected,variance,40%
345,40.0,1.1968999999999994,infected,variance,40%
346,41.0,1.17,infected,variance,40%
347,42.0,0.17290000000000028,infected,variance,40%
348,43.0,0.13359999999999994,infected,variance,40%
349,44.0,0.36990000000000034,infected,variance,40%
350,45.0,0.34640000000000004,infected,variance,40%
351,46.0,0.2846000000000002,infected,variance,40%
352,47.0,-0.2970000000000006,infected,variance,40%
353,48.0,0.08429999999999982,infected,variance,40%
354,49.0,0.3633000000000006,infected,variance,40%
355,50.0,-0.6855,infected,variance,40%
356,51.0,-0.7845,infected,variance,40%
357,52.0,-0.8230999999999997,infected,variance,40%
358,53.0,-0.7353000000000005,infected,variance,40%
359,54.0,-0.9824000000000002,infected,variance,40%
360,55.0,-0.9809000000000001,infected,variance,40%
361,56.0,-1.0513000000000003,infected,variance,40%
362,57.0,-0.07790000000000008,infected,variance,40%
363,58.0,0.14000000000000012,infected,variance,40%
364,59.0,0.02589999999999959,infected,variance,40%
365,60.0,0.16790000000000038,infected,variance,40%
366,0.0,0.0,infected,left,0%
367,1.0,0.0,infected,left,0%
368,2.0,-0.015099999999999995,infected,left,0%
369,3.0,-0.02149999999999999,infected,left,0%
370,4.0,-0.02889999999999998,infected,left,0%
371,5.0,-0.0489,infected,left,0%
372,6.0,-0.0052000000000000934,infected,left,0%
373,7.0,-0.04399999999999993,infected,left,0%
374,8.0,-0.023299999999999987,infected,left,0%
375,9.0,-0.023900000000000143,infected,left,0%
376,10.0,-0.04569999999999985,infected,left,0%
377,11.0,-0.023900000000000032,infected,left,0%
378,12.0,-0.04929999999999968,infected,left,0%
379,13.0,0.030999999999999694,infected,left,0%
380,14.0,-0.0726,infected,left,0%
381,15.0,-0.11170000000000013,infected,left,0%
382,16.0,-0.14290000000000003,infected,left,0%
383,17.0,-0.17859999999999987,infected,left,0%
384,18.0,-0.1907000000000001,infected,left,0%
385,19.0,-0.1419999999999999,infected,left,0%
386,20.0,-0.19819999999999993,infected,left,0%
387,21.0,-0.04109999999999925,infected,left,0%
388,22.0,-0.1625000000000001,infected,left,0%
389,23.0,-0.16359999999999975,infected,left,0%
390,24.0,-0.15989999999999993,infected,left,0%
391,25.0,-0.2582,infected,left,0%
392,26.0,-0.3391000000000002,infected,left,0%
393,27.0,-0.46999999999999975,infected,left,0%
394,28.0,-0.44930000000000003,infected,left,0%
395,29.0,-0.26149999999999984,infected,left,0%
396,30.0,-0.27,infected,left,0%
397,31.0,-0.3012999999999999,infected,left,0%
398,32.0,-0.43279999999999985,infected,left,0%
399,33.0,-0.3940999999999999,infected,left,0%
400,34.0,-0.3816000000000006,infected,left,0%
401,35.0,-0.37899999999999956,infected,left,0%
402,36.0,-0.2146999999999999,infected,left,0%
403,37.0,-0.3326,infected,left,0%
404,38.0,-0.3637999999999999,infected,left,0%
405,39.0,-0.4895999999999998,infected,left,0%
406,40.0,-0.5671999999999997,infected,left,0%
407,41.0,-0.7084999999999999,infected,left,0%
408,42.0,-0.9669999999999996,infected,left,0%
409,43.0,-0.31590000000000007,infected,left,0%
410,44.0,-0.36050000000000026,infected,left,0%
411,45.0,-0.45040000000000013,infected,left,0%
412,46.0,-0.4649000000000001,infected,left,0%
413,47.0,-0.5640000000000001,infected,left,0%
414,48.0,-0.5514999999999999,infected,left,0%
415,49.0,-0.6255000000000002,infected,left,0%
416,50.0,-0.28780000000000006,infected,left,0%
417,51.0,-0.3268,infected,left,0%
418,52.0,-0.25619999999999976,infected,left,0%
419,53.0,-0.26529999999999987,infected,left,0%
420,54.0,-0.3668999999999998,infected,left,0%
421,55.0,-0.2878000000000003,infected,left,0%
422,56.0,-0.36439999999999984,infected,left,0%
423,57.0,-0.08000000000000007,infected,left,0%
424,58.0,-0.1129,infected,left,0%
425,59.0,-0.08230000000000004,infected,left,0%
426,60.0,-0.17830000000000013,infected,left,0%
427,0.0,0.0,infected,left,10%
428,1.0,0.0,infected,left,10%
429,2.0,-0.021400000000000002,infected,left,10%
430,3.0,-0.04690000000000001,infected,left,10%
431,4.0,-0.05730000000000002,infected,left,10%
432,5.0,-0.04580000000000001,infected,left,10%
433,6.0,-0.07989999999999997,infected,left,10%
434,7.0,-0.05879999999999996,infected,left,10%
435,8.0,-0.06280000000000008,infected,left,10%
436,9.0,-0.1028,infected,left,10%
437,10.0,-0.12490000000000001,infected,left,10%
438,11.0,-0.18659999999999988,infected,left,10%
439,12.0,-0.22649999999999992,infected,left,10%
440,13.0,-0.2935000000000003,infected,left,10%
441,14.0,-0.2751000000000001,infected,left,10%
442,15.0,-0.10220000000000007,infected,left,10%
443,16.0,-0.15260000000000007,infected,left,10%
444,17.0,-0.23129999999999984,infected,left,10%
445,18.0,-0.24940000000000007,infected,left,10%
446,19.0,-0.19599999999999973,infected,left,10%
447,20.0,-0.1408999999999998,infected,left,10%
448,21.0,-0.10820000000000007,infected,left,10%
449,22.0,-0.19979999999999998,infected,left,10%
450,23.0,-0.1937000000000002,infected,left,10%
451,24.0,-0.10009999999999986,infected,left,10%
452,25.0,-0.16100000000000003,infected,left,10%
453,26.0,-0.23740000000000006,infected,left,10%
454,27.0,-0.14829999999999988,infected,left,10%
455,28.0,-0.1253000000000002,infected,left,10%
456,29.0,-0.07979999999999987,infected,left,10%
457,30.0,-0.10040000000000004,infected,left,10%
458,31.0,-0.19479999999999986,infected,left,10%
459,32.0,-0.22309999999999963,infected,left,10%
460,33.0,-0.21700000000000008,infected,left,10%
461,34.0,-0.19479999999999986,infected,left,10%
462,35.0,-0.1474000000000002,infected,left,10%
463,36.0,-0.18720000000000003,infected,left,10%
464,37.0,-0.20850000000000013,infected,left,10%
465,38.0,-0.23179999999999978,infected,left,10%
466,39.0,-0.33999999999999986,infected,left,10%
467,40.0,-0.3258000000000001,infected,left,10%
468,41.0,-0.3652000000000002,infected,left,10%
469,42.0,-0.2627999999999999,infected,left,10%
470,43.0,-0.08309999999999995,infected,left,10%
471,44.0,-0.12160000000000015,infected,left,10%
472,45.0,-0.054600000000000204,infected,left,10%
473,46.0,-0.09940000000000015,infected,left,10%
474,47.0,-0.1363000000000003,infected,left,10%
475,48.0,-0.2218,infected,left,10%
476,49.0,-0.2351000000000001,infected,left,10%
477,50.0,-0.0535000000000001,infected,left,10%
478,51.0,-0.10709999999999997,infected,left,10%
479,52.0,-0.0895999999999999,infected,left,10%
480,53.0,-0.06850000000000023,infected,left,10%
481,54.0,-0.09229999999999983,infected,left,10%
482,55.0,-0.21950000000000003,infected,left,10%
483,56.0,-0.14289999999999958,infected,left,10%
484,57.0,-0.22560000000000002,infected,left,10%
485,58.0,-0.2731999999999999,infected,left,10%
486,59.0,-0.27970000000000006,infected,left,10%
487,60.0,-0.3133999999999997,infected,left,10%
488,0.0,0.0,infected,left,40%
489,1.0,0.0,infected,left,40%
490,2.0,-0.00030000000000000165,infected,left,40%
491,3.0,-0.009399999999999992,infected,left,40%
492,4.0,-0.005599999999999994,infected,left,40%
493,5.0,0.009399999999999964,infected,left,40%
494,6.0,-0.0015000000000000013,infected,left,40%
495,7.0,0.018399999999999972,infected,left,40%
496,8.0,-0.028100000000000014,infected,left,40%
497,9.0,-0.012500000000000011,infected,left,40%
498,10.0,-0.0242,infected,left,40%
499,11.0,-0.0534,infected,left,40%
500,12.0,-0.08689999999999998,infected,left,40%
501,13.0,-0.08949999999999991,infected,left,40%
502,14.0,-0.1049,infected,left,40%
503,15.0,-0.10860000000000003,infected,left,40%
504,16.0,-0.09960000000000002,infected,left,40%
505,17.0,-0.031299999999999883,infected,left,40%
506,18.0,0.037800000000000056,infected,left,40%
507,19.0,0.035800000000000054,infected,left,40%
508,20.0,0.07850000000000001,infected,left,40%
509,21.0,0.10260000000000002,infected,left,40%
510,22.0,0.021399999999999864,infected,left,40%
511,23.0,0.021199999999999886,infected,left,40%
512,24.0,-0.018299999999999983,infected,left,40%
513,25.0,-0.05279999999999996,infected,left,40%
514,26.0,-0.06489999999999996,infected,left,40%
515,27.0,-0.10360000000000014,infected,left,40%
516,28.0,-0.08109999999999973,infected,left,40%
517,29.0,-0.07590000000000008,infected,left,40%
518,30.0,-0.058499999999999996,infected,left,40%
519,31.0,-0.049799999999999844,infected,left,40%
520,32.0,-0.06420000000000003,infected,left,40%
521,33.0,-0.13419999999999987,infected,left,40%
522,34.0,-0.1304000000000003,infected,left,40%
523,35.0,-0.1722999999999999,infected,left,40%
524,36.0,-0.12329999999999997,infected,left,40%
525,37.0,-0.13400000000000012,infected,left,40%
526,38.0,-0.1491,infected,left,40%
527,39.0,-0.08879999999999999,infected,left,40%
528,40.0,-0.046699999999999964,infected,left,40%
529,41.0,-0.04389999999999983,infected,left,40%
530,42.0,-0.21900000000000008,infected,left,40%
531,43.0,-0.049900000000000055,infected,left,40%
532,44.0,-0.05269999999999997,infected,left,40%
533,45.0,-0.03709999999999991,infected,left,40%
534,46.0,-0.04519999999999991,infected,left,40%
535,47.0,-0.11260000000000003,infected,left,40%
536,48.0,-0.1142000000000003,infected,left,40%
537,49.0,-0.11660000000000004,infected,left,40%
538,50.0,-0.13939999999999997,infected,left,40%
539,51.0,-0.1573,infected,left,40%
540,52.0,-0.13390000000000013,infected,left,40%
541,53.0,-0.16660000000000008,infected,left,40%
542,54.0,-0.19789999999999996,infected,left,40%
543,55.0,-0.19530000000000025,infected,left,40%
544,56.0,-0.23960000000000004,infected,left,40%
545,57.0,-0.04360000000000008,infected,left,40%
546,58.0,-0.017000000000000126,infected,left,40%
547,59.0,-0.02540000000000009,infected,left,40%
548,60.0,-0.037900000000000045,infected,left,40%
549,0.0,0.0,infected,right,0%
550,1.0,0.0,infected,right,0%
551,2.0,0.0087,infected,right,0%
552,3.0,0.027700000000000002,infected,right,0%
553,4.0,0.04729999999999995,infected,right,0%
554,5.0,0.056400000000000006,infected,right,0%
555,6.0,0.1600999999999999,infected,right,0%
556,7.0,0.11749999999999994,infected,right,0%
557,8.0,0.08430000000000004,infected,right,0%
558,9.0,0.13139999999999996,infected,right,0%
559,10.0,0.14700000000000002,infected,right,0%
560,11.0,0.2519999999999998,infected,right,0%
561,12.0,0.2684000000000002,infected,right,0%
562,13.0,0.4359000000000002,infected,right,0%
563,14.0,0.3418000000000001,infected,right,0%
564,15.0,0.06840000000000002,infected,right,0%
565,16.0,0.07019999999999982,infected,right,0%
566,17.0,0.08659999999999979,infected,right,0%
567,18.0,0.14380000000000015,infected,right,0%
568,19.0,0.27390000000000025,infected,right,0%
569,20.0,0.31869999999999976,infected,right,0%
570,21.0,0.5038999999999998,infected,right,0%
571,22.0,0.0833999999999997,infected,right,0%
572,23.0,0.12699999999999978,infected,right,0%
573,24.0,0.20599999999999996,infected,right,0%
574,25.0,0.1889000000000003,infected,right,0%
575,26.0,0.1772999999999998,infected,right,0%
576,27.0,0.1153000000000004,infected,right,0%
577,28.0,0.12900000000000045,infected,right,0%
578,29.0,-0.06520000000000037,infected,right,0%
579,30.0,-0.04750000000000032,infected,right,0%
580,31.0,-0.005700000000000038,infected,right,0%
581,32.0,-0.09799999999999986,infected,right,0%
582,33.0,0.015100000000000335,infected,right,0%
583,34.0,0.1059000000000001,infected,right,0%
584,35.0,0.0968,infected,right,0%
