,day,infected,type,stat,type_pretty
0,0.0,0.0,infected,mean,0%
1,1.0,0.0,infected,mean,0%
2,2.0,0.005199999999999996,infected,mean,0%
3,3.0,-0.013399999999999995,infected,mean,0%
4,4.0,-0.0237,infected,mean,0%
5,5.0,-0.01870000000000005,infected,mean,0%
6,6.0,0.06919999999999993,infected,mean,0%
7,7.0,0.038799999999999946,infected,mean,0%
8,8.0,0.03520000000000001,infected,mean,0%
9,9.0,0.1109,infected,mean,0%
10,10.0,0.06820000000000004,infected,mean,0%
11,11.0,0.17280000000000006,infected,mean,0%
12,12.0,0.20469999999999988,infected,mean,0%
13,13.0,0.28949999999999987,infected,mean,0%
14,14.0,0.11919999999999975,infected,mean,0%
15,15.0,-0.0004999999999999449,infected,mean,0%
16,16.0,0.012299999999999756,infected,mean,0%
17,17.0,0.08909999999999973,infected,mean,0%
18,18.0,0.11259999999999959,infected,mean,0%
19,19.0,0.2001999999999997,infected,mean,0%
20,20.0,0.1673,infected,mean,0%
21,21.0,0.41470000000000073,infected,mean,0%
22,22.0,-0.031299999999999883,infected,mean,0%
23,23.0,-0.034199999999999786,infected,mean,0%
24,24.0,0.006600000000000161,infected,mean,0%
25,25.0,0.05900000000000016,infected,mean,0%
26,26.0,0.04420000000000002,infected,mean,0%
27,27.0,-0.27719999999999967,infected,mean,0%
28,28.0,-0.29300000000000015,infected,mean,0%
29,29.0,-0.1836000000000002,infected,mean,0%
30,30.0,-0.1764000000000001,infected,mean,0%
31,31.0,-0.20690000000000008,infected,mean,0%
32,32.0,-0.30430000000000046,infected,mean,0%
33,33.0,-0.3391000000000002,infected,mean,0%
34,34.0,-0.25260000000000016,infected,mean,0%
35,35.0,-0.1517999999999997,infected,mean,0%
36,36.0,-0.18530000000000002,infected,mean,0%
37,37.0,-0.2971999999999997,infected,mean,0%
38,38.0,-0.3067000000000002,infected,mean,0%
39,39.0,-0.36149999999999993,infected,mean,0%
40,40.0,-0.42620000000000013,infected,mean,0%
41,41.0,-0.6600000000000001,infected,mean,0%
42,42.0,-1.0780000000000003,infected,mean,0%
43,43.0,-0.33329999999999993,infected,mean,0%
44,44.0,-0.36170000000000013,infected,mean,0%
45,45.0,-0.48340000000000005,infected,mean,0%
46,46.0,-0.5297000000000001,infected,mean,0%
47,47.0,-0.6025999999999998,infected,mean,0%
48,48.0,-0.4189000000000007,infected,mean,0%
49,49.0,-0.5908999999999995,infected,mean,0%
50,50.0,-0.27139999999999986,infected,mean,0%
51,51.0,-0.31700000000000017,infected,mean,0%
52,52.0,-0.25009999999999977,infected,mean,0%
53,53.0,-0.25390000000000024,infected,mean,0%
54,54.0,-0.3397000000000001,infected,mean,0%
55,55.0,-0.24580000000000002,infected,mean,0%
56,56.0,-0.35379999999999967,infected,mean,0%
57,57.0,0.04999999999999982,infected,mean,0%
58,58.0,0.054400000000000226,infected,mean,0%
59,59.0,0.1073000000000004,infected,mean,0%
60,60.0,0.01770000000000005,infected,mean,0%
61,0.0,0.0,infected,mean,10%
62,1.0,0.0,infected,mean,10%
63,2.0,-0.011799999999999998,infected,mean,10%
