,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.7392,0.2017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2017,0.0000,0.0000
2,2,239.4527,0.3802,0.0586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4008,0.0000,0.0586
3,3,235.5788,0.4599,0.0000,0.0060,2.6742,0.0233,0.1564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,240.0000,2.0323,0.0000,0.1564,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6343,0.1433,0.1433
4,4,235.1936,0.6396,0.1074,0.0060,2.6742,0.0156,0.1428,0.0150,0.0000,0.0000,0.0000,0.0000,-0.0072,0.0000,-0.0004,0.0000,240.0000,2.7536,-0.0004,0.1564,0.0000,-0.0004,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8386,0.1461,0.2485
5,5,234.6536,0.9033,0.2718,0.0262,2.6742,0.0114,0.1298,0.0299,-0.0182,0.0000,-0.0010,0.0000,0.0019,0.0000,-0.0004,-0.0010,240.0000,3.4589,0.0001,0.1564,-0.0010,0.0001,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0517,0.1480,0.3815
6,6,234.2835,0.8714,0.4695,0.0618,2.6742,0.0089,0.1075,0.0536,-0.0066,0.0000,-0.0007,0.0000,0.0592,-0.0009,0.0020,-0.0008,240.0000,4.1440,0.0032,0.1564,-0.0004,0.0032,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2737,0.1543,0.4894
7,7,233.9358,0.8384,0.6500,0.1231,2.6742,0.0063,0.0975,0.0667,0.0022,-0.0010,-0.0001,-0.0010,0.1210,-0.0008,0.0063,0.0005,240.0000,4.8247,0.0068,0.1564,0.0001,0.0068,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5067,0.1597,0.6400
8,8,232.9571,1.4324,0.8028,0.2077,2.6742,0.0047,0.0804,0.0856,0.0123,0.0000,0.0006,-0.0010,0.1600,-0.0004,0.0077,0.0026,240.0000,5.5189,0.0090,0.1564,0.0007,0.0090,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7244,0.1634,0.7683
9,9,231.6362,2.1031,1.0860,0.3032,2.6742,0.0012,0.0779,0.0930,0.0562,-0.0008,0.0025,0.0012,0.2260,-0.0016,0.0133,0.0042,240.0000,6.1721,0.0130,0.1564,0.0032,0.0130,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9422,0.1718,0.9071
