,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,239.7688,0.2312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2312,0.0000,0.0000
2,2.0000,239.5025,0.4224,0.0751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4424,0.0000,0.0751
3,3.0000,236.0991,0.5045,0.0000,0.0130,3.1592,0.0380,0.1862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,240.0000,2.1181,0.0000,0.1862,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6867,0.1692,0.1692
4,4.0000,235.7187,0.6957,0.1291,0.0130,3.1592,0.0270,0.1722,0.0250,0.0000,0.0000,0.0000,0.0000,0.0571,0.0000,0.0030,0.0000,240.0000,2.8529,0.0030,0.1862,0.0000,0.0030,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8989,0.1722,0.2813
5,5.0000,235.1882,0.9820,0.3083,0.0380,3.1592,0.0220,0.1592,0.0430,0.0190,0.0000,0.0010,0.0000,0.0761,0.0000,0.0030,0.0010,240.0000,3.5706,0.0040,0.1862,0.0010,0.0040,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1201,0.1742,0.4214
6,6.0000,234.8318,0.9419,0.5235,0.0791,3.1592,0.0180,0.1351,0.0711,0.0561,0.0000,0.0040,0.0000,0.1682,0.0010,0.0090,0.0020,240.0000,4.2673,0.0090,0.1862,0.0030,0.0090,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3473,0.1812,0.5345
7,7.0000,234.4935,0.9009,0.7147,0.1471,3.1592,0.0140,0.1241,0.0861,0.0731,0.0010,0.0050,0.0010,0.2523,0.0020,0.0200,0.0060,240.0000,4.9560,0.0140,0.1862,0.0040,0.0140,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5846,0.1872,0.6917
8,8.0000,233.5345,1.5295,0.8719,0.2402,3.1592,0.0120,0.1041,0.1081,0.0921,0.0000,0.0070,0.0010,0.3033,0.0030,0.0250,0.0090,240.0000,5.6617,0.0170,0.1862,0.0050,0.0170,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8078,0.1912,0.8228
9,9.0000,232.2452,2.2362,1.1722,0.3423,3.1592,0.0060,0.1011,0.1171,0.1592,0.0040,0.0110,0.0060,0.3864,0.0110,0.0310,0.0120,240.0000,6.3223,0.0220,0.1862,0.0090,0.0220,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0290,0.2002,0.9660
10,10.0000,214.4775,0.8669,0.0000,0.2713,20.3133,0.9590,1.6466,0.3644,0.2503,0.0180,0.0220,0.0100,0.6917,0.0220,0.0671,0.0200,475.5155,7.0310,0.0400,1.7377,0.0150,0.0400,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2462,1.2192,1.1201
11,11.0000,213.9510,1.0470,0.2472,0.2703,20.3133,0.6617,1.7387,0.5696,0.2883,0.0110,0.0290,0.0120,0.7477,0.0140,0.0701,0.0290,475.5155,7.6567,0.0430,1.7377,0.0170,0.0430,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4515,1.2242,1.2903
12,12.0000,213.2312,1.3754,0.5075,0.3013,20.3133,0.4585,1.7137,0.7978,0.3263,0.0070,0.0320,0.0150,0.8018,0.0120,0.0711,0.0360,475.5155,8.2843,0.0460,1.7377,0.0190,0.0460,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6997,1.2292,1.4314
13,13.0000,212.7317,1.1822,0.8138,0.3473,20.3133,0.3453,1.5736,1.0511,0.4474,0.0090,0.0410,0.0230,0.9720,0.0170,0.0821,0.0501,475.5155,8.9630,0.0561,1.7377,0.0260,0.0561,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9079,1.2462,1.5536
14,14.0000,212.3123,1.0631,1.0060,0.4535,20.3133,0.2452,1.4515,1.2733,0.4815,0.0090,0.0430,0.0270,1.1502,0.0160,0.0941,0.0611,475.5155,9.5966,0.0661,1.7377,0.0280,0.0661,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1151,1.2583,1.6607
15,15.0000,211.0250,1.8569,1.1522,0.5806,20.3133,0.1732,1.3333,1.4635,0.5405,0.0110,0.0480,0.0410,1.2673,0.0170,0.1021,0.0751,475.5155,10.2282,0.0731,1.7377,0.0320,0.0731,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3313,1.2693,1.7518
16,16.0000,209.5105,2.5395,1.5305,0.7137,20.3133,0.1241,1.2272,1.6186,0.6436,0.0110,0.0581,0.0480,1.4274,0.0260,0.1111,0.0971,475.5155,10.8418,0.0831,1.7377,0.0380,0.0831,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5175,1.2853,1.8919
17,17.0000,192.0170,0.8228,0.0000,0.7137,37.3333,1.2763,3.0250,2.0290,0.7477,0.0120,0.0611,0.0601,1.6086,0.0340,0.1391,0.1201,692.8328,11.5065,0.0951,3.6807,0.0440,0.0951,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7057,2.3223,1.9369
