,day,fraction,policy,screening
0,1.0,0.0,A1,Screening 25%
1,2.0,4.1666666666666665e-05,A1,Screening 25%
2,3.0,0.00016671343904817743,A1,Screening 25%
3,4.0,0.000523135729753501,A1,Screening 25%
4,5.0,0.0009222845973468891,A1,Screening 25%
5,6.0,0.0009222845973468891,A1,Screening 25%
6,7.0,0.0009222845973468891,A1,Screening 25%
7,8.0,0.001732249310436872,A1,Screening 25%
8,9.0,0.0025053869994144952,A1,Screening 25%
9,10.0,0.0033690604122869404,A1,Screening 25%
10,11.0,0.004110704564722681,A1,Screening 25%
11,12.0,0.005003285239219051,A1,Screening 25%
12,13.0,0.005003285239219051,A1,Screening 25%
13,14.0,0.005003285239219051,A1,Screening 25%
14,15.0,0.005923673365485831,A1,Screening 25%
15,16.0,0.006701557718291214,A1,Screening 25%
16,17.0,0.007525960915576027,A1,Screening 25%
17,18.0,0.008325979497526014,A1,Screening 25%
18,19.0,0.009431014967959133,A1,Screening 25%
19,20.0,0.009431014967959133,A1,Screening 25%
20,21.0,0.009431014967959133,A1,Screening 25%
21,22.0,0.010262664356280062,A1,Screening 25%
22,23.0,0.011100912313442297,A1,Screening 25%
23,24.0,0.0117043004597637,A1,Screening 25%
24,25.0,0.012361400571174064,A1,Screening 25%
25,26.0,0.01313355417744017,A1,Screening 25%
26,27.0,0.01313355417744017,A1,Screening 25%
27,28.0,0.01313355417744017,A1,Screening 25%
28,29.0,0.013639639007035282,A1,Screening 25%
29,30.0,0.014164125405239007,A1,Screening 25%
30,31.0,0.01469739204084545,A1,Screening 25%
31,32.0,0.015039720866803828,A1,Screening 25%
32,33.0,0.015440061522306644,A1,Screening 25%
33,34.0,0.015440061522306644,A1,Screening 25%
34,35.0,0.015440061522306644,A1,Screening 25%
35,1.0,0.0,A1,Screening 50%
36,2.0,0.000125,A1,Screening 50%
37,3.0,0.0003486111111111111,A1,Screening 50%
38,4.0,0.0005761623006483649,A1,Screening 50%
39,5.0,0.0008887799452558244,A1,Screening 50%
40,6.0,0.0008887799452558244,A1,Screening 50%
41,7.0,0.0008887799452558244,A1,Screening 50%
42,8.0,0.0016007343073103908,A1,Screening 50%
43,9.0,0.002248833518299741,A1,Screening 50%
44,10.0,0.0029424943129030046,A1,Screening 50%
45,11.0,0.003682942852925798,A1,Screening 50%
46,12.0,0.004436550150699063,A1,Screening 50%
47,13.0,0.004436550150699063,A1,Screening 50%
48,14.0,0.004436550150699063,A1,Screening 50%
49,15.0,0.005297638754669338,A1,Screening 50%
50,16.0,0.006030677162929295,A1,Screening 50%
51,17.0,0.006612918756505329,A1,Screening 50%
52,18.0,0.007148802506039358,A1,Screening 50%
53,19.0,0.007666459697480995,A1,Screening 50%
54,20.0,0.007666459697480995,A1,Screening 50%
55,21.0,0.007666459697480995,A1,Screening 50%
56,22.0,0.008058028390379193,A1,Screening 50%
57,23.0,0.008489984646750161,A1,Screening 50%
58,24.0,0.008868525078289441,A1,Screening 50%
59,25.0,0.00920771716324928,A1,Screening 50%
60,26.0,0.009568432038496916,A1,Screening 50%
61,27.0,0.009568432038496916,A1,Screening 50%
62,28.0,0.009568432038496916,A1,Screening 50%
63,29.0,0.009811083036210606,A1,Screening 50%
64,30.0,0.010071141461658504,A1,Screening 50%
65,31.0,0.01026097313931714,A1,Screening 50%
66,32.0,0.010536960157796184,A1,Screening 50%
67,33.0,0.010763757941393438,A1,Screening 50%
68,34.0,0.010763757941393438,A1,Screening 50%
69,35.0,0.010763757941393438,A1,Screening 50%
70,1.0,0.0,A1,Screening 100%
71,2.0,0.00012604166666666666,A1,Screening 100%
72,3.0,0.00035625,A1,Screening 100%
73,4.0,0.0006281907637205771,A1,Screening 100%
74,5.0,0.0009676620833989693,A1,Screening 100%
75,6.0,0.0009676620833989693,A1,Screening 100%
76,7.0,0.0009676620833989693,A1,Screening 100%
77,8.0,0.0017182130584192442,A1,Screening 100%
78,9.0,0.002343755125752796,A1,Screening 100%
79,10.0,0.002915116392808926,A1,Screening 100%
80,11.0,0.003515331073255573,A1,Screening 100%
81,12.0,0.0041673835532288536,A1,Screening 100%
82,13.0,0.0041673835532288536,A1,Screening 100%
83,14.0,0.0041673835532288536,A1,Screening 100%
84,15.0,0.004631670453179283,A1,Screening 100%
85,16.0,0.0049399920424172215,A1,Screening 100%
86,17.0,0.0052718405175016855,A1,Screening 100%
87,18.0,0.005567148322634747,A1,Screening 100%
88,19.0,0.00591121175935362,A1,Screening 100%
89,20.0,0.00591121175935362,A1,Screening 100%
90,21.0,0.00591121175935362,A1,Screening 100%
91,22.0,0.006078721923593781,A1,Screening 100%
92,23.0,0.006184452818911209,A1,Screening 100%
93,24.0,0.006355635272970018,A1,Screening 100%
94,25.0,0.006505019201814306,A1,Screening 100%
95,26.0,0.006639229088887958,A1,Screening 100%
96,27.0,0.006639229088887958,A1,Screening 100%
97,28.0,0.006639229088887958,A1,Screening 100%
98,29.0,0.006669007669263829,A1,Screening 100%
99,30.0,0.006712151364556081,A1,Screening 100%
100,31.0,0.006746192719961957,A1,Screening 100%
101,32.0,0.006784006487522687,A1,Screening 100%
102,33.0,0.006846508029060707,A1,Screening 100%
103,34.0,0.006846508029060707,A1,Screening 100%
104,35.0,0.006846508029060707,A1,Screening 100%
105,1.0,0.0,D1,Screening 25%
106,2.0,0.0001727414061150458,D1,Screening 25%
107,3.0,0.0005758113181472695,D1,Screening 25%
108,4.0,0.000958805897951956,D1,Screening 25%
109,5.0,0.0013890424590888987,D1,Screening 25%
110,6.0,0.0013890424590888987,D1,Screening 25%
111,7.0,0.0013890424590888987,D1,Screening 25%
112,8.0,0.0020859984556696517,D1,Screening 25%
113,9.0,0.002883127030675878,D1,Screening 25%
114,10.0,0.003657590583871066,D1,Screening 25%
115,11.0,0.004498352661589623,D1,Screening 25%
116,12.0,0.005696044066099149,D1,Screening 25%
117,13.0,0.005696044066099149,D1,Screening 25%
118,14.0,0.005696044066099149,D1,Screening 25%
119,15.0,0.0065001569550094005,D1,Screening 25%
120,16.0,0.007356650289396569,D1,Screening 25%
121,17.0,0.008248909145893636,D1,Screening 25%
122,18.0,0.009527808930843547,D1,Screening 25%
123,19.0,0.010746509092022431,D1,Screening 25%
124,20.0,0.010746509092022431,D1,Screening 25%
125,21.0,0.010746509092022431,D1,Screening 25%
126,22.0,0.012007465597957156,D1,Screening 25%
127,23.0,0.013405420798713482,D1,Screening 25%
128,24.0,0.014368603529005278,D1,Screening 25%
129,25.0,0.015601275145984573,D1,Screening 25%
130,26.0,0.016854114731184346,D1,Screening 25%
131,27.0,0.016854114731184346,D1,Screening 25%
132,28.0,0.016854114731184346,D1,Screening 25%
133,29.0,0.01825303010983179,D1,Screening 25%
134,30.0,0.019467973456519762,D1,Screening 25%
135,31.0,0.0208898677155002,D1,Screening 25%
136,32.0,0.022253565032426058,D1,Screening 25%
137,33.0,0.023641393207186986,D1,Screening 25%
138,34.0,0.023641393207186986,D1,Screening 25%
139,35.0,0.023641393207186986,D1,Screening 25%
140,1.0,0.0,D1,Screening 50%
