,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.7909,0.7909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,2,1.9935,1.5399,0.3209,0.1169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1100
3,3,4.1251,2.3975,0.9354,0.2234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1898
4,4,32.4642,4.0673,1.6851,0.3150,25.1863,0.4114,0.9223,0.0477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1067,0.0000,0.0000,0.1012,0.2334
5,5,33.8002,5.7054,3.0165,0.4722,25.1863,0.2197,1.0618,0.1001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1067,0.0000,0.0000,0.1012,0.2685
6,6,33.8002,3.4119,5.0227,0.7304,25.1863,0.1332,1.0850,0.1750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1067,0.0000,0.0000,0.1012,0.3364
7,7,33.8002,2.0876,5.9646,1.1171,25.1863,0.0740,0.9942,0.3075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1067,0.0000,0.0000,0.1012,0.3567
8,8,38.0151,4.8715,5.8709,1.6927,25.1863,0.0496,0.8653,0.4546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1067,0.0000,0.0000,0.1012,0.3601
9,9,43.5496,7.7701,7.4012,2.4353,25.1863,0.0313,0.7501,0.6050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1067,0.0000,0.0000,0.1012,0.4238
10,10,51.5493,10.6735,9.6429,3.3913,25.1863,0.0138,0.6203,0.7575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1067,0.0000,0.0000,0.1012,0.5081
11,11,96.2321,10.6651,9.9480,4.3141,45.0489,2.4406,7.7980,3.2307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.2367,0.0000,0.0000,0.3315,0.0000,0.0000,0.2920,0.6806
12,12,104.1668,12.8998,13.2511,6.0134,45.0219,1.4224,7.7409,4.5642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.2367,0.0000,0.0000,0.3315,0.0000,0.0000,0.2920,0.8304
13,13,104.1668,7.2932,17.4867,8.1077,45.0219,0.8371,7.0831,6.2920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.2367,0.0000,0.0000,0.3315,0.0000,0.0000,0.2920,0.9512
14,14,104.1668,4.1385,18.9583,10.8104,45.0219,0.4912,6.3061,8.2760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.2367,0.0000,0.0000,0.3315,0.0000,0.0000,0.2920,1.0470
15,15,117.8616,9.0369,18.3276,14.4426,45.0219,0.3414,5.1223,10.1878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.2367,0.0000,0.0000,0.3315,0.0000,0.0000,0.2920,1.1319
16,16,135.7526,13.5118,19.9906,18.2884,45.0219,0.2172,4.3981,11.9302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.2367,0.0000,0.0000,0.3315,0.0000,0.0000,0.2920,1.2020
17,17,156.4985,17.2346,23.9416,22.8415,45.0219,0.1436,3.6381,13.8096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.2367,0.0000,0.0000,0.3315,0.0000,0.0000,0.2920,1.3791
18,18,248.6212,16.1036,18.7846,22.3622,44.9866,2.0552,12.2621,22.1716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.9176,0.0000,0.0000,0.5276,0.0000,0.0000,0.4587,1.6538
19,19,281.1293,20.5861,23.4804,26.9620,44.9866,1.2195,11.4654,25.8997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.9176,0.0000,0.0000,0.5276,0.0000,0.0000,0.4587,1.8377
20,20,281.1293,10.9692,30.1515,32.1809,44.9866,0.7182,10.4124,29.4817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.9176,0.0000,0.0000,0.5276,0.0000,0.0000,0.4587,2.0197
21,21,281.1293,6.4890,31.1833,39.1735,44.9866,0.3545,9.4572,33.4521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.9176,0.0000,0.0000,0.5276,0.0000,0.0000,0.4587,2.2041
22,22,321.1275,12.4478,30.4496,46.9710,44.9866,0.2450,7.8200,37.3342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.9176,0.0000,0.0000,0.5276,0.0000,0.0000,0.4587,2.2391
23,23,364.8109,17.9214,32.5674,55.7061,44.9866,0.1674,6.3575,40.7448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.9176,0.0000,0.0000,0.5276,0.0000,0.0000,0.4587,2.3825
24,24,417.6593,24.1947,36.6141,66.0401,44.9866,0.1102,5.2631,43.7915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.9176,0.0000,0.0000,0.5276,0.0000,0.0000,0.4587,2.6017
25,25,536.1998,20.1167,25.6245,69.4549,45.2110,2.5368,17.0144,48.9737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,298.0486,0.0000,0.0000,0.8332,0.0000,0.0000,0.6496,2.8975
26,26,584.4631,22.5448,30.7255,77.0060,45.2110,1.4952,15.6440,55.4105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,298.0486,0.0000,0.0000,0.8332,0.0000,0.0000,0.6496,3.1726
27,27,584.4631,12.4329,37.2451,85.9766,45.2110,0.7952,13.8934,61.7782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,298.0486,0.0000,0.0000,0.8332,0.0000,0.0000,0.6496,3.5799
28,28,584.4631,7.3513,37.7446,96.0219,45.2110,0.5150,11.7147,68.5298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,298.0486,0.0000,0.0000,0.8332,0.0000,0.0000,0.6496,3.6365
29,29,650.3935,14.6488,35.7565,108.6002,45.2110,0.2895,10.2389,74.1340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,298.0486,0.0000,0.0000,0.8332,0.0000,0.0000,0.6496,3.6832
30,30,718.7915,21.5463,37.9259,122.1152,45.2110,0.1698,8.9160,78.8919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,298.0486,0.0000,0.0000,0.8332,0.0000,0.0000,0.6496,3.8764
31,31,787.4970,25.4932,42.6760,137.1661,45.2110,0.1055,7.3375,84.3490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,298.0486,0.0000,0.0000,0.8332,0.0000,0.0000,0.6496,4.0733
