day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457131	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	107	0	0	0	0	[]	0	0
1	123457131	180	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	107	0	0	0	3	[]	0	0
2	123457131	168	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	146	107	0	0	0	11	[]	0	1
3	123457131	130	46	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	146	107	0	0	0	13	[]	0	4
4	123457131	109	55	16	1	0	0	0	0	0	0	0	0	0	0	2	0	0	7	2	0	0	2	146	107	0	0	0	16	[]	0	5
5	123457131	91	57	27	5	0	0	0	0	0	0	0	0	0	0	2	1	0	7	3	0	0	3	146	107	0	0	0	17	[]	0	7
6	123457131	90	43	40	7	0	0	0	0	0	0	0	0	0	0	2	1	0	7	3	0	0	3	146	107	0	0	0	18	[]	0	10
7	123457131	89	34	43	12	0	0	0	0	0	0	0	0	0	0	4	1	0	9	5	0	0	5	146	107	0	0	0	19	[]	0	11
8	123457131	39	72	51	16	0	0	0	0	0	0	0	0	0	0	3	2	0	9	5	0	0	5	146	107	0	0	0	21	[]	0	11
9	123457131	15	82	54	23	0	0	0	0	0	0	0	0	0	0	7	2	0	9	9	0	0	9	146	107	0	0	0	21	[]	0	12
10	123457131	3	68	72	27	0	0	0	0	0	0	1	0	0	0	8	4	0	10	12	0	1	12	146	107	0	0	0	21	[]	0	12
11	123457131	0	49	80	36	0	0	0	0	0	0	2	0	0	0	9	7	0	13	16	0	2	16	146	107	0	0	0	21	[]	0	12
12	123457131	0	38	79	45	0	0	0	0	0	0	4	0	0	0	8	9	0	17	17	0	4	17	146	107	0	0	0	21	[]	0	12
13	123457131	0	32	74	56	0	0	0	0	0	0	3	1	0	0	8	9	0	17	17	0	4	17	146	107	0	0	0	21	[]	0	12
14	123457131	0	21	75	66	0	0	0	0	0	0	3	1	0	0	10	7	0	17	19	0	4	19	146	107	0	0	0	21	[]	0	12
