,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,3.0254,3.0254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0254,0.0000,0.0000
2,2,8.9843,6.3694,0.8774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0118,0.0000,0.0000,0.0000,0.0287,0.0000,0.0000,3.6086,0.0287,0.0000,0.0118,0.0287,0.0000,0.0000,0.0000,0.0000,0.0000,5.5421,0.0000,0.7927
3,3,20.7909,11.4680,2.8176,0.1231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0176,0.0040,0.0000,0.0000,0.0810,0.0039,0.0000,5.7173,0.0842,0.0000,0.0214,0.0842,0.0000,0.0000,0.0000,0.0000,0.0000,7.7754,0.0000,1.6725
4,4,40.8933,19.6885,5.5778,0.4915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0397,0.0059,0.0000,0.0000,0.1830,0.0195,0.0000,7.2651,0.2025,0.0000,0.0452,0.2025,0.0000,0.0000,0.0000,0.0000,0.0000,9.2173,0.0000,2.1840
5,5,67.9909,27.2043,10.8211,1.1224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0811,0.0059,0.0000,0.0000,0.3355,0.0417,0.0000,9.0760,0.3680,0.0000,0.0860,0.3680,0.0000,0.0000,0.0000,0.0000,0.0000,10.4904,0.0000,2.7785
6,6,65.8877,17.8335,19.8018,2.3374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1479,0.0137,0.0000,0.0000,0.5981,0.0873,0.0000,10.5593,0.6563,0.0000,0.1610,0.6563,0.0000,0.0000,0.0000,0.0000,0.0000,11.9330,0.0000,2.8287
7,7,66.2347,13.7759,22.6486,4.6501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2007,0.0420,0.0000,0.0000,0.9417,0.1613,0.0000,11.8372,1.0880,0.0000,0.2369,1.0880,0.0000,0.0000,0.0000,0.0000,0.0000,13.8830,0.0000,3.0954
8,8,105.0838,25.7231,24.9372,7.3416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2702,0.0772,0.0000,0.0000,1.1945,0.2874,0.0000,12.9637,1.5069,0.0000,0.3575,1.5069,0.0000,0.0000,0.0000,0.0000,0.0000,15.8378,0.0000,3.0207
9,9,142.2508,34.8246,30.6805,10.3079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3724,0.1254,0.0000,0.0000,1.6040,0.4436,0.0000,14.9055,2.0290,0.0000,0.5048,2.0290,0.0000,0.0000,0.0000,0.0000,0.0000,16.4440,0.0000,2.7875
