,trace,day,type
0,0,31,School screening
1,1,10,School screening
2,2,10,School screening
3,3,0,-
4,4,10,School screening
5,5,17,School screening
6,6,31,School screening
7,7,10,School screening
8,8,0,-
9,9,10,School screening
10,10,24,School screening
11,11,17,School screening
12,12,0,-
13,13,17,School screening
14,14,31,School screening
15,15,3,School screening
16,16,0,-
17,17,17,School screening
18,18,24,School screening
19,19,24,School screening
20,20,0,-
21,21,3,School screening
22,22,17,School screening
23,23,0,-
24,24,3,School screening
25,25,17,School screening
26,26,10,School screening
27,27,24,School screening
28,28,17,School screening
29,29,17,School screening
30,30,0,-
31,31,10,School screening
32,32,17,School screening
33,33,24,School screening
34,34,0,-
35,35,24,School screening
36,36,17,School screening
37,37,3,School screening
38,38,17,School screening
39,39,17,School screening
40,40,24,School screening
41,41,17,School screening
42,42,17,School screening
43,43,17,School screening
44,44,10,School screening
45,45,17,School screening
46,46,10,School screening
47,47,10,School screening
48,48,31,School screening
49,49,0,-
50,50,0,-
51,51,0,-
52,52,31,School screening
53,53,0,-
54,54,10,School screening
55,55,10,School screening
56,56,31,School screening
57,57,10,School screening
58,58,24,School screening
59,59,17,School screening
60,60,10,School screening
61,61,10,School screening
62,62,24,School screening
63,63,24,School screening
64,64,17,School screening
65,65,24,School screening
66,66,0,-
67,67,10,School screening
68,68,31,School screening
69,69,10,School screening
70,70,3,School screening
71,71,10,School screening
72,72,24,School screening
73,73,17,School screening
74,74,24,School screening
75,75,10,School screening
76,76,10,School screening
77,77,24,School screening
78,78,10,School screening
79,79,3,School screening
80,80,0,-
81,81,10,School screening
82,82,24,School screening
83,83,17,School screening
84,84,3,School screening
85,85,31,School screening
86,86,3,School screening
87,87,10,School screening
88,88,17,School screening
89,89,31,School screening
90,90,0,-
91,91,0,-
92,92,3,School screening
93,93,0,-
94,94,0,-
95,95,0,-
96,96,24,School screening
97,97,17,School screening
98,98,31,School screening
99,99,3,School screening
100,100,17,School screening
101,101,24,School screening
102,102,17,School screening
103,103,10,School screening
104,104,0,-
105,105,24,School screening
106,106,0,-
107,107,0,-
108,108,0,-
109,109,0,-
110,110,24,School screening
111,111,10,School screening
112,112,17,School screening
113,113,10,School screening
114,114,0,-
115,115,17,School screening
116,116,10,School screening
117,117,24,School screening
118,118,17,School screening
119,119,0,-
120,120,3,School screening
121,121,0,-
122,122,17,School screening
123,123,0,-
124,124,3,School screening
125,125,0,-
126,126,24,School screening
127,127,0,-
128,128,3,School screening
129,129,17,School screening
130,130,17,School screening
131,131,3,School screening
132,132,10,School screening
133,133,17,School screening
134,134,24,School screening
135,135,10,School screening
136,136,24,School screening
137,137,17,School screening
138,138,17,School screening
139,139,17,School screening
140,140,0,-
141,141,24,School screening
142,142,3,School screening
143,143,17,School screening
144,144,10,School screening
145,145,24,School screening
146,146,31,School screening
147,147,24,School screening
148,148,10,School screening
149,149,10,School screening
150,150,10,School screening
151,151,17,School screening
152,152,10,School screening
153,153,31,School screening
154,154,0,-
155,155,0,-
156,156,10,School screening
157,157,3,School screening
158,158,0,-
159,159,10,School screening
160,160,3,School screening
161,161,3,School screening
162,162,17,School screening
163,163,10,School screening
164,164,10,School screening
165,165,31,School screening
166,166,0,-
167,167,0,-
168,168,17,School screening
169,169,0,-
170,170,17,School screening
171,171,10,School screening
172,172,24,School screening
173,173,31,School screening
174,174,0,-
175,175,0,-
176,176,17,School screening
177,177,17,School screening
178,178,17,School screening
179,179,10,School screening
180,180,0,-
181,181,17,School screening
182,182,10,School screening
183,183,24,School screening
184,184,10,School screening
185,185,10,School screening
186,186,10,School screening
187,187,17,School screening
188,188,10,School screening
189,189,31,School screening
190,190,24,School screening
191,191,17,School screening
192,192,24,School screening
193,193,10,School screening
194,194,3,School screening
195,195,3,School screening
196,196,0,-
197,197,31,School screening
198,198,10,School screening
199,199,17,School screening
200,200,0,-
201,201,3,School screening
202,202,24,School screening
203,203,0,-
204,204,17,School screening
205,205,10,School screening
206,206,24,School screening
207,207,24,School screening
208,208,10,School screening
209,209,24,School screening
210,210,10,School screening
211,211,24,School screening
212,212,17,School screening
213,213,24,School screening
214,214,17,School screening
215,215,24,School screening
216,216,31,School screening
217,217,17,School screening
218,218,24,School screening
219,219,10,School screening
220,220,0,-
221,221,0,-
222,222,31,School screening
223,223,10,School screening
224,224,0,-
225,225,24,School screening
226,226,10,School screening
227,227,31,School screening
228,228,17,School screening
229,229,17,School screening
230,230,10,School screening
231,231,10,School screening
232,232,0,-
233,233,10,School screening
234,234,3,School screening
235,235,17,School screening
236,236,10,School screening
237,237,0,-
238,238,24,School screening
239,239,3,School screening
240,240,10,School screening
241,241,0,-
242,242,31,School screening
243,243,0,-
244,244,24,School screening
245,245,24,School screening
246,246,10,School screening
247,247,17,School screening
248,248,17,School screening
249,249,0,-
250,250,0,-
251,251,0,-
252,252,24,School screening
253,253,10,School screening
254,254,17,School screening
255,255,24,School screening
256,256,17,School screening
257,257,0,-
258,258,24,School screening
259,259,17,School screening
260,260,17,School screening
261,261,10,School screening
262,262,24,School screening
263,263,10,School screening
264,264,24,School screening
265,265,0,-
266,266,17,School screening
267,267,24,School screening
268,268,24,School screening
269,269,10,School screening
270,270,24,School screening
271,271,0,-
272,272,3,School screening
273,273,24,School screening
274,274,17,School screening
275,275,0,-
276,276,17,School screening
277,277,24,School screening
278,278,17,School screening
279,279,31,School screening
280,280,10,School screening
281,281,24,School screening
282,282,0,-
283,283,0,-
284,284,17,School screening
285,285,24,School screening
286,286,17,School screening
287,287,3,School screening
288,288,31,School screening
289,289,17,School screening
290,290,10,School screening
291,291,17,School screening
292,292,31,School screening
293,293,10,School screening
294,294,17,School screening
295,295,10,School screening
296,296,0,-
297,297,31,School screening
298,298,3,School screening
299,299,0,-
300,300,17,School screening
301,301,0,-
302,302,0,-
303,303,3,School screening
304,304,0,-
305,305,17,School screening
306,306,3,School screening
307,307,10,School screening
308,308,17,School screening
309,309,10,School screening
310,310,10,School screening
311,311,3,School screening
312,312,17,School screening
313,313,17,School screening
314,314,17,School screening
315,315,10,School screening
316,316,31,School screening
317,317,17,School screening
318,318,17,School screening
319,319,24,School screening
320,320,10,School screening
321,321,17,School screening
322,322,24,School screening
323,323,17,School screening
324,324,0,-
325,325,31,School screening
326,326,24,School screening
327,327,10,School screening
328,328,17,School screening
329,329,0,-
330,330,10,School screening
331,331,10,School screening
332,332,0,-
333,333,17,School screening
334,334,10,School screening
335,335,17,School screening
336,336,0,-
337,337,17,School screening
338,338,0,-
339,339,10,School screening
340,340,31,School screening
341,341,0,-
342,342,24,School screening
343,343,0,-
344,344,10,School screening
345,345,0,-
346,346,17,School screening
347,347,24,School screening
348,348,0,-
349,349,24,School screening
350,350,0,-
351,351,17,School screening
352,352,17,School screening
353,353,3,School screening
354,354,17,School screening
355,355,17,School screening
356,356,10,School screening
357,357,10,School screening
358,358,0,-
359,359,17,School screening
360,360,17,School screening
361,361,10,School screening
362,362,0,-
363,363,17,School screening
364,364,10,School screening
365,365,3,School screening
366,366,10,School screening
367,367,24,School screening
368,368,3,School screening
369,369,10,School screening
370,370,0,-
371,371,24,School screening
372,372,24,School screening
373,373,0,-
374,374,24,School screening
375,375,10,School screening
376,376,0,-
377,377,10,School screening
378,378,31,School screening
379,379,17,School screening
380,380,17,School screening
381,381,17,School screening
382,382,10,School screening
383,383,31,School screening
384,384,10,School screening
385,385,17,School screening
386,386,24,School screening
387,387,10,School screening
388,388,0,-
389,389,17,School screening
390,390,17,School screening
391,391,17,School screening
392,392,17,School screening
393,393,17,School screening
394,394,17,School screening
395,395,17,School screening
396,396,0,-
397,397,31,School screening
398,398,3,School screening
399,399,24,School screening
400,400,0,-
401,401,0,-
402,402,24,School screening
403,403,24,School screening
404,404,17,School screening
405,405,17,School screening
406,406,0,-
407,407,24,School screening
408,408,17,School screening
409,409,0,-
410,410,3,School screening
411,411,10,School screening
412,412,10,School screening
413,413,17,School screening
414,414,0,-
415,415,0,-
416,416,3,School screening
417,417,24,School screening
418,418,10,School screening
419,419,10,School screening
420,420,3,School screening
421,421,17,School screening
422,422,10,School screening
423,423,17,School screening
424,424,10,School screening
425,425,17,School screening
426,426,17,School screening
427,427,17,School screening
428,428,10,School screening
429,429,17,School screening
430,430,0,-
431,431,17,School screening
432,432,17,School screening
433,433,17,School screening
434,434,0,-
435,435,24,School screening
436,436,3,School screening
437,437,24,School screening
438,438,24,School screening
439,439,3,School screening
440,440,0,-
441,441,0,-
442,442,0,-
443,443,17,School screening
444,444,0,-
445,445,24,School screening
446,446,17,School screening
447,447,10,School screening
448,448,3,School screening
449,449,3,School screening
450,450,24,School screening
451,451,0,-
452,452,10,School screening
453,453,24,School screening
454,454,3,School screening
455,455,0,-
456,456,17,School screening
457,457,31,School screening
458,458,0,-
459,459,10,School screening
460,460,0,-
461,461,17,School screening
462,462,17,School screening
463,463,17,School screening
464,464,17,School screening
465,465,0,-
466,466,3,School screening
467,467,17,School screening
468,468,17,School screening
469,469,0,-
470,470,10,School screening
471,471,3,School screening
472,472,0,-
473,473,10,School screening
474,474,31,School screening
475,475,3,School screening
476,476,24,School screening
477,477,24,School screening
478,478,0,-
479,479,31,School screening
480,480,24,School screening
481,481,24,School screening
482,482,31,School screening
483,483,0,-
484,484,0,-
485,485,10,School screening
486,486,17,School screening
487,487,10,School screening
488,488,3,School screening
489,489,3,School screening
490,490,3,School screening
491,491,0,-
492,492,17,School screening
493,493,17,School screening
494,494,0,-
495,495,10,School screening
496,496,0,-
497,497,17,School screening
498,498,0,-
499,499,17,School screening
500,500,31,School screening
