,day,final_infected,type_pretty
23606,60,39,70%
23667,60,23,70%
23728,60,21,70%
23789,60,31,70%
23850,60,17,70%
23911,60,13,70%
23972,60,9,70%
24033,60,18,70%
24094,60,30,70%
24155,60,25,70%
24216,60,27,70%
24277,60,31,70%
24338,60,36,70%
24399,60,22,70%
