,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,254.8420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,34.6376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,249.7058,4.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7375,0.0000,0.0000,0.0000,0.0000,50.0000,34.6376,0.0000,0.0000,0.0000,4.8750,0.0000,0.0000
2,2,233.4857,18.3983,1.2592,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0198,0.0000,0.4978,3.4391,0.0198,0.0003,0.0002,0.0198,50.0000,34.6376,0.0000,0.0000,0.0000,9.7942,0.0000,1.1304
3,3,200.4833,43.3419,5.5061,0.1171,0.2464,0.2271,0.3767,-0.0015,0.0000,0.0000,0.0328,-0.0019,0.0000,0.0000,0.1566,-0.0007,4.0029,5.2813,0.1623,0.3767,0.0344,0.1623,50.0000,34.6376,0.0000,0.0000,0.0000,14.4884,0.0355,3.0093
4,4,155.1032,71.1432,14.0810,0.6817,1.3010,2.4903,2.4166,0.1197,0.0000,0.0000,0.1513,-0.0015,0.0000,0.0000,0.5734,0.0152,14.9054,7.0604,0.6025,2.3844,0.1551,0.6025,50.0000,34.6376,0.0000,0.0000,0.0000,18.3995,0.3071,5.2263
5,5,108.8057,88.4163,25.0347,2.1447,2.6034,8.1675,8.4921,0.9850,-0.0095,-0.0114,0.3145,0.0214,-0.0013,0.0048,1.3115,0.1130,34.0771,8.5939,1.4170,8.0476,0.3463,1.4170,50.0000,34.6376,0.0000,0.0000,0.0000,21.5153,1.0354,7.3628
6,6,104.7921,55.3069,35.7098,4.1867,4.2105,15.5609,19.2103,3.3999,-0.0049,0.0007,0.5609,0.0753,0.0398,0.0648,2.3594,0.2878,61.1484,9.9878,2.5735,17.4090,0.6266,2.5735,50.0000,34.6376,0.0000,0.0000,0.0000,23.8223,2.2124,9.2889
7,7,99.6892,34.3798,34.7563,6.8260,6.9468,18.0250,31.5253,7.8474,-0.0004,0.0160,0.8246,0.1436,0.1296,0.2082,3.3768,0.6144,88.4601,11.3077,3.7359,27.5429,0.9046,3.7359,50.0000,34.6376,0.0000,0.0000,0.0000,25.9652,3.4021,10.1619
8,8,49.6885,66.2125,29.4315,8.3453,10.0515,17.4260,41.7245,15.0957,0.0036,0.0150,0.9418,0.2748,0.2093,0.2387,4.1424,1.0892,113.5273,12.4739,4.7783,36.7427,1.1290,4.7783,50.0000,34.6376,0.0000,0.0000,0.0000,27.9968,4.4778,10.6507
9,9,25.1001,61.7909,32.9248,9.1699,11.6627,20.3368,51.3957,23.6323,0.0073,0.0508,1.1016,0.4362,0.2520,0.2809,4.8158,1.6416,140.9230,13.3822,5.8362,46.5478,1.3664,5.8362,50.0000,34.6376,0.0000,0.0000,0.0000,28.9901,5.7133,11.1939
10,10,13.4173,44.9546,33.4883,10.0720,12.5535,23.9167,62.0354,33.9975,0.0300,0.0820,1.2664,0.5931,0.2926,0.3482,5.4695,2.3302,168.9761,14.0993,6.9426,57.7492,1.6127,6.9426,50.0000,34.6376,0.0000,0.0000,0.0000,29.4757,7.1231,11.5743
11,11,7.4422,30.1919,30.1107,10.9835,12.8728,23.7693,72.2556,45.5798,0.0386,0.1231,1.4635,0.7597,0.3361,0.3737,5.7407,3.1649,192.1084,14.7089,7.7950,68.2388,1.8723,7.7950,50.0000,34.6376,0.0000,0.0000,0.0000,29.8013,8.3531,11.7800
12,12,4.6615,18.4088,24.4967,11.4605,13.1659,21.8244,79.6399,58.9414,0.0529,0.1170,1.4916,0.9660,0.3557,0.4132,5.9696,4.0227,212.2009,15.1395,8.5572,77.6623,2.0411,8.5572,50.0000,34.6376,0.0000,0.0000,0.0000,29.9692,9.4284,11.8743
13,13,4.7959,9.7866,19.3809,12.2667,12.8886,18.3494,82.0702,72.6049,0.0529,0.0994,1.4578,1.1922,0.3748,0.4137,6.0091,4.7901,226.2484,15.3862,9.0844,84.0692,2.1490,9.0844,50.0000,34.6376,0.0000,0.0000,0.0000,30.0715,10.1325,11.8534
14,14,5.6499,5.2088,14.6323,16.8417,11.8889,14.3531,80.4683,83.0468,0.0549,0.0768,1.3986,1.2888,0.3840,0.3173,5.8209,5.4334,235.9439,15.6403,9.4725,88.7852,2.2275,9.4725,50.0000,34.6376,0.0000,0.0000,0.0000,30.1971,10.3695,11.5539
15,15,5.1988,4.6805,11.2282,30.0697,10.6407,10.2312,73.0674,87.1511,0.0510,0.0468,1.2846,1.3571,0.3610,0.2222,5.2144,5.7643,242.0916,15.9631,9.7214,91.5137,2.2842,9.7214,50.0000,34.6376,0.0000,0.0000,0.0000,30.3590,9.9028,10.7567
16,16,5.6089,3.9616,9.1615,51.7528,9.0566,7.2047,62.3722,83.9791,0.0390,0.0215,1.1270,1.2896,0.3061,0.1573,4.5354,5.4981,246.7173,16.4364,9.9003,93.3223,2.3414,9.9003,50.0000,34.6376,0.0000,0.0000,0.0000,30.4906,8.8894,9.6253
17,17,7.2678,3.5636,8.0508,72.8041,6.2981,4.8158,52.5711,79.0292,0.0345,0.0139,0.9387,1.1803,0.2092,0.0992,3.7715,5.0067,249.4694,17.0854,10.0060,94.3402,2.3673,10.0060,50.0000,34.6376,0.0000,0.0000,0.0000,30.6911,7.7883,8.5413
18,18,8.8302,3.7864,7.0653,91.0815,3.2811,3.0442,44.3973,74.2395,0.0263,0.0041,0.7957,1.1411,0.1286,0.0743,3.0899,4.6279,252.7561,17.8383,10.1365,95.3772,2.4009,10.1365,50.0000,34.6376,0.0000,0.0000,0.0000,30.9258,6.8115,7.6712
19,19,8.9781,4.0023,6.5605,114.3077,1.7316,1.8252,34.6932,65.2222,0.0225,0.0013,0.5770,0.9762,0.0884,0.0302,2.5196,4.0517,255.1694,18.7446,10.2488,95.9972,2.4150,10.2488,50.0000,34.6376,0.0000,0.0000,0.0000,31.1206,5.6356,6.6671
20,20,9.7819,2.9247,6.1400,141.7909,0.9028,1.1296,24.7816,52.3710,0.0027,-0.0030,0.4447,0.7592,0.0549,0.0127,1.9241,3.2228,257.9288,19.8780,10.3595,96.6014,2.4406,10.3595,50.0000,34.6376,0.0000,0.0000,0.0000,31.3029,4.3095,5.5342
21,21,9.9617,2.2700,5.6785,166.4213,0.6093,0.6595,16.8657,39.7663,-0.0046,-0.0046,0.3096,0.4718,0.0233,0.0005,1.4410,2.4989,260.1182,21.1984,10.4294,96.9787,2.4695,10.4294,50.0000,34.6376,0.0000,0.0000,0.0000,31.5044,3.1419,4.4586
22,22,8.5785,3.1785,5.0752,187.7016,0.3660,0.4353,10.9062,28.5053,-0.0015,-0.0029,0.2303,0.3059,0.0204,0.0030,1.0192,1.7894,262.4617,22.6457,10.5282,97.3579,2.4865,10.5282,50.0000,34.6376,0.0000,0.0000,0.0000,31.7180,2.1772,3.5082
