,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.5118,0.7441,0.9683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0290,0.0000,-0.0015,0.0000,0.0000,0.6060,-0.0015,0.0000,0.0000,-0.0015,0.0000,-0.0015,1.0000
2,2,236.4684,1.2132,1.0396,0.0679,0.0000,0.0000,0.0000,0.0000,-0.0626,-0.0035,-0.0035,0.0000,0.0178,-0.0047,0.0010,0.0000,0.0000,1.3039,0.0010,0.0000,-0.0035,0.0010,0.0000,0.0043,0.9020
3,3,226.7113,0.6321,0.3435,0.1419,7.3050,0.4245,0.6978,0.0288,-0.0385,-0.0131,-0.0131,0.0000,0.0718,-0.0047,0.0010,-0.0047,119.4026,2.0395,0.0038,0.4998,-0.0025,0.0038,0.0000,0.4639,0.8164
4,4,226.1350,0.7642,0.4758,0.2132,7.3050,0.2918,0.7380,0.1054,-0.0385,-0.0129,-0.0144,0.0000,0.1788,-0.0016,-0.0028,-0.0016,119.4026,2.7951,0.0100,0.4998,-0.0025,0.0100,0.0000,0.4741,0.8165
5,5,225.5254,0.9430,0.5898,0.2764,7.3050,0.2158,0.7074,0.2087,-0.0106,-0.0158,-0.0049,-0.0043,0.2371,-0.0016,0.0052,-0.0035,119.4026,3.4112,0.0134,0.4998,-0.0008,0.0134,0.0000,0.4843,0.8273
6,6,225.3268,0.6532,0.7034,0.3483,7.3050,0.1595,0.6766,0.2959,0.0563,-0.0018,0.0100,-0.0034,0.3123,-0.0011,0.0100,-0.0002,119.4026,4.0532,0.0177,0.4998,0.0043,0.0177,0.0000,0.4997,0.7954
7,7,225.2429,0.4572,0.7708,0.4577,7.3050,0.0986,0.6523,0.3731,0.0563,-0.0069,0.0071,-0.0043,0.3735,-0.0015,0.0190,0.0065,119.4026,4.6011,0.0213,0.4998,0.0043,0.0213,0.0000,0.5048,0.8177
8,8,224.4883,0.8124,0.7957,0.5637,7.3050,0.0768,0.5999,0.4485,0.0563,-0.0032,0.0031,-0.0005,0.5014,-0.0016,0.0310,0.0082,119.4026,5.2563,0.0286,0.4998,0.0043,0.0286,0.0000,0.5150,0.8405
9,9,223.7455,1.1675,0.8462,0.7041,7.3050,0.0332,0.5417,0.5523,0.0563,-0.0032,-0.0041,0.0013,0.5611,-0.0052,0.0393,0.0097,119.4026,5.9286,0.0323,0.4998,0.0043,0.0323,0.0000,0.5202,0.8018
10,10,218.9849,0.1701,0.0677,0.2059,11.6182,0.6368,1.5291,1.3276,0.0968,0.0040,0.0173,0.0119,0.6100,-0.0079,0.0438,0.0306,232.9154,6.6118,0.0363,1.1296,0.0074,0.0363,0.0000,0.8822,0.8112
11,11,218.8369,0.1993,0.1235,0.2059,11.6182,0.4551,1.5459,1.5035,0.0968,0.0040,0.0171,0.0123,0.6100,-0.0029,0.0350,0.0367,232.9154,7.2566,0.0363,1.1296,0.0074,0.0363,0.0000,0.8822,0.8089
12,12,218.6185,0.2160,0.1316,0.2477,11.6182,0.3624,1.4546,1.7034,0.1399,-0.0036,0.0269,0.0122,0.6100,-0.0029,0.0269,0.0489,232.9154,7.7746,0.0363,1.1296,0.0106,0.0363,0.0000,0.8879,0.7852
13,13,218.4512,0.1436,0.1824,0.2624,11.6182,0.2456,1.3514,1.9329,0.1399,-0.0017,0.0233,0.0152,0.6781,-0.0046,0.0343,0.0489,232.9154,8.4220,0.0402,1.1296,0.0106,0.0402,0.0000,0.8893,0.7643
14,14,218.4512,0.1023,0.1914,0.2939,11.6182,0.1519,1.2633,2.1080,0.1399,-0.0037,0.0242,0.0208,0.6781,-0.0046,0.0244,0.0586,232.9154,9.0340,0.0402,1.1296,0.0106,0.0402,0.0000,0.8893,0.7370
15,15,218.4460,0.1978,0.2185,0.3285,11.6182,0.0946,1.1834,2.2561,0.1399,-0.0047,0.0152,0.0330,0.4697,-0.0046,0.0244,0.0448,232.9154,9.7451,0.0402,1.1296,0.0106,0.0402,0.0000,0.8725,0.7095
16,16,218.3868,0.2114,0.2389,0.3709,11.6182,0.0706,1.0390,2.4213,0.0856,-0.0047,0.0138,0.0255,0.4644,-0.0046,0.0267,0.0476,232.9154,10.3764,0.0442,1.1296,0.0106,0.0442,0.0000,0.8670,0.6699
17,17,224.7475,0.0655,0.0325,1.5746,4.5164,0.1228,0.9943,1.4970,0.0867,-0.0047,0.0120,0.0195,0.4827,-0.0123,0.0255,0.0753,348.3498,10.9987,0.0521,1.3114,0.0139,0.0521,0.0000,0.4516,0.4406
18,18,224.8415,0.0645,0.0556,1.6129,4.5164,0.0889,0.9068,1.6167,0.0867,-0.0047,0.0099,0.0217,0.3671,-0.0123,0.0104,0.0624,348.3498,11.6724,0.0521,1.3114,0.0139,0.0521,0.0000,0.4415,0.4457
19,19,224.9238,0.0697,0.0538,1.6856,4.5164,0.0592,0.7878,1.7811,0.0479,-0.0047,0.0059,0.0053,0.3096,-0.0060,0.0061,0.0575,348.3498,12.3695,0.0521,1.3114,0.0139,0.0521,0.0000,0.4314,0.4076
20,20,225.1232,0.0394,0.0785,1.7928,4.5164,0.0416,0.7018,1.8874,-0.0227,0.0000,-0.0060,-0.0132,0.2367,-0.0065,-0.0065,0.0525,348.3498,13.0879,0.0521,1.3114,0.0139,0.0521,0.0000,0.4161,0.3982
21,21,225.2231,0.0318,0.0679,1.8255,4.5164,0.0276,0.6118,1.9969,-0.0227,0.0000,-0.0038,-0.0103,0.1822,-0.0093,-0.0101,0.0407,348.3498,13.7270,0.0521,1.3114,0.0139,0.0521,0.0000,0.4119,0.3680
