,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,5.5793,0.8833,0.0144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1806,0.0000,0.0144,0.0000,0.0000,0.6603,0.0144,0.0000,0.0000,0.0144,0.0000,0.0144,0.0000
2,2,8.7923,1.4826,0.3855,0.0949,0.0000,0.0000,0.0000,0.0000,1.2195,0.0038,0.0038,0.0000,6.7121,0.0049,0.0191,0.0000,0.0000,1.4779,0.0191,0.0000,0.0038,0.0191,0.0000,0.0227,0.0739
3,3,76.0089,1.2801,0.4569,0.1821,73.4087,0.9253,0.9687,0.0694,1.8652,0.0760,0.0760,0.0000,8.3539,0.0049,0.0189,0.0049,3.1425,2.1173,0.0236,0.4520,0.0083,0.0236,0.0000,0.2460,0.1459
4,4,70.8457,1.9923,0.8430,0.2423,73.4087,0.5762,1.3585,0.1596,1.8652,0.0407,0.1279,0.0000,10.7479,0.0145,0.0963,0.0144,3.1425,2.7544,0.0329,0.4520,0.0083,0.0329,0.0000,0.2452,0.2061
5,5,65.6327,3.2007,1.3995,0.2956,73.4087,0.3825,1.3652,0.3144,2.5573,0.1632,0.1307,0.0045,12.0679,0.0145,0.1057,0.0290,3.1425,3.3096,0.0375,0.4520,0.0131,0.0375,0.0000,0.2443,0.2012
6,6,65.3558,1.7048,2.5475,0.4118,73.4087,0.2313,1.2920,0.5319,3.8057,0.2007,0.3806,0.0288,12.5880,0.0136,0.1317,0.0335,3.1425,4.0365,0.0393,0.4520,0.0226,0.0393,0.0000,0.2420,0.2476
7,7,65.1739,1.1072,2.8553,0.6911,73.4087,0.1414,1.2793,0.8059,3.8057,0.0924,0.5041,0.0812,13.8604,0.0022,0.1655,0.0428,3.1425,4.6349,0.0437,0.4520,0.0226,0.0437,0.0000,0.2413,0.2318
8,8,60.6755,2.7026,2.8616,1.0184,73.4087,0.1242,1.1541,0.9408,3.8057,0.0581,0.4937,0.1090,16.5579,0.0070,0.1540,0.0714,3.1425,5.0535,0.0525,0.4520,0.0226,0.0525,0.0000,0.2398,0.2857
9,9,57.7801,5.1625,3.2356,1.3371,73.4087,0.0719,1.0459,1.1910,3.8057,0.0581,0.3721,0.2136,17.4926,0.0215,0.1951,0.0855,3.1425,5.5887,0.0567,0.4520,0.0226,0.0567,0.0000,0.2390,0.3133
