,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,238.2524,0.9137,1.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6032,0.0000,0.0317,0.0000,0.0000,0.8217,0.0317,0.0000,0.0000,0.0317,0.0000,0.0317,1.0000
2,2,237.3713,1.4223,1.1247,0.2162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9901,0.0000,0.0462,0.0237,0.0000,1.5507,0.0525,0.0000,0.0000,0.0525,0.0000,0.0525,0.8979
3,3,232.1342,1.4402,0.8283,0.3212,6.4316,0.4000,0.6453,0.0308,0.2803,0.0000,0.0148,0.0000,0.9901,0.0000,0.0318,0.0388,59.9452,2.2168,0.0525,0.4047,0.0148,0.0525,0.0000,0.4086,0.8884
4,4,231.3574,1.7464,1.0596,0.4350,6.4316,0.2989,0.6829,0.1184,0.2803,0.0000,0.0000,0.0148,1.1760,0.0500,0.0904,0.0460,59.9452,3.0398,0.0660,0.4047,0.0148,0.0660,0.0000,0.4190,0.8953
5,5,230.3220,2.0538,1.4442,0.5706,6.4316,0.2199,0.6525,0.2265,0.6704,0.0296,0.0855,0.0238,1.1760,0.0362,0.0978,0.0531,59.9452,3.7122,0.0660,0.4047,0.0394,0.0660,0.0000,0.4347,0.9130
6,6,230.1686,1.5311,1.6947,0.8190,6.4316,0.2005,0.5962,0.2990,0.6704,0.0148,0.0773,0.0438,1.3815,0.0659,0.0924,0.0877,59.9452,4.4976,0.0791,0.4047,0.0394,0.0791,0.0000,0.4451,0.9463
7,7,230.1226,1.0919,1.9140,0.9968,6.4316,0.1623,0.5856,0.3500,0.7339,0.0509,0.1287,0.0607,1.3815,0.0506,0.1094,0.0962,59.9452,5.1774,0.0791,0.4047,0.0466,0.0791,0.0000,0.4503,0.9761
8,8,229.1763,1.8034,1.8884,1.2311,6.4316,0.1153,0.5749,0.4057,0.7339,0.0368,0.1203,0.0763,1.4081,0.0436,0.2092,0.1435,59.9452,5.9468,0.0856,0.4047,0.0466,0.0856,0.0000,0.4555,0.9523
9,9,227.9939,2.3562,2.0526,1.4655,6.4316,0.0885,0.5409,0.4609,0.8751,0.0664,0.1911,0.1297,1.5802,0.0237,0.2890,0.1619,59.9452,6.6019,0.0983,0.4047,0.0605,0.0983,0.0000,0.4762,1.0260
10,10,223.4797,1.1459,0.7168,1.0176,10.7905,1.0955,2.0919,1.1990,1.0081,0.0497,0.2904,0.1667,1.9951,0.1518,0.3438,0.2628,118.0219,7.2656,0.1314,0.9027,0.0729,0.1314,0.0000,0.8718,1.0846
11,11,223.0989,1.2916,0.9016,1.1524,10.7905,0.8488,2.0249,1.5170,1.0081,0.0427,0.2828,0.1829,1.9951,0.1196,0.3270,0.3102,118.0219,7.9532,0.1314,0.9027,0.0729,0.1314,0.0000,0.8718,1.0506
12,12,222.3800,1.5432,1.0739,1.2943,10.7905,0.6493,1.9729,1.7606,1.2393,0.0302,0.2624,0.2493,2.0982,0.1011,0.3285,0.3448,118.0219,8.6088,0.1373,0.9027,0.0858,0.1373,0.0000,0.8870,1.0971
13,13,222.3354,1.1050,1.3069,1.4462,10.7905,0.5078,1.9382,1.9456,1.2393,0.0148,0.2385,0.2904,2.1583,0.1023,0.3511,0.3726,118.0219,9.3252,0.1430,0.9027,0.0858,0.1430,0.0000,0.8926,1.1028
14,14,222.1809,0.7754,1.4594,1.5752,10.7905,0.3838,1.7933,2.1970,1.2393,0.0148,0.2097,0.3204,2.3414,0.0688,0.3917,0.4131,118.0219,10.0106,0.1548,0.9027,0.0858,0.1548,0.0000,0.9019,1.0788
15,15,221.9717,1.0184,1.4273,1.7439,10.7905,0.3044,1.6028,2.4433,1.3125,0.0238,0.2323,0.3555,2.1332,0.0551,0.3910,0.5080,118.0219,10.7099,0.1664,0.9027,0.0922,0.1664,0.0000,0.9064,1.0613
16,16,221.6975,1.3331,1.5865,1.8908,10.7905,0.2159,1.4435,2.6853,1.3125,0.0238,0.1863,0.3913,1.8998,0.0411,0.4048,0.5060,118.0219,11.4386,0.1722,0.9027,0.0922,0.1722,0.0000,0.8971,1.1044
17,17,225.3454,0.5947,0.4724,1.7045,7.4732,0.7478,2.2285,3.3276,1.2868,0.0438,0.2765,0.4417,1.9047,0.0648,0.4071,0.6297,175.5816,12.1300,0.1780,1.2528,0.1047,0.1780,0.0000,0.8480,0.9858
18,18,225.3131,0.6233,0.5715,1.8172,7.4732,0.5747,2.1105,3.6207,1.2868,0.0295,0.2593,0.4736,1.8151,0.0723,0.3928,0.6098,175.5816,12.8023,0.1838,1.2528,0.1047,0.1838,0.0000,0.8448,0.9687
19,19,225.3208,0.7701,0.5957,1.9610,7.4732,0.4465,1.8999,3.9379,0.9539,0.0148,0.2534,0.4288,1.9125,0.0722,0.3869,0.6372,175.5816,13.5849,0.1895,1.2528,0.1047,0.1895,0.0000,0.8360,0.9574
