day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456953	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	107	0	0	0	0	[]	0	0
1	123456953	177	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	218	107	0	0	0	6	[]	0	0
2	123456953	171	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	218	107	0	0	0	10	[]	0	1
3	123456953	159	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	218	107	0	0	0	14	[]	0	3
4	123456953	140	31	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	218	107	0	0	0	19	[]	0	6
5	123456953	123	35	22	1	0	0	0	0	0	0	1	0	0	0	1	0	0	9	1	0	1	1	218	107	0	0	0	23	[]	0	9
6	123456953	120	32	27	2	0	0	0	0	0	0	1	0	0	0	1	0	0	9	1	0	1	1	218	107	0	0	0	26	[]	0	10
7	123456953	118	26	34	3	0	0	0	0	0	0	1	0	0	0	1	0	0	9	1	0	1	1	218	107	0	0	0	28	[]	0	10
8	123456953	95	42	36	8	0	0	0	0	0	0	1	0	0	0	1	0	0	11	1	0	1	1	218	107	0	0	0	30	[]	0	9
9	123456953	72	52	46	11	0	0	0	0	0	0	1	0	0	0	1	0	0	12	1	0	1	1	218	107	0	0	0	31	[]	0	10
10	123456953	57	48	54	19	0	0	0	0	0	0	1	1	0	0	3	0	0	13	3	0	2	3	218	107	0	0	0	32	[]	0	11
11	123456953	40	52	54	29	0	0	0	0	0	0	3	1	0	0	3	1	0	17	4	0	4	4	218	107	0	0	0	34	[]	0	11
12	123456953	24	44	66	37	0	0	0	0	0	0	3	1	0	0	5	3	0	18	8	0	4	8	218	107	0	0	0	35	[]	0	12
13	123456953	23	29	70	46	0	0	0	0	0	0	3	1	0	0	8	3	0	19	11	0	4	11	218	107	0	0	0	36	[]	0	12
14	123456953	22	19	67	55	0	0	0	0	0	0	3	1	0	0	13	3	0	20	16	0	4	16	218	107	0	0	0	37	[]	0	12
15	123456953	12	24	60	66	0	0	0	0	0	0	3	1	0	0	11	6	0	23	18	0	5	18	218	107	0	0	0	40	[]	0	12
16	123456953	10	16	64	71	0	0	0	0	0	0	3	1	0	0	12	6	0	23	19	0	5	19	218	107	0	0	0	40	[]	0	12
