,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.2318,0.6476,0.9467,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0896,0.0000,-0.0047,0.0000,0.0754,0.0000,0.0040,0.0000,0.0000,0.6400,0.0040,0.0000,-0.0047,0.0040,0.0000,0.0070,1.0000
2,2,235.7495,1.2188,0.9896,0.0720,0.0000,0.0000,0.0000,0.0000,-0.0258,0.0000,-0.0034,0.0000,0.2549,0.0000,0.0074,-0.0032,0.0000,1.2488,0.0136,0.0000,-0.0014,0.0136,0.0000,0.0243,0.8505
3,3,229.8439,0.9685,0.6012,0.1753,3.3959,0.2033,0.4270,0.0243,0.1219,-0.0105,0.0016,-0.0041,0.3847,-0.0086,0.0104,-0.0031,59.4136,2.0545,0.0207,0.2410,0.0069,0.0207,0.0000,0.2824,0.7728
4,4,229.1185,1.2605,0.7702,0.2586,3.3959,0.1519,0.4146,0.0811,0.1219,-0.0047,-0.0049,-0.0014,0.4411,-0.0033,0.0021,0.0104,59.4136,2.6884,0.0244,0.2410,0.0069,0.0244,0.0000,0.2873,0.7463
5,5,228.2867,1.4472,1.0125,0.3624,3.3959,0.0980,0.3886,0.1517,0.1219,-0.0047,-0.0029,0.0011,0.5650,-0.0064,0.0135,0.0112,59.4136,3.3750,0.0319,0.2410,0.0069,0.0319,0.0000,0.2969,0.7747
6,6,228.2177,0.9762,1.3035,0.5084,3.3959,0.0450,0.3941,0.2038,0.1219,-0.0047,-0.0029,0.0011,0.6240,-0.0027,0.0273,0.0151,59.4136,4.0504,0.0362,0.2410,0.0069,0.0362,0.0000,0.3017,0.8268
7,7,228.0767,0.6433,1.4034,0.6651,3.3959,0.0309,0.3606,0.2548,0.1219,-0.0047,-0.0060,0.0069,0.7362,0.0003,0.0414,0.0285,59.4136,4.7052,0.0439,0.2410,0.0069,0.0439,0.0000,0.3114,0.8458
8,8,226.9632,1.2661,1.3333,0.8766,3.3959,0.0218,0.3111,0.3192,0.1705,-0.0036,-0.0164,0.0114,0.8094,-0.0035,0.0463,0.0304,59.4136,5.3182,0.0479,0.2410,0.0101,0.0479,0.0000,0.3211,0.8182
9,9,225.8230,1.6467,1.4917,1.0498,3.3959,0.0030,0.2948,0.3586,0.2450,-0.0026,-0.0082,0.0183,0.8653,-0.0016,0.0476,0.0570,59.4136,5.9524,0.0519,0.2410,0.0169,0.0519,0.0000,0.3357,0.8337
10,10,220.9494,0.6768,0.3736,0.4934,7.1695,0.6260,1.4580,1.1070,0.3838,0.0099,0.0308,0.0430,1.0461,0.0018,0.0802,0.1159,116.9732,6.6518,0.0683,0.7133,0.0279,0.0683,0.0000,0.7040,0.8762
11,11,220.4729,0.7551,0.4508,0.5247,7.1695,0.4190,1.4502,1.3161,0.4403,0.0120,0.0326,0.0563,1.0879,0.0076,0.0867,0.1444,116.9732,7.2927,0.0725,0.7133,0.0316,0.0725,0.0000,0.7148,0.8376
