,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.2702,0.8122,0.9492,0.0000,1.5459,0.0000,0.0814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4972,0.0000,0.0000,0.0814,0.0000,0.0000,0.0814,1.0000
2,2,236.4789,1.4093,1.0552,0.1508,1.5459,0.0000,0.0736,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4972,0.0000,0.0000,0.0814,0.0000,0.0000,0.0814,0.9246
3,3,235.5639,1.9438,1.3403,0.2979,1.5459,0.0000,0.0657,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4972,0.0000,0.0000,0.0814,0.0000,0.0000,0.0814,0.9128
4,4,234.4645,2.5658,1.7085,0.4810,1.5459,0.0000,0.0590,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4972,0.0000,0.0000,0.0814,0.0000,0.0000,0.0814,0.9280
5,5,233.2160,3.1492,2.2311,0.6995,1.5459,0.0000,0.0498,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4972,0.0000,0.0000,0.0814,0.0000,0.0000,0.0814,0.9569
6,6,233.2160,2.2556,2.8451,0.9874,1.5459,0.0000,0.0452,0.0429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4972,0.0000,0.0000,0.0814,0.0000,0.0000,0.0814,1.0175
7,7,233.2160,1.6276,3.0782,1.3832,1.5459,0.0000,0.0417,0.0464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4972,0.0000,0.0000,0.0814,0.0000,0.0000,0.0814,1.0319
8,8,229.8318,2.2921,2.3411,1.4784,3.9979,0.2145,0.8989,0.4005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.3171,0.0000,0.0000,0.2797,0.0000,0.0000,0.2715,1.0354
9,9,228.6084,2.9592,2.6702,1.7841,3.9979,0.1415,0.8546,0.5171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.3171,0.0000,0.0000,0.2797,0.0000,0.0000,0.2715,1.0757
