,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,233.0665,0.5783,0.7199,0.0000,4.3025,0.0000,0.2264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.2264,0.0000,0.0000,0.2264,1.0000
2,2,232.4715,0.9889,0.7635,0.0983,4.3025,0.0000,0.1956,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.2264,0.0000,0.0000,0.2264,0.8598
3,3,231.7540,1.4023,0.9252,0.2070,4.3025,0.0000,0.1755,0.0392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.2264,0.0000,0.0000,0.2264,0.7955
4,4,230.8797,1.8377,1.1971,0.3342,4.3025,0.0000,0.1499,0.0633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.2264,0.0000,0.0000,0.2264,0.7849
5,5,229.8392,2.2942,1.5773,0.4837,4.3025,0.0000,0.1319,0.0807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.2264,0.0000,0.0000,0.2264,0.8027
6,6,229.8392,1.6271,2.0355,0.6866,4.3025,0.0000,0.1159,0.0964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.2264,0.0000,0.0000,0.2264,0.8384
7,7,229.8392,1.1770,2.2190,0.9538,4.3025,0.0000,0.0982,0.1141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.2264,0.0000,0.0000,0.2264,0.8381
8,8,224.2531,0.8817,0.7849,0.6269,9.1671,0.4035,1.5120,0.7292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.5997,0.0000,0.0000,0.7497,0.0000,0.0000,0.5985,0.8364
9,9,223.6747,1.1648,0.9366,0.7289,9.1671,0.2675,1.4441,0.9334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.5997,0.0000,0.0000,0.7497,0.0000,0.0000,0.5985,0.8363
10,10,223.0297,1.4217,1.1447,0.8538,9.1671,0.1945,1.3404,1.1115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.5997,0.0000,0.0000,0.7497,0.0000,0.0000,0.5985,0.8542
11,11,222.3287,1.6366,1.4327,0.9851,9.1671,0.1434,1.2191,1.2842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.5997,0.0000,0.0000,0.7497,0.0000,0.0000,0.5985,0.8804
12,12,221.5646,1.8328,1.7400,1.1696,9.1671,0.0989,1.1069,1.4405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.5997,0.0000,0.0000,0.7497,0.0000,0.0000,0.5985,0.9172
13,13,221.5646,1.3131,2.0159,1.4109,9.1671,0.0627,0.9978,1.5869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.5997,0.0000,0.0000,0.7497,0.0000,0.0000,0.5985,0.9472
14,14,221.5646,0.9164,2.1553,1.6672,9.1671,0.0460,0.8712,1.7316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.5997,0.0000,0.0000,0.7497,0.0000,0.0000,0.5985,0.9496
15,15,221.8543,0.4589,0.4744,0.8833,8.0634,0.4305,2.4092,3.0297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,176.6764,0.0000,0.0000,1.3282,0.0000,0.0000,0.7047,0.9110
16,16,221.5319,0.5872,0.5518,0.9471,8.0634,0.2930,2.2211,3.3585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,176.6764,0.0000,0.0000,1.3282,0.0000,0.0000,0.7047,0.8942
17,17,221.1510,0.7298,0.6498,1.0254,8.0634,0.2114,2.0242,3.6433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,176.6764,0.0000,0.0000,1.3282,0.0000,0.0000,0.7047,0.8799
18,18,220.7580,0.8614,0.7425,1.1227,8.0624,0.1388,1.8464,3.8989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,176.6764,0.0000,0.0000,1.3282,0.0000,0.0000,0.7047,0.8846
19,19,220.3019,0.9907,0.8809,1.2268,8.0624,0.0916,1.6487,4.1469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,176.6764,0.0000,0.0000,1.3282,0.0000,0.0000,0.7047,0.8751
