,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.2545,0.8112,0.9484,0.0000,1.5674,0.0000,0.0825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4973,0.0000,0.0000,0.0825,0.0000,0.0000,0.0825,1.0000
2,2,236.4640,1.4072,1.0543,0.1509,1.5674,0.0000,0.0747,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4973,0.0000,0.0000,0.0825,0.0000,0.0000,0.0825,0.9246
3,3,235.5486,1.9437,1.3371,0.2980,1.5674,0.0000,0.0669,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4973,0.0000,0.0000,0.0825,0.0000,0.0000,0.0825,0.9128
4,4,234.4487,2.5658,1.7051,0.4810,1.5674,0.0000,0.0601,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4973,0.0000,0.0000,0.0825,0.0000,0.0000,0.0825,0.9281
5,5,233.2027,3.1464,2.2276,0.6994,1.5674,0.0000,0.0510,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4973,0.0000,0.0000,0.0825,0.0000,0.0000,0.0825,0.9569
6,6,233.2027,2.2527,2.8419,0.9871,1.5674,0.0000,0.0464,0.0429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4973,0.0000,0.0000,0.0825,0.0000,0.0000,0.0825,1.0175
7,7,233.2027,1.6258,3.0738,1.3829,1.5674,0.0000,0.0429,0.0464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4973,0.0000,0.0000,0.0825,0.0000,0.0000,0.0825,1.0319
8,8,229.8196,2.2883,2.3371,1.4783,4.0182,0.2145,0.8982,0.4011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.3268,0.0000,0.0000,0.2807,0.0000,0.0000,0.2726,1.0343
9,9,228.5980,2.9535,2.6683,1.7822,4.0182,0.1415,0.8539,0.5176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.3268,0.0000,0.0000,0.2807,0.0000,0.0000,0.2726,1.0746
10,10,227.2638,3.5532,3.1090,2.1600,4.0182,0.0987,0.7997,0.6136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.3268,0.0000,0.0000,0.2807,0.0000,0.0000,0.2726,1.1344
11,11,225.9853,3.9446,3.7038,2.5473,4.0182,0.0721,0.7231,0.7180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.3268,0.0000,0.0000,0.2807,0.0000,0.0000,0.2726,1.2130
12,12,224.5521,4.4275,4.2948,3.0279,4.0182,0.0479,0.6482,0.8163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.3268,0.0000,0.0000,0.2807,0.0000,0.0000,0.2726,1.3068
13,13,224.5521,3.1413,4.9874,3.6248,4.0182,0.0389,0.5651,0.9072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.3268,0.0000,0.0000,0.2807,0.0000,0.0000,0.2726,1.4000
14,14,224.5521,2.2364,5.2037,4.3121,4.0182,0.0315,0.4955,0.9815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.3268,0.0000,0.0000,0.2807,0.0000,0.0000,0.2726,1.4418
15,15,222.3785,2.5679,3.3916,3.7470,5.2050,0.4642,2.1944,2.3973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.1356,0.0000,0.0000,0.5970,0.0000,0.0000,0.5052,1.4568
16,16,221.2272,3.1254,3.6892,4.1682,5.2050,0.3317,2.0230,2.6987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.1356,0.0000,0.0000,0.5970,0.0000,0.0000,0.5052,1.5118
17,17,220.0509,3.5310,4.1499,4.6126,5.2050,0.2440,1.8437,2.9595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.1356,0.0000,0.0000,0.5970,0.0000,0.0000,0.5052,1.5627
18,18,218.7892,3.9896,4.5378,5.1740,5.2050,0.1677,1.6726,3.2063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.1356,0.0000,0.0000,0.5970,0.0000,0.0000,0.5052,1.6063
19,19,217.4117,4.4461,5.0045,5.8011,5.2050,0.1204,1.4868,3.4387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.1356,0.0000,0.0000,0.5970,0.0000,0.0000,0.5052,1.6832
20,20,217.4117,3.1777,5.6128,6.4565,5.2050,0.0903,1.3457,3.6088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.1356,0.0000,0.0000,0.5970,0.0000,0.0000,0.5052,1.7708
21,21,217.4117,2.2968,5.7419,7.2033,5.2050,0.0624,1.2192,3.7614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.1356,0.0000,0.0000,0.5970,0.0000,0.0000,0.5052,1.7987
22,22,216.4850,2.5091,3.8674,7.1992,5.2842,0.4228,2.7313,4.8366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.4011,0.0000,0.0000,0.9402,0.0000,0.0000,0.6546,1.7220
23,23,215.3961,3.0619,4.0265,7.7097,5.2842,0.2995,2.4890,5.1971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.4011,0.0000,0.0000,0.9402,0.0000,0.0000,0.6546,1.7550
24,24,214.1937,3.5829,4.3386,8.2377,5.2842,0.2068,2.2630,5.5095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.4011,0.0000,0.0000,0.9402,0.0000,0.0000,0.6546,1.7974
25,25,213.0329,3.9076,4.7616,8.8104,5.2842,0.1530,2.0242,5.7993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.4011,0.0000,0.0000,0.9402,0.0000,0.0000,0.6546,1.8715
26,26,211.8006,4.2109,5.2463,9.4146,5.2842,0.1060,1.8166,6.0507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.4011,0.0000,0.0000,0.9402,0.0000,0.0000,0.6546,1.9393
27,27,211.8006,2.9995,5.7716,10.0938,5.2842,0.0788,1.6157,6.2746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.4011,0.0000,0.0000,0.9402,0.0000,0.0000,0.6546,2.0203
28,28,211.8006,2.1666,5.8118,10.8751,5.2842,0.0600,1.4070,6.4994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.4011,0.0000,0.0000,0.9402,0.0000,0.0000,0.6546,2.0532
29,29,211.0899,2.4744,3.9048,12.7071,4.9203,0.4505,2.7152,5.8951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.4522,0.0000,0.0000,1.2828,0.0000,0.0000,0.6898,1.8545
30,30,210.0578,2.9871,4.0215,13.2472,4.9203,0.3150,2.4955,6.2439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.4522,0.0000,0.0000,1.2828,0.0000,0.0000,0.6898,1.8644
31,31,209.0039,3.3504,4.2953,13.8115,4.9191,0.2321,2.2622,6.5565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.4522,0.0000,0.0000,1.2828,0.0000,0.0000,0.6898,1.9085
32,32,207.9062,3.7109,4.6545,14.3488,4.9191,0.1756,2.0192,6.8528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.4522,0.0000,0.0000,1.2828,0.0000,0.0000,0.6898,1.9442
33,33,206.7359,4.0509,5.0507,14.9492,4.9191,0.1286,1.7882,7.1262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.4522,0.0000,0.0000,1.2828,0.0000,0.0000,0.6898,1.9851
34,34,206.7359,2.8716,5.5522,15.6142,4.9191,0.0859,1.5836,7.3697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.4522,0.0000,0.0000,1.2828,0.0000,0.0000,0.6898,2.0473
35,35,206.7359,2.0469,5.6296,16.3494,4.9191,0.0575,1.3966,7.5820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.4522,0.0000,0.0000,1.2828,0.0000,0.0000,0.6898,2.0527
