,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.7152,0.7152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,2,1.9786,1.4652,0.3517,0.1229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1242
3,3,65.4125,0.2075,0.0000,0.1457,57.9688,0.9501,0.9016,0.1160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9016,0.0000,0.0000,0.1837,0.1837
4,4,64.9307,0.2113,0.0561,0.1457,57.9688,0.6665,1.2230,0.2539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9016,0.0000,0.0000,0.1837,0.2121
5,5,64.2678,0.3090,0.0990,0.1593,57.9688,0.4480,1.3777,0.4196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9016,0.0000,0.0000,0.1837,0.2425
6,6,64.2678,0.1974,0.1968,0.1699,57.9688,0.3256,1.3316,0.6320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9016,0.0000,0.0000,0.1837,0.2628
7,7,64.2678,0.1133,0.2723,0.2027,57.9688,0.2307,1.2721,0.8644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9016,0.0000,0.0000,0.1837,0.2666
8,8,63.4627,0.3767,0.2787,0.2493,57.9688,0.1607,1.1667,1.0753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9016,0.0000,0.0000,0.1837,0.2829
9,9,62.4747,0.6159,0.4647,0.3020,57.9688,0.1164,1.0668,1.2347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9016,0.0000,0.0000,0.1837,0.2895
10,10,77.1753,0.0463,0.0000,0.1902,63.0230,0.3277,1.4162,1.3719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4916,0.0000,0.0000,1.2457,0.0000,0.0000,0.2043,0.2986
11,11,77.2057,0.0436,0.0069,0.1902,63.0230,0.2033,1.3876,1.5128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4916,0.0000,0.0000,1.2457,0.0000,0.0000,0.2043,0.3126
12,12,77.1110,0.0485,0.0196,0.1902,63.0230,0.1239,1.3760,1.7342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4916,0.0000,0.0000,1.2457,0.0000,0.0000,0.2043,0.3206
13,13,77.1110,0.0354,0.0350,0.1935,63.0230,0.0822,1.1915,1.9711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4916,0.0000,0.0000,1.2457,0.0000,0.0000,0.2043,0.3335
14,14,77.1110,0.0217,0.0426,0.1969,63.0230,0.0432,1.0693,2.1490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4916,0.0000,0.0000,1.2457,0.0000,0.0000,0.2043,0.3366
15,15,77.2171,0.0519,0.0625,0.2113,63.0230,0.0277,0.9491,2.3102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4916,0.0000,0.0000,1.2457,0.0000,0.0000,0.2043,0.3305
16,16,77.3417,0.1000,0.1277,0.2272,63.0230,0.0162,0.8335,2.4663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4916,0.0000,0.0000,1.2457,0.0000,0.0000,0.2043,0.3174
17,17,55.5786,0.0029,0.0000,2.2159,37.6263,0.0520,0.6535,1.1803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7319,0.0000,0.0000,1.4690,0.0000,0.0000,0.1466,0.1116
18,18,55.6155,0.0029,0.0010,2.2159,37.6263,0.0248,0.5478,1.3657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7319,0.0000,0.0000,1.4690,0.0000,0.0000,0.1466,0.1084
19,19,55.6543,0.0019,0.0050,2.2159,37.6263,0.0170,0.5236,1.5423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7319,0.0000,0.0000,1.4690,0.0000,0.0000,0.1466,0.1035
20,20,55.6543,0.0019,0.0050,2.2159,37.6263,0.0151,0.4094,1.6815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7319,0.0000,0.0000,1.4690,0.0000,0.0000,0.1466,0.0973
21,21,55.6543,0.0010,0.0059,2.2159,37.6263,0.0093,0.2745,1.9318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7319,0.0000,0.0000,1.4690,0.0000,0.0000,0.1466,0.0851
22,22,55.7380,0.0089,0.0059,2.2159,37.6263,0.0039,0.2476,2.0315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7319,0.0000,0.0000,1.4690,0.0000,0.0000,0.1466,0.0851
23,23,55.8163,0.0109,0.0059,2.2159,37.6263,0.0019,0.2298,2.1254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7319,0.0000,0.0000,1.4690,0.0000,0.0000,0.1466,0.0808
24,24,17.2125,0.0010,0.0000,3.6272,8.6171,0.0109,0.0682,0.2637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.9041,0.0000,0.0000,1.4957,0.0000,0.0000,0.0318,0.0203
25,25,17.2125,0.0010,0.0000,3.6272,8.6171,0.0040,0.0739,0.2783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.9041,0.0000,0.0000,1.4957,0.0000,0.0000,0.0318,0.0192
26,26,17.2125,0.0010,0.0000,3.6272,8.6171,0.0040,0.0565,0.3055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.9041,0.0000,0.0000,1.4957,0.0000,0.0000,0.0318,0.0192
27,27,17.2125,0.0010,0.0000,3.6272,8.6171,0.0040,0.0408,0.3449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.9041,0.0000,0.0000,1.4957,0.0000,0.0000,0.0318,0.0182
28,28,17.2125,0.0010,0.0000,3.6272,8.6171,0.0040,0.0281,0.3789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.9041,0.0000,0.0000,1.4957,0.0000,0.0000,0.0318,0.0163
29,29,17.2207,0.0010,0.0010,3.6272,8.6171,0.0040,0.0194,0.4131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.9041,0.0000,0.0000,1.4957,0.0000,0.0000,0.0318,0.0144
30,30,17.2207,0.0010,0.0010,3.6272,8.6171,0.0040,0.0174,0.4408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.9041,0.0000,0.0000,1.4957,0.0000,0.0000,0.0318,0.0125
31,31,5.6101,0.0000,0.0000,4.1163,0.7572,0.0020,0.0099,0.0118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.2472,0.0000,0.0000,1.4995,0.0000,0.0000,0.0029,0.0020
32,32,5.6101,0.0000,0.0000,4.1163,0.7572,0.0010,0.0169,0.0118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.2472,0.0000,0.0000,1.4995,0.0000,0.0000,0.0029,0.0020
33,33,5.6101,0.0000,0.0000,4.1163,0.7572,0.0010,0.0169,0.0118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.2472,0.0000,0.0000,1.4995,0.0000,0.0000,0.0029,0.0020
34,34,5.6101,0.0000,0.0000,4.1163,0.7572,0.0010,0.0099,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.2472,0.0000,0.0000,1.4995,0.0000,0.0000,0.0029,0.0020
35,35,5.6101,0.0000,0.0000,4.1163,0.7572,0.0010,0.0099,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.2472,0.0000,0.0000,1.4995,0.0000,0.0000,0.0029,0.0020
