,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,72.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,218.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,70.6277,1.5856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.7797,0.0000,0.0000,0.0000,0.0000,216.7124,1.4979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0194,0.0000,0.0000
2,2,69.0003,2.8738,0.4550,0.0000,0.0430,0.0000,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,0.0000,60.3553,1.5128,0.0187,0.0095,0.0000,0.0187,215.2357,2.6413,0.4356,0.0000,0.1238,0.0059,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8013,0.0095,0.7518
3,3,66.9335,4.2606,1.1458,0.0890,0.0787,0.0059,0.0127,0.0000,0.0000,0.0000,0.0243,0.0000,0.0000,0.0000,0.0269,0.0059,61.1017,2.1903,0.0322,0.0187,0.0335,0.0322,213.2357,3.9342,1.1301,0.0792,0.2397,0.0127,0.0059,0.0095,0.0000,0.0000,0.0128,0.0000,0.0000,0.0000,0.0059,0.0000,8.5870,0.0187,1.7991
4,4,64.5285,5.5797,2.0868,0.2503,0.1817,0.0291,0.0270,0.0126,0.0000,0.0000,0.0297,0.0000,0.0000,0.0000,0.0586,0.0059,62.1756,2.9303,0.0797,0.0483,0.0460,0.0797,210.5098,5.5103,2.0231,0.2577,0.5600,0.0339,0.0255,0.0158,0.0000,0.0000,0.0215,0.0000,0.0000,0.0000,0.0270,0.0000,11.2719,0.0449,2.9334
5,5,61.4506,7.0752,3.4080,0.4894,0.3283,0.0565,0.0721,0.0186,0.0000,0.0000,0.0450,0.0059,0.0000,0.0000,0.0652,0.0226,63.0681,3.6922,0.1026,0.1314,0.0730,0.1026,206.9703,7.3209,3.2536,0.5204,1.0588,0.0571,0.0688,0.0215,0.0000,0.0000,0.0323,0.0000,0.0000,0.0000,0.0322,0.0000,13.9806,0.0862,4.1983
6,6,60.1431,6.3377,4.8284,0.9653,0.4315,0.0797,0.1413,0.0295,0.0000,0.0000,0.0499,0.0158,0.0000,0.0000,0.0977,0.0253,64.6206,4.3525,0.1707,0.2348,0.0892,0.1707,205.4555,6.4105,4.7982,1.0013,1.4780,0.0990,0.1053,0.0360,0.0000,0.0000,0.0349,0.0059,0.0000,0.0000,0.0571,0.0187,16.4226,0.1231,5.3025
7,7,58.6871,5.7600,5.7978,1.5896,0.6923,0.1238,0.2527,0.0869,0.0000,0.0000,0.0619,0.0243,0.0000,0.0000,0.1609,0.0390,67.3476,5.0915,0.2738,0.4258,0.1253,0.2738,203.3601,5.8886,5.8209,1.6236,2.5070,0.1521,0.2034,0.0589,0.0000,0.0000,0.0523,0.0095,0.0000,0.0000,0.0775,0.0348,18.9709,0.2099,6.1770
8,8,50.6400,6.4160,3.5343,1.8059,6.2762,0.8671,3.3785,0.7209,0.0295,0.0000,0.0785,0.0243,0.0000,0.0000,0.2111,0.0513,167.3230,5.8392,0.3802,5.3849,0.1550,0.3802,182.8140,6.7864,4.1755,2.0653,21.4933,0.9738,2.5905,0.5451,0.0767,0.0000,0.0620,0.0158,0.0000,0.0000,0.1150,0.0449,21.4419,1.8021,6.9077
9,9,47.3494,7.6867,4.8512,2.2347,6.4711,0.6559,3.2020,1.2324,0.0295,0.0000,0.0839,0.0296,0.0236,0.0059,0.2304,0.0749,169.2416,6.4387,0.4512,5.4834,0.1708,0.4512,178.2109,8.8770,5.4740,2.5578,22.1532,0.7241,2.5983,0.9038,0.0767,0.0000,0.0644,0.0215,0.0769,0.0000,0.1195,0.0775,23.5561,1.8612,7.5555
