,day,final_infected,type_pretty
60,60,83,0%
121,60,178,0%
182,60,83,0%
243,60,65,0%
304,60,170,0%
365,60,58,0%
426,60,119,0%
487,60,104,0%
548,60,68,0%
609,60,64,0%
670,60,90,0%
731,60,166,0%
792,60,160,0%
853,60,86,0%
914,60,97,0%
975,60,157,0%
1036,60,40,0%
1097,60,129,0%
1158,60,136,0%
1219,60,182,0%
1280,60,143,0%
1341,60,146,0%
1402,60,151,0%
1463,60,125,0%
1524,60,133,0%
1585,60,125,0%
1646,60,148,0%
1707,60,160,0%
1768,60,112,0%
1829,60,103,0%
1890,60,79,0%
1951,60,130,0%
2012,60,143,0%
2073,60,129,0%
2134,60,152,0%
2195,60,134,0%
2256,60,94,0%
2317,60,143,0%
2378,60,115,0%
2439,60,64,0%
2500,60,170,0%
2561,60,113,0%
2622,60,118,0%
2683,60,92,0%
2744,60,73,0%
2805,60,176,0%
2866,60,94,0%
2927,60,118,0%
2988,60,106,0%
3049,60,128,0%
3110,60,130,0%
3171,60,92,0%
3232,60,82,0%
3293,60,91,0%
3354,60,154,0%
3415,60,87,0%
3476,60,112,0%
3537,60,133,0%
3598,60,120,0%
3659,60,148,0%
3720,60,89,0%
3781,60,84,0%
3842,60,148,0%
3903,60,101,0%
3964,60,75,0%
4025,60,131,0%
4086,60,157,0%
4147,60,167,0%
4208,60,105,0%
4269,60,120,0%
4330,60,129,0%
4391,60,51,0%
4452,60,101,0%
4513,60,87,0%
4574,60,55,0%
4635,60,129,0%
4696,60,102,0%
4757,60,43,0%
4818,60,96,0%
4879,60,163,0%
4940,60,107,0%
5001,60,195,0%
5062,60,52,0%
5123,60,66,0%
5184,60,153,0%
5245,60,84,0%
5306,60,85,0%
5367,60,129,0%
5428,60,145,0%
5489,60,138,0%
5550,60,122,0%
5611,60,140,0%
5672,60,68,0%
5733,60,118,0%
5794,60,124,0%
5855,60,126,0%
5916,60,140,0%
5977,60,114,0%
6038,60,109,0%
6099,60,115,0%
6160,60,172,0%
6221,60,79,0%
6282,60,128,0%
6343,60,146,0%
6404,60,153,0%
6465,60,75,0%
6526,60,135,0%
6587,60,143,0%
6648,60,155,0%
6709,60,75,0%
6770,60,149,0%
6831,60,166,0%
6892,60,172,0%
6953,60,160,0%
7014,60,82,0%
7075,60,58,0%
7136,60,116,0%
7197,60,156,0%
7258,60,135,0%
7319,60,113,0%
7380,60,149,0%
7441,60,145,0%
7502,60,101,0%
7563,60,130,0%
7624,60,133,0%
7685,60,85,0%
7746,60,83,0%
7807,60,83,0%
7868,60,111,0%
7929,60,161,0%
7990,60,90,0%
8051,60,55,0%
8112,60,29,0%
8173,60,132,0%
8234,60,129,0%
8295,60,144,0%
8356,60,136,0%
8417,60,127,0%
8478,60,138,0%
8539,60,86,0%
8600,60,152,0%
8661,60,103,0%
8722,60,96,0%
8783,60,162,0%
8844,60,70,0%
8905,60,86,0%
8966,60,115,0%
9027,60,147,0%
9088,60,186,0%
9149,60,111,0%
9210,60,146,0%
9271,60,85,0%
9332,60,104,0%
9393,60,104,0%
9454,60,37,0%
9515,60,131,0%
9576,60,126,0%
9637,60,92,0%
9698,60,125,0%
9759,60,122,0%
9820,60,138,0%
9881,60,149,0%
9942,60,78,0%
10003,60,53,0%
10064,60,80,0%
10125,60,126,0%
10186,60,139,0%
10247,60,87,0%
10308,60,167,0%
10369,60,76,0%
10430,60,143,0%
10491,60,157,0%
10552,60,164,0%
10613,60,125,0%
10674,60,139,0%
10735,60,135,0%
10796,60,145,0%
10857,60,91,0%
10918,60,127,0%
10979,60,91,0%
11040,60,139,0%
11101,60,119,0%
11162,60,95,0%
11223,60,125,0%
11284,60,71,0%
11345,60,56,0%
11406,60,101,0%
11467,60,124,0%
11528,60,129,0%
11589,60,118,0%
11650,60,193,0%
11711,60,92,0%
