,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,238.1882,0.9314,0.9989,0.0000,0.0000,0.0000,0.0000,0.0000,0.2807,0.0000,0.0148,0.0000,0.5973,0.0000,0.0314,0.0000,0.0000,0.7066,0.0314,0.0000,0.0148,0.0314,0.0000,0.0391,1.0000
2,2,221.9127,0.1316,0.0000,0.1176,17.3685,0.5548,1.1892,0.0460,0.4268,0.0146,0.0365,0.0000,0.7324,0.0000,0.0439,0.0140,239.8608,1.5277,0.0391,1.1892,0.0237,0.0391,0.0000,0.9761,0.9719
3,3,221.9010,0.1196,0.0393,0.1176,17.3685,0.4151,1.1719,0.2437,0.4268,0.0000,0.0504,0.0000,0.7324,0.0000,0.0318,0.0233,239.8608,2.2465,0.0391,1.1892,0.0237,0.0391,0.0000,0.9761,0.9139
4,4,221.8735,0.1262,0.0604,0.1237,17.3685,0.3004,1.1203,0.4280,0.4268,0.0000,0.0504,0.0000,0.7324,0.0000,0.0148,0.0436,239.8608,2.8638,0.0391,1.1892,0.0237,0.0391,0.0000,0.9761,0.8385
5,5,221.8068,0.1922,0.0769,0.1237,17.3685,0.2124,1.0729,0.5586,0.4268,0.0000,0.0365,0.0146,0.7324,0.0000,0.0148,0.0436,239.8608,3.5535,0.0391,1.1892,0.0237,0.0391,0.0000,0.9761,0.8058
6,6,221.8068,0.1668,0.1090,0.1237,17.3685,0.1691,0.9644,0.7043,0.4268,0.0000,0.0365,0.0146,0.7324,0.0000,0.0148,0.0436,239.8608,4.1931,0.0391,1.1892,0.0237,0.0391,0.0000,0.9761,0.7838
7,7,221.8068,0.1451,0.1229,0.1319,17.3685,0.1283,0.8996,0.8115,0.4268,0.0000,0.0365,0.0146,0.7324,0.0000,0.0148,0.0436,239.8608,4.8959,0.0391,1.1892,0.0237,0.0391,0.0000,0.9761,0.7377
8,8,221.6950,0.2344,0.1568,0.1459,17.3685,0.0955,0.8523,0.8869,0.4268,0.0000,0.0365,0.0146,0.7324,0.0000,0.0148,0.0436,239.8608,5.5461,0.0391,1.1892,0.0237,0.0391,0.0000,0.9761,0.7337
9,9,220.7712,0.0727,0.0000,0.1049,18.3184,0.1640,0.9203,1.0402,0.4268,0.0000,0.0148,0.0438,0.7324,0.0000,0.0148,0.0436,461.6678,6.2583,0.0391,1.3210,0.0237,0.0391,0.0000,1.0351,0.6783
