,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,237.5194,0.7344,0.9682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0318,0.0000,-0.0017,0.0000,0.0000,0.6100,-0.0017,0.0000,0.0000,-0.0017,0.0000,-0.0017,1.0000
2,2,227.6926,0.5231,0.4121,0.0558,7.2415,0.1600,0.5150,-0.0015,-0.0837,-0.0046,-0.0046,0.0000,0.0150,-0.0047,0.0008,0.0000,119.5338,1.3047,0.0008,0.4378,-0.0046,0.0008,0.0000,0.4248,0.8988
3,3,227.1959,0.7438,0.4898,0.1030,7.2415,0.1360,0.4555,0.0636,-0.0837,-0.0046,-0.0046,0.0000,0.0676,-0.0047,0.0008,-0.0047,119.5338,1.9863,0.0036,0.4378,-0.0046,0.0036,0.0000,0.4298,0.7897
4,4,226.5284,0.9265,0.6260,0.2003,7.2415,0.0883,0.4470,0.1119,-0.0837,0.0000,-0.0093,0.0000,0.1776,-0.0015,-0.0030,-0.0017,119.5338,2.6904,0.0100,0.4378,-0.0046,0.0100,0.0000,0.4399,0.7766
5,5,225.7940,1.1349,0.7294,0.2825,7.2415,0.0604,0.4170,0.1673,-0.0569,-0.0224,-0.0093,0.0000,0.2939,0.0003,0.0118,-0.0003,119.5338,3.3272,0.0169,0.4378,-0.0035,0.0169,0.0000,0.4550,0.7715
6,6,225.5936,0.7633,0.8934,0.3771,7.2415,0.0405,0.3908,0.2135,0.0073,-0.0098,-0.0014,-0.0064,0.3551,-0.0034,0.0167,0.0030,119.5338,4.0017,0.0205,0.4378,0.0010,0.0205,0.0000,0.4702,0.7449
7,7,225.4863,0.5353,0.9247,0.5049,7.2415,0.0252,0.3738,0.2545,0.0073,-0.0109,-0.0056,-0.0095,0.4394,-0.0149,0.0253,0.0164,119.5338,4.5970,0.0280,0.4378,0.0010,0.0280,0.0000,0.4804,0.7677
8,8,224.6557,0.9479,0.9405,0.6408,7.2415,0.0214,0.3356,0.2983,0.0073,-0.0069,-0.0090,-0.0067,0.5777,-0.0147,0.0358,0.0160,119.5338,5.2046,0.0356,0.4378,0.0010,0.0356,0.0000,0.4906,0.7759
9,9,219.2982,0.1896,0.0688,0.1834,12.2078,0.5119,1.3193,0.9753,0.0073,-0.0069,-0.0146,-0.0076,0.6382,-0.0091,0.0497,0.0148,233.3872,5.8266,0.0394,1.0631,0.0010,0.0394,0.0000,0.8666,0.7619
10,10,218.9910,0.2144,0.0968,0.1879,12.2078,0.3594,1.2617,1.1853,0.0445,0.0010,0.0052,0.0024,0.7049,-0.0069,0.0427,0.0343,233.3872,6.3389,0.0434,1.0631,0.0038,0.0434,0.0000,0.8765,0.7394
11,11,218.8360,0.2120,0.1382,0.1858,12.2078,0.2361,1.2483,1.3136,0.0752,-0.0069,0.0164,0.0119,0.7049,-0.0036,0.0305,0.0411,233.3872,6.9758,0.0434,1.0631,0.0068,0.0434,0.0000,0.8822,0.7279
12,12,218.4740,0.2471,0.1669,0.1998,12.2078,0.2017,1.1121,1.4892,0.1182,-0.0051,0.0242,0.0122,0.7291,-0.0107,0.0248,0.0563,233.3872,7.5742,0.0449,1.0631,0.0100,0.0449,0.0000,0.8921,0.7187
13,13,218.4740,0.1668,0.2113,0.2186,12.2078,0.1278,1.0019,1.6698,0.1182,-0.0033,0.0207,0.0158,0.7291,-0.0107,0.0191,0.0628,233.3872,8.2192,0.0449,1.0631,0.0100,0.0449,0.0000,0.8921,0.6801
14,14,218.3841,0.1165,0.2350,0.2330,12.2078,0.0724,0.9106,1.8165,0.1182,-0.0035,0.0230,0.0222,0.7915,-0.0094,0.0287,0.0719,233.3872,8.8825,0.0490,1.0631,0.0100,0.0490,0.0000,0.8964,0.6298
15,15,218.4183,0.1932,0.2405,0.2788,12.2078,0.0503,0.8043,1.9498,0.1182,-0.0035,0.0141,0.0352,0.5740,-0.0047,0.0267,0.0586,233.3872,9.5278,0.0490,1.0631,0.0100,0.0490,0.0000,0.8794,0.5999
16,16,224.9876,0.0799,0.0262,1.0146,4.9190,0.1187,0.8323,1.4985,0.0754,-0.0035,0.0125,0.0284,0.5666,-0.0047,0.0349,0.0617,348.4843,10.2143,0.0531,1.2259,0.0100,0.0531,0.0000,0.4741,0.4337
17,17,224.8867,0.0956,0.0413,1.0183,4.9190,0.0920,0.7708,1.5982,0.1181,-0.0036,0.0189,0.0381,0.4970,-0.0047,0.0238,0.0693,348.4843,10.8080,0.0531,1.2259,0.0134,0.0531,0.0000,0.4741,0.4308
18,18,224.8602,0.0980,0.0458,1.0551,4.9190,0.0634,0.6758,1.7282,0.1181,-0.0036,0.0156,0.0413,0.3943,-0.0064,0.0106,0.0572,348.4843,11.3675,0.0551,1.2259,0.0134,0.0551,0.0000,0.4682,0.4166
19,19,224.9620,0.0786,0.0560,1.1015,4.9190,0.0321,0.5905,1.8498,0.1040,-0.0016,0.0138,0.0388,0.2705,-0.0064,0.0004,0.0288,348.4843,12.1700,0.0551,1.2259,0.0172,0.0551,0.0000,0.4573,0.3929
20,20,225.0965,0.0380,0.0617,1.1821,4.9190,0.0158,0.5383,1.9219,0.0652,-0.0081,0.0063,0.0036,0.2086,-0.0046,0.0042,0.0197,348.4843,12.9102,0.0551,1.2259,0.0207,0.0551,0.0000,0.4463,0.3727
21,21,225.2228,0.0285,0.0550,1.2516,4.9190,0.0064,0.4914,1.9818,0.0652,-0.0085,0.0100,0.0139,0.1261,-0.0046,-0.0023,-0.0142,348.4843,13.6412,0.0551,1.2259,0.0207,0.0551,0.0000,0.4387,0.3455
22,22,225.2762,0.0820,0.0467,1.2732,4.9190,-0.0067,0.4631,2.0355,0.0652,-0.0056,0.0049,0.0112,0.0046,-0.0046,-0.0061,-0.0190,348.4843,14.3605,0.0551,1.2259,0.0207,0.0551,0.0000,0.4314,0.3356
