,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.7909,0.7909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,2,1.9935,1.5399,0.3209,0.1169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1100
3,3,4.1316,2.4014,0.9354,0.2234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1898
4,4,8.3561,4.1602,1.8314,0.3326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2334
5,5,45.4549,5.6634,2.8434,0.4705,29.3398,0.7881,1.9730,0.1103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1515,0.0000,0.0000,0.1382,0.2724
6,6,45.4549,3.3821,4.8423,0.7097,29.3398,0.4522,2.1998,0.2625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1515,0.0000,0.0000,0.1382,0.3392
7,7,45.4549,2.0729,5.7635,1.1037,29.3398,0.2469,2.2198,0.4838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1515,0.0000,0.0000,0.1382,0.3602
8,8,48.2092,4.7159,5.6555,1.6785,29.3398,0.1354,2.1005,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1515,0.0000,0.0000,0.1382,0.3650
9,9,52.4765,7.5477,7.1582,2.4439,29.3398,0.0739,2.0118,0.9812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1515,0.0000,0.0000,0.1382,0.4207
10,10,59.4742,10.5249,9.2394,3.3918,29.3398,0.0438,1.6566,1.3089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1515,0.0000,0.0000,0.1382,0.4861
11,11,68.2747,12.3525,12.4930,4.6091,29.3398,0.0326,1.3845,1.6997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.6841,0.0000,0.0000,0.1515,0.0000,0.0000,0.1382,0.6229
12,12,116.0082,12.1983,11.7445,5.5732,46.7287,2.9657,9.6354,5.4131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.2522,0.0000,0.0000,0.3830,0.0000,0.0000,0.3320,0.8113
13,13,116.0082,6.8564,15.8352,7.5247,46.7287,1.6897,9.6350,7.3438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.2522,0.0000,0.0000,0.3830,0.0000,0.0000,0.3320,0.9762
14,14,116.0082,3.9494,17.1114,10.0960,46.7287,0.9878,8.9029,9.5345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.2522,0.0000,0.0000,0.3830,0.0000,0.0000,0.3320,1.0518
15,15,127.6381,8.3167,16.8364,13.3907,46.7127,0.6304,7.5112,12.0631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.2522,0.0000,0.0000,0.3830,0.0000,0.0000,0.3320,1.0744
16,16,143.3957,12.6701,18.4946,16.7962,46.6927,0.4107,6.5789,14.2898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.2522,0.0000,0.0000,0.3830,0.0000,0.0000,0.3320,1.1714
17,17,163.9839,16.3902,21.9718,21.0765,46.6927,0.2537,5.5665,16.4184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.2522,0.0000,0.0000,0.3830,0.0000,0.0000,0.3320,1.3303
18,18,190.4551,20.8692,26.1195,26.3563,46.6927,0.1677,4.7230,18.6572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.2522,0.0000,0.0000,0.3830,0.0000,0.0000,0.3320,1.5356
19,19,299.9155,18.4884,19.5270,25.7832,45.7545,2.4814,15.1860,27.5639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.4795,0.0000,0.0000,0.6258,0.0000,0.0000,0.5245,1.8600
20,20,299.9155,10.0168,25.8278,29.9472,45.7545,1.4222,14.4881,31.9765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.4795,0.0000,0.0000,0.6258,0.0000,0.0000,0.5245,2.0899
21,21,299.9155,5.7102,27.5393,35.5803,45.7545,0.7917,13.1099,36.5676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.4795,0.0000,0.0000,0.6258,0.0000,0.0000,0.5245,2.2244
22,22,337.0353,11.6289,26.4303,42.4284,45.7545,0.5022,11.6464,41.1353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.4795,0.0000,0.0000,0.6258,0.0000,0.0000,0.5245,2.2705
23,23,378.7218,16.7735,28.6156,49.4811,45.7545,0.3550,9.6173,45.7127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.4795,0.0000,0.0000,0.6258,0.0000,0.0000,0.5245,2.3638
24,24,428.0149,22.2690,32.2951,58.6281,45.7545,0.2334,7.9667,50.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.4795,0.0000,0.0000,0.6258,0.0000,0.0000,0.5245,2.5455
25,25,483.8795,27.0480,38.4655,69.1967,45.7545,0.1620,6.6796,54.3080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.4795,0.0000,0.0000,0.6258,0.0000,0.0000,0.5245,2.7447
26,26,597.1282,23.0703,27.7825,78.9579,45.8697,2.4822,19.1154,52.9055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,287.4754,0.0000,0.0000,0.9223,0.0000,0.0000,0.7003,3.0256
27,27,597.1282,12.6665,34.7665,86.6268,45.8697,1.3869,17.7136,59.1853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,287.4754,0.0000,0.0000,0.9223,0.0000,0.0000,0.7003,3.4611
28,28,597.1282,7.2173,36.0302,96.5974,45.8697,0.7973,14.7651,67.8918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,287.4754,0.0000,0.0000,0.9223,0.0000,0.0000,0.7003,3.6565
29,29,667.6019,16.0128,34.7984,107.1597,45.8697,0.5075,12.4919,74.8163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,287.4754,0.0000,0.0000,0.9223,0.0000,0.0000,0.7003,3.7267
30,30,737.3185,22.1188,38.9195,119.4201,45.8697,0.3017,10.8187,81.1373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,287.4754,0.0000,0.0000,0.9223,0.0000,0.0000,0.7003,3.8887
31,31,809.2082,26.8506,45.6163,131.2699,45.8697,0.1934,8.8940,87.6389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,287.4754,0.0000,0.0000,0.9223,0.0000,0.0000,0.7003,4.0488
