,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,72.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,218.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,71.8110,0.0534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4891,0.0000,0.0000,0.0000,0.0000,217.7871,0.0699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000
2,2,71.6574,0.1316,-0.0067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2117,0.0000,0.0000,0.0000,0.0000,217.6053,0.1498,-0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3748,0.0000,-0.0024
3,3,71.5565,0.1812,0.0161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8439,0.0000,0.0000,0.0000,0.0000,217.4377,0.2290,0.0221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5453,0.0000,0.0518
4,4,71.3239,0.2434,0.0591,-0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5768,0.0000,0.0000,0.0000,0.0000,217.1080,0.4223,0.0532,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7688,0.0000,0.1261
5,5,71.1377,0.2853,0.0863,-0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0092,0.0000,-0.1756,3.3772,-0.0092,0.0000,0.0000,-0.0092,216.6992,0.5867,0.1174,0.0298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0043,0.0000,0.1968
6,6,71.0397,0.2481,0.1595,0.0227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0092,-0.1756,4.0978,-0.0092,0.0000,0.0000,-0.0092,216.5655,0.5299,0.2651,0.0728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2041,0.0000,0.2465
7,7,70.9289,0.2478,0.1911,0.0552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0092,-0.1326,4.6987,-0.0070,0.0000,0.0000,-0.0070,216.3883,0.5083,0.3525,0.1121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0092,0.0000,1.4328,0.0000,0.3408
8,8,70.5156,0.4220,0.1745,0.0696,-0.0132,-0.0069,-0.0119,-0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0093,-0.0092,0.0656,5.3912,0.0035,-0.0165,0.0000,0.0035,215.5808,0.6279,0.3788,0.2004,-0.0699,0.0000,-0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0054,0.0000,1.5723,-0.0054,0.4020
9,9,70.0754,0.6038,0.2757,0.0798,-0.0132,-0.0069,-0.0119,-0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0093,-0.0092,0.1777,6.3086,0.0035,-0.0165,-0.0088,0.0035,215.1262,0.7394,0.5546,0.2672,-0.0699,0.0000,-0.0054,0.0000,0.0000,0.0000,-0.0088,0.0000,0.0000,0.0000,-0.0069,-0.0092,1.7303,-0.0054,0.5494
