day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457284	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457284	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
2	123457284	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0
3	123457284	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	216	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	0
4	123457284	69	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	216	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	[]	0	0
5	123457284	69	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	215	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	[]	0	1
6	123457284	68	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	19	4	1	0	0	1	215	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	[]	0	3
7	123457284	66	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	19	5	1	0	0	1	215	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	[]	0	3
8	123457284	59	5	2	0	4	0	1	0	0	0	0	0	0	0	1	0	38	6	2	1	0	2	201	1	1	0	14	0	0	0	0	0	0	0	0	0	1	0	11	[3C]	1	5
9	123457284	55	7	3	1	4	0	1	0	0	0	0	0	0	0	1	0	38	7	2	1	0	2	199	2	2	0	14	0	0	0	0	0	0	0	0	0	1	0	12	[3C]	1	6
10	123457284	54	5	5	2	4	0	1	0	0	0	0	0	0	0	1	0	38	9	2	1	0	2	198	2	2	1	14	0	0	0	0	0	0	0	0	0	1	0	12	[3C]	1	7
11	123457284	46	6	5	3	9	0	2	0	0	0	0	0	0	0	1	0	57	10	2	2	0	2	185	1	3	1	26	0	1	0	0	0	0	0	0	0	1	0	15	[3C 1B]	2	6
12	123457284	42	7	8	3	9	0	0	2	0	0	0	0	0	0	1	0	57	10	2	2	0	2	182	3	4	1	26	0	1	0	0	0	0	0	0	0	1	0	16	[3C 1B]	2	9
13	123457284	39	5	8	2	11	0	2	3	0	0	1	0	0	0	1	0	76	12	2	5	1	2	169	2	4	1	39	0	2	0	0	0	0	0	0	0	0	1	17	[3C 1B 1D]	3	9
14	123457284	38	4	7	5	11	0	2	3	0	0	1	0	0	0	0	1	76	12	2	5	1	2	169	0	4	3	39	0	1	1	0	0	0	0	0	0	0	1	18	[3C 1B 1D]	3	9
15	123457284	35	6	8	5	11	0	2	3	0	0	1	0	0	0	0	1	76	14	2	5	1	2	168	1	4	3	39	0	0	2	0	0	0	0	0	0	0	1	19	[3C 1B 1D]	3	8
16	123457284	31	8	8	7	11	0	2	3	0	0	0	1	0	0	0	1	76	14	2	5	1	2	165	4	4	3	39	0	0	2	0	0	0	0	0	0	0	1	21	[3C 1B 1D]	3	9
17	123457284	27	7	12	8	11	0	1	4	0	0	0	1	0	0	0	1	76	15	2	5	1	2	164	4	4	4	39	0	0	2	0	0	0	0	0	0	0	1	21	[3C 1B 1D]	3	10
18	123457284	24	9	12	9	11	0	0	5	0	0	0	1	0	0	0	1	76	16	2	5	1	2	162	3	7	4	39	0	0	2	0	0	0	0	0	0	0	1	21	[3C 1B 1D]	3	9
19	123457284	24	6	14	10	11	0	0	5	0	0	0	1	0	0	0	1	76	17	2	5	1	2	160	4	8	4	39	0	0	2	0	0	0	0	0	0	0	1	21	[3C 1B 1D]	3	9
20	123457284	23	5	12	14	11	0	0	5	0	0	0	1	0	0	0	1	76	18	2	5	1	2	160	2	9	5	39	0	0	2	0	0	0	0	0	0	0	1	22	[3C 1B 1D]	3	8
21	123457284	21	6	10	17	11	0	0	5	0	0	0	1	0	0	0	1	95	20	2	5	2	2	160	0	9	6	39	0	0	2	0	0	1	0	0	0	0	1	24	[3C 1B 1D]	3	8
22	123457284	24	3	12	21	7	0	0	4	0	0	0	1	0	0	0	0	95	22	2	5	2	2	170	4	6	9	25	0	0	2	0	0	1	0	0	0	0	1	25	[1B 1D]	2	9
