,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,12.3258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.3258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,12.4370,0.2961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7087,0.0000,0.0000,0.0000,0.0000,0.0000,12.3258,0.0000,0.0000,0.0000,0.2961,0.0000,0.0000
2,2,13.0719,0.9195,0.0930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5275,0.0000,0.0000,0.0000,0.0000,0.0000,12.3258,0.0000,0.0000,0.0000,0.5749,0.0000,0.0881
3,3,16.4260,3.0593,0.3716,0.0098,0.0000,0.0000,0.0099,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0040,0.0000,3.5490,5.6217,0.0040,0.0099,0.0059,0.0040,0.0000,12.3258,0.0000,0.0000,0.0000,0.8578,0.0000,0.1960
4,4,25.8922,8.1227,1.1590,0.0520,0.0000,0.0000,0.0218,0.0020,0.0000,0.0000,0.0057,0.0020,0.0000,0.0000,0.0137,0.0020,8.2981,6.7257,0.0156,0.0277,0.0076,0.0156,0.0000,12.3258,0.0000,0.0000,0.0000,1.1022,0.0000,0.3119
5,5,46.3240,15.2333,2.9773,0.1539,0.8818,0.2111,0.2023,0.0257,0.0000,0.0000,0.0096,0.0020,0.0000,0.0000,0.0361,0.0020,17.5090,8.3755,0.0379,0.2177,0.0115,0.0379,0.0000,12.3258,0.0000,0.0000,0.0000,1.3650,0.0099,0.5132
6,6,48.4411,8.0353,5.6290,0.2900,1.5577,0.4424,1.5707,0.0800,0.0000,0.0000,0.0192,0.0020,0.0000,0.0000,0.0700,0.0059,33.4737,9.4515,0.0750,1.4262,0.0211,0.0750,0.0000,12.3258,0.0000,0.0000,0.0000,1.5505,0.0254,0.8431
7,7,54.8281,4.5568,6.6734,0.5186,3.9367,0.5491,2.6003,0.3364,0.0000,0.0000,0.0305,0.0059,0.0000,0.0000,0.1501,0.0079,75.7719,10.8586,0.1640,2.4632,0.0361,0.1640,0.0000,12.3258,0.0000,0.0000,0.0000,1.7827,0.0556,0.9683
8,8,101.6546,21.8863,6.1378,1.1612,6.8923,0.5554,3.4252,0.6694,0.0000,0.0000,0.0362,0.0134,0.0000,0.0000,0.1919,0.0156,106.5032,12.8722,0.2102,3.3086,0.0486,0.2102,0.0000,12.3258,0.0000,0.0000,0.0000,2.0679,0.0805,1.1474
9,9,167.7582,43.2142,10.0742,1.8142,8.6486,0.8180,5.1107,1.1438,0.0000,0.0000,0.0435,0.0173,0.6191,0.0099,0.2622,0.0469,161.1980,14.2371,0.3218,4.9222,0.0591,0.3218,0.0000,12.3258,0.0000,0.0000,0.0000,2.2324,0.1137,1.6008
10,10,260.4085,69.5940,15.4653,2.5705,10.0448,1.6551,7.3878,1.9028,0.0000,0.0000,0.0582,0.0229,0.6191,0.0080,0.3433,0.0898,232.5440,15.8129,0.4347,7.5317,0.0823,0.4347,0.0000,12.3258,0.0000,0.0000,0.0000,2.4911,0.1552,1.9354
11,11,387.7648,93.1106,27.1454,3.4929,17.1281,2.5300,10.5350,3.1884,0.0000,0.0000,0.0783,0.0266,0.6191,0.0020,0.4930,0.1287,337.1109,17.8050,0.6132,10.2218,0.1044,0.6132,0.0000,12.3258,0.0000,0.0000,0.0000,2.6490,0.2422,2.4372
12,12,572.1246,121.3154,42.0887,5.3083,21.4684,4.9503,16.1429,5.1060,0.0000,0.0000,0.0965,0.0395,0.6191,0.0020,0.5650,0.1946,479.3215,18.8360,0.7772,15.6107,0.1317,0.7772,0.0000,12.3258,0.0000,0.0000,0.0000,2.8761,0.3508,3.3659
13,13,604.0279,52.8343,56.0950,7.6033,25.7324,8.8453,26.7781,8.6727,0.0491,0.0314,0.2270,0.0551,0.6191,0.0020,0.6491,0.2788,641.0035,20.9488,1.0094,25.4172,0.1893,1.0094,0.0000,12.3258,0.0000,0.0000,0.0000,3.1070,0.5206,4.2328
14,14,646.2897,23.7598,52.5003,9.7594,33.4086,7.9370,40.9941,15.6293,0.0491,0.0079,0.3033,0.0780,0.9518,0.0020,0.8682,0.3633,827.5410,23.3536,1.2647,37.5551,0.2261,1.2647,0.0000,12.3258,0.0000,0.0000,0.0000,3.2766,0.7441,4.5302
