,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,0.0581,Infected,0%
3,3.0,0.1884,Infected,0%
4,4.0,0.4308,Infected,0%
5,5.0,0.8236,Infected,0%
6,6.0,1.485,Infected,0%
7,7.0,1.8556000000000001,Infected,0%
8,8.0,2.1282999999999994,Infected,0%
9,9.0,2.6794,Infected,0%
10,10.0,3.5552,Infected,0%
11,11.0,4.8898,Infected,0%
12,12.0,6.4829,Infected,0%
13,13.0,8.6012,Infected,0%
14,14.0,9.6753,Infected,0%
15,15.0,10.012,Infected,0%
16,16.0,10.601199999999999,Infected,0%
17,17.0,11.6813,Infected,0%
18,18.0,13.0722,Infected,0%
19,19.0,15.076199999999998,Infected,0%
20,20.0,17.6373,Infected,0%
21,21.0,18.3869,Infected,0%
22,22.0,18.02,Infected,0%
23,23.0,17.939899999999998,Infected,0%
24,24.0,18.2867,Infected,0%
25,25.0,19.2004,Infected,0%
26,26.0,20.5651,Infected,0%
27,27.0,21.9178,Infected,0%
28,28.0,21.793499999999998,Infected,0%
29,29.0,19.7856,Infected,0%
30,30.0,19.497,Infected,0%
31,31.0,19.3867,Infected,0%
32,32.0,19.505,Infected,0%
33,33.0,19.8977,Infected,0%
34,34.0,20.545099999999998,Infected,0%
35,35.0,20.094099999999997,Infected,0%
36,36.0,17.4789,Infected,0%
37,37.0,17.1283,Infected,0%
38,38.0,16.743399999999998,Infected,0%
39,39.0,16.593200000000003,Infected,0%
40,40.0,16.959999999999997,Infected,0%
41,41.0,17.488999999999997,Infected,0%
42,42.0,17.106199999999998,Infected,0%
43,43.0,14.627199999999998,Infected,0%
44,44.0,14.2687,Infected,0%
45,45.0,14.054099999999998,Infected,0%
46,46.0,14.116299999999999,Infected,0%
47,47.0,14.150300000000001,Infected,0%
48,48.0,14.4389,Infected,0%
49,49.0,14.1843,Infected,0%
50,50.0,12.076099999999999,Infected,0%
51,51.0,11.7375,Infected,0%
52,52.0,11.4509,Infected,0%
53,53.0,11.390800000000002,Infected,0%
54,54.0,11.3567,Infected,0%
55,55.0,11.737499999999999,Infected,0%
56,56.0,11.4169,Infected,0%
57,57.0,9.7756,Infected,0%
58,58.0,9.5952,Infected,0%
59,59.0,9.5151,Infected,0%
60,60.0,9.6754,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,0.0641,Infected,10%
64,3.0,0.1764,Infected,10%
65,4.0,0.3807,Infected,10%
66,5.0,0.7094,Infected,10%
67,6.0,1.2765,Infected,10%
68,7.0,1.6233000000000002,Infected,10%
69,8.0,1.7956,Infected,10%
70,9.0,2.2044,Infected,10%
71,10.0,2.992,Infected,10%
72,11.0,4.1002,Infected,10%
73,12.0,5.5711,Infected,10%
74,13.0,7.3567,Infected,10%
75,14.0,8.212399999999999,Infected,10%
76,15.0,8.5051,Infected,10%
77,16.0,8.9499,Infected,10%
78,17.0,9.769599999999999,Infected,10%
79,18.0,11.03,Infected,10%
80,19.0,12.6193,Infected,10%
81,20.0,14.402800000000001,Infected,10%
82,21.0,14.9779,Infected,10%
83,22.0,14.753499999999999,Infected,10%
84,23.0,14.827699999999998,Infected,10%
85,24.0,14.978,Infected,10%
86,25.0,15.5551,Infected,10%
87,26.0,16.541,Infected,10%
88,27.0,17.6073,Infected,10%
89,28.0,17.6393,Infected,10%
90,29.0,16.1323,Infected,10%
91,30.0,16.0501,Infected,10%
92,31.0,15.8979,Infected,10%
93,32.0,16.0561,Infected,10%
94,33.0,16.531100000000002,Infected,10%
95,34.0,17.0762,Infected,10%
96,35.0,17.0041,Infected,10%
97,36.0,14.8416,Infected,10%
98,37.0,14.5751,Infected,10%
99,38.0,14.396799999999999,Infected,10%
100,39.0,14.6151,Infected,10%
101,40.0,15.01,Infected,10%
102,41.0,15.370700000000001,Infected,10%
103,42.0,15.100200000000001,Infected,10%
104,43.0,12.9119,Infected,10%
105,44.0,12.5691,Infected,10%
106,45.0,12.3467,Infected,10%
107,46.0,12.3867,Infected,10%
108,47.0,12.5551,Infected,10%
109,48.0,12.8416,Infected,10%
110,49.0,12.502999999999998,Infected,10%
111,50.0,10.5711,Infected,10%
112,51.0,10.3286,Infected,10%
113,52.0,10.2245,Infected,10%
114,53.0,10.2866,Infected,10%
115,54.0,10.503000000000002,Infected,10%
116,55.0,10.8457,Infected,10%
117,56.0,10.480899999999998,Infected,10%
118,57.0,8.8898,Infected,10%
119,58.0,8.7414,Infected,10%
120,59.0,8.6572,Infected,10%
121,60.0,8.6813,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.0381,Infected,40%
125,3.0,0.1202,Infected,40%
126,4.0,0.2565,Infected,40%
127,5.0,0.495,Infected,40%
128,6.0,0.7114,Infected,40%
129,7.0,0.9559000000000001,Infected,40%
130,8.0,1.1041,Infected,40%
131,9.0,1.3225,Infected,40%
132,10.0,1.6372000000000002,Infected,40%
133,11.0,2.032,Infected,40%
134,12.0,2.5391,Infected,40%
135,13.0,3.1983,Infected,40%
136,14.0,3.4809,Infected,40%
137,15.0,3.5892,Infected,40%
138,16.0,3.7735000000000003,Infected,40%
139,17.0,4.174299999999999,Infected,40%
140,18.0,4.677499999999999,Infected,40%
141,19.0,5.3187,Infected,40%
142,20.0,5.967899999999999,Infected,40%
143,21.0,6.1583000000000006,Infected,40%
144,22.0,6.0681,Infected,40%
145,23.0,6.0702,Infected,40%
