,trace,day,type
0,0,24,School screening
1,1,5,School screening
2,2,12,School screening
3,3,5,School screening
4,4,17,School screening
5,5,5,School screening
6,6,17,School screening
7,7,10,School screening
8,8,16,External screening
9,9,10,School screening
10,10,10,School screening
11,11,19,School screening
12,12,17,School screening
13,13,14,External screening
14,14,10,School screening
15,15,10,School screening
16,16,26,School screening
17,17,17,School screening
18,18,17,School screening
19,19,5,School screening
20,20,10,External screening
21,21,10,School screening
22,22,10,School screening
23,23,12,School screening
24,24,15,External screening
25,25,17,School screening
26,26,24,School screening
27,27,3,School screening
28,28,12,School screening
29,29,10,School screening
30,30,6,External screening
31,31,24,School screening
32,32,24,School screening
33,33,24,School screening
34,34,17,School screening
35,35,17,School screening
36,36,10,External screening
37,37,33,School screening
38,38,12,School screening
39,39,17,School screening
40,40,10,School screening
41,41,24,School screening
42,42,26,School screening
43,43,17,School screening
44,44,10,School screening
45,45,10,School screening
46,46,5,School screening
47,47,9,External screening
48,48,5,School screening
49,49,17,School screening
50,50,29,External screening
51,51,17,School screening
52,52,17,School screening
53,53,21,External screening
54,54,19,School screening
55,55,10,External screening
56,56,10,School screening
57,57,24,External screening
58,58,12,School screening
59,59,3,School screening
60,60,14,External screening
61,61,12,School screening
62,62,6,External screening
63,63,12,School screening
64,64,17,School screening
65,65,10,School screening
66,66,21,External screening
67,67,24,External screening
68,68,10,School screening
69,69,12,School screening
70,70,17,School screening
71,71,24,School screening
72,72,10,School screening
73,73,24,School screening
74,74,10,School screening
75,75,12,School screening
76,76,17,School screening
77,77,17,School screening
78,78,3,School screening
79,79,19,School screening
80,80,17,School screening
81,81,24,School screening
82,82,17,School screening
83,83,22,External screening
84,84,12,School screening
85,85,12,School screening
86,86,10,School screening
87,87,16,External screening
88,88,10,School screening
89,89,17,School screening
90,90,10,External screening
91,91,20,External screening
92,92,19,School screening
93,93,5,School screening
94,94,12,School screening
95,95,12,School screening
96,96,17,School screening
97,97,12,School screening
98,98,17,School screening
99,99,10,School screening
100,100,10,School screening
101,101,12,School screening
102,102,17,School screening
103,103,12,School screening
104,104,17,School screening
105,105,5,School screening
106,106,10,School screening
107,107,12,School screening
108,108,19,School screening
109,109,10,School screening
110,110,12,School screening
111,111,19,School screening
112,112,10,School screening
113,113,31,School screening
114,114,3,School screening
115,115,19,School screening
116,116,10,School screening
117,117,5,School screening
118,118,24,School screening
119,119,10,School screening
120,120,5,School screening
121,121,17,School screening
122,122,10,School screening
123,123,12,School screening
124,124,16,External screening
125,125,10,School screening
126,126,12,School screening
127,127,10,School screening
128,128,12,School screening
129,129,12,School screening
130,130,17,School screening
131,131,5,School screening
132,132,10,School screening
133,133,12,School screening
134,134,20,External screening
135,135,12,School screening
136,136,16,External screening
137,137,19,School screening
138,138,22,External screening
139,139,10,External screening
140,140,12,School screening
141,141,5,School screening
142,142,12,External screening
143,143,24,School screening
144,144,10,School screening
145,145,10,School screening
146,146,17,School screening
147,147,13,External screening
148,148,12,School screening
149,149,10,School screening
150,150,26,School screening
151,151,5,School screening
152,152,10,School screening
153,153,24,School screening
154,154,10,School screening
155,155,24,School screening
156,156,10,School screening
157,157,10,School screening
158,158,10,External screening
159,159,10,School screening
160,160,17,School screening
161,161,0,-
162,162,10,School screening
163,163,10,School screening
164,164,5,External screening
165,165,33,School screening
166,166,26,School screening
167,167,12,School screening
168,168,26,School screening
169,169,17,School screening
170,170,12,School screening
171,171,19,School screening
172,172,24,School screening
173,173,16,External screening
174,174,10,School screening
175,175,12,School screening
176,176,10,School screening
177,177,5,School screening
178,178,24,School screening
179,179,10,School screening
180,180,5,School screening
181,181,10,School screening
182,182,21,External screening
183,183,19,School screening
184,184,8,External screening
185,185,10,School screening
186,186,17,School screening
187,187,5,School screening
188,188,18,External screening
189,189,17,School screening
190,190,5,School screening
191,191,17,School screening
192,192,24,School screening
193,193,9,External screening
194,194,16,External screening
195,195,17,School screening
196,196,26,School screening
197,197,5,School screening
198,198,3,School screening
199,199,12,School screening
