day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457164	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	[]	0	0
1	123457164	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	50	50	0	0	0	0	[]	0	0
2	123457164	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	50	50	0	0	0	0	[]	0	0
3	123457164	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	50	50	0	0	0	0	[]	0	0
4	123457164	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	50	50	0	0	0	0	[]	0	0
5	123457164	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	50	50	0	0	0	0	[]	0	0
6	123457164	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	50	50	0	0	0	1	[]	0	0
7	123457164	238	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	50	50	0	0	0	2	[]	0	0
8	123457164	238	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	50	50	0	0	0	2	[]	0	0
9	123457164	228	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	50	50	0	0	0	2	[]	0	1
10	123457164	212	23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	50	50	0	0	0	2	[]	0	2
11	123457164	195	33	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	50	50	0	0	0	2	[]	0	2
12	123457164	195	18	5	2	0	9	9	1	0	0	1	0	0	0	0	0	19	29	0	9	1	0	50	50	0	0	0	2	[3B]	1	2
13	123457164	193	16	8	3	0	7	9	3	0	0	1	0	0	0	0	0	19	30	0	9	1	0	50	50	0	0	0	4	[3B]	1	2
14	123457164	193	9	14	4	0	3	13	3	0	0	1	0	0	0	0	0	19	33	0	9	1	0	50	50	0	0	0	4	[3B]	1	3
15	123457164	158	37	5	0	0	7	21	10	0	0	1	0	0	0	1	0	38	34	1	18	1	1	50	50	0	0	0	4	[3B 1C]	2	6
16	123457164	125	63	12	0	0	7	15	16	0	0	0	1	0	0	1	0	38	34	1	18	1	1	50	50	0	0	0	4	[3B 1C]	2	6
17	123457164	105	55	19	1	3	18	18	18	0	0	0	1	0	0	2	0	57	36	2	23	1	2	50	50	0	0	0	5	[3B 1C 1D]	3	7
18	123457164	86	48	23	2	3	22	29	22	0	0	0	1	0	0	4	0	95	37	4	33	1	4	50	50	0	0	0	5	[3B 1C 1D 1B]	4	9
19	123457164	52	63	22	2	3	21	45	26	0	0	0	1	0	0	5	0	114	37	5	45	1	5	50	50	0	0	0	5	[3B 1C 1D 1B 2C]	5	12
20	123457164	52	42	20	2	3	19	57	37	0	0	0	1	0	0	5	2	152	38	7	61	1	7	50	50	0	0	0	5	[3B 1C 1D 1B 2C 3A]	6	12
21	123457164	50	23	21	2	5	22	59	49	0	0	1	1	0	0	5	2	171	39	7	68	2	7	50	50	0	0	0	5	[3B 1C 1D 1B 2C 3A 2B]	7	12
22	123457164	19	33	24	23	17	16	56	43	0	0	1	0	0	0	5	3	187	39	8	71	2	8	50	50	0	0	0	5	[1C 1D 1B 2C 3A 2B 2A]	7	11
23	123457164	18	11	8	22	18	24	67	61	0	0	1	0	0	0	7	3	244	40	10	88	2	10	50	50	0	0	0	5	[1C 1D 1B 2C 3A 2B 2A 2D 3D]	9	11
24	123457164	18	6	11	24	18	15	68	69	0	0	1	0	0	0	7	3	244	40	10	88	2	10	50	50	0	0	0	5	[1C 1D 1B 2C 3A 2B 2A 2D 3D]	9	11
25	123457164	18	0	1	40	18	16	71	65	0	0	1	0	0	0	6	4	263	40	11	97	2	11	50	50	0	0	0	5	[1D 1B 2C 3A 2B 2A 2D 3D 3C]	9	10
26	123457164	18	0	1	40	18	10	64	78	0	0	1	0	0	0	6	4	263	40	11	97	2	11	50	50	0	0	0	5	[1D 1B 2C 3A 2B 2A 2D 3D 3C]	9	10
27	123457164	21	0	1	57	15	7	58	71	0	0	1	0	0	0	5	4	263	40	11	97	2	11	50	50	0	0	0	5	[1B 2C 3A 2B 2A 2D 3D 3C]	8	9
28	123457164	21	0	1	78	15	4	48	65	0	0	0	1	0	0	4	3	263	42	11	97	2	11	50	50	0	0	0	5	[2C 3A 2B 2A 2D 3D 3C]	7	8
29	123457164	15	6	1	98	15	1	43	54	0	0	0	1	0	0	4	2	263	42	11	97	2	11	50	50	0	0	0	5	[3A 2B 2A 2D 3D 3C]	6	7
30	123457164	4	13	5	118	15	1	33	45	0	0	0	1	0	0	4	1	263	45	11	97	2	11	50	50	0	0	0	5	[2B 2A 2D 3D 3C]	5	6
31	123457164	5	9	10	136	13	1	23	38	0	0	0	0	0	0	4	1	263	45	11	97	2	11	50	50	0	0	0	5	[2A 2D 3D 3C]	4	5
32	123457164	17	6	10	147	1	0	22	34	0	0	0	0	0	0	3	0	263	48	11	97	2	11	50	50	0	0	0	5	[2D 3D 3C]	3	4
33	123457164	18	3	11	188	0	0	5	14	0	0	0	0	0	0	1	0	263	50	11	97	2	11	50	50	0	0	0	5	[3C]	1	2
34	123457164	18	3	11	188	0	0	4	15	0	0	0	0	0	0	1	0	263	51	11	97	2	11	50	50	0	0	0	5	[3C]	1	2
35	123457164	18	0	0	202	0	1	11	7	0	0	0	0	0	0	1	0	282	51	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
36	123457164	18	0	0	202	0	1	11	7	0	0	0	0	0	0	0	1	282	52	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
37	123457164	18	0	0	202	0	0	11	8	0	0	0	0	0	0	0	1	282	53	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
38	123457164	18	0	0	202	0	0	11	8	0	0	0	0	0	0	0	1	282	55	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
39	123457164	18	0	0	202	0	0	11	8	0	0	0	0	0	0	0	1	282	59	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
40	123457164	18	0	0	202	0	0	8	11	0	0	0	0	0	0	0	1	282	61	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
41	123457164	18	0	0	202	0	0	7	12	0	0	0	0	0	0	0	1	282	62	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
42	123457164	18	0	0	202	0	0	6	13	0	0	0	0	0	0	0	1	282	62	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
43	123457164	18	0	0	202	0	0	4	15	0	0	0	0	0	0	0	1	282	62	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
44	123457164	18	0	0	202	0	0	4	15	0	0	0	0	0	0	0	1	282	63	12	108	2	12	50	50	0	0	0	5	[1A]	1	1
45	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	65	12	108	2	12	50	50	0	0	0	5	[]	0	0
46	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	68	12	108	2	12	50	50	0	0	0	5	[]	0	0
47	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	70	12	108	2	12	50	50	0	0	0	5	[]	0	0
48	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	72	12	108	2	12	50	50	0	0	0	5	[]	0	0
49	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	77	12	108	2	12	50	50	0	0	0	5	[]	0	0
50	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	81	12	108	2	12	50	50	0	0	0	5	[]	0	0
51	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	85	12	108	2	12	50	50	0	0	0	5	[]	0	0
52	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	89	12	108	2	12	50	50	0	0	0	5	[]	0	0
53	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	92	12	108	2	12	50	50	0	0	0	5	[]	0	0
54	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	94	12	108	2	12	50	50	0	0	0	5	[]	0	0
55	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	95	12	108	2	12	50	50	0	0	0	5	[]	0	0
56	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	98	12	108	2	12	50	50	0	0	0	5	[]	0	0
57	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	99	12	108	2	12	50	50	0	0	0	5	[]	0	0
58	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	100	12	108	2	12	50	50	0	0	0	5	[]	0	0
59	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	101	12	108	2	12	50	50	0	0	0	5	[]	0	0
60	123457164	18	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	282	103	12	108	2	12	50	50	0	0	0	5	[]	0	0
