,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,3.1481999999999997,Infected,0%
3,3.0,9.3948,Infected,0%
4,4.0,19.3527,Infected,0%
5,5.0,33.977900000000005,Infected,0%
6,6.0,51.6834,Infected,0%
7,7.0,61.8056,Infected,0%
8,8.0,67.4149,Infected,0%
9,9.0,71.2125,Infected,0%
10,10.0,73.4169,Infected,0%
11,11.0,73.59509999999999,Infected,0%
12,12.0,71.6474,Infected,0%
13,13.0,69.03000000000002,Infected,0%
14,14.0,64.5952,Infected,0%
15,15.0,59.4028,Infected,0%
16,16.0,54.513,Infected,0%
17,17.0,49.33069999999999,Infected,0%
18,18.0,43.996100000000006,Infected,0%
19,19.0,38.41879999999999,Infected,0%
20,20.0,33.0,Infected,0%
21,21.0,27.999899999999997,Infected,0%
22,22.0,11.948,Infected,0%
23,23.0,11.6753,Infected,0%
24,24.0,11.9599,Infected,0%
25,25.0,13.0961,Infected,0%
26,26.0,15.1022,Infected,0%
27,27.0,17.084200000000003,Infected,0%
28,28.0,18.601200000000002,Infected,0%
29,29.0,16.9539,Infected,0%
30,30.0,18.6753,Infected,0%
31,31.0,19.962,Infected,0%
32,32.0,21.134400000000003,Infected,0%
33,33.0,22.0682,Infected,0%
34,34.0,22.571199999999997,Infected,0%
35,35.0,22.2846,Infected,0%
36,36.0,21.577099999999994,Infected,0%
37,37.0,20.4849,Infected,0%
38,38.0,19.294600000000003,Infected,0%
39,39.0,18.1864,Infected,0%
40,40.0,17.106199999999998,Infected,0%
41,41.0,15.827699999999998,Infected,0%
42,42.0,14.3907,Infected,0%
43,43.0,11.2725,Infected,0%
44,44.0,10.6232,Infected,0%
45,45.0,10.0381,Infected,0%
46,46.0,9.4849,Infected,0%
47,47.0,9.140300000000002,Infected,0%
48,48.0,8.5671,Infected,0%
49,49.0,8.2866,Infected,0%
50,50.0,6.5651,Infected,0%
51,51.0,6.547000000000001,Infected,0%
52,52.0,6.5991,Infected,0%
53,53.0,6.5571,Infected,0%
54,54.0,6.499,Infected,0%
55,55.0,6.448899999999999,Infected,0%
56,56.0,6.3968,Infected,0%
57,57.0,5.8378000000000005,Infected,0%
58,58.0,5.641299999999999,Infected,0%
59,59.0,5.5231,Infected,0%
60,60.0,5.4148,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,2.8636999999999997,Infected,10%
64,3.0,8.4469,Infected,10%
65,4.0,17.292599999999997,Infected,10%
66,5.0,29.7536,Infected,10%
67,6.0,44.480999999999995,Infected,10%
68,7.0,52.993900000000004,Infected,10%
69,8.0,57.787499999999994,Infected,10%
70,9.0,61.9679,Infected,10%
71,10.0,64.50909999999999,Infected,10%
72,11.0,65.29050000000001,Infected,10%
73,12.0,64.9158,Infected,10%
74,13.0,63.2043,Infected,10%
75,14.0,59.70340000000001,Infected,10%
76,15.0,55.3867,Infected,10%
77,16.0,50.7815,Infected,10%
78,17.0,45.843700000000005,Infected,10%
79,18.0,41.268499999999996,Infected,10%
80,19.0,36.6854,Infected,10%
81,20.0,32.0481,Infected,10%
82,21.0,27.6272,Infected,10%
83,22.0,13.532900000000001,Infected,10%
84,23.0,12.967899999999998,Infected,10%
85,24.0,12.8338,Infected,10%
86,25.0,13.2926,Infected,10%
87,26.0,14.2364,Infected,10%
88,27.0,15.4469,Infected,10%
89,28.0,16.3747,Infected,10%
90,29.0,14.204400000000001,Infected,10%
91,30.0,15.677400000000002,Infected,10%
92,31.0,16.991999999999997,Infected,10%
93,32.0,18.2525,Infected,10%
94,33.0,18.9338,Infected,10%
95,34.0,19.607200000000002,Infected,10%
96,35.0,19.496999999999996,Infected,10%
97,36.0,18.6994,Infected,10%
98,37.0,18.0881,Infected,10%
99,38.0,17.290499999999998,Infected,10%
100,39.0,16.4709,Infected,10%
101,40.0,15.5932,Infected,10%
102,41.0,14.765600000000001,Infected,10%
103,42.0,13.883700000000001,Infected,10%
104,43.0,11.3186,Infected,10%
105,44.0,10.503,Infected,10%
106,45.0,9.8537,Infected,10%
107,46.0,9.278499999999998,Infected,10%
108,47.0,8.779599999999999,Infected,10%
109,48.0,8.2645,Infected,10%
110,49.0,7.8317,Infected,10%
111,50.0,6.1724,Infected,10%
112,51.0,5.9238,Infected,10%
113,52.0,5.8035000000000005,Infected,10%
114,53.0,5.7214,Infected,10%
115,54.0,5.741499999999999,Infected,10%
116,55.0,5.6052,Infected,10%
117,56.0,5.522999999999999,Infected,10%
118,57.0,5.023999999999999,Infected,10%
119,58.0,4.9277999999999995,Infected,10%
120,59.0,4.8637999999999995,Infected,10%
121,60.0,4.757499999999999,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,1.9559,Infected,40%
125,3.0,5.2665,Infected,40%
126,4.0,10.0842,Infected,40%
127,5.0,16.3487,Infected,40%
128,6.0,23.879699999999996,Infected,40%
129,7.0,28.571099999999998,Infected,40%
130,8.0,32.0101,Infected,40%
131,9.0,34.9799,Infected,40%
132,10.0,37.8638,Infected,40%
133,11.0,40.2225,Infected,40%
134,12.0,41.65930000000001,Infected,40%
135,13.0,42.3667,Infected,40%
136,14.0,41.66929999999999,Infected,40%
137,15.0,40.00000000000001,Infected,40%
138,16.0,37.6333,Infected,40%
139,17.0,35.032000000000004,Infected,40%
140,18.0,32.447,Infected,40%
141,19.0,29.479000000000003,Infected,40%
142,20.0,26.4609,Infected,40%
