,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,3.4067999999999996,Infected,0%
3,3.0,10.2265,Infected,0%
4,4.0,21.216499999999996,Infected,0%
5,5.0,37.4469,Infected,0%
6,6.0,57.1563,Infected,0%
7,7.0,69.3346,Infected,0%
8,8.0,75.4208,Infected,0%
9,9.0,89.22850000000001,Infected,0%
10,10.0,102.7175,Infected,0%
11,11.0,112.1863,Infected,0%
12,12.0,116.8737,Infected,0%
13,13.0,117.4268,Infected,0%
14,14.0,112.9479,Infected,0%
15,15.0,105.93990000000001,Infected,0%
16,16.0,98.44290000000001,Infected,0%
17,17.0,90.1723,Infected,0%
18,18.0,81.974,Infected,0%
19,19.0,73.5971,Infected,0%
20,20.0,65.9219,Infected,0%
21,21.0,58.527,Infected,0%
22,22.0,51.7736,Infected,0%
23,23.0,45.5491,Infected,0%
24,24.0,39.8157,Infected,0%
25,25.0,34.7936,Infected,0%
26,26.0,30.372700000000002,Infected,0%
27,27.0,26.384700000000002,Infected,0%
28,28.0,22.9378,Infected,0%
29,29.0,19.8217,Infected,0%
30,30.0,17.0461,Infected,0%
31,31.0,14.7656,Infected,0%
32,32.0,12.747499999999999,Infected,0%
33,33.0,10.9158,Infected,0%
34,34.0,9.408800000000001,Infected,0%
35,35.0,8.1283,Infected,0%
36,36.0,7.040100000000001,Infected,0%
37,37.0,6.1202,Infected,0%
38,38.0,5.2886,Infected,0%
39,39.0,4.5952,Infected,0%
40,40.0,3.9859999999999998,Infected,0%
41,41.0,3.491,Infected,0%
42,42.0,3.0401,Infected,0%
43,43.0,2.5671000000000004,Infected,0%
44,44.0,2.2064,Infected,0%
45,45.0,1.8998,Infected,0%
46,46.0,1.6453000000000002,Infected,0%
47,47.0,1.4389,Infected,0%
48,48.0,1.2304000000000002,Infected,0%
49,49.0,1.0822,Infected,0%
50,50.0,0.9077999999999999,Infected,0%
51,51.0,0.7896000000000001,Infected,0%
52,52.0,0.6534000000000001,Infected,0%
53,53.0,0.5651,Infected,0%
54,54.0,0.501,Infected,0%
55,55.0,0.4489,Infected,0%
56,56.0,0.3788,Infected,0%
57,57.0,0.32660000000000006,Infected,0%
58,58.0,0.29650000000000004,Infected,0%
59,59.0,0.2484,Infected,0%
60,60.0,0.2285,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,3.1443,Infected,10%
64,3.0,9.276599999999998,Infected,10%
65,4.0,19.0201,Infected,10%
66,5.0,33.0321,Infected,10%
67,6.0,50.6753,Infected,10%
68,7.0,61.03,Infected,10%
69,8.0,66.69539999999999,Infected,10%
70,9.0,78.99600000000001,Infected,10%
71,10.0,91.7475,Infected,10%
72,11.0,101.487,Infected,10%
73,12.0,106.88579999999999,Infected,10%
74,13.0,108.2064,Infected,10%
75,14.0,105.1042,Infected,10%
76,15.0,99.3327,Infected,10%
77,16.0,92.9158,Infected,10%
78,17.0,85.61129999999999,Infected,10%
79,18.0,78.3006,Infected,10%
80,19.0,71.00200000000001,Infected,10%
81,20.0,63.639300000000006,Infected,10%
82,21.0,56.9339,Infected,10%
83,22.0,50.4949,Infected,10%
84,23.0,44.4548,Infected,10%
85,24.0,38.9739,Infected,10%
86,25.0,33.951899999999995,Infected,10%
87,26.0,29.6834,Infected,10%
88,27.0,25.829700000000003,Infected,10%
89,28.0,22.3547,Infected,10%
90,29.0,19.3607,Infected,10%
91,30.0,16.755499999999998,Infected,10%
92,31.0,14.555100000000001,Infected,10%
93,32.0,12.527,Infected,10%
94,33.0,10.837599999999998,Infected,10%
95,34.0,9.3727,Infected,10%
96,35.0,8.1562,Infected,10%
97,36.0,7.094200000000001,Infected,10%
98,37.0,6.0802,Infected,10%
99,38.0,5.2585,Infected,10%
100,39.0,4.5712,Infected,10%
101,40.0,3.9078,Infected,10%
102,41.0,3.3948,Infected,10%
103,42.0,2.9138,Infected,10%
104,43.0,2.4971,Infected,10%
105,44.0,2.2043,Infected,10%
106,45.0,1.8798,Infected,10%
107,46.0,1.6252,Infected,10%
108,47.0,1.4168,Infected,10%
109,48.0,1.1984000000000001,Infected,10%
110,49.0,1.0361,Infected,10%
111,50.0,0.8578000000000001,Infected,10%
112,51.0,0.7415,Infected,10%
113,52.0,0.6453000000000001,Infected,10%
114,53.0,0.5651,Infected,10%
115,54.0,0.4649,Infected,10%
116,55.0,0.41480000000000006,Infected,10%
117,56.0,0.3587,Infected,10%
118,57.0,0.29450000000000004,Infected,10%
119,58.0,0.2765,Infected,10%
120,59.0,0.2424,Infected,10%
121,60.0,0.2144,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,2.4749,Infected,40%
125,3.0,7.076199999999999,Infected,40%
126,4.0,13.8697,Infected,40%
127,5.0,23.4148,Infected,40%
128,6.0,35.2766,Infected,40%
129,7.0,42.6294,Infected,40%
130,8.0,46.7955,Infected,40%
131,9.0,55.7134,Infected,40%
132,10.0,65.2185,Infected,40%
133,11.0,73.3106,Infected,40%
134,12.0,78.9238,Infected,40%
135,13.0,81.4189,Infected,40%
136,14.0,80.4549,Infected,40%
137,15.0,76.71549999999999,Infected,40%
138,16.0,73.1122,Infected,40%
139,17.0,69.0039,Infected,40%
140,18.0,63.9941,Infected,40%
141,19.0,58.665400000000005,Infected,40%
142,20.0,53.2124,Infected,40%
143,21.0,47.8276,Infected,40%
144,22.0,42.775600000000004,Infected,40%
145,23.0,37.9479,Infected,40%
