,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,188.3605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.0000,102.6331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,188.2011,0.1947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1.9587,0.0000,0.0000,0.0000,0.0000,146.0000,102.6331,0.0000,0.0000,0.0000,0.1947,0.0000,0.0000
2,2,187.6516,0.8170,0.0771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,60.1122,3.8499,0.0059,0.0000,0.0000,0.0059,146.0000,102.6331,0.0000,0.0000,0.0000,0.4147,0.0000,0.0764
3,3,186.6935,1.8138,0.2511,0.0152,0.0296,0.0296,0.0319,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0128,0.0000,60.3003,5.6701,0.0128,0.0319,0.0059,0.0128,146.0000,102.6256,0.0236,0.0000,0.0000,0.6097,0.0059,0.1608
4,4,184.8963,3.3408,0.6742,0.0319,0.0505,0.1715,0.1764,0.0059,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0449,0.0000,60.9477,7.5020,0.0449,0.1731,0.0095,0.0449,146.0000,102.5526,0.1468,0.0000,0.0000,0.8192,0.0270,0.3244
5,5,182.4788,5.1111,1.2263,0.1017,0.1064,0.4239,0.4168,0.0426,0.0000,0.0000,0.0184,0.0000,0.0118,0.0354,0.1033,0.0000,61.9806,9.3549,0.0958,0.4002,0.0184,0.0958,146.0000,102.3942,0.3381,0.0000,0.0295,1.0157,0.0695,0.5168
6,6,182.2519,3.5979,2.1701,0.2264,0.1618,0.5473,0.7439,0.1578,0.0000,0.0000,0.0482,0.0000,0.0118,0.0295,0.1547,0.0158,63.5667,11.1175,0.1546,0.6924,0.0482,0.1546,146.0000,102.2390,0.5511,0.0000,0.0295,1.2169,0.1098,0.7975
7,7,182.0236,2.6448,2.5158,0.4620,0.2523,0.5759,1.0825,0.3100,0.0000,0.0000,0.0481,0.0158,0.0118,0.0236,0.1994,0.0360,64.9147,12.9025,0.2131,1.0090,0.0586,0.2131,146.0000,102.0683,0.7823,0.0000,0.0295,1.3961,0.1514,0.9712
8,8,178.3793,5.1084,1.0091,0.4454,0.8540,1.0454,2.8280,0.7778,0.0000,0.0000,0.0496,0.0214,0.0118,0.0118,0.2539,0.0628,131.3698,14.6872,0.2843,2.7132,0.0657,0.2843,146.0000,101.1172,1.8922,0.0000,0.0295,1.5730,0.3555,1.0306
9,9,173.6644,9.0081,2.1447,0.5460,0.9393,0.8986,2.9300,1.1414,0.0000,0.0000,0.0570,0.0269,0.0118,0.0118,0.2667,0.1006,132.6435,16.5176,0.3348,2.8743,0.0781,0.3348,146.0000,101.0011,2.0236,0.0000,0.0295,1.7654,0.3818,1.3116
10,10,168.4745,12.1513,3.6695,0.7871,1.0429,1.0561,3.3256,1.6100,0.0000,0.0000,0.0887,0.0296,0.0407,0.0059,0.3744,0.1243,135.5425,18.2681,0.4542,3.4060,0.1114,0.4542,146.0000,100.6750,2.4001,0.0000,0.0576,1.9116,0.4544,1.6816
11,11,162.4658,15.0186,5.6288,1.1479,1.1340,1.4955,3.9691,2.0808,0.0000,0.0000,0.1185,0.0359,0.0515,0.0575,0.4794,0.1720,138.9546,19.9336,0.5786,4.1563,0.1450,0.5786,146.0000,100.0595,3.0731,0.0000,0.1287,2.0644,0.5818,2.1191
12,12,155.4849,17.5571,7.4985,1.6226,1.2556,2.1818,5.1577,2.8940,0.0000,0.0000,0.1607,0.0441,0.0537,0.0781,0.6672,0.2607,144.3034,21.7202,0.7988,5.4886,0.1933,0.7988,146.0000,99.0641,4.2005,0.0000,0.1668,2.2156,0.7904,2.5753
13,13,155.1605,11.7175,9.2940,2.1101,1.4022,2.6854,6.8539,4.0247,0.0118,0.0335,0.1920,0.0817,0.0677,0.0940,0.8834,0.3578,152.5813,23.4135,1.0578,7.2248,0.2303,1.0578,146.0000,97.8410,5.5237,0.0525,0.2341,2.4034,1.0535,3.1497
14,14,154.7783,7.6981,9.1852,3.1137,1.6281,2.8434,8.4278,5.2561,0.0266,0.0414,0.2711,0.1097,0.0757,0.0782,1.0019,0.5013,159.0217,25.0497,1.3079,9.0047,0.3085,1.3079,146.0000,96.6866,6.7951,0.0990,0.2490,2.5856,1.2908,3.3895
