,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated,num-immunized,num-immunized-in-quarantine,num-immunized-in-quarantine-external-1,num-immunized-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,9.2617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,9.3527,0.2055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7770,0.0000,0.0000,0.0000,0.0000,0.0000,9.2617,0.0000,0.0000,0.0000,0.2055,0.0000,0.0000
2,2,16.2286,5.7945,0.0692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6480,0.0000,0.0000,0.0000,0.0000,0.0000,9.2617,0.0000,0.0000,0.0000,0.4805,0.0000,0.0641
3,3,46.4626,26.8655,0.8792,0.0135,0.0000,0.0000,0.0157,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0020,0.0000,1.4136,5.5817,0.0020,0.0157,0.0019,0.0020,0.0000,9.2617,0.0000,0.0000,0.0000,0.7428,0.0000,0.1669
4,4,134.9670,82.6107,4.2164,0.0619,0.2508,1.5958,0.7559,0.0136,0.0000,0.0000,0.0155,0.0019,0.0000,0.0000,0.0273,0.0000,15.8229,7.5249,0.0273,0.7666,0.0174,0.0273,0.0000,9.2617,0.0000,0.0000,0.0000,0.9911,0.0175,0.4684
5,5,329.5103,156.3701,14.9256,0.2161,0.5195,5.0926,3.6922,0.1151,0.0000,0.0000,0.0380,0.0078,0.0000,0.0000,0.0616,0.0020,41.2810,8.9021,0.0633,3.4303,0.0451,0.0633,0.0000,9.2617,0.0000,0.0000,0.0000,1.2965,0.0613,0.8483
6,6,333.1710,70.6565,32.5730,0.7888,0.9868,8.7413,10.9847,0.5462,0.0000,0.0000,0.0488,0.0117,0.0000,0.0000,0.1384,0.0098,83.6389,10.1304,0.1497,9.6290,0.0592,0.1497,0.0000,9.2617,0.0000,0.0000,0.0000,1.4815,0.1386,1.7816
7,7,351.7412,28.6163,31.1475,2.0895,3.5016,9.3885,21.5856,2.0594,0.0000,0.0000,0.0706,0.0212,0.0080,0.0497,0.4573,0.0368,163.5779,11.8682,0.3287,17.7199,0.0889,0.3287,0.0000,9.2617,0.0000,0.0000,0.0000,1.6549,0.2611,2.3361
8,8,678.9500,94.3169,2.6767,0.7182,17.7264,14.6069,66.9463,8.8796,0.0000,0.0000,0.0928,0.0288,0.1347,0.0495,0.6577,0.0868,484.4659,12.9802,0.5221,58.3576,0.1202,0.5221,0.0000,9.2617,0.0000,0.0000,0.0000,1.9056,0.7708,2.5226
9,9,1273.2405,316.0384,13.9468,0.8715,19.6778,10.3308,71.6538,16.1728,0.0079,0.0712,0.1782,0.0535,0.2544,0.1932,0.6893,0.1714,561.0445,13.8244,0.6249,62.7374,0.1564,0.6249,0.0000,9.2617,0.0000,0.0000,0.0000,2.0440,0.8562,3.8331
10,10,1972.4539,472.6717,50.8900,1.5484,24.4081,24.9570,84.1315,27.1232,0.0079,0.0178,0.2568,0.0954,0.4839,0.1337,1.0578,0.3086,759.9585,15.8374,0.9256,80.9368,0.2304,0.9256,0.0000,9.2617,0.0000,0.0000,0.0000,2.1912,1.2145,5.3197
11,11,2683.1195,520.2929,94.6216,3.8141,26.0735,41.0640,128.8957,43.1528,0.0273,0.1838,0.4991,0.1410,0.4987,0.4531,1.6176,0.4949,1088.0179,17.9358,1.4299,125.4521,0.3281,1.4299,0.0000,9.2617,0.0000,0.0000,0.0000,2.4180,1.8673,6.8800
12,12,3458.4619,591.3373,129.5395,7.5773,29.3392,49.3213,184.3361,67.9199,0.0273,0.0646,0.7791,0.1863,0.5945,0.3260,2.1444,0.7590,1452.2781,19.6482,1.9216,177.2538,0.4345,1.9216,0.0000,9.2617,0.0000,0.0000,0.0000,2.6080,2.5530,8.5061
13,13,3491.3584,227.1361,161.7379,10.4925,33.4005,80.3113,285.3494,112.8540,0.0273,0.0275,0.9212,0.2449,0.6584,0.5724,3.6824,1.2485,2372.3474,21.4253,2.8496,276.3324,0.5702,2.8496,0.0000,9.2617,0.0000,0.0000,0.0000,2.6384,3.9496,10.4078
14,14,3567.7463,82.4773,134.0417,19.2735,42.7651,61.8296,380.4850,188.8418,0.1619,0.1166,1.1354,0.3279,1.2526,0.5998,4.9843,1.7195,2927.6721,22.3379,3.7637,370.9006,0.6819,3.7637,0.0000,9.2617,0.0000,0.0000,0.0000,2.7158,5.2287,11.0638
15,15,4311.3717,163.8648,9.3219,27.2358,85.9451,77.5014,582.4440,286.8984,0.3357,0.2427,1.2357,0.5727,1.5277,0.7176,5.5655,2.3155,3081.6670,24.1123,4.3653,598.8508,0.8219,4.3653,0.0000,9.2617,0.0000,0.0000,0.0000,2.7897,8.0297,10.9866
16,16,4850.5197,370.1717,29.0161,59.3826,89.5267,49.5992,534.4639,362.3207,0.6433,0.3117,1.1869,0.7040,1.6532,0.6423,5.3734,3.2187,3274.7061,27.1347,4.5951,609.3548,0.8505,4.5951,0.0000,9.2617,0.0000,0.0000,0.0000,2.7890,7.8877,11.4803
17,17,5210.1868,434.1506,73.4526,108.7008,89.7514,53.6901,496.3643,419.5089,0.6927,0.7061,1.1877,0.8985,2.0874,0.6384,5.1695,3.8780,3578.9604,29.7233,5.0136,650.2239,0.9498,5.0136,0.0000,9.2617,0.0000,0.0000,0.0000,2.8570,7.9982,11.3235
18,18,5329.8681,431.6754,118.5241,261.5630,77.9030,64.7995,463.0083,408.7818,0.6927,0.5410,1.5152,1.0437,2.2712,1.2882,5.5927,4.9460,3804.0217,32.1587,5.2749,689.7505,1.0317,5.2749,0.0000,9.2617,0.0000,0.0000,0.0000,3.0269,7.4208,10.6185
19,19,5376.5229,443.5211,137.6155,285.7215,78.2485,67.3661,477.3476,527.2667,0.6871,0.7181,2.1264,1.1506,2.1695,1.4070,6.3871,6.2286,4037.3188,34.8667,5.6755,744.5624,1.1246,5.6755,0.0000,9.2617,0.0000,0.0000,0.0000,3.1348,8.0827,10.9779
20,20,5342.7123,180.5199,126.3118,395.1471,76.9655,79.9847,524.6202,621.8449,0.6943,0.8684,2.6870,1.4026,1.9805,1.1456,7.1095,7.0579,4670.1468,37.6593,6.2532,817.9112,1.2493,6.2532,0.0000,9.2617,0.0000,0.0000,0.0000,3.2005,8.8422,10.9037
21,21,5324.5020,75.6598,114.9418,641.3203,79.4653,61.1095,509.0733,648.8468,0.8825,0.6510,2.9373,1.3383,2.1113,0.7699,7.2248,5.7622,4876.5624,40.1373,6.5173,861.9420,1.3642,6.5173,0.0000,9.2617,0.0000,0.0000,0.0000,3.3058,8.5315,10.1587
22,22,5153.0699,139.1647,10.2214,895.0631,101.6880,62.0659,561.0657,645.9552,0.9509,0.4601,2.9561,1.8804,2.3283,0.4890,7.0356,6.1163,3755.6724,43.1637,6.7144,933.7276,1.4049,6.7144,0.0000,9.2617,0.0000,0.0000,0.0000,3.2797,8.6369,8.9165
23,23,4849.4980,311.9951,26.3939,1429.3528,100.8310,38.2554,474.9459,580.1894,0.9509,0.2937,2.8253,2.2967,2.6547,0.2854,6.1534,5.1579,3774.2912,46.5107,6.8020,933.0472,1.4105,6.8020,0.0000,9.2617,0.0000,0.0000,0.0000,3.3348,7.4472,7.7783
24,24,4480.3243,388.8331,62.3126,1882.8516,93.8328,40.4006,432.9758,531.5006,0.8890,0.2114,2.7608,2.5121,2.2627,0.5626,5.5071,5.1429,3853.9334,48.8631,6.7918,928.8929,1.4695,6.7918,0.0000,9.2617,0.0000,0.0000,0.0000,3.4184,6.7196,7.5823
25,25,4022.7032,390.4293,88.9060,2833.8873,62.1601,53.7267,381.6071,382.3270,0.7196,0.1633,2.5629,2.6884,2.3756,1.9986,5.8935,6.3014,3750.8673,50.4814,6.5754,897.3788,1.5086,6.5754,0.0000,9.2617,0.0000,0.0000,0.0000,3.5095,5.6787,7.5253
26,26,3718.1623,417.6324,112.6635,2862.6055,56.3280,61.9294,378.2357,466.3561,0.4144,0.3922,2.5946,3.0399,2.3859,1.8471,7.0585,7.8909,3764.0753,52.0966,6.5871,863.9763,1.5316,6.5871,0.0000,9.2617,0.0000,0.0000,0.0000,3.5523,6.0530,7.9925
27,27,3669.5983,159.0190,105.7896,3086.9058,59.4733,70.9679,393.4861,521.8003,0.3642,0.0891,2.6004,3.0921,1.9946,1.4244,7.6821,8.8934,3822.7406,54.4158,6.5406,826.1244,1.5888,6.5406,0.0000,9.2617,0.0000,0.0000,0.0000,3.5452,6.3661,8.3261
28,28,3637.5408,59.4016,85.7018,3299.3673,60.0365,55.7642,390.2813,532.2858,0.3642,0.0332,2.3623,3.0360,2.2514,0.7439,7.5702,7.5500,3795.5514,56.6056,6.5363,797.6299,1.6080,6.5363,0.0000,9.2617,0.0000,0.0000,0.0000,3.5728,6.2692,8.0806
29,29,3280.1937,93.5328,7.6590,3683.7886,85.9806,65.1662,486.8242,538.3242,0.3624,0.0194,1.6656,2.0598,2.3329,0.6403,6.8571,7.3362,3199.0315,57.4166,6.5939,736.9618,1.6170,6.5939,0.0000,9.2617,0.0000,0.0000,0.0000,3.6299,7.3043,7.9863
30,30,3029.9570,197.1741,18.2480,4099.0025,86.3100,37.1791,434.4679,453.6091,0.3549,0.0115,1.2703,1.1821,2.5125,0.5605,5.8462,6.4402,3152.7596,56.7038,6.5287,730.9040,1.6223,6.5287,0.0000,9.2617,0.0000,0.0000,0.0000,3.7203,6.6453,8.1546
31,31,2762.8759,210.7037,40.5734,4254.5821,86.3545,35.5079,394.5026,469.8953,0.1461,0.0746,1.1187,0.5063,2.1991,0.9033,5.7064,6.4540,3248.1817,57.6598,6.5494,712.7305,1.6470,6.5494,0.0000,9.2617,0.0000,0.0000,0.0000,3.7686,6.5752,8.2585
32,32,2465.9879,226.5220,60.1622,4565.2409,54.0317,38.0030,359.0780,375.8786,0.0926,0.1950,1.0465,0.6652,1.8954,1.3347,6.0400,6.9085,3206.5618,58.1840,6.5062,687.2288,1.6866,6.5062,0.0000,9.2617,0.0000,0.0000,0.0000,3.8328,5.9904,8.1451
33,33,2190.4185,223.6174,70.8957,4538.5895,52.3905,33.4542,355.3643,457.8056,0.2212,0.3663,1.2555,1.1777,1.6078,0.9240,6.2550,8.3011,3227.0592,60.2144,6.4766,644.7610,1.7323,6.4766,0.0000,9.2617,0.0000,0.0000,0.0000,3.9394,6.2558,8.2393
34,34,2168.5885,84.3511,64.9056,4475.1910,51.0196,38.7668,358.2790,527.7316,0.1507,0.1412,1.5327,1.1318,1.5318,0.6756,5.6888,7.8788,3331.3669,60.2589,6.2593,595.0623,1.7297,6.2593,0.0000,9.2617,0.0000,0.0000,0.0000,3.9997,6.5653,8.4816
