,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.7983,0.2608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000
2,2,239.5523,0.4647,0.0916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4841,0.0000,0.0916
3,3,236.6194,0.5491,0.0000,0.0200,3.6441,0.0527,0.2160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,240.0000,2.2039,0.0000,0.2160,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7391,0.1951,0.1951
4,4,236.2439,0.7518,0.1509,0.0200,3.6441,0.0385,0.2015,0.0350,0.0000,0.0000,0.0000,0.0000,0.1213,0.0000,0.0064,0.0000,240.0000,2.9521,0.0064,0.2160,0.0000,0.0064,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9592,0.1982,0.3140
5,5,235.7228,1.0607,0.3448,0.0498,3.6441,0.0326,0.1885,0.0562,0.0562,0.0000,0.0030,0.0000,0.1503,0.0000,0.0064,0.0030,240.0000,3.6822,0.0079,0.2160,0.0030,0.0079,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1886,0.2003,0.4613
6,6,235.3801,1.0125,0.5776,0.0964,3.6441,0.0271,0.1628,0.0885,0.1187,0.0000,0.0088,0.0000,0.2772,0.0029,0.0160,0.0048,240.0000,4.3905,0.0148,0.2160,0.0064,0.0148,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4210,0.2081,0.5797
7,7,235.0511,0.9634,0.7794,0.1712,3.6441,0.0218,0.1508,0.1055,0.1440,0.0030,0.0101,0.0030,0.3835,0.0048,0.0338,0.0115,240.0000,5.0872,0.0213,0.2160,0.0079,0.0213,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6624,0.2146,0.7433
8,8,234.1120,1.6267,0.9409,0.2728,3.6441,0.0193,0.1278,0.1306,0.1719,0.0000,0.0135,0.0030,0.4466,0.0064,0.0423,0.0155,240.0000,5.8044,0.0250,0.2160,0.0093,0.0250,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8913,0.2189,0.8773
9,9,232.8543,2.3693,1.2583,0.3815,3.6441,0.0108,0.1243,0.1413,0.2621,0.0088,0.0195,0.0108,0.5468,0.0237,0.0487,0.0198,240.0000,6.4726,0.0311,0.2160,0.0148,0.0311,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1158,0.2286,1.0248
10,10,215.8047,0.9278,0.0000,0.3051,21.4454,1.0526,1.7595,0.4082,0.3763,0.0321,0.0358,0.0173,0.9126,0.0373,0.0950,0.0323,476.1146,7.1912,0.0528,1.8519,0.0225,0.0528,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3383,1.2856,1.1840
11,11,215.2819,1.1176,0.2789,0.3041,21.4454,0.7330,1.8637,0.6271,0.4246,0.0208,0.0459,0.0203,0.9762,0.0260,0.0987,0.0442,476.1146,7.8265,0.0561,1.8519,0.0250,0.0561,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5468,1.2909,1.3575
12,12,214.5719,1.4654,0.5582,0.3373,21.4454,0.5120,1.8423,0.8681,0.4722,0.0140,0.0509,0.0243,1.0484,0.0230,0.0980,0.0553,476.1146,8.4625,0.0601,1.8519,0.0275,0.0601,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7992,1.2962,1.5036
13,13,214.0878,1.2572,0.8854,0.3863,21.4454,0.3900,1.6960,1.1361,0.6176,0.0155,0.0629,0.0355,1.2379,0.0282,0.1098,0.0748,476.1146,9.1513,0.0713,1.8519,0.0359,0.0713,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0102,1.3140,1.6283
14,14,213.6732,1.1337,1.0850,0.4986,21.4454,0.2805,1.5682,1.3722,0.6577,0.0155,0.0646,0.0414,1.4356,0.0251,0.1237,0.0884,476.1146,9.7915,0.0824,1.8519,0.0382,0.0824,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2216,1.3264,1.7361
