,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,237.3822,0.8732,0.9543,0.0000,1.3005,0.0000,0.0684,0.0000,0.0000,0.0000,0.0000,0.0000,0.6032,0.0000,0.0317,0.0000,12.0016,0.8217,0.0317,0.0684,0.0000,0.0317,0.0000,0.0970,1.0000
2,2.0000,235.6650,1.2595,0.9989,0.2094,2.5687,0.0408,0.1513,0.0120,0.0000,0.0000,0.0000,0.0000,0.9901,0.0000,0.0462,0.0237,23.9938,1.5613,0.0525,0.1406,0.0000,0.0525,0.0000,0.1822,0.8970
3,3.0000,233.9302,1.7619,1.0987,0.3166,3.8550,0.1096,0.2797,0.0328,0.1682,0.0000,0.0089,0.0000,0.9901,0.0000,0.0318,0.0388,35.9828,2.2144,0.0525,0.2216,0.0089,0.0525,0.0000,0.2562,0.8842
4,4.0000,232.0199,1.9742,1.2224,0.4438,5.2909,0.2139,0.4677,0.0972,0.1682,0.0000,0.0000,0.0089,1.1760,0.0500,0.0904,0.0460,47.9650,2.9835,0.0660,0.3236,0.0089,0.0660,0.0000,0.3505,0.8963
5,5.0000,229.7329,1.9570,1.3447,0.5583,6.9393,0.3410,0.7673,0.2277,0.6286,0.0405,0.0867,0.0202,1.2608,0.0439,0.1365,0.0586,59.9209,3.7066,0.0726,0.4602,0.0377,0.0726,0.0000,0.4755,0.9176
6,6.0000,229.6272,1.4667,1.5719,0.7844,6.9393,0.2631,0.7444,0.3287,0.6286,0.0189,0.0839,0.0410,1.4038,0.0671,0.1475,0.1004,59.9209,4.4419,0.0829,0.4602,0.0377,0.0829,0.0000,0.4839,0.9459
7,7.0000,229.5390,1.0416,1.7758,0.9428,6.9393,0.1988,0.7313,0.4081,0.7279,0.0541,0.1483,0.0658,1.4636,0.0467,0.1693,0.1076,59.9209,5.1280,0.0865,0.4602,0.0478,0.0865,0.0000,0.4941,0.9698
8,8.0000,227.9226,1.5542,1.5111,1.0298,7.7605,0.2331,0.9650,0.6234,0.7279,0.0409,0.1360,0.0849,1.5265,0.0476,0.2624,0.1618,71.6036,5.8768,0.0953,0.5426,0.0478,0.0953,0.0000,0.5627,0.9559
9,9.0000,226.3137,1.7117,1.3996,1.0913,8.5586,0.3350,1.1723,0.8741,0.8590,0.0686,0.1920,0.1344,1.6912,0.0266,0.3146,0.1894,83.2597,6.5712,0.1065,0.6278,0.0603,0.1065,0.0000,0.6441,1.0056
10,10.0000,224.8364,1.5937,1.2945,1.1184,9.4304,0.4698,1.4221,1.1529,0.9655,0.0484,0.2755,0.1674,1.9255,0.0819,0.3307,0.2485,94.8750,7.2504,0.1238,0.7274,0.0702,0.1238,0.0000,0.7378,1.0292
11,11.0000,223.6767,1.5383,1.1638,1.1612,10.1410,0.5513,1.5821,1.4983,0.9655,0.0428,0.2645,0.1859,2.0600,0.1305,0.3710,0.3370,106.4164,7.9280,0.1383,0.8147,0.0702,0.1383,0.0000,0.8118,1.0105
12,12.0000,222.4542,1.4064,1.0704,1.1854,10.7538,0.6112,1.7355,1.8014,1.1862,0.0714,0.3203,0.2713,2.2078,0.1149,0.4108,0.3807,117.8114,8.6430,0.1489,0.8875,0.0882,0.1489,0.0000,0.8887,1.0441
13,13.0000,222.4280,1.0180,1.2783,1.3056,10.7538,0.4937,1.6953,1.9675,1.2019,0.0491,0.3048,0.3190,2.2258,0.1160,0.4234,0.4270,117.8114,9.2958,0.1523,0.8875,0.0894,0.1523,0.0000,0.8928,1.0469
14,14.0000,222.2934,0.7253,1.3949,1.4329,10.7538,0.3654,1.5877,2.1887,1.2019,0.0395,0.2838,0.3489,2.3835,0.1021,0.4373,0.4783,117.8114,9.9489,0.1629,0.8875,0.0894,0.1629,0.0000,0.9014,1.0362
15,15.0000,222.9051,0.8715,1.1087,1.4122,10.1526,0.3493,1.6692,2.5324,1.2665,0.0452,0.2891,0.4062,2.1359,0.0785,0.4568,0.6026,129.3682,10.7085,0.1737,0.9650,0.0957,0.1737,0.0000,0.8961,1.0252
16,16.0000,223.5613,0.9544,0.9780,1.3996,9.5355,0.3669,1.7631,2.8691,1.2696,0.0427,0.2710,0.4516,1.8649,0.0590,0.4717,0.6169,140.9201,11.3954,0.1787,1.0438,0.0969,0.1787,0.0000,0.8808,1.0414
17,17.0000,224.1090,0.8551,0.8486,1.4320,8.8720,0.3905,1.7951,3.2020,1.2230,0.0384,0.2884,0.4825,1.9227,0.0540,0.4520,0.7088,152.4320,12.0745,0.1844,1.1138,0.1007,0.1844,0.0000,0.8744,1.0087
18,18.0000,224.9243,0.8087,0.7123,1.6666,8.0048,0.4024,1.7877,3.4133,1.2230,0.0179,0.2749,0.5120,1.8298,0.0579,0.4364,0.7393,164.0002,12.7820,0.1924,1.1741,0.1007,0.1924,0.0000,0.8407,0.9558
19,19.0000,226.1555,0.7529,0.5991,2.2374,6.8701,0.4158,1.6652,3.3690,0.8850,0.0312,0.2625,0.4884,1.8763,0.0741,0.4489,0.7678,175.5887,13.5267,0.2026,1.2238,0.1033,0.2026,0.0000,0.7701,0.8771
20,20.0000,226.2296,0.5534,0.7036,2.3524,6.8701,0.3114,1.5454,3.5802,0.8850,0.0253,0.2274,0.5291,1.7507,0.0805,0.3960,0.7845,175.5887,14.2128,0.2063,1.2238,0.1033,0.2063,0.0000,0.7644,0.8642
21,21.0000,226.2943,0.3899,0.7107,2.5141,6.8701,0.2439,1.4287,3.7665,0.7851,0.0236,0.1989,0.4727,1.7463,0.0989,0.3902,0.8532,175.5887,14.8725,0.2125,1.2238,0.1033,0.2125,0.0000,0.7613,0.8506
22,22.0000,226.7371,0.5110,0.6102,3.0397,6.2362,0.1964,1.3288,3.7010,0.7980,0.0236,0.1936,0.4931,1.7199,0.0752,0.3574,0.8478,187.2768,15.5428,0.2165,1.2558,0.1045,0.2165,0.0000,0.7166,0.7836
23,23.0000,227.3540,0.5802,0.5303,3.6949,5.6261,0.2055,1.2393,3.4975,0.6669,0.0237,0.1828,0.4162,1.5899,0.0685,0.3488,0.8425,198.9546,16.2233,0.2198,1.2876,0.1057,0.2198,0.0000,0.6610,0.7383
24,24.0000,227.9799,0.5467,0.4838,4.4332,4.9802,0.2394,1.1560,3.2052,0.5746,0.0267,0.1444,0.3642,1.4123,0.0461,0.3025,0.8316,210.6657,16.9174,0.2231,1.3262,0.1070,0.2231,0.0000,0.5947,0.6549
25,25.0000,228.3890,0.5251,0.4746,5.0669,4.4762,0.2096,1.1137,2.9559,0.6119,0.0180,0.1573,0.3857,1.2712,0.0346,0.2559,0.7291,222.3983,17.6537,0.2242,1.3558,0.1095,0.2242,0.0000,0.5459,0.6220
26,26.0000,228.9283,0.4609,0.4084,5.6908,4.0498,0.2163,1.0171,2.7572,0.3817,0.0367,0.1558,0.2565,1.1349,0.0727,0.2397,0.7402,234.1785,18.3958,0.2294,1.3841,0.1131,0.2294,0.0000,0.4955,0.5590
27,27.0000,228.9111,0.3397,0.4658,5.7756,4.0498,0.1418,0.9551,2.8887,0.3573,0.0318,0.1505,0.2555,1.1905,0.0576,0.2534,0.7144,234.1785,19.0668,0.2341,1.3841,0.1131,0.2341,0.0000,0.4959,0.5457
28,28.0000,229.0018,0.2448,0.4833,5.8551,4.0498,0.1076,0.8596,3.0110,0.3932,0.0251,0.1242,0.3055,1.0243,0.0336,0.2568,0.6861,234.1785,19.7318,0.2352,1.3841,0.1155,0.2352,0.0000,0.4894,0.5446
29,29.0000,229.3505,0.3500,0.4140,6.4461,3.6023,0.0904,0.8080,2.7108,0.3649,0.0301,0.1355,0.2653,0.9179,0.0256,0.2187,0.5709,246.0342,20.4377,0.2352,1.3983,0.1197,0.2352,0.0000,0.4375,0.4859
30,30.0000,229.6019,0.3844,0.3776,7.0105,3.1681,0.1026,0.7435,2.3403,0.3616,0.0176,0.1260,0.2490,0.8636,0.0206,0.1931,0.5739,257.8997,21.1415,0.2363,1.4166,0.1197,0.2363,0.0000,0.3908,0.4326
31,31.0000,229.8526,0.3549,0.3399,7.6028,2.7929,0.1277,0.6906,1.9554,0.3319,0.0209,0.1013,0.2251,0.8190,0.0321,0.2015,0.5534,269.7572,21.8775,0.2403,1.4355,0.1209,0.2403,0.0000,0.3476,0.3826
32,32.0000,230.0651,0.2850,0.2695,8.1082,2.5160,0.1676,0.6701,1.6516,0.3319,0.0192,0.0873,0.2407,0.7491,0.0349,0.1907,0.4994,281.6322,22.6735,0.2428,1.4635,0.1209,0.2428,0.0000,0.3140,0.3370
33,33.0000,230.2832,0.2884,0.2574,8.5269,2.2661,0.1584,0.6191,1.4465,0.3227,0.0272,0.0832,0.2199,0.6151,0.0263,0.1706,0.4383,293.5086,23.5023,0.2428,1.4769,0.1221,0.2428,0.0000,0.2780,0.3051
34,34.0000,230.2859,0.1941,0.3128,8.5738,2.2661,0.1243,0.5694,1.5223,0.3227,0.0171,0.0749,0.2376,0.5919,0.0278,0.1572,0.4283,293.5086,24.2350,0.2454,1.4769,0.1221,0.2454,0.0000,0.2763,0.3046
35,35.0000,230.3137,0.1349,0.2883,8.6698,2.2661,0.1013,0.5140,1.6009,0.3285,0.0342,0.0884,0.2499,0.5326,0.0234,0.1420,0.3720,293.5086,24.9704,0.2464,1.4769,0.1236,0.2464,0.0000,0.2731,0.2848
