,day,cumulative_infected,cumulative_infected_norm,type,type_pretty,vaccine_efficacy,prevalence
23,24.0,228.88580000000002,0.7892613793103449,Total infected,0%,Vaccine Efficacy 50%,Low
24,25.0,236.2726,0.8147331034482759,Total infected,0%,Vaccine Efficacy 50%,Low
25,26.0,242.2505,0.8353465517241379,Total infected,0%,Vaccine Efficacy 50%,Low
26,27.0,247.2024,0.8524220689655173,Total infected,0%,Vaccine Efficacy 50%,Low
27,28.0,250.6954,0.8644668965517242,Total infected,0%,Vaccine Efficacy 50%,Low
28,29.0,253.19639999999998,0.8730910344827586,Total infected,0%,Vaccine Efficacy 50%,Low
29,30.0,255.44889999999998,0.8808582758620689,Total infected,0%,Vaccine Efficacy 50%,Low
30,31.0,257.2806,0.8871744827586207,Total infected,0%,Vaccine Efficacy 50%,Low
31,32.0,258.8678,0.8926475862068965,Total infected,0%,Vaccine Efficacy 50%,Low
32,33.0,260.1804,0.8971737931034484,Total infected,0%,Vaccine Efficacy 50%,Low
33,34.0,261.2185,0.9007534482758621,Total infected,0%,Vaccine Efficacy 50%,Low
34,35.0,261.9219,0.9031789655172413,Total infected,0%,Vaccine Efficacy 50%,Low
35,36.0,262.4068,0.9048510344827585,Total infected,0%,Vaccine Efficacy 50%,Low
36,37.0,262.976,0.9068137931034482,Total infected,0%,Vaccine Efficacy 50%,Low
37,38.0,263.4089,0.908306551724138,Total infected,0%,Vaccine Efficacy 50%,Low
38,39.0,263.7716,0.9095572413793103,Total infected,0%,Vaccine Efficacy 50%,Low
39,40.0,264.0762,0.9106075862068964,Total infected,0%,Vaccine Efficacy 50%,Low
40,41.0,264.2826,0.9113193103448276,Total infected,0%,Vaccine Efficacy 50%,Low
41,42.0,264.4208,0.9117958620689655,Total infected,0%,Vaccine Efficacy 50%,Low
42,43.0,264.5331,0.9121831034482758,Total infected,0%,Vaccine Efficacy 50%,Low
43,44.0,264.6253,0.9125010344827585,Total infected,0%,Vaccine Efficacy 50%,Low
44,45.0,264.7195,0.9128258620689654,Total infected,0%,Vaccine Efficacy 50%,Low
45,46.0,264.7656,0.9129848275862069,Total infected,0%,Vaccine Efficacy 50%,Low
46,47.0,264.7816,0.9130400000000001,Total infected,0%,Vaccine Efficacy 50%,Low
47,48.0,264.8056,0.9131227586206897,Total infected,0%,Vaccine Efficacy 50%,Low
48,49.0,264.8237,0.913185172413793,Total infected,0%,Vaccine Efficacy 50%,Low
49,50.0,264.8437,0.9132541379310345,Total infected,0%,Vaccine Efficacy 50%,Low
50,51.0,264.8557,0.9132955172413794,Total infected,0%,Vaccine Efficacy 50%,Low
51,52.0,264.86379999999997,0.913323448275862,Total infected,0%,Vaccine Efficacy 50%,Low
52,53.0,264.8738,0.9133579310344828,Total infected,0%,Vaccine Efficacy 50%,Low
53,54.0,264.8778,0.913371724137931,Total infected,0%,Vaccine Efficacy 50%,Low
54,55.0,264.8798,0.9133786206896551,Total infected,0%,Vaccine Efficacy 50%,Low
55,56.0,264.8798,0.9133786206896551,Total infected,0%,Vaccine Efficacy 50%,Low
56,57.0,264.8798,0.9133786206896551,Total infected,0%,Vaccine Efficacy 50%,Low
57,58.0,264.8798,0.9133786206896551,Total infected,0%,Vaccine Efficacy 50%,Low
58,59.0,264.8818,0.9133855172413793,Total infected,0%,Vaccine Efficacy 50%,Low
59,60.0,264.8838,0.9133924137931034,Total infected,0%,Vaccine Efficacy 50%,Low
60,1.0,0.0,0.0,Total infected,10%,Vaccine Efficacy 50%,Low
61,2.0,0.07619999999997162,0.00026275862068955735,Total infected,10%,Vaccine Efficacy 50%,Low
62,3.0,0.4229000000000269,0.0014582758620690583,Total infected,10%,Vaccine Efficacy 50%,Low
63,4.0,1.2545000000000073,0.004325862068965542,Total infected,10%,Vaccine Efficacy 50%,Low
64,5.0,2.9239000000000033,0.01008241379310346,Total infected,10%,Vaccine Efficacy 50%,Low
65,6.0,5.845699999999965,0.020157586206896432,Total infected,10%,Vaccine Efficacy 50%,Low
66,7.0,8.17040000000003,0.028173793103448377,Total infected,10%,Vaccine Efficacy 50%,Low
67,8.0,9.711500000000001,0.03348793103448276,Total infected,10%,Vaccine Efficacy 50%,Low
68,9.0,15.076199999999972,0.05198689655172404,Total infected,10%,Vaccine Efficacy 50%,Low
69,10.0,23.509000000000015,0.08106551724137936,Total infected,10%,Vaccine Efficacy 50%,Low
70,11.0,35.00810000000001,0.1207175862068966,Total infected,10%,Vaccine Efficacy 50%,Low
71,12.0,49.765600000000006,0.17160551724137932,Total infected,10%,Vaccine Efficacy 50%,Low
72,13.0,66.75759999999997,0.23019862068965508,Total infected,10%,Vaccine Efficacy 50%,Low
73,14.0,79.30060000000003,0.2734503448275863,Total infected,10%,Vaccine Efficacy 50%,Low
74,15.0,88.2285,0.30423620689655173,Total infected,10%,Vaccine Efficacy 50%,Low
75,16.0,103.40890000000002,0.3565824137931035,Total infected,10%,Vaccine Efficacy 50%,Low
76,17.0,120.84980000000002,0.4167234482758621,Total infected,10%,Vaccine Efficacy 50%,Low
77,18.0,138.4529,0.4774237931034483,Total infected,10%,Vaccine Efficacy 50%,Low
78,19.0,155.0522,0.5346627586206897,Total infected,10%,Vaccine Efficacy 50%,Low
79,20.0,170.2726,0.5871468965517241,Total infected,10%,Vaccine Efficacy 50%,Low
80,21.0,181.50310000000002,0.6258727586206897,Total infected,10%,Vaccine Efficacy 50%,Low
81,22.0,189.519,0.6535137931034483,Total infected,10%,Vaccine Efficacy 50%,Low
82,23.0,198.84969999999998,0.6856886206896551,Total infected,10%,Vaccine Efficacy 50%,Low
83,24.0,207.8918,0.7168682758620689,Total infected,10%,Vaccine Efficacy 50%,Low
84,25.0,215.8157,0.7441920689655173,Total infected,10%,Vaccine Efficacy 50%,Low
85,26.0,222.5913,0.7675562068965517,Total infected,10%,Vaccine Efficacy 50%,Low
86,27.0,228.3187,0.7873058620689656,Total infected,10%,Vaccine Efficacy 50%,Low
87,28.0,232.5431,0.8018727586206897,Total infected,10%,Vaccine Efficacy 50%,Low
88,29.0,235.5311,0.8121762068965518,Total infected,10%,Vaccine Efficacy 50%,Low
89,30.0,238.5672,0.8226455172413794,Total infected,10%,Vaccine Efficacy 50%,Low
90,31.0,241.2947,0.8320506896551725,Total infected,10%,Vaccine Efficacy 50%,Low
91,32.0,243.485,0.8396034482758621,Total infected,10%,Vaccine Efficacy 50%,Low
92,33.0,245.2425,0.8456637931034483,Total infected,10%,Vaccine Efficacy 50%,Low
93,34.0,246.7395,0.8508258620689655,Total infected,10%,Vaccine Efficacy 50%,Low
94,35.0,247.8016,0.854488275862069,Total infected,10%,Vaccine Efficacy 50%,Low
95,36.0,248.5331,0.8570106896551724,Total infected,10%,Vaccine Efficacy 50%,Low
96,37.0,249.2826,0.8595951724137931,Total infected,10%,Vaccine Efficacy 50%,Low
97,38.0,249.89780000000002,0.861716551724138,Total infected,10%,Vaccine Efficacy 50%,Low
98,39.0,250.469,0.8636862068965517,Total infected,10%,Vaccine Efficacy 50%,Low
99,40.0,250.8677,0.8650610344827586,Total infected,10%,Vaccine Efficacy 50%,Low
100,41.0,251.2645,0.8664293103448276,Total infected,10%,Vaccine Efficacy 50%,Low
101,42.0,251.5872,0.8675420689655172,Total infected,10%,Vaccine Efficacy 50%,Low
102,43.0,251.8217,0.8683506896551724,Total infected,10%,Vaccine Efficacy 50%,Low
103,44.0,252.04410000000001,0.8691175862068966,Total infected,10%,Vaccine Efficacy 50%,Low
104,45.0,252.2345,0.8697741379310344,Total infected,10%,Vaccine Efficacy 50%,Low
105,46.0,252.3929,0.8703203448275862,Total infected,10%,Vaccine Efficacy 50%,Low
106,47.0,252.5592,0.8708937931034483,Total infected,10%,Vaccine Efficacy 50%,Low
107,48.0,252.7015,0.8713844827586207,Total infected,10%,Vaccine Efficacy 50%,Low
108,49.0,252.7876,0.8716813793103448,Total infected,10%,Vaccine Efficacy 50%,Low
109,50.0,252.8578,0.8719234482758621,Total infected,10%,Vaccine Efficacy 50%,Low
110,51.0,252.9119,0.87211,Total infected,10%,Vaccine Efficacy 50%,Low
111,52.0,252.964,0.8722896551724137,Total infected,10%,Vaccine Efficacy 50%,Low
112,53.0,253.0061,0.8724348275862069,Total infected,10%,Vaccine Efficacy 50%,Low
113,54.0,253.02609999999999,0.8725037931034483,Total infected,10%,Vaccine Efficacy 50%,Low
114,55.0,253.0501,0.8725865517241379,Total infected,10%,Vaccine Efficacy 50%,Low
115,56.0,253.0602,0.8726213793103449,Total infected,10%,Vaccine Efficacy 50%,Low
116,57.0,253.0622,0.8726282758620689,Total infected,10%,Vaccine Efficacy 50%,Low
117,58.0,253.0662,0.8726420689655173,Total infected,10%,Vaccine Efficacy 50%,Low
118,59.0,253.0722,0.8726627586206896,Total infected,10%,Vaccine Efficacy 50%,Low
119,60.0,253.0722,0.8726627586206896,Total infected,10%,Vaccine Efficacy 50%,Low
120,1.0,0.0,0.0,Total infected,40%,Vaccine Efficacy 50%,Low
121,2.0,0.07220000000000937,0.0002489655172414116,Total infected,40%,Vaccine Efficacy 50%,Low
122,3.0,0.3266999999999598,0.0011265517241377924,Total infected,40%,Vaccine Efficacy 50%,Low
123,4.0,0.9780000000000086,0.003372413793103478,Total infected,40%,Vaccine Efficacy 50%,Low
124,5.0,2.1263000000000147,0.007332068965517293,Total infected,40%,Vaccine Efficacy 50%,Low
125,6.0,4.104199999999992,0.014152413793103419,Total infected,40%,Vaccine Efficacy 50%,Low
126,7.0,5.51909999999998,0.01903137931034476,Total infected,40%,Vaccine Efficacy 50%,Low
127,8.0,6.625300000000038,0.02284586206896565,Total infected,40%,Vaccine Efficacy 50%,Low
128,9.0,10.204399999999964,0.03518758620689643,Total infected,40%,Vaccine Efficacy 50%,Low
129,10.0,15.977999999999952,0.055096551724137764,Total infected,40%,Vaccine Efficacy 50%,Low
130,11.0,24.048099999999977,0.0829244827586206,Total infected,40%,Vaccine Efficacy 50%,Low
131,12.0,33.87379999999996,0.11680620689655159,Total infected,40%,Vaccine Efficacy 50%,Low
132,13.0,45.675399999999996,0.1575013793103448,Total infected,40%,Vaccine Efficacy 50%,Low
133,14.0,54.230500000000006,0.18700172413793106,Total infected,40%,Vaccine Efficacy 50%,Low
134,15.0,60.420800000000014,0.2083475862068966,Total infected,40%,Vaccine Efficacy 50%,Low
135,16.0,71.56119999999999,0.2467627586206896,Total infected,40%,Vaccine Efficacy 50%,Low
136,17.0,84.64529999999999,0.2918803448275862,Total infected,40%,Vaccine Efficacy 50%,Low
137,18.0,99.0221,0.3414555172413793,Total infected,40%,Vaccine Efficacy 50%,Low
138,19.0,113.1343,0.39011827586206893,Total infected,40%,Vaccine Efficacy 50%,Low
139,20.0,127.26259999999999,0.4388365517241379,Total infected,40%,Vaccine Efficacy 50%,Low
140,21.0,137.45499999999998,0.4739827586206896,Total infected,40%,Vaccine Efficacy 50%,Low
141,22.0,144.8337,0.4994265517241379,Total infected,40%,Vaccine Efficacy 50%,Low
142,23.0,154.5772,0.533024827586207,Total infected,40%,Vaccine Efficacy 50%,Low
143,24.0,164.1303,0.5659665517241379,Total infected,40%,Vaccine Efficacy 50%,Low
144,25.0,173.0361,0.5966762068965518,Total infected,40%,Vaccine Efficacy 50%,Low
145,26.0,180.8096,0.6234813793103448,Total infected,40%,Vaccine Efficacy 50%,Low
146,27.0,187.73149999999998,0.64735,Total infected,40%,Vaccine Efficacy 50%,Low
147,28.0,192.6574,0.6643358620689656,Total infected,40%,Vaccine Efficacy 50%,Low
148,29.0,195.98399999999998,0.6758068965517241,Total infected,40%,Vaccine Efficacy 50%,Low
149,30.0,199.457,0.6877827586206896,Total infected,40%,Vaccine Efficacy 50%,Low
150,31.0,202.3587,0.6977886206896552,Total infected,40%,Vaccine Efficacy 50%,Low
151,32.0,204.95999999999998,0.7067586206896551,Total infected,40%,Vaccine Efficacy 50%,Low
152,33.0,207.24450000000002,0.7146362068965518,Total infected,40%,Vaccine Efficacy 50%,Low
153,34.0,209.1062,0.7210558620689655,Total infected,40%,Vaccine Efficacy 50%,Low
154,35.0,210.3788,0.7254441379310346,Total infected,40%,Vaccine Efficacy 50%,Low
155,36.0,211.3407,0.7287610344827586,Total infected,40%,Vaccine Efficacy 50%,Low
156,37.0,212.3668,0.7322993103448276,Total infected,40%,Vaccine Efficacy 50%,Low
157,38.0,213.2145,0.7352224137931034,Total infected,40%,Vaccine Efficacy 50%,Low
158,39.0,213.8577,0.7374403448275861,Total infected,40%,Vaccine Efficacy 50%,Low
159,40.0,214.499,0.739651724137931,Total infected,40%,Vaccine Efficacy 50%,Low
160,41.0,214.9819,0.7413168965517242,Total infected,40%,Vaccine Efficacy 50%,Low
161,42.0,215.3086,0.7424434482758621,Total infected,40%,Vaccine Efficacy 50%,Low
162,43.0,215.5632,0.7433213793103448,Total infected,40%,Vaccine Efficacy 50%,Low
163,44.0,215.74349999999998,0.7439431034482759,Total infected,40%,Vaccine Efficacy 50%,Low
164,45.0,215.9159,0.7445375862068966,Total infected,40%,Vaccine Efficacy 50%,Low
165,46.0,216.0381,0.7449589655172413,Total infected,40%,Vaccine Efficacy 50%,Low
166,47.0,216.14229999999998,0.7453182758620689,Total infected,40%,Vaccine Efficacy 50%,Low
167,48.0,216.2164,0.7455737931034483,Total infected,40%,Vaccine Efficacy 50%,Low
168,49.0,216.2746,0.7457744827586207,Total infected,40%,Vaccine Efficacy 50%,Low
169,50.0,216.3086,0.745891724137931,Total infected,40%,Vaccine Efficacy 50%,Low
170,51.0,216.32670000000002,0.7459541379310345,Total infected,40%,Vaccine Efficacy 50%,Low
171,52.0,216.35070000000002,0.7460368965517242,Total infected,40%,Vaccine Efficacy 50%,Low
172,53.0,216.3647,0.7460851724137931,Total infected,40%,Vaccine Efficacy 50%,Low
173,54.0,216.3748,0.74612,Total infected,40%,Vaccine Efficacy 50%,Low
174,55.0,216.38479999999998,0.7461544827586206,Total infected,40%,Vaccine Efficacy 50%,Low
175,56.0,216.3868,0.7461613793103448,Total infected,40%,Vaccine Efficacy 50%,Low
176,57.0,216.3908,0.7461751724137932,Total infected,40%,Vaccine Efficacy 50%,Low
177,58.0,216.3948,0.7461889655172413,Total infected,40%,Vaccine Efficacy 50%,Low
178,59.0,216.3948,0.7461889655172413,Total infected,40%,Vaccine Efficacy 50%,Low
179,60.0,216.39679999999998,0.7461958620689655,Total infected,40%,Vaccine Efficacy 50%,Low
180,1.0,0.0,0.0,Total infected,70%,Vaccine Efficacy 50%,Low
181,2.0,0.056100000000014916,0.0001934482758621204,Total infected,70%,Vaccine Efficacy 50%,Low
182,3.0,0.24649999999996908,0.0008499999999998934,Total infected,70%,Vaccine Efficacy 50%,Low
183,4.0,0.665300000000002,0.00229413793103449,Total infected,70%,Vaccine Efficacy 50%,Low
184,5.0,1.4248000000000047,0.0049131034482758785,Total infected,70%,Vaccine Efficacy 50%,Low
185,6.0,2.7133999999999787,0.009356551724137858,Total infected,70%,Vaccine Efficacy 50%,Low
186,7.0,3.7193999999999505,0.01282551724137914,Total infected,70%,Vaccine Efficacy 50%,Low
187,8.0,4.4628999999999905,0.015389310344827553,Total infected,70%,Vaccine Efficacy 50%,Low
188,9.0,6.605199999999968,0.02277655172413782,Total infected,70%,Vaccine Efficacy 50%,Low
189,10.0,10.160300000000007,0.035035517241379335,Total infected,70%,Vaccine Efficacy 50%,Low
190,11.0,15.088200000000029,0.05202827586206907,Total infected,70%,Vaccine Efficacy 50%,Low
191,12.0,21.34469999999999,0.07360241379310341,Total infected,70%,Vaccine Efficacy 50%,Low
192,13.0,29.156299999999987,0.10053896551724134,Total infected,70%,Vaccine Efficacy 50%,Low
193,14.0,34.8998,0.12034413793103448,Total infected,70%,Vaccine Efficacy 50%,Low
194,15.0,39.03,0.13458620689655174,Total infected,70%,Vaccine Efficacy 50%,Low
195,16.0,47.19630000000001,0.16274586206896555,Total infected,70%,Vaccine Efficacy 50%,Low
196,17.0,56.92580000000001,0.19629586206896554,Total infected,70%,Vaccine Efficacy 50%,Low
197,18.0,67.6312,0.23321103448275865,Total infected,70%,Vaccine Efficacy 50%,Low
198,19.0,79.1242,0.27284206896551727,Total infected,70%,Vaccine Efficacy 50%,Low
199,20.0,90.5531,0.31225206896551727,Total infected,70%,Vaccine Efficacy 50%,Low
200,21.0,98.82560000000001,0.3407779310344828,Total infected,70%,Vaccine Efficacy 50%,Low
201,22.0,104.8637,0.36159896551724136,Total infected,70%,Vaccine Efficacy 50%,Low
202,23.0,112.87180000000001,0.38921310344827587,Total infected,70%,Vaccine Efficacy 50%,Low
203,24.0,121.3828,0.4185613793103448,Total infected,70%,Vaccine Efficacy 50%,Low
204,25.0,129.3346,0.4459813793103448,Total infected,70%,Vaccine Efficacy 50%,Low
205,26.0,136.6934,0.47135655172413793,Total infected,70%,Vaccine Efficacy 50%,Low
206,27.0,143.3827,0.49442310344827584,Total infected,70%,Vaccine Efficacy 50%,Low
207,28.0,148.24450000000002,0.5111879310344828,Total infected,70%,Vaccine Efficacy 50%,Low
208,29.0,151.8777,0.5237162068965517,Total infected,70%,Vaccine Efficacy 50%,Low
209,30.0,155.8256,0.5373296551724138,Total infected,70%,Vaccine Efficacy 50%,Low
210,31.0,159.42680000000001,0.5497475862068966,Total infected,70%,Vaccine Efficacy 50%,Low
211,32.0,162.7274,0.5611289655172413,Total infected,70%,Vaccine Efficacy 50%,Low
212,33.0,165.4749,0.5706031034482758,Total infected,70%,Vaccine Efficacy 50%,Low
213,34.0,167.8597,0.578826551724138,Total infected,70%,Vaccine Efficacy 50%,Low
214,35.0,169.75549999999998,0.5853637931034482,Total infected,70%,Vaccine Efficacy 50%,Low
215,36.0,170.972,0.5895586206896553,Total infected,70%,Vaccine Efficacy 50%,Low
216,37.0,172.3547,0.594326551724138,Total infected,70%,Vaccine Efficacy 50%,Low
217,38.0,173.5971,0.5986106896551725,Total infected,70%,Vaccine Efficacy 50%,Low
218,39.0,174.66129999999998,0.6022803448275862,Total infected,70%,Vaccine Efficacy 50%,Low
219,40.0,175.6232,0.6055972413793104,Total infected,70%,Vaccine Efficacy 50%,Low
220,41.0,176.4309,0.6083824137931034,Total infected,70%,Vaccine Efficacy 50%,Low
221,42.0,176.986,0.6102965517241379,Total infected,70%,Vaccine Efficacy 50%,Low
222,43.0,177.4589,0.6119272413793103,Total infected,70%,Vaccine Efficacy 50%,Low
223,44.0,177.8977,0.6134403448275861,Total infected,70%,Vaccine Efficacy 50%,Low
224,45.0,178.2585,0.6146844827586206,Total infected,70%,Vaccine Efficacy 50%,Low
225,46.0,178.5611,0.6157279310344828,Total infected,70%,Vaccine Efficacy 50%,Low
226,47.0,178.81560000000002,0.6166055172413794,Total infected,70%,Vaccine Efficacy 50%,Low
227,48.0,179.0962,0.6175731034482759,Total infected,70%,Vaccine Efficacy 50%,Low
228,49.0,179.2665,0.6181603448275862,Total infected,70%,Vaccine Efficacy 50%,Low
229,50.0,179.4229,0.6186996551724138,Total infected,70%,Vaccine Efficacy 50%,Low
230,51.0,179.537,0.6190931034482758,Total infected,70%,Vaccine Efficacy 50%,Low
231,52.0,179.6473,0.619473448275862,Total infected,70%,Vaccine Efficacy 50%,Low
232,53.0,179.7274,0.6197496551724138,Total infected,70%,Vaccine Efficacy 50%,Low
233,54.0,179.7955,0.6199844827586207,Total infected,70%,Vaccine Efficacy 50%,Low
234,55.0,179.83960000000002,0.620136551724138,Total infected,70%,Vaccine Efficacy 50%,Low
235,56.0,179.8637,0.6202196551724137,Total infected,70%,Vaccine Efficacy 50%,Low
236,57.0,179.8958,0.6203303448275862,Total infected,70%,Vaccine Efficacy 50%,Low
237,58.0,179.9358,0.620468275862069,Total infected,70%,Vaccine Efficacy 50%,Low
238,59.0,179.97390000000001,0.6205996551724139,Total infected,70%,Vaccine Efficacy 50%,Low
239,60.0,180.0079,0.6207168965517241,Total infected,70%,Vaccine Efficacy 50%,Low
