,day,cumulative_infected,cumulative_infected_norm,type,type_pretty,vaccine_efficacy,prevalence
22,23.0,88.91789999999997,0.30661344827586196,Total infected,0%,Vaccine Efficacy 50%,Low
23,24.0,99.84969999999998,0.34430931034482753,Total infected,0%,Vaccine Efficacy 50%,Low
24,25.0,111.84969999999998,0.3856886206896551,Total infected,0%,Vaccine Efficacy 50%,Low
25,26.0,124.3988,0.4289613793103448,Total infected,0%,Vaccine Efficacy 50%,Low
26,27.0,137.1864,0.4730565517241379,Total infected,0%,Vaccine Efficacy 50%,Low
27,28.0,146.3447,0.5046368965517241,Total infected,0%,Vaccine Efficacy 50%,Low
28,29.0,152.87369999999999,0.5271506896551723,Total infected,0%,Vaccine Efficacy 50%,Low
29,30.0,161.71339999999998,0.5576324137931034,Total infected,0%,Vaccine Efficacy 50%,Low
30,31.0,171.4509,0.59121,Total infected,0%,Vaccine Efficacy 50%,Low
31,32.0,181.01409999999998,0.6241865517241378,Total infected,0%,Vaccine Efficacy 50%,Low
32,33.0,190.6553,0.6574320689655173,Total infected,0%,Vaccine Efficacy 50%,Low
33,34.0,199.73950000000002,0.6887568965517242,Total infected,0%,Vaccine Efficacy 50%,Low
34,35.0,206.2686,0.7112710344827586,Total infected,0%,Vaccine Efficacy 50%,Low
35,36.0,211.1444,0.7280841379310344,Total infected,0%,Vaccine Efficacy 50%,Low
36,37.0,216.6673,0.7471286206896552,Total infected,0%,Vaccine Efficacy 50%,Low
37,38.0,222.0962,0.7658489655172415,Total infected,0%,Vaccine Efficacy 50%,Low
38,39.0,227.3247,0.783878275862069,Total infected,0%,Vaccine Efficacy 50%,Low
39,40.0,232.1944,0.8006703448275863,Total infected,0%,Vaccine Efficacy 50%,Low
40,41.0,236.5471,0.8156796551724138,Total infected,0%,Vaccine Efficacy 50%,Low
41,42.0,239.6413,0.8263493103448276,Total infected,0%,Vaccine Efficacy 50%,Low
42,43.0,241.7655,0.8336741379310345,Total infected,0%,Vaccine Efficacy 50%,Low
43,44.0,244.0862,0.8416765517241379,Total infected,0%,Vaccine Efficacy 50%,Low
44,45.0,246.3087,0.8493403448275861,Total infected,0%,Vaccine Efficacy 50%,Low
45,46.0,248.2926,0.8561813793103448,Total infected,0%,Vaccine Efficacy 50%,Low
46,47.0,250.018,0.8621310344827586,Total infected,0%,Vaccine Efficacy 50%,Low
47,48.0,251.6654,0.8678117241379311,Total infected,0%,Vaccine Efficacy 50%,Low
48,49.0,252.7736,0.8716331034482758,Total infected,0%,Vaccine Efficacy 50%,Low
49,50.0,253.6033,0.8744941379310345,Total infected,0%,Vaccine Efficacy 50%,Low
50,51.0,254.4409,0.8773824137931034,Total infected,0%,Vaccine Efficacy 50%,Low
51,52.0,255.22050000000002,0.8800706896551724,Total infected,0%,Vaccine Efficacy 50%,Low
52,53.0,255.8998,0.8824131034482758,Total infected,0%,Vaccine Efficacy 50%,Low
53,54.0,256.507,0.8845068965517242,Total infected,0%,Vaccine Efficacy 50%,Low
54,55.0,257.0762,0.8864696551724137,Total infected,0%,Vaccine Efficacy 50%,Low
55,56.0,257.489,0.8878931034482758,Total infected,0%,Vaccine Efficacy 50%,Low
56,57.0,257.7715,0.8888672413793104,Total infected,0%,Vaccine Efficacy 50%,Low
57,58.0,258.0781,0.8899244827586207,Total infected,0%,Vaccine Efficacy 50%,Low
58,59.0,258.3908,0.8910027586206897,Total infected,0%,Vaccine Efficacy 50%,Low
59,60.0,258.62919999999997,0.8918248275862067,Total infected,0%,Vaccine Efficacy 50%,Low
60,1.0,0.0,0.0,Total infected,10%,Vaccine Efficacy 50%,Low
61,2.0,0.07619999999997162,0.00026275862068955735,Total infected,10%,Vaccine Efficacy 50%,Low
62,3.0,0.2685999999999922,0.0009262068965516972,Total infected,10%,Vaccine Efficacy 50%,Low
63,4.0,0.6093000000000188,0.0021010344827586858,Total infected,10%,Vaccine Efficacy 50%,Low
64,5.0,1.1282999999999674,0.0038906896551723015,Total infected,10%,Vaccine Efficacy 50%,Low
65,6.0,2.0201000000000136,0.006965862068965564,Total infected,10%,Vaccine Efficacy 50%,Low
66,7.0,2.641300000000001,0.009107931034482762,Total infected,10%,Vaccine Efficacy 50%,Low
67,8.0,3.1924000000000206,0.011008275862069036,Total infected,10%,Vaccine Efficacy 50%,Low
68,9.0,4.51909999999998,0.015583103448275794,Total infected,10%,Vaccine Efficacy 50%,Low
69,10.0,6.4809999999999945,0.022348275862068948,Total infected,10%,Vaccine Efficacy 50%,Low
70,11.0,9.238499999999988,0.03185689655172409,Total infected,10%,Vaccine Efficacy 50%,Low
71,12.0,12.901900000000012,0.04448931034482763,Total infected,10%,Vaccine Efficacy 50%,Low
72,13.0,17.435000000000002,0.06012068965517242,Total infected,10%,Vaccine Efficacy 50%,Low
73,14.0,20.831700000000012,0.0718334482758621,Total infected,10%,Vaccine Efficacy 50%,Low
74,15.0,23.410900000000026,0.08072724137931044,Total infected,10%,Vaccine Efficacy 50%,Low
75,16.0,28.06419999999997,0.09677310344827576,Total infected,10%,Vaccine Efficacy 50%,Low
76,17.0,34.23849999999999,0.11806379310344824,Total infected,10%,Vaccine Efficacy 50%,Low
77,18.0,41.89179999999999,0.14445448275862066,Total infected,10%,Vaccine Efficacy 50%,Low
78,19.0,50.699400000000026,0.1748255172413794,Total infected,10%,Vaccine Efficacy 50%,Low
79,20.0,60.70549999999997,0.2093293103448275,Total infected,10%,Vaccine Efficacy 50%,Low
80,21.0,68.04410000000001,0.23463482758620693,Total infected,10%,Vaccine Efficacy 50%,Low
81,22.0,73.23250000000002,0.25252586206896555,Total infected,10%,Vaccine Efficacy 50%,Low
82,23.0,81.39280000000002,0.280664827586207,Total infected,10%,Vaccine Efficacy 50%,Low
83,24.0,91.21840000000003,0.3145462068965518,Total infected,10%,Vaccine Efficacy 50%,Low
84,25.0,102.23649999999998,0.3525396551724137,Total infected,10%,Vaccine Efficacy 50%,Low
85,26.0,113.70949999999999,0.392101724137931,Total infected,10%,Vaccine Efficacy 50%,Low
86,27.0,125.3888,0.43237517241379314,Total infected,10%,Vaccine Efficacy 50%,Low
87,28.0,134.0421,0.4622141379310345,Total infected,10%,Vaccine Efficacy 50%,Low
88,29.0,140.2185,0.48351206896551724,Total infected,10%,Vaccine Efficacy 50%,Low
89,30.0,148.5051,0.512086551724138,Total infected,10%,Vaccine Efficacy 50%,Low
90,31.0,157.8537,0.5443231034482758,Total infected,10%,Vaccine Efficacy 50%,Low
91,32.0,167.1103,0.5762424137931035,Total infected,10%,Vaccine Efficacy 50%,Low
92,33.0,176.09019999999998,0.6072075862068965,Total infected,10%,Vaccine Efficacy 50%,Low
93,34.0,184.90390000000002,0.6375996551724139,Total infected,10%,Vaccine Efficacy 50%,Low
94,35.0,191.1764,0.6592289655172414,Total infected,10%,Vaccine Efficacy 50%,Low
95,36.0,195.6674,0.6747151724137931,Total infected,10%,Vaccine Efficacy 50%,Low
96,37.0,200.8197,0.6924817241379311,Total infected,10%,Vaccine Efficacy 50%,Low
97,38.0,206.2366,0.7111606896551724,Total infected,10%,Vaccine Efficacy 50%,Low
98,39.0,211.3768,0.7288855172413793,Total infected,10%,Vaccine Efficacy 50%,Low
99,40.0,216.3988,0.7462027586206896,Total infected,10%,Vaccine Efficacy 50%,Low
100,41.0,220.99,0.7620344827586207,Total infected,10%,Vaccine Efficacy 50%,Low
101,42.0,224.1223,0.7728355172413793,Total infected,10%,Vaccine Efficacy 50%,Low
102,43.0,226.5411,0.7811762068965518,Total infected,10%,Vaccine Efficacy 50%,Low
103,44.0,229.0601,0.7898624137931035,Total infected,10%,Vaccine Efficacy 50%,Low
104,45.0,231.4489,0.7980996551724138,Total infected,10%,Vaccine Efficacy 50%,Low
105,46.0,233.8417,0.8063506896551724,Total infected,10%,Vaccine Efficacy 50%,Low
106,47.0,235.8678,0.8133372413793103,Total infected,10%,Vaccine Efficacy 50%,Low
107,48.0,237.6433,0.8194596551724138,Total infected,10%,Vaccine Efficacy 50%,Low
108,49.0,239.0241,0.8242210344827586,Total infected,10%,Vaccine Efficacy 50%,Low
109,50.0,239.964,0.8274620689655172,Total infected,10%,Vaccine Efficacy 50%,Low
110,51.0,240.90980000000002,0.8307234482758621,Total infected,10%,Vaccine Efficacy 50%,Low
111,52.0,241.7736,0.8337020689655172,Total infected,10%,Vaccine Efficacy 50%,Low
112,53.0,242.6994,0.8368944827586207,Total infected,10%,Vaccine Efficacy 50%,Low
113,54.0,243.495,0.8396379310344828,Total infected,10%,Vaccine Efficacy 50%,Low
114,55.0,244.11430000000001,0.8417734482758621,Total infected,10%,Vaccine Efficacy 50%,Low
115,56.0,244.5131,0.8431486206896552,Total infected,10%,Vaccine Efficacy 50%,Low
116,57.0,244.86180000000002,0.8443510344827587,Total infected,10%,Vaccine Efficacy 50%,Low
117,58.0,245.22050000000002,0.8455879310344828,Total infected,10%,Vaccine Efficacy 50%,Low
118,59.0,245.52710000000002,0.8466451724137931,Total infected,10%,Vaccine Efficacy 50%,Low
119,60.0,245.8157,0.8476403448275862,Total infected,10%,Vaccine Efficacy 50%,Low
120,1.0,0.0,0.0,Total infected,40%,Vaccine Efficacy 50%,Low
121,2.0,0.07220000000000937,0.0002489655172414116,Total infected,40%,Vaccine Efficacy 50%,Low
122,3.0,0.19039999999995416,0.000656551724137773,Total infected,40%,Vaccine Efficacy 50%,Low
123,4.0,0.412900000000036,0.0014237931034484,Total infected,40%,Vaccine Efficacy 50%,Low
124,5.0,0.8477000000000317,0.0029231034482759713,Total infected,40%,Vaccine Efficacy 50%,Low
125,6.0,1.4588999999999714,0.005030689655172315,Total infected,40%,Vaccine Efficacy 50%,Low
126,7.0,1.9277999999999906,0.0066475862068965195,Total infected,40%,Vaccine Efficacy 50%,Low
127,8.0,2.316699999999969,0.007988620689655066,Total infected,40%,Vaccine Efficacy 50%,Low
128,9.0,3.1964000000000397,0.011022068965517377,Total infected,40%,Vaccine Efficacy 50%,Low
129,10.0,4.531099999999981,0.015624482758620623,Total infected,40%,Vaccine Efficacy 50%,Low
130,11.0,6.338700000000017,0.02185758620689661,Total infected,40%,Vaccine Efficacy 50%,Low
131,12.0,8.747500000000002,0.030163793103448282,Total infected,40%,Vaccine Efficacy 50%,Low
132,13.0,11.815699999999993,0.04074379310344825,Total infected,40%,Vaccine Efficacy 50%,Low
133,14.0,14.076199999999972,0.048538620689655074,Total infected,40%,Vaccine Efficacy 50%,Low
134,15.0,15.691399999999987,0.05410827586206892,Total infected,40%,Vaccine Efficacy 50%,Low
135,16.0,18.63929999999999,0.06427344827586204,Total infected,40%,Vaccine Efficacy 50%,Low
136,17.0,22.617200000000025,0.0779903448275863,Total infected,40%,Vaccine Efficacy 50%,Low
137,18.0,27.483000000000004,0.0947689655172414,Total infected,40%,Vaccine Efficacy 50%,Low
138,19.0,33.136300000000006,0.11426310344827588,Total infected,40%,Vaccine Efficacy 50%,Low
139,20.0,39.71540000000002,0.13694965517241386,Total infected,40%,Vaccine Efficacy 50%,Low
140,21.0,44.4109,0.15314103448275862,Total infected,40%,Vaccine Efficacy 50%,Low
141,22.0,48.09619999999998,0.16584896551724132,Total infected,40%,Vaccine Efficacy 50%,Low
142,23.0,53.50910000000002,0.18451413793103455,Total infected,40%,Vaccine Efficacy 50%,Low
143,24.0,60.126300000000015,0.20733206896551729,Total infected,40%,Vaccine Efficacy 50%,Low
144,25.0,67.6192,0.2331696551724138,Total infected,40%,Vaccine Efficacy 50%,Low
145,26.0,75.82570000000001,0.2614679310344828,Total infected,40%,Vaccine Efficacy 50%,Low
146,27.0,84.2344,0.29046344827586207,Total infected,40%,Vaccine Efficacy 50%,Low
147,28.0,90.4128,0.31176827586206896,Total infected,40%,Vaccine Efficacy 50%,Low
148,29.0,95.01010000000002,0.3276210344827587,Total infected,40%,Vaccine Efficacy 50%,Low
149,30.0,101.52510000000001,0.35008655172413794,Total infected,40%,Vaccine Efficacy 50%,Low
150,31.0,108.64729999999997,0.37464586206896544,Total infected,40%,Vaccine Efficacy 50%,Low
151,32.0,116.1763,0.4006079310344828,Total infected,40%,Vaccine Efficacy 50%,Low
152,33.0,123.99199999999999,0.4275586206896551,Total infected,40%,Vaccine Efficacy 50%,Low
153,34.0,131.96,0.45503448275862074,Total infected,40%,Vaccine Efficacy 50%,Low
154,35.0,137.53910000000002,0.47427275862068974,Total infected,40%,Vaccine Efficacy 50%,Low
155,36.0,141.6713,0.48852172413793105,Total infected,40%,Vaccine Efficacy 50%,Low
156,37.0,146.7194,0.5059289655172414,Total infected,40%,Vaccine Efficacy 50%,Low
157,38.0,151.97,0.5240344827586206,Total infected,40%,Vaccine Efficacy 50%,Low
158,39.0,157.495,0.5430862068965517,Total infected,40%,Vaccine Efficacy 50%,Low
159,40.0,162.9038,0.5617372413793104,Total infected,40%,Vaccine Efficacy 50%,Low
160,41.0,167.9299,0.5790686206896551,Total infected,40%,Vaccine Efficacy 50%,Low
161,42.0,171.83769999999998,0.5925437931034482,Total infected,40%,Vaccine Efficacy 50%,Low
162,43.0,174.6012,0.6020731034482759,Total infected,40%,Vaccine Efficacy 50%,Low
163,44.0,177.8077,0.6131300000000001,Total infected,40%,Vaccine Efficacy 50%,Low
164,45.0,181.3087,0.6252024137931034,Total infected,40%,Vaccine Efficacy 50%,Low
165,46.0,184.481,0.6361413793103448,Total infected,40%,Vaccine Efficacy 50%,Low
166,47.0,187.517,0.6466103448275862,Total infected,40%,Vaccine Efficacy 50%,Low
167,48.0,190.4029,0.656561724137931,Total infected,40%,Vaccine Efficacy 50%,Low
168,49.0,192.503,0.663803448275862,Total infected,40%,Vaccine Efficacy 50%,Low
169,50.0,193.98000000000002,0.668896551724138,Total infected,40%,Vaccine Efficacy 50%,Low
170,51.0,195.6714,0.6747289655172414,Total infected,40%,Vaccine Efficacy 50%,Low
171,52.0,197.3527,0.6805265517241379,Total infected,40%,Vaccine Efficacy 50%,Low
172,53.0,198.992,0.6861793103448276,Total infected,40%,Vaccine Efficacy 50%,Low
173,54.0,200.523,0.6914586206896551,Total infected,40%,Vaccine Efficacy 50%,Low
174,55.0,201.8938,0.6961855172413793,Total infected,40%,Vaccine Efficacy 50%,Low
175,56.0,202.8518,0.6994889655172414,Total infected,40%,Vaccine Efficacy 50%,Low
176,57.0,203.5592,0.701928275862069,Total infected,40%,Vaccine Efficacy 50%,Low
177,58.0,204.2506,0.7043124137931034,Total infected,40%,Vaccine Efficacy 50%,Low
178,59.0,205.05610000000001,0.70709,Total infected,40%,Vaccine Efficacy 50%,Low
179,60.0,205.71949999999998,0.7093775862068965,Total infected,40%,Vaccine Efficacy 50%,Low
180,1.0,0.0,0.0,Total infected,70%,Vaccine Efficacy 50%,Low
181,2.0,0.056100000000014916,0.0001934482758621204,Total infected,70%,Vaccine Efficacy 50%,Low
182,3.0,0.1682999999999879,0.0005803448275861652,Total infected,70%,Vaccine Efficacy 50%,Low
183,4.0,0.302599999999984,0.0010434482758620138,Total infected,70%,Vaccine Efficacy 50%,Low
184,5.0,0.5630999999999631,0.001941724137930907,Total infected,70%,Vaccine Efficacy 50%,Low
185,6.0,0.9498999999999569,0.003275517241379162,Total infected,70%,Vaccine Efficacy 50%,Low
186,7.0,1.274499999999989,0.004394827586206859,Total infected,70%,Vaccine Efficacy 50%,Low
187,8.0,1.581200000000024,0.0054524137931035305,Total infected,70%,Vaccine Efficacy 50%,Low
188,9.0,2.106200000000001,0.00726275862068966,Total infected,70%,Vaccine Efficacy 50%,Low
189,10.0,3.004000000000019,0.010358620689655238,Total infected,70%,Vaccine Efficacy 50%,Low
190,11.0,4.128299999999967,0.014235517241379197,Total infected,70%,Vaccine Efficacy 50%,Low
191,12.0,5.593099999999993,0.019286551724137905,Total infected,70%,Vaccine Efficacy 50%,Low
192,13.0,7.356700000000046,0.025367931034482916,Total infected,70%,Vaccine Efficacy 50%,Low
193,14.0,8.585100000000011,0.029603793103448316,Total infected,70%,Vaccine Efficacy 50%,Low
194,15.0,9.486899999999991,0.03271344827586204,Total infected,70%,Vaccine Efficacy 50%,Low
195,16.0,11.236400000000003,0.038746206896551734,Total infected,70%,Vaccine Efficacy 50%,Low
196,17.0,13.5231,0.04663137931034483,Total infected,70%,Vaccine Efficacy 50%,Low
197,18.0,16.140300000000025,0.05565620689655181,Total infected,70%,Vaccine Efficacy 50%,Low
198,19.0,19.416799999999967,0.06695448275862058,Total infected,70%,Vaccine Efficacy 50%,Low
199,20.0,23.318600000000004,0.08040896551724139,Total infected,70%,Vaccine Efficacy 50%,Low
200,21.0,26.0,0.0896551724137931,Total infected,70%,Vaccine Efficacy 50%,Low
201,22.0,28.024,0.09663448275862069,Total infected,70%,Vaccine Efficacy 50%,Low
202,23.0,31.212400000000002,0.10762896551724138,Total infected,70%,Vaccine Efficacy 50%,Low
203,24.0,35.22640000000001,0.12147034482758624,Total infected,70%,Vaccine Efficacy 50%,Low
204,25.0,39.82769999999999,0.13733689655172412,Total infected,70%,Vaccine Efficacy 50%,Low
205,26.0,44.81960000000001,0.15455034482758623,Total infected,70%,Vaccine Efficacy 50%,Low
206,27.0,50.18440000000001,0.17304965517241383,Total infected,70%,Vaccine Efficacy 50%,Low
207,28.0,54.00999999999999,0.1862413793103448,Total infected,70%,Vaccine Efficacy 50%,Low
208,29.0,56.789500000000004,0.19582586206896552,Total infected,70%,Vaccine Efficacy 50%,Low
209,30.0,60.947900000000004,0.21016517241379312,Total infected,70%,Vaccine Efficacy 50%,Low
210,31.0,65.93780000000001,0.22737172413793108,Total infected,70%,Vaccine Efficacy 50%,Low
211,32.0,71.21440000000001,0.24556689655172417,Total infected,70%,Vaccine Efficacy 50%,Low
212,33.0,76.8296,0.2649296551724138,Total infected,70%,Vaccine Efficacy 50%,Low
213,34.0,82.531,0.2845896551724138,Total infected,70%,Vaccine Efficacy 50%,Low
214,35.0,86.53300000000002,0.29838965517241384,Total infected,70%,Vaccine Efficacy 50%,Low
215,36.0,89.5831,0.30890724137931036,Total infected,70%,Vaccine Efficacy 50%,Low
216,37.0,93.6473,0.322921724137931,Total infected,70%,Vaccine Efficacy 50%,Low
217,38.0,98.1402,0.3384144827586207,Total infected,70%,Vaccine Efficacy 50%,Low
218,39.0,102.88980000000001,0.3547924137931035,Total infected,70%,Vaccine Efficacy 50%,Low
219,40.0,107.83359999999999,0.37183999999999995,Total infected,70%,Vaccine Efficacy 50%,Low
220,41.0,112.547,0.38809310344827586,Total infected,70%,Vaccine Efficacy 50%,Low
221,42.0,116.1001,0.4003451724137931,Total infected,70%,Vaccine Efficacy 50%,Low
222,43.0,118.517,0.4086793103448276,Total infected,70%,Vaccine Efficacy 50%,Low
223,44.0,121.86770000000001,0.4202334482758621,Total infected,70%,Vaccine Efficacy 50%,Low
224,45.0,125.48500000000001,0.4327068965517242,Total infected,70%,Vaccine Efficacy 50%,Low
225,46.0,129.1442,0.44532482758620695,Total infected,70%,Vaccine Efficacy 50%,Low
226,47.0,132.6793,0.45751482758620693,Total infected,70%,Vaccine Efficacy 50%,Low
227,48.0,136.1984,0.46964965517241375,Total infected,70%,Vaccine Efficacy 50%,Low
228,49.0,138.6112,0.4779696551724138,Total infected,70%,Vaccine Efficacy 50%,Low
229,50.0,140.4148,0.48418896551724144,Total infected,70%,Vaccine Efficacy 50%,Low
230,51.0,142.523,0.4914586206896552,Total infected,70%,Vaccine Efficacy 50%,Low
231,52.0,144.7715,0.49921206896551723,Total infected,70%,Vaccine Efficacy 50%,Low
232,53.0,147.036,0.5070206896551724,Total infected,70%,Vaccine Efficacy 50%,Low
233,54.0,149.2104,0.5145186206896551,Total infected,70%,Vaccine Efficacy 50%,Low
234,55.0,151.3828,0.5220096551724138,Total infected,70%,Vaccine Efficacy 50%,Low
235,56.0,152.8637,0.5271162068965517,Total infected,70%,Vaccine Efficacy 50%,Low
236,57.0,153.9659,0.5309168965517241,Total infected,70%,Vaccine Efficacy 50%,Low
237,58.0,155.3487,0.5356851724137931,Total infected,70%,Vaccine Efficacy 50%,Low
238,59.0,156.5871,0.5399555172413792,Total infected,70%,Vaccine Efficacy 50%,Low
239,60.0,157.9939,0.5448065517241379,Total infected,70%,Vaccine Efficacy 50%,Low
