,day,cumulative_infected,cumulative_infected_norm,type,type_pretty,vaccine_efficacy,prevalence
22,23.0,58.825800000000015,0.2028475862068966,Total infected,0%,Vaccine Efficacy 50%,Low
23,24.0,64.34870000000001,0.22189206896551728,Total infected,0%,Vaccine Efficacy 50%,Low
24,25.0,70.39690000000002,0.2427479310344828,Total infected,0%,Vaccine Efficacy 50%,Low
25,26.0,77.10230000000001,0.26587000000000005,Total infected,0%,Vaccine Efficacy 50%,Low
26,27.0,83.87180000000001,0.2892131034482759,Total infected,0%,Vaccine Efficacy 50%,Low
27,28.0,88.66950000000003,0.3057568965517242,Total infected,0%,Vaccine Efficacy 50%,Low
28,29.0,92.26459999999997,0.31815379310344816,Total infected,0%,Vaccine Efficacy 50%,Low
29,30.0,96.8177,0.33385413793103447,Total infected,0%,Vaccine Efficacy 50%,Low
30,31.0,102.0743,0.35198034482758617,Total infected,0%,Vaccine Efficacy 50%,Low
31,32.0,107.31869999999998,0.37006448275862064,Total infected,0%,Vaccine Efficacy 50%,Low
32,33.0,112.9239,0.38939275862068967,Total infected,0%,Vaccine Efficacy 50%,Low
33,34.0,118.60919999999999,0.4089972413793103,Total infected,0%,Vaccine Efficacy 50%,Low
34,35.0,122.60909999999996,0.42278999999999983,Total infected,0%,Vaccine Efficacy 50%,Low
35,36.0,125.56110000000001,0.4329693103448276,Total infected,0%,Vaccine Efficacy 50%,Low
36,37.0,129.0643,0.4450493103448276,Total infected,0%,Vaccine Efficacy 50%,Low
37,38.0,132.94189999999998,0.45842034482758615,Total infected,0%,Vaccine Efficacy 50%,Low
38,39.0,137.0742,0.47266965517241377,Total infected,0%,Vaccine Efficacy 50%,Low
39,40.0,141.3388,0.4873751724137931,Total infected,0%,Vaccine Efficacy 50%,Low
40,41.0,145.5451,0.5018796551724137,Total infected,0%,Vaccine Efficacy 50%,Low
41,42.0,148.4911,0.512038275862069,Total infected,0%,Vaccine Efficacy 50%,Low
42,43.0,150.7757,0.5199162068965517,Total infected,0%,Vaccine Efficacy 50%,Low
43,44.0,153.31869999999998,0.528685172413793,Total infected,0%,Vaccine Efficacy 50%,Low
44,45.0,155.90180000000004,0.5375924137931036,Total infected,0%,Vaccine Efficacy 50%,Low
45,46.0,158.8577,0.5477851724137931,Total infected,0%,Vaccine Efficacy 50%,Low
46,47.0,161.6554,0.5574324137931034,Total infected,0%,Vaccine Efficacy 50%,Low
47,48.0,164.5231,0.5673210344827586,Total infected,0%,Vaccine Efficacy 50%,Low
48,49.0,166.5272,0.574231724137931,Total infected,0%,Vaccine Efficacy 50%,Low
49,50.0,168.0462,0.5794696551724138,Total infected,0%,Vaccine Efficacy 50%,Low
50,51.0,169.83769999999998,0.5856472413793102,Total infected,0%,Vaccine Efficacy 50%,Low
51,52.0,171.90789999999998,0.5927858620689654,Total infected,0%,Vaccine Efficacy 50%,Low
52,53.0,173.9801,0.5999313793103448,Total infected,0%,Vaccine Efficacy 50%,Low
53,54.0,176.12420000000003,0.607324827586207,Total infected,0%,Vaccine Efficacy 50%,Low
54,55.0,178.2846,0.6147744827586207,Total infected,0%,Vaccine Efficacy 50%,Low
55,56.0,179.83769999999998,0.62013,Total infected,0%,Vaccine Efficacy 50%,Low
56,57.0,180.9982,0.624131724137931,Total infected,0%,Vaccine Efficacy 50%,Low
57,58.0,182.45499999999998,0.629155172413793,Total infected,0%,Vaccine Efficacy 50%,Low
58,59.0,184.01,0.6345172413793103,Total infected,0%,Vaccine Efficacy 50%,Low
59,60.0,185.60719999999998,0.6400248275862068,Total infected,0%,Vaccine Efficacy 50%,Low
60,1.0,0.0,0.0,Total infected,10%,Vaccine Efficacy 50%,Low
61,2.0,0.07619999999997162,0.00026275862068955735,Total infected,10%,Vaccine Efficacy 50%,Low
62,3.0,0.2685999999999922,0.0009262068965516972,Total infected,10%,Vaccine Efficacy 50%,Low
63,4.0,0.6091999999999871,0.0021006896551723693,Total infected,10%,Vaccine Efficacy 50%,Low
64,5.0,1.1263000000000147,0.0038837931034483267,Total infected,10%,Vaccine Efficacy 50%,Low
65,6.0,1.9841000000000122,0.006841724137931077,Total infected,10%,Vaccine Efficacy 50%,Low
66,7.0,2.5790999999999826,0.008893448275862009,Total infected,10%,Vaccine Efficacy 50%,Low
67,8.0,3.1282000000000494,0.010786896551724308,Total infected,10%,Vaccine Efficacy 50%,Low
68,9.0,4.286600000000021,0.014781379310344902,Total infected,10%,Vaccine Efficacy 50%,Low
69,10.0,5.949999999999989,0.020517241379310304,Total infected,10%,Vaccine Efficacy 50%,Low
70,11.0,8.25260000000003,0.028457241379310445,Total infected,10%,Vaccine Efficacy 50%,Low
71,12.0,11.202499999999986,0.03862931034482754,Total infected,10%,Vaccine Efficacy 50%,Low
72,13.0,14.57120000000009,0.05024551724137962,Total infected,10%,Vaccine Efficacy 50%,Low
73,14.0,17.114400000000046,0.05901517241379326,Total infected,10%,Vaccine Efficacy 50%,Low
74,15.0,19.100100000000054,0.06586241379310363,Total infected,10%,Vaccine Efficacy 50%,Low
75,16.0,22.274400000000014,0.07680827586206901,Total infected,10%,Vaccine Efficacy 50%,Low
76,17.0,26.248400000000004,0.09051172413793104,Total infected,10%,Vaccine Efficacy 50%,Low
77,18.0,30.79159999999996,0.10617793103448261,Total infected,10%,Vaccine Efficacy 50%,Low
78,19.0,35.89580000000004,0.1237786206896553,Total infected,10%,Vaccine Efficacy 50%,Low
79,20.0,41.366900000000044,0.14264448275862085,Total infected,10%,Vaccine Efficacy 50%,Low
80,21.0,45.60309999999998,0.1572520689655172,Total infected,10%,Vaccine Efficacy 50%,Low
81,22.0,48.438800000000015,0.16703034482758625,Total infected,10%,Vaccine Efficacy 50%,Low
82,23.0,52.621399999999966,0.18145310344827575,Total infected,10%,Vaccine Efficacy 50%,Low
83,24.0,57.494999999999976,0.19825862068965508,Total infected,10%,Vaccine Efficacy 50%,Low
84,25.0,62.72740000000002,0.21630137931034488,Total infected,10%,Vaccine Efficacy 50%,Low
85,26.0,68.3989,0.23585827586206895,Total infected,10%,Vaccine Efficacy 50%,Low
86,27.0,74.29040000000006,0.2561737931034485,Total infected,10%,Vaccine Efficacy 50%,Low
87,28.0,78.32259999999997,0.27007793103448263,Total infected,10%,Vaccine Efficacy 50%,Low
88,29.0,81.37469999999999,0.2806024137931034,Total infected,10%,Vaccine Efficacy 50%,Low
89,30.0,85.29859999999996,0.29413310344827576,Total infected,10%,Vaccine Efficacy 50%,Low
90,31.0,89.80969999999996,0.309688620689655,Total infected,10%,Vaccine Efficacy 50%,Low
91,32.0,94.60919999999999,0.32623862068965515,Total infected,10%,Vaccine Efficacy 50%,Low
92,33.0,99.50909999999999,0.34313482758620684,Total infected,10%,Vaccine Efficacy 50%,Low
93,34.0,104.53110000000004,0.36045206896551735,Total infected,10%,Vaccine Efficacy 50%,Low
94,35.0,108.26460000000003,0.3733262068965518,Total infected,10%,Vaccine Efficacy 50%,Low
95,36.0,110.87190000000001,0.3823168965517242,Total infected,10%,Vaccine Efficacy 50%,Low
96,37.0,114.1583,0.3936493103448276,Total infected,10%,Vaccine Efficacy 50%,Low
97,38.0,117.71950000000001,0.4059293103448276,Total infected,10%,Vaccine Efficacy 50%,Low
98,39.0,121.66160000000002,0.4195227586206897,Total infected,10%,Vaccine Efficacy 50%,Low
99,40.0,125.70759999999999,0.43347448275862066,Total infected,10%,Vaccine Efficacy 50%,Low
100,41.0,129.6514,0.44707379310344825,Total infected,10%,Vaccine Efficacy 50%,Low
101,42.0,132.55509999999998,0.45708655172413787,Total infected,10%,Vaccine Efficacy 50%,Low
102,43.0,134.53509999999997,0.46391413793103436,Total infected,10%,Vaccine Efficacy 50%,Low
103,44.0,137.09229999999997,0.4727320689655171,Total infected,10%,Vaccine Efficacy 50%,Low
104,45.0,139.9179,0.4824755172413793,Total infected,10%,Vaccine Efficacy 50%,Low
105,46.0,142.9239,0.4928410344827586,Total infected,10%,Vaccine Efficacy 50%,Low
106,47.0,145.8054,0.5027772413793103,Total infected,10%,Vaccine Efficacy 50%,Low
107,48.0,148.81169999999997,0.5131437931034482,Total infected,10%,Vaccine Efficacy 50%,Low
108,49.0,150.92180000000002,0.5204200000000001,Total infected,10%,Vaccine Efficacy 50%,Low
109,50.0,152.52900000000002,0.5259620689655173,Total infected,10%,Vaccine Efficacy 50%,Low
110,51.0,154.40480000000002,0.5324303448275863,Total infected,10%,Vaccine Efficacy 50%,Low
111,52.0,156.4648,0.5395337931034483,Total infected,10%,Vaccine Efficacy 50%,Low
112,53.0,158.7135,0.5472879310344828,Total infected,10%,Vaccine Efficacy 50%,Low
113,54.0,160.8638,0.5547027586206896,Total infected,10%,Vaccine Efficacy 50%,Low
114,55.0,162.95589999999999,0.561916896551724,Total infected,10%,Vaccine Efficacy 50%,Low
115,56.0,164.72160000000002,0.5680055172413794,Total infected,10%,Vaccine Efficacy 50%,Low
116,57.0,165.91379999999998,0.5721165517241379,Total infected,10%,Vaccine Efficacy 50%,Low
117,58.0,167.41290000000004,0.5772858620689656,Total infected,10%,Vaccine Efficacy 50%,Low
118,59.0,169.1022,0.5831110344827587,Total infected,10%,Vaccine Efficacy 50%,Low
119,60.0,170.8938,0.5892889655172414,Total infected,10%,Vaccine Efficacy 50%,Low
120,1.0,0.0,0.0,Total infected,40%,Vaccine Efficacy 50%,Low
121,2.0,0.07220000000000937,0.0002489655172414116,Total infected,40%,Vaccine Efficacy 50%,Low
122,3.0,0.19039999999995416,0.000656551724137773,Total infected,40%,Vaccine Efficacy 50%,Low
123,4.0,0.4128999999999792,0.001423793103448204,Total infected,40%,Vaccine Efficacy 50%,Low
124,5.0,0.841700000000003,0.0029024137931034587,Total infected,40%,Vaccine Efficacy 50%,Low
125,6.0,1.4329000000000178,0.004941034482758682,Total infected,40%,Vaccine Efficacy 50%,Low
126,7.0,1.8937999999999988,0.006530344827586203,Total infected,40%,Vaccine Efficacy 50%,Low
127,8.0,2.2684999999999604,0.007822413793103312,Total infected,40%,Vaccine Efficacy 50%,Low
128,9.0,3.0482000000000085,0.01051103448275865,Total infected,40%,Vaccine Efficacy 50%,Low
129,10.0,4.212400000000002,0.01452551724137932,Total infected,40%,Vaccine Efficacy 50%,Low
130,11.0,5.763400000000047,0.019873793103448438,Total infected,40%,Vaccine Efficacy 50%,Low
131,12.0,7.797600000000045,0.02688827586206912,Total infected,40%,Vaccine Efficacy 50%,Low
132,13.0,10.368800000000022,0.03575448275862076,Total infected,40%,Vaccine Efficacy 50%,Low
133,14.0,12.25060000000002,0.042243448275862135,Total infected,40%,Vaccine Efficacy 50%,Low
134,15.0,13.669499999999971,0.047136206896551625,Total infected,40%,Vaccine Efficacy 50%,Low
135,16.0,15.839600000000019,0.05461931034482765,Total infected,40%,Vaccine Efficacy 50%,Low
136,17.0,18.70949999999999,0.06451551724137929,Total infected,40%,Vaccine Efficacy 50%,Low
137,18.0,22.0462,0.07602137931034482,Total infected,40%,Vaccine Efficacy 50%,Low
138,19.0,25.74160000000012,0.0887641379310349,Total infected,40%,Vaccine Efficacy 50%,Low
139,20.0,29.93769999999995,0.1032334482758619,Total infected,40%,Vaccine Efficacy 50%,Low
140,21.0,32.984000000000094,0.11373793103448308,Total infected,40%,Vaccine Efficacy 50%,Low
141,22.0,35.2885,0.12168448275862069,Total infected,40%,Vaccine Efficacy 50%,Low
142,23.0,38.21629999999996,0.13178034482758608,Total infected,40%,Vaccine Efficacy 50%,Low
143,24.0,41.78550000000001,0.1440879310344828,Total infected,40%,Vaccine Efficacy 50%,Low
144,25.0,45.72350000000009,0.15766724137931065,Total infected,40%,Vaccine Efficacy 50%,Low
145,26.0,49.85979999999995,0.17193034482758604,Total infected,40%,Vaccine Efficacy 50%,Low
146,27.0,54.316599999999994,0.18729862068965517,Total infected,40%,Vaccine Efficacy 50%,Low
147,28.0,57.41079999999994,0.19796827586206875,Total infected,40%,Vaccine Efficacy 50%,Low
148,29.0,59.761600000000044,0.20607448275862084,Total infected,40%,Vaccine Efficacy 50%,Low
149,30.0,62.92569999999998,0.21698517241379303,Total infected,40%,Vaccine Efficacy 50%,Low
150,31.0,66.68149999999997,0.22993620689655161,Total infected,40%,Vaccine Efficacy 50%,Low
151,32.0,70.47709999999998,0.24302448275862062,Total infected,40%,Vaccine Efficacy 50%,Low
152,33.0,74.7053,0.2576044827586207,Total infected,40%,Vaccine Efficacy 50%,Low
153,34.0,78.8417,0.27186793103448276,Total infected,40%,Vaccine Efficacy 50%,Low
154,35.0,81.80950000000001,0.2821017241379311,Total infected,40%,Vaccine Efficacy 50%,Low
155,36.0,84.11419999999998,0.2900489655172413,Total infected,40%,Vaccine Efficacy 50%,Low
156,37.0,86.97799999999998,0.2999241379310344,Total infected,40%,Vaccine Efficacy 50%,Low
157,38.0,89.99199999999996,0.3103172413793102,Total infected,40%,Vaccine Efficacy 50%,Low
158,39.0,93.435,0.3221896551724138,Total infected,40%,Vaccine Efficacy 50%,Low
159,40.0,97.03400000000002,0.33460000000000006,Total infected,40%,Vaccine Efficacy 50%,Low
160,41.0,100.52909999999997,0.34665206896551715,Total infected,40%,Vaccine Efficacy 50%,Low
161,42.0,103.04420000000002,0.355324827586207,Total infected,40%,Vaccine Efficacy 50%,Low
162,43.0,104.93790000000004,0.361854827586207,Total infected,40%,Vaccine Efficacy 50%,Low
163,44.0,107.2724,0.3699048275862069,Total infected,40%,Vaccine Efficacy 50%,Low
164,45.0,109.77760000000004,0.37854344827586217,Total infected,40%,Vaccine Efficacy 50%,Low
165,46.0,112.41079999999997,0.3876234482758619,Total infected,40%,Vaccine Efficacy 50%,Low
166,47.0,115.19820000000001,0.39723517241379314,Total infected,40%,Vaccine Efficacy 50%,Low
167,48.0,118.0101,0.4069313793103448,Total infected,40%,Vaccine Efficacy 50%,Low
168,49.0,120.12220000000002,0.4142144827586208,Total infected,40%,Vaccine Efficacy 50%,Low
169,50.0,121.55509999999998,0.4191555172413792,Total infected,40%,Vaccine Efficacy 50%,Low
170,51.0,123.3286,0.4252710344827586,Total infected,40%,Vaccine Efficacy 50%,Low
171,52.0,125.42290000000003,0.43249275862068975,Total infected,40%,Vaccine Efficacy 50%,Low
172,53.0,127.60520000000002,0.44001793103448283,Total infected,40%,Vaccine Efficacy 50%,Low
173,54.0,129.81369999999998,0.447633448275862,Total infected,40%,Vaccine Efficacy 50%,Low
174,55.0,132.04610000000002,0.4553313793103449,Total infected,40%,Vaccine Efficacy 50%,Low
175,56.0,133.61130000000003,0.46072862068965525,Total infected,40%,Vaccine Efficacy 50%,Low
176,57.0,134.73140000000004,0.46459103448275874,Total infected,40%,Vaccine Efficacy 50%,Low
177,58.0,136.1121,0.46935206896551723,Total infected,40%,Vaccine Efficacy 50%,Low
178,59.0,137.56529999999995,0.4743631034482757,Total infected,40%,Vaccine Efficacy 50%,Low
179,60.0,139.0484,0.4794772413793103,Total infected,40%,Vaccine Efficacy 50%,Low
180,1.0,0.0,0.0,Total infected,70%,Vaccine Efficacy 50%,Low
181,2.0,0.056100000000014916,0.0001934482758621204,Total infected,70%,Vaccine Efficacy 50%,Low
182,3.0,0.16830000000004475,0.0005803448275863612,Total infected,70%,Vaccine Efficacy 50%,Low
183,4.0,0.302599999999984,0.0010434482758620138,Total infected,70%,Vaccine Efficacy 50%,Low
184,5.0,0.5550999999999817,0.0019141379310344197,Total infected,70%,Vaccine Efficacy 50%,Low
185,6.0,0.9398000000000479,0.003240689655172579,Total infected,70%,Vaccine Efficacy 50%,Low
186,7.0,1.2665000000000077,0.004367241379310371,Total infected,70%,Vaccine Efficacy 50%,Low
187,8.0,1.5733000000000175,0.005425172413793164,Total infected,70%,Vaccine Efficacy 50%,Low
188,9.0,2.0721999999999525,0.007145517241379146,Total infected,70%,Vaccine Efficacy 50%,Low
189,10.0,2.901900000000012,0.010006551724137972,Total infected,70%,Vaccine Efficacy 50%,Low
190,11.0,3.9378000000000384,0.013578620689655305,Total infected,70%,Vaccine Efficacy 50%,Low
191,12.0,5.2345000000000255,0.018050000000000087,Total infected,70%,Vaccine Efficacy 50%,Low
192,13.0,6.799599999999998,0.02344689655172413,Total infected,70%,Vaccine Efficacy 50%,Low
193,14.0,7.921899999999994,0.027316896551724118,Total infected,70%,Vaccine Efficacy 50%,Low
194,15.0,8.771399999999971,0.030246206896551626,Total infected,70%,Vaccine Efficacy 50%,Low
195,16.0,10.150300000000016,0.035001034482758674,Total infected,70%,Vaccine Efficacy 50%,Low
196,17.0,11.811799999999948,0.04073034482758603,Total infected,70%,Vaccine Efficacy 50%,Low
197,18.0,13.889800000000037,0.04789586206896564,Total infected,70%,Vaccine Efficacy 50%,Low
198,19.0,16.082199999999943,0.05545586206896532,Total infected,70%,Vaccine Efficacy 50%,Low
199,20.0,18.69939999999997,0.0644806896551723,Total infected,70%,Vaccine Efficacy 50%,Low
200,21.0,20.619299999999953,0.07110103448275845,Total infected,70%,Vaccine Efficacy 50%,Low
201,22.0,22.028099999999995,0.07595896551724136,Total infected,70%,Vaccine Efficacy 50%,Low
202,23.0,24.064200000000028,0.0829800000000001,Total infected,70%,Vaccine Efficacy 50%,Low
203,24.0,26.376800000000003,0.0909544827586207,Total infected,70%,Vaccine Efficacy 50%,Low
204,25.0,29.134199999999964,0.10046275862068953,Total infected,70%,Vaccine Efficacy 50%,Low
205,26.0,32.05809999999997,0.110545172413793,Total infected,70%,Vaccine Efficacy 50%,Low
206,27.0,35.34269999999998,0.12187137931034475,Total infected,70%,Vaccine Efficacy 50%,Low
207,28.0,37.599199999999996,0.12965241379310344,Total infected,70%,Vaccine Efficacy 50%,Low
208,29.0,39.266700000000014,0.1354024137931035,Total infected,70%,Vaccine Efficacy 50%,Low
209,30.0,41.57519999999994,0.14336275862068945,Total infected,70%,Vaccine Efficacy 50%,Low
210,31.0,44.16039999999998,0.15227724137931029,Total infected,70%,Vaccine Efficacy 50%,Low
211,32.0,47.13629999999995,0.1625389655172412,Total infected,70%,Vaccine Efficacy 50%,Low
212,33.0,50.21459999999996,0.17315379310344814,Total infected,70%,Vaccine Efficacy 50%,Low
213,34.0,53.44889999999998,0.18430655172413787,Total infected,70%,Vaccine Efficacy 50%,Low
214,35.0,55.7696,0.19230896551724136,Total infected,70%,Vaccine Efficacy 50%,Low
215,36.0,57.565300000000036,0.19850103448275874,Total infected,70%,Vaccine Efficacy 50%,Low
216,37.0,59.851699999999965,0.20638517241379298,Total infected,70%,Vaccine Efficacy 50%,Low
217,38.0,62.448800000000006,0.21534068965517245,Total infected,70%,Vaccine Efficacy 50%,Low
218,39.0,65.1925,0.224801724137931,Total infected,70%,Vaccine Efficacy 50%,Low
219,40.0,68.12829999999997,0.234925172413793,Total infected,70%,Vaccine Efficacy 50%,Low
220,41.0,70.96600000000001,0.24471034482758625,Total infected,70%,Vaccine Efficacy 50%,Low
221,42.0,73.11850000000001,0.2521327586206897,Total infected,70%,Vaccine Efficacy 50%,Low
222,43.0,74.74159999999998,0.2577296551724137,Total infected,70%,Vaccine Efficacy 50%,Low
223,44.0,76.71339999999998,0.2645289655172413,Total infected,70%,Vaccine Efficacy 50%,Low
224,45.0,78.912,0.2721103448275862,Total infected,70%,Vaccine Efficacy 50%,Low
225,46.0,81.2706,0.28024344827586206,Total infected,70%,Vaccine Efficacy 50%,Low
226,47.0,83.68329999999997,0.2885631034482758,Total infected,70%,Vaccine Efficacy 50%,Low
227,48.0,86.22469999999998,0.29732655172413786,Total infected,70%,Vaccine Efficacy 50%,Low
228,49.0,87.99019999999999,0.30341448275862065,Total infected,70%,Vaccine Efficacy 50%,Low
229,50.0,89.31079999999997,0.3079682758620689,Total infected,70%,Vaccine Efficacy 50%,Low
230,51.0,90.90580000000003,0.31346827586206905,Total infected,70%,Vaccine Efficacy 50%,Low
231,52.0,92.61520000000002,0.3193627586206897,Total infected,70%,Vaccine Efficacy 50%,Low
232,53.0,94.60919999999996,0.32623862068965503,Total infected,70%,Vaccine Efficacy 50%,Low
233,54.0,96.6172,0.33316275862068967,Total infected,70%,Vaccine Efficacy 50%,Low
234,55.0,98.68539999999999,0.3402944827586206,Total infected,70%,Vaccine Efficacy 50%,Low
235,56.0,100.07419999999999,0.345083448275862,Total infected,70%,Vaccine Efficacy 50%,Low
236,57.0,101.07209999999998,0.34852448275862064,Total infected,70%,Vaccine Efficacy 50%,Low
237,58.0,102.47899999999998,0.3533758620689655,Total infected,70%,Vaccine Efficacy 50%,Low
238,59.0,103.9299,0.3583789655172414,Total infected,70%,Vaccine Efficacy 50%,Low
239,60.0,105.49889999999999,0.36378931034482753,Total infected,70%,Vaccine Efficacy 50%,Low
