,day,cumulative_infected,type_pretty,efficacy,policy
387,28.0,0.20975277777777773,40%,Vaccine Efficacy 100%,Without Screening
388,29.0,0.21989861111111106,40%,Vaccine Efficacy 100%,Without Screening
389,30.0,0.2338013888888888,40%,Vaccine Efficacy 100%,Without Screening
390,31.0,0.2506263888888889,40%,Vaccine Efficacy 100%,Without Screening
391,32.0,0.2680368055555555,40%,Vaccine Efficacy 100%,Without Screening
392,33.0,0.2873805555555556,40%,Vaccine Efficacy 100%,Without Screening
393,34.0,0.30737916666666654,40%,Vaccine Efficacy 100%,Without Screening
394,35.0,0.3213368055555556,40%,Vaccine Efficacy 100%,Without Screening
395,36.0,0.3315520833333333,40%,Vaccine Efficacy 100%,Without Screening
396,37.0,0.3455659722222222,40%,Vaccine Efficacy 100%,Without Screening
397,38.0,0.3617368055555556,40%,Vaccine Efficacy 100%,Without Screening
398,39.0,0.3791194444444445,40%,Vaccine Efficacy 100%,Without Screening
399,40.0,0.39712777777777775,40%,Vaccine Efficacy 100%,Without Screening
400,41.0,0.415998611111111,40%,Vaccine Efficacy 100%,Without Screening
401,42.0,0.42963680555555556,40%,Vaccine Efficacy 100%,Without Screening
402,43.0,0.43936458333333345,40%,Vaccine Efficacy 100%,Without Screening
403,44.0,0.4521548611111111,40%,Vaccine Efficacy 100%,Without Screening
404,45.0,0.467379861111111,40%,Vaccine Efficacy 100%,Without Screening
405,46.0,0.4830083333333334,40%,Vaccine Efficacy 100%,Without Screening
406,47.0,0.4999027777777778,40%,Vaccine Efficacy 100%,Without Screening
407,48.0,0.5169777777777778,40%,Vaccine Efficacy 100%,Without Screening
408,49.0,0.5288638888888888,40%,Vaccine Efficacy 100%,Without Screening
409,50.0,0.5376722222222222,40%,Vaccine Efficacy 100%,Without Screening
410,51.0,0.5487777777777778,40%,Vaccine Efficacy 100%,Without Screening
411,52.0,0.5609409722222223,40%,Vaccine Efficacy 100%,Without Screening
412,53.0,0.5741895833333334,40%,Vaccine Efficacy 100%,Without Screening
413,54.0,0.5871881944444445,40%,Vaccine Efficacy 100%,Without Screening
414,55.0,0.6003805555555556,40%,Vaccine Efficacy 100%,Without Screening
415,56.0,0.6101506944444445,40%,Vaccine Efficacy 100%,Without Screening
416,57.0,0.6173180555555555,40%,Vaccine Efficacy 100%,Without Screening
417,58.0,0.6264055555555555,40%,Vaccine Efficacy 100%,Without Screening
418,59.0,0.6360638888888889,40%,Vaccine Efficacy 100%,Without Screening
419,60.0,0.6462506944444445,40%,Vaccine Efficacy 100%,Without Screening
420,1.0,0.0,70%,Vaccine Efficacy 100%,Without Screening
421,2.0,0.00039027777777770706,70%,Vaccine Efficacy 100%,Without Screening
422,3.0,0.0011416666666666704,70%,Vaccine Efficacy 100%,Without Screening
423,4.0,0.002059722222222307,70%,Vaccine Efficacy 100%,Without Screening
424,5.0,0.003284722222222314,70%,Vaccine Efficacy 100%,Without Screening
425,6.0,0.0045930555555556574,70%,Vaccine Efficacy 100%,Without Screening
426,7.0,0.005762499999999843,70%,Vaccine Efficacy 100%,Without Screening
427,8.0,0.007208333333333212,70%,Vaccine Efficacy 100%,Without Screening
428,9.0,0.008823611111111122,70%,Vaccine Efficacy 100%,Without Screening
429,10.0,0.011104166666666792,70%,Vaccine Efficacy 100%,Without Screening
430,11.0,0.01361111111111097,70%,Vaccine Efficacy 100%,Without Screening
431,12.0,0.016616666666666627,70%,Vaccine Efficacy 100%,Without Screening
432,13.0,0.019956944444444364,70%,Vaccine Efficacy 100%,Without Screening
433,14.0,0.022433333333333354,70%,Vaccine Efficacy 100%,Without Screening
434,15.0,0.024131944444444404,70%,Vaccine Efficacy 100%,Without Screening
435,16.0,0.027193055555555488,70%,Vaccine Efficacy 100%,Without Screening
436,17.0,0.030505555555555515,70%,Vaccine Efficacy 100%,Without Screening
437,18.0,0.035237499999999936,70%,Vaccine Efficacy 100%,Without Screening
438,19.0,0.03991388888888873,70%,Vaccine Efficacy 100%,Without Screening
439,20.0,0.044838888888889,70%,Vaccine Efficacy 100%,Without Screening
440,21.0,0.049043055555555486,70%,Vaccine Efficacy 100%,Without Screening
441,22.0,0.05218749999999991,70%,Vaccine Efficacy 100%,Without Screening
442,23.0,0.05619583333333327,70%,Vaccine Efficacy 100%,Without Screening
443,24.0,0.06103888888888894,70%,Vaccine Efficacy 100%,Without Screening
444,25.0,0.06627222222222191,70%,Vaccine Efficacy 100%,Without Screening
445,26.0,0.07142083333333342,70%,Vaccine Efficacy 100%,Without Screening
446,27.0,0.07757222222222243,70%,Vaccine Efficacy 100%,Without Screening
447,28.0,0.08174583333333334,70%,Vaccine Efficacy 100%,Without Screening
448,29.0,0.08511527777777772,70%,Vaccine Efficacy 100%,Without Screening
449,30.0,0.08984583333333321,70%,Vaccine Efficacy 100%,Without Screening
450,31.0,0.09477222222222241,70%,Vaccine Efficacy 100%,Without Screening
451,32.0,0.10044999999999998,70%,Vaccine Efficacy 100%,Without Screening
452,33.0,0.1062666666666667,70%,Vaccine Efficacy 100%,Without Screening
453,34.0,0.11266944444444436,70%,Vaccine Efficacy 100%,Without Screening
454,35.0,0.11720555555555547,70%,Vaccine Efficacy 100%,Without Screening
455,36.0,0.12118611111111112,70%,Vaccine Efficacy 100%,Without Screening
456,37.0,0.12594583333333326,70%,Vaccine Efficacy 100%,Without Screening
457,38.0,0.1312902777777777,70%,Vaccine Efficacy 100%,Without Screening
458,39.0,0.1366624999999999,70%,Vaccine Efficacy 100%,Without Screening
459,40.0,0.14231249999999987,70%,Vaccine Efficacy 100%,Without Screening
460,41.0,0.14846249999999994,70%,Vaccine Efficacy 100%,Without Screening
461,42.0,0.15380694444444445,70%,Vaccine Efficacy 100%,Without Screening
462,43.0,0.15723194444444438,70%,Vaccine Efficacy 100%,Without Screening
463,44.0,0.16159999999999997,70%,Vaccine Efficacy 100%,Without Screening
464,45.0,0.16666666666666666,70%,Vaccine Efficacy 100%,Without Screening
465,46.0,0.17220416666666663,70%,Vaccine Efficacy 100%,Without Screening
466,47.0,0.17743611111111107,70%,Vaccine Efficacy 100%,Without Screening
467,48.0,0.18339444444444453,70%,Vaccine Efficacy 100%,Without Screening
468,49.0,0.1872625,70%,Vaccine Efficacy 100%,Without Screening
469,50.0,0.19065833333333337,70%,Vaccine Efficacy 100%,Without Screening
470,51.0,0.1949458333333333,70%,Vaccine Efficacy 100%,Without Screening
471,52.0,0.19909305555555554,70%,Vaccine Efficacy 100%,Without Screening
472,53.0,0.20438194444444452,70%,Vaccine Efficacy 100%,Without Screening
473,54.0,0.2099472222222222,70%,Vaccine Efficacy 100%,Without Screening
474,55.0,0.21615416666666676,70%,Vaccine Efficacy 100%,Without Screening
475,56.0,0.2198847222222223,70%,Vaccine Efficacy 100%,Without Screening
476,57.0,0.22289027777777765,70%,Vaccine Efficacy 100%,Without Screening
477,58.0,0.2268430555555556,70%,Vaccine Efficacy 100%,Without Screening
478,59.0,0.2320472222222222,70%,Vaccine Efficacy 100%,Without Screening
479,60.0,0.23711388888888893,70%,Vaccine Efficacy 100%,Without Screening
480,1.0,0.0,0%,Vaccine Efficacy 90%,D1
481,2.0,0.00046291666666675724,0%,Vaccine Efficacy 90%,D1
482,3.0,0.0015154166666666432,0%,Vaccine Efficacy 90%,D1
483,4.0,0.002988333333333415,0%,Vaccine Efficacy 90%,D1
484,5.0,0.005513333333333274,0%,Vaccine Efficacy 90%,D1
485,6.0,0.010227083333333315,0%,Vaccine Efficacy 90%,D1
486,7.0,0.013888750000000035,0%,Vaccine Efficacy 90%,D1
487,8.0,0.016287500000000083,0%,Vaccine Efficacy 90%,D1
488,9.0,0.020370416666666693,0%,Vaccine Efficacy 90%,D1
489,10.0,0.02706250000000002,0%,Vaccine Efficacy 90%,D1
490,11.0,0.03560583333333334,0%,Vaccine Efficacy 90%,D1
491,12.0,0.04667541666666655,0%,Vaccine Efficacy 90%,D1
492,13.0,0.06254208333333343,0%,Vaccine Efficacy 90%,D1
493,14.0,0.07281125000000005,0%,Vaccine Efficacy 90%,D1
494,15.0,0.08135541666666661,0%,Vaccine Efficacy 90%,D1
495,16.0,0.09036208333333337,0%,Vaccine Efficacy 90%,D1
496,17.0,0.10202000000000003,0%,Vaccine Efficacy 90%,D1
497,18.0,0.11452000000000002,0%,Vaccine Efficacy 90%,D1
498,19.0,0.13160791666666657,0%,Vaccine Efficacy 90%,D1
499,20.0,0.15075749999999993,0%,Vaccine Efficacy 90%,D1
500,21.0,0.16367833333333348,0%,Vaccine Efficacy 90%,D1
501,22.0,0.17428500000000008,0%,Vaccine Efficacy 90%,D1
502,23.0,0.18539583333333348,0%,Vaccine Efficacy 90%,D1
503,24.0,0.19877958333333332,0%,Vaccine Efficacy 90%,D1
504,25.0,0.21346833333333326,0%,Vaccine Efficacy 90%,D1
505,26.0,0.2306825000000001,0%,Vaccine Efficacy 90%,D1
506,27.0,0.2505474999999999,0%,Vaccine Efficacy 90%,D1
507,28.0,0.2632574999999999,0%,Vaccine Efficacy 90%,D1
508,29.0,0.2739483333333331,0%,Vaccine Efficacy 90%,D1
509,30.0,0.28598499999999993,0%,Vaccine Efficacy 90%,D1
510,31.0,0.2970962500000001,0%,Vaccine Efficacy 90%,D1
511,32.0,0.3106483333333333,0%,Vaccine Efficacy 90%,D1
512,33.0,0.3249583333333335,0%,Vaccine Efficacy 90%,D1
513,34.0,0.3417087500000002,0%,Vaccine Efficacy 90%,D1
514,35.0,0.3534091666666667,0%,Vaccine Efficacy 90%,D1
515,36.0,0.3614054166666668,0%,Vaccine Efficacy 90%,D1
516,37.0,0.3706229166666668,0%,Vaccine Efficacy 90%,D1
517,38.0,0.38026083333333344,0%,Vaccine Efficacy 90%,D1
518,39.0,0.3896887500000001,0%,Vaccine Efficacy 90%,D1
519,40.0,0.40181000000000017,0%,Vaccine Efficacy 90%,D1
520,41.0,0.41372083333333337,0%,Vaccine Efficacy 90%,D1
521,42.0,0.42302249999999997,0%,Vaccine Efficacy 90%,D1
522,43.0,0.42920874999999986,0%,Vaccine Efficacy 90%,D1
523,44.0,0.4363216666666665,0%,Vaccine Efficacy 90%,D1
524,45.0,0.4425504166666666,0%,Vaccine Efficacy 90%,D1
525,46.0,0.44995833333333335,0%,Vaccine Efficacy 90%,D1
526,47.0,0.4579125,0%,Vaccine Efficacy 90%,D1
527,48.0,0.4676350000000001,0%,Vaccine Efficacy 90%,D1
528,49.0,0.47390625,0%,Vaccine Efficacy 90%,D1
529,50.0,0.4786620833333334,0%,Vaccine Efficacy 90%,D1
530,51.0,0.48316541666666674,0%,Vaccine Efficacy 90%,D1
531,52.0,0.4889316666666667,0%,Vaccine Efficacy 90%,D1
532,53.0,0.4955391666666667,0%,Vaccine Efficacy 90%,D1
533,54.0,0.50298875,0%,Vaccine Efficacy 90%,D1
534,55.0,0.51161625,0%,Vaccine Efficacy 90%,D1
535,56.0,0.5175083333333333,0%,Vaccine Efficacy 90%,D1
536,57.0,0.5217591666666667,0%,Vaccine Efficacy 90%,D1
537,58.0,0.5262204166666666,0%,Vaccine Efficacy 90%,D1
538,59.0,0.5322391666666667,0%,Vaccine Efficacy 90%,D1
539,60.0,0.5385941666666666,0%,Vaccine Efficacy 90%,D1
540,1.0,0.0,10%,Vaccine Efficacy 90%,D1
541,2.0,0.0004208333333333559,10%,Vaccine Efficacy 90%,D1
542,3.0,0.001215740740740835,10%,Vaccine Efficacy 90%,D1
543,4.0,0.0021976851851852443,10%,Vaccine Efficacy 90%,D1
544,5.0,0.003974537037037133,10%,Vaccine Efficacy 90%,D1
545,6.0,0.008043518518518556,10%,Vaccine Efficacy 90%,D1
546,7.0,0.010287962962963033,10%,Vaccine Efficacy 90%,D1
547,8.0,0.012954166666666558,10%,Vaccine Efficacy 90%,D1
548,9.0,0.01674166666666663,10%,Vaccine Efficacy 90%,D1
549,10.0,0.02155833333333332,10%,Vaccine Efficacy 90%,D1
550,11.0,0.029414814814814685,10%,Vaccine Efficacy 90%,D1
551,12.0,0.0398893518518518,10%,Vaccine Efficacy 90%,D1
552,13.0,0.053030092592592705,10%,Vaccine Efficacy 90%,D1
553,14.0,0.061681018518518566,10%,Vaccine Efficacy 90%,D1
554,15.0,0.06963194444444462,10%,Vaccine Efficacy 90%,D1
555,16.0,0.0784699074074074,10%,Vaccine Efficacy 90%,D1
556,17.0,0.0890851851851852,10%,Vaccine Efficacy 90%,D1
557,18.0,0.10166481481481492,10%,Vaccine Efficacy 90%,D1
558,19.0,0.11826620370370372,10%,Vaccine Efficacy 90%,D1
559,20.0,0.13641018518518527,10%,Vaccine Efficacy 90%,D1
560,21.0,0.1496444444444445,10%,Vaccine Efficacy 90%,D1
561,22.0,0.16026018518518542,10%,Vaccine Efficacy 90%,D1
562,23.0,0.1712962962962963,10%,Vaccine Efficacy 90%,D1
563,24.0,0.182800462962963,10%,Vaccine Efficacy 90%,D1
564,25.0,0.19790509259259273,10%,Vaccine Efficacy 90%,D1
565,26.0,0.21394490740740738,10%,Vaccine Efficacy 90%,D1
566,27.0,0.23260370370370373,10%,Vaccine Efficacy 90%,D1
567,28.0,0.24504351851851858,10%,Vaccine Efficacy 90%,D1
568,29.0,0.2536944444444447,10%,Vaccine Efficacy 90%,D1
569,30.0,0.2640291666666667,10%,Vaccine Efficacy 90%,D1
570,31.0,0.2745976851851853,10%,Vaccine Efficacy 90%,D1
571,32.0,0.28741157407407414,10%,Vaccine Efficacy 90%,D1
572,33.0,0.2989624999999998,10%,Vaccine Efficacy 90%,D1
573,34.0,0.31266342592592583,10%,Vaccine Efficacy 90%,D1
574,35.0,0.32220324074074075,10%,Vaccine Efficacy 90%,D1
575,36.0,0.3294523148148148,10%,Vaccine Efficacy 90%,D1
576,37.0,0.33749583333333333,10%,Vaccine Efficacy 90%,D1
577,38.0,0.345725925925926,10%,Vaccine Efficacy 90%,D1
578,39.0,0.3562481481481483,10%,Vaccine Efficacy 90%,D1
579,40.0,0.3662083333333332,10%,Vaccine Efficacy 90%,D1
580,41.0,0.3772916666666667,10%,Vaccine Efficacy 90%,D1
581,42.0,0.38580231481481486,10%,Vaccine Efficacy 90%,D1
582,43.0,0.39141435185185186,10%,Vaccine Efficacy 90%,D1
583,44.0,0.39838240740740744,10%,Vaccine Efficacy 90%,D1
584,45.0,0.4059578703703703,10%,Vaccine Efficacy 90%,D1
585,46.0,0.4147023148148148,10%,Vaccine Efficacy 90%,D1
586,47.0,0.4243828703703704,10%,Vaccine Efficacy 90%,D1
587,48.0,0.43555925925925926,10%,Vaccine Efficacy 90%,D1
588,49.0,0.4432754629629629,10%,Vaccine Efficacy 90%,D1
589,50.0,0.4484194444444444,10%,Vaccine Efficacy 90%,D1
590,51.0,0.45393749999999994,10%,Vaccine Efficacy 90%,D1
591,52.0,0.46090509259259266,10%,Vaccine Efficacy 90%,D1
592,53.0,0.4672185185185185,10%,Vaccine Efficacy 90%,D1
593,54.0,0.47456064814814813,10%,Vaccine Efficacy 90%,D1
594,55.0,0.4823231481481482,10%,Vaccine Efficacy 90%,D1
595,56.0,0.4876074074074075,10%,Vaccine Efficacy 90%,D1
596,57.0,0.49200370370370367,10%,Vaccine Efficacy 90%,D1
597,58.0,0.4970541666666667,10%,Vaccine Efficacy 90%,D1
598,59.0,0.5026657407407407,10%,Vaccine Efficacy 90%,D1
599,60.0,0.5084638888888888,10%,Vaccine Efficacy 90%,D1
600,1.0,0.0,40%,Vaccine Efficacy 90%,D1
601,2.0,0.00014027777777789494,40%,Vaccine Efficacy 90%,D1
602,3.0,0.0007020833333333501,40%,Vaccine Efficacy 90%,D1
603,4.0,0.0017534722222222064,40%,Vaccine Efficacy 90%,D1
604,5.0,0.002525000000000135,40%,Vaccine Efficacy 90%,D1
605,6.0,0.004209027777777763,40%,Vaccine Efficacy 90%,D1
606,7.0,0.006172916666666713,40%,Vaccine Efficacy 90%,D1
607,8.0,0.007786111111111025,40%,Vaccine Efficacy 90%,D1
608,9.0,0.01045138888888866,40%,Vaccine Efficacy 90%,D1
609,10.0,0.014449999999999876,40%,Vaccine Efficacy 90%,D1
610,11.0,0.01929027777777787,40%,Vaccine Efficacy 90%,D1
611,12.0,0.025884027777777676,40%,Vaccine Efficacy 90%,D1
612,13.0,0.03423125000000008,40%,Vaccine Efficacy 90%,D1
613,14.0,0.040475000000000115,40%,Vaccine Efficacy 90%,D1
614,15.0,0.045454861111111335,40%,Vaccine Efficacy 90%,D1
615,16.0,0.0518381944444444,40%,Vaccine Efficacy 90%,D1
616,17.0,0.05885277777777769,40%,Vaccine Efficacy 90%,D1
617,18.0,0.06797152777777783,40%,Vaccine Efficacy 90%,D1
618,19.0,0.07849375,40%,Vaccine Efficacy 90%,D1
619,20.0,0.08985694444444449,40%,Vaccine Efficacy 90%,D1
620,21.0,0.09953680555555541,40%,Vaccine Efficacy 90%,D1
621,22.0,0.10535902777777768,40%,Vaccine Efficacy 90%,D1
622,23.0,0.11314513888888891,40%,Vaccine Efficacy 90%,D1
623,24.0,0.12086111111111118,40%,Vaccine Efficacy 90%,D1
624,25.0,0.1298402777777777,40%,Vaccine Efficacy 90%,D1
625,26.0,0.14064305555555556,40%,Vaccine Efficacy 90%,D1
626,27.0,0.1528486111111112,40%,Vaccine Efficacy 90%,D1
627,28.0,0.1629493055555555,40%,Vaccine Efficacy 90%,D1
628,29.0,0.16856111111111113,40%,Vaccine Efficacy 90%,D1
629,30.0,0.17620625,40%,Vaccine Efficacy 90%,D1
630,31.0,0.184904861111111,40%,Vaccine Efficacy 90%,D1
631,32.0,0.19472430555555548,40%,Vaccine Efficacy 90%,D1
632,33.0,0.20545763888888885,40%,Vaccine Efficacy 90%,D1
633,34.0,0.21654097222222232,40%,Vaccine Efficacy 90%,D1
634,35.0,0.22432638888888887,40%,Vaccine Efficacy 90%,D1
635,36.0,0.23134097222222216,40%,Vaccine Efficacy 90%,D1
636,37.0,0.23660138888888887,40%,Vaccine Efficacy 90%,D1
637,38.0,0.24382708333333347,40%,Vaccine Efficacy 90%,D1
638,39.0,0.2526652777777779,40%,Vaccine Efficacy 90%,D1
639,40.0,0.26108333333333333,40%,Vaccine Efficacy 90%,D1
640,41.0,0.2702020833333333,40%,Vaccine Efficacy 90%,D1
641,42.0,0.27700624999999995,40%,Vaccine Efficacy 90%,D1
642,43.0,0.28254722222222217,40%,Vaccine Efficacy 90%,D1
643,44.0,0.2878784722222222,40%,Vaccine Efficacy 90%,D1
644,45.0,0.29398124999999986,40%,Vaccine Efficacy 90%,D1
645,46.0,0.3019784722222223,40%,Vaccine Efficacy 90%,D1
646,47.0,0.31081666666666674,40%,Vaccine Efficacy 90%,D1
647,48.0,0.31888333333333335,40%,Vaccine Efficacy 90%,D1
648,49.0,0.32505625000000005,40%,Vaccine Efficacy 90%,D1
649,50.0,0.3300361111111112,40%,Vaccine Efficacy 90%,D1
650,51.0,0.3348763888888889,40%,Vaccine Efficacy 90%,D1
651,52.0,0.34041875000000005,40%,Vaccine Efficacy 90%,D1
652,53.0,0.3479243055555556,40%,Vaccine Efficacy 90%,D1
653,54.0,0.35444791666666675,40%,Vaccine Efficacy 90%,D1
654,55.0,0.36356666666666676,40%,Vaccine Efficacy 90%,D1
655,56.0,0.3691784722222223,40%,Vaccine Efficacy 90%,D1
656,57.0,0.3733159722222223,40%,Vaccine Efficacy 90%,D1
657,58.0,0.3788583333333334,40%,Vaccine Efficacy 90%,D1
658,59.0,0.38383819444444456,40%,Vaccine Efficacy 90%,D1
659,60.0,0.389379861111111,40%,Vaccine Efficacy 90%,D1
660,1.0,0.0,70%,Vaccine Efficacy 90%,D1
661,2.0,0.0002805555555555925,70%,Vaccine Efficacy 90%,D1
662,3.0,0.0009819444444444751,70%,Vaccine Efficacy 90%,D1
663,4.0,0.0019638888888889503,70%,Vaccine Efficacy 90%,D1
664,5.0,0.002806944444444465,70%,Vaccine Efficacy 90%,D1
665,6.0,0.004349999999999928,70%,Vaccine Efficacy 90%,D1
666,7.0,0.005472222222222101,70%,Vaccine Efficacy 90%,D1
667,8.0,0.007015277777777761,70%,Vaccine Efficacy 90%,D1
668,9.0,0.008137499999999933,70%,Vaccine Efficacy 90%,D1
669,10.0,0.009538888888888961,70%,Vaccine Efficacy 90%,D1
670,11.0,0.012065277777777637,70%,Vaccine Efficacy 90%,D1
671,12.0,0.01430972222222198,70%,Vaccine Efficacy 90%,D1
672,13.0,0.01767777777777783,70%,Vaccine Efficacy 90%,D1
673,14.0,0.01964166666666678,70%,Vaccine Efficacy 90%,D1
674,15.0,0.02062361111111086,70%,Vaccine Efficacy 90%,D1
675,16.0,0.022866666666666664,70%,Vaccine Efficacy 90%,D1
676,17.0,0.02567222222222239,70%,Vaccine Efficacy 90%,D1
677,18.0,0.028758333333333316,70%,Vaccine Efficacy 90%,D1
678,19.0,0.031425000000000085,70%,Vaccine Efficacy 90%,D1
679,20.0,0.03521250000000009,70%,Vaccine Efficacy 90%,D1
680,21.0,0.03731666666666674,70%,Vaccine Efficacy 90%,D1
681,22.0,0.040262499999999965,70%,Vaccine Efficacy 90%,D1
682,23.0,0.04320972222222233,70%,Vaccine Efficacy 90%,D1
683,24.0,0.04741805555555562,70%,Vaccine Efficacy 90%,D1
684,25.0,0.051066666666666864,70%,Vaccine Efficacy 90%,D1
685,26.0,0.054854166666666676,70%,Vaccine Efficacy 90%,D1
686,27.0,0.05920277777777786,70%,Vaccine Efficacy 90%,D1
687,28.0,0.06327083333333346,70%,Vaccine Efficacy 90%,D1
688,29.0,0.06565694444444424,70%,Vaccine Efficacy 90%,D1
689,30.0,0.06790138888888898,70%,Vaccine Efficacy 90%,D1
690,31.0,0.07309166666666655,70%,Vaccine Efficacy 90%,D1
691,32.0,0.0766000000000001,70%,Vaccine Efficacy 90%,D1
692,33.0,0.07968611111111122,70%,Vaccine Efficacy 90%,D1
693,34.0,0.0844555555555555,70%,Vaccine Efficacy 90%,D1
694,35.0,0.08782222222222222,70%,Vaccine Efficacy 90%,D1
695,36.0,0.09119027777777787,70%,Vaccine Efficacy 90%,D1
696,37.0,0.0939958333333334,70%,Vaccine Efficacy 90%,D1
697,38.0,0.09750277777777781,70%,Vaccine Efficacy 90%,D1
698,39.0,0.10087083333333347,70%,Vaccine Efficacy 90%,D1
699,40.0,0.1035361111111111,70%,Vaccine Efficacy 90%,D1
700,41.0,0.10788472222222249,70%,Vaccine Efficacy 90%,D1
701,42.0,0.11069027777777782,70%,Vaccine Efficacy 90%,D1
702,43.0,0.11391666666666664,70%,Vaccine Efficacy 90%,D1
703,44.0,0.11728333333333335,70%,Vaccine Efficacy 90%,D1
704,45.0,0.12051111111111111,70%,Vaccine Efficacy 90%,D1
705,46.0,0.12359722222222214,70%,Vaccine Efficacy 90%,D1
706,47.0,0.12836805555555555,70%,Vaccine Efficacy 90%,D1
707,48.0,0.13243611111111114,70%,Vaccine Efficacy 90%,D1
708,49.0,0.13608333333333336,70%,Vaccine Efficacy 90%,D1
709,50.0,0.13973055555555547,70%,Vaccine Efficacy 90%,D1
710,51.0,0.1423958333333332,70%,Vaccine Efficacy 90%,D1
711,52.0,0.14520277777777776,70%,Vaccine Efficacy 90%,D1
712,53.0,0.1485694444444444,70%,Vaccine Efficacy 90%,D1
713,54.0,0.15249722222222228,70%,Vaccine Efficacy 90%,D1
714,55.0,0.15740694444444447,70%,Vaccine Efficacy 90%,D1
715,56.0,0.1599319444444445,70%,Vaccine Efficacy 90%,D1
716,57.0,0.1616166666666668,70%,Vaccine Efficacy 90%,D1
717,58.0,0.16414166666666674,70%,Vaccine Efficacy 90%,D1
718,59.0,0.16694722222222236,70%,Vaccine Efficacy 90%,D1
719,60.0,0.17017500000000002,70%,Vaccine Efficacy 90%,D1
720,1.0,0.0,0%,Vaccine Efficacy 90%,Without Screening
721,2.0,0.0001683333333333555,0%,Vaccine Efficacy 90%,Without Screening
722,3.0,0.0008416666666666591,0%,Vaccine Efficacy 90%,Without Screening
723,4.0,0.0017674999999999367,0%,Vaccine Efficacy 90%,Without Screening
724,5.0,0.0042087499999999755,0%,Vaccine Efficacy 90%,Without Screening
725,6.0,0.0074075000000000555,0%,Vaccine Efficacy 90%,Without Screening
726,7.0,0.010605833333333337,0%,Vaccine Efficacy 90%,Without Screening
727,8.0,0.013131250000000113,0%,Vaccine Efficacy 90%,Without Screening
728,9.0,0.018771249999999996,0%,Vaccine Efficacy 90%,Without Screening
729,10.0,0.025715416666666612,0%,Vaccine Efficacy 90%,Without Screening
730,11.0,0.03661624999999991,0%,Vaccine Efficacy 90%,Without Screening
731,12.0,0.04920041666666665,0%,Vaccine Efficacy 90%,Without Screening
732,13.0,0.06397291666666666,0%,Vaccine Efficacy 90%,Without Screening
733,14.0,0.07563125,0%,Vaccine Efficacy 90%,Without Screening
734,15.0,0.08430124999999992,0%,Vaccine Efficacy 90%,Without Screening
735,16.0,0.09877916666666664,0%,Vaccine Efficacy 90%,Without Screening
736,17.0,0.11717166666666662,0%,Vaccine Efficacy 90%,Without Screening
737,18.0,0.1398991666666666,0%,Vaccine Efficacy 90%,Without Screening
738,19.0,0.16624583333333323,0%,Vaccine Efficacy 90%,Without Screening
739,20.0,0.19856916666666655,0%,Vaccine Efficacy 90%,Without Screening
740,21.0,0.2200337500000001,0%,Vaccine Efficacy 90%,Without Screening
741,22.0,0.23564833333333332,0%,Vaccine Efficacy 90%,Without Screening
742,23.0,0.2608166666666667,0%,Vaccine Efficacy 90%,Without Screening
743,24.0,0.2906983333333335,0%,Vaccine Efficacy 90%,Without Screening
744,25.0,0.3240320833333333,0%,Vaccine Efficacy 90%,Without Screening
745,26.0,0.35866999999999993,0%,Vaccine Efficacy 90%,Without Screening
746,27.0,0.3970116666666667,0%,Vaccine Efficacy 90%,Without Screening
747,28.0,0.42335875,0%,Vaccine Efficacy 90%,Without Screening
748,29.0,0.44431833333333337,0%,Vaccine Efficacy 90%,Without Screening
749,30.0,0.4726012500000001,0%,Vaccine Efficacy 90%,Without Screening
750,31.0,0.5063970833333333,0%,Vaccine Efficacy 90%,Without Screening
751,32.0,0.5387208333333332,0%,Vaccine Efficacy 90%,Without Screening
752,33.0,0.5720116666666666,0%,Vaccine Efficacy 90%,Without Screening
753,34.0,0.6054291666666667,0%,Vaccine Efficacy 90%,Without Screening
754,35.0,0.6299662500000001,0%,Vaccine Efficacy 90%,Without Screening
755,36.0,0.6479379166666667,0%,Vaccine Efficacy 90%,Without Screening
756,37.0,0.6688979166666668,0%,Vaccine Efficacy 90%,Without Screening
757,38.0,0.6906141666666666,0%,Vaccine Efficacy 90%,Without Screening
758,39.0,0.71064875,0%,Vaccine Efficacy 90%,Without Screening
759,40.0,0.7308920833333334,0%,Vaccine Efficacy 90%,Without Screening
760,41.0,0.7498316666666667,0%,Vaccine Efficacy 90%,Without Screening
761,42.0,0.7627104166666666,0%,Vaccine Efficacy 90%,Without Screening
762,43.0,0.7730633333333333,0%,Vaccine Efficacy 90%,Without Screening
763,44.0,0.78535375,0%,Vaccine Efficacy 90%,Without Screening
764,45.0,0.7973908333333333,0%,Vaccine Efficacy 90%,Without Screening
765,46.0,0.80968,0%,Vaccine Efficacy 90%,Without Screening
766,47.0,0.8195287499999999,0%,Vaccine Efficacy 90%,Without Screening
767,48.0,0.8308083333333334,0%,Vaccine Efficacy 90%,Without Screening
768,49.0,0.8384679166666668,0%,Vaccine Efficacy 90%,Without Screening
769,50.0,0.84322375,0%,Vaccine Efficacy 90%,Without Screening
770,51.0,0.8499995833333334,0%,Vaccine Efficacy 90%,Without Screening
771,52.0,0.8571966666666667,0%,Vaccine Efficacy 90%,Without Screening
772,53.0,0.8637204166666667,0%,Vaccine Efficacy 90%,Without Screening
773,54.0,0.869655,0%,Vaccine Efficacy 90%,Without Screening
774,55.0,0.8760945833333333,0%,Vaccine Efficacy 90%,Without Screening
