,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0.0000,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1.0000,238.1323,0.8020,0.9905,0.0000,0.5881,0.0000,0.0310,0.0000,0.0000,0.0000,0.0000,0.0000,0.4490,0.0000,0.0236,0.0000,5.9524,0.8880,0.0236,0.0310,0.0000,0.0236,0.0000,0.0508,1.0000
2,2.0000,237.1423,1.3228,0.9890,0.2102,1.1532,0.0131,0.0694,0.0106,0.0000,0.0000,0.0000,0.0000,0.7364,0.0000,0.0436,0.0148,11.9019,1.6878,0.0393,0.0619,0.0000,0.0393,0.0000,0.0915,0.8930
3,3.0000,235.5731,1.6564,1.0150,0.3383,2.1087,0.0742,0.1636,0.0204,0.2508,0.0295,0.0148,0.0000,1.2874,0.1177,0.0857,0.0237,21.7984,2.4665,0.0736,0.1200,0.0148,0.0736,0.0000,0.1764,0.8519
4,4.0000,234.2658,2.0969,1.3646,0.4324,2.4085,0.0870,0.2027,0.0471,0.2508,0.0148,0.0295,0.0000,1.4998,0.1383,0.1953,0.0290,25.7563,3.1492,0.0900,0.1382,0.0148,0.0900,0.0000,0.2085,0.8874
5,5.0000,232.8412,2.4343,1.6381,0.5868,2.7313,0.1264,0.3111,0.0759,0.3476,0.0368,0.0737,0.0368,1.7681,0.1330,0.3281,0.0681,29.7067,3.9984,0.1109,0.1618,0.0238,0.1109,0.0000,0.2554,0.8702
6,6.0000,232.5180,1.6896,2.0033,0.7264,2.7313,0.0943,0.3008,0.1223,0.6189,0.0864,0.1988,0.0505,1.9808,0.1994,0.3582,0.1476,29.7067,4.7524,0.1292,0.1618,0.0465,0.1292,0.0000,0.2883,0.9360
7,7.0000,232.2483,1.1793,2.0977,0.9267,2.7313,0.0583,0.3070,0.1504,0.7850,0.0721,0.2665,0.0964,2.1873,0.1677,0.4534,0.2351,29.7067,5.5846,0.1471,0.1618,0.0599,0.1471,0.0000,0.3154,0.9698
8,8.0000,230.7260,1.8597,1.9130,1.1351,3.3139,0.0945,0.4785,0.2455,0.8125,0.0614,0.3157,0.1349,2.2488,0.1209,0.5025,0.2924,35.8925,6.3502,0.1530,0.2073,0.0644,0.1530,0.0000,0.3655,0.9942
9,9.0000,229.2229,2.1660,1.8078,1.3289,3.9568,0.1880,0.6379,0.4506,0.8706,0.0580,0.3559,0.1738,2.3937,0.1250,0.5138,0.4159,42.0742,7.1340,0.1666,0.2648,0.0711,0.1666,0.0000,0.4335,0.9807
10,10.0000,227.3990,2.1260,1.6479,1.3073,5.0983,0.4189,1.1269,0.7698,0.9147,0.0749,0.3398,0.2181,2.4781,0.1396,0.5212,0.5114,52.1117,7.8872,0.1763,0.3762,0.0754,0.1763,0.0000,0.5466,1.0426
