,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.7342,0.2067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.6972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2067,0.0000,0.0000
2,2,239.4182,0.4254,0.0447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,59.9819,1.4011,0.0000,0.0000,-0.0010,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4317,0.0000,0.0456
3,3,238.9478,0.6946,0.1452,0.0039,-0.0155,0.0000,-0.0009,0.0000,0.0000,0.0000,-0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,59.9868,2.1477,0.0000,-0.0009,-0.0007,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6803,-0.0009,0.1344
4,4,238.3271,0.9622,0.3191,0.0222,0.0026,-0.0008,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0025,0.0000,60.1010,2.8395,0.0025,0.0001,0.0001,0.0025,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8939,0.0001,0.2782
5,5,237.5206,1.3222,0.5371,0.0572,0.0411,-0.0026,0.0022,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0046,-0.0010,60.2024,3.5668,0.0054,0.0022,0.0019,0.0054,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1271,0.0025,0.4210
6,6,237.1522,1.1730,0.8595,0.1186,0.0953,0.0035,0.0072,-0.0004,0.0000,0.0000,0.0013,-0.0010,0.0000,0.0000,0.0083,0.0002,60.3244,4.2594,0.0114,0.0070,0.0019,0.0114,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3921,0.0060,0.6142
7,7,236.8098,1.0647,1.0433,0.2500,0.1539,0.0047,0.0164,0.0005,0.0000,0.0000,0.0013,-0.0010,0.0000,0.0000,0.0155,0.0007,60.4978,4.9129,0.0197,0.0130,0.0019,0.0197,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6326,0.0098,0.7597
8,8,233.9012,1.4606,0.6859,0.3145,1.7577,0.0733,0.4811,0.0723,0.0000,0.0000,0.0039,-0.0007,0.0000,0.0000,0.0230,0.0007,124.1082,5.6401,0.0274,0.4397,0.0053,0.0274,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8680,0.1138,0.8801
9,9,232.7583,1.9976,1.0071,0.4038,1.8319,0.0585,0.4375,0.1441,0.0000,0.0000,0.0083,-0.0003,0.0000,0.0000,0.0222,0.0046,124.4277,6.3696,0.0317,0.4455,0.0106,0.0317,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0750,0.1185,1.0326
10,10,231.3094,2.6751,1.3659,0.5614,1.9253,0.0514,0.4000,0.2189,0.0000,0.0000,0.0106,-0.0003,0.0000,0.0000,0.0268,0.0091,124.7242,7.0538,0.0414,0.4596,0.0130,0.0414,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3059,0.1251,1.1494
