,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.2398,0.2398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2398,0.0000,0.0000
2,2,0.7357,0.5226,0.0692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.4773,1.4483,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4594,0.0000,0.0704
3,3,2.3284,1.0336,0.2388,0.0130,0.3909,0.0000,0.0012,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.9115,2.2281,0.0000,0.0012,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7853,0.0012,0.1834
4,4,5.4383,1.8311,0.6262,0.0433,1.1975,0.0013,0.0038,0.0000,0.0000,0.0000,0.0038,0.0000,0.0000,0.0000,0.0078,0.0000,4.1964,2.9494,0.0078,0.0038,0.0038,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9925,0.0038,0.3659
5,5,11.6057,3.2980,1.1765,0.1093,2.4910,0.0541,0.0197,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0128,0.0000,7.3381,3.4871,0.0128,0.0197,0.0078,0.0128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1996,0.0091,0.4859
6,6,13.5924,2.1954,2.1543,0.2205,3.2951,0.0395,0.0643,0.0039,0.0000,0.0000,0.0065,0.0013,0.0000,0.0000,0.0169,0.0037,10.0565,3.9070,0.0204,0.0340,0.0078,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4681,0.0129,0.6549
7,7,16.5664,1.6462,2.5054,0.4797,4.8456,0.0394,0.1177,0.0105,0.0000,0.0000,0.0065,0.0013,0.0000,0.0000,0.0310,0.0050,16.9286,4.6133,0.0357,0.0706,0.0078,0.0357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7034,0.0194,0.7859
8,8,70.9436,2.6076,1.0108,0.5362,37.2914,0.2181,1.8385,0.2416,0.0000,0.0000,0.0104,0.0025,0.0000,0.0000,0.0384,0.0050,70.4682,5.2493,0.0430,1.4008,0.0128,0.0430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8985,0.1557,0.8774
9,9,78.6213,4.6727,1.8182,0.7112,38.0129,0.1315,1.6055,0.4817,0.0000,0.0000,0.0168,0.0039,0.0000,0.0000,0.0384,0.0102,82.4104,6.1982,0.0479,1.4005,0.0205,0.0479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0317,0.1585,1.0258
10,10,90.6809,7.5877,3.1337,0.9407,38.9687,0.1125,1.4926,0.7307,0.0000,0.0000,0.0193,0.0039,0.0000,0.0000,0.0425,0.0141,91.5930,6.7599,0.0580,1.4401,0.0230,0.0580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2198,0.1636,1.1776
11,11,114.1379,10.3768,5.4398,1.2543,43.8773,0.3121,1.4458,0.9627,0.0000,0.0000,0.0208,0.0089,0.3839,0.0013,0.0631,0.0242,103.1369,7.5630,0.0897,1.5476,0.0293,0.0897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4534,0.1895,1.3775
12,12,140.7548,15.5518,8.2902,1.7453,47.9841,0.3979,1.4851,1.3112,0.0000,0.0000,0.0295,0.0102,0.3839,0.0013,0.0718,0.0340,120.5568,7.9714,0.1091,1.8084,0.0391,0.1091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6396,0.2115,1.6145
13,13,155.0454,9.2067,12.1527,2.6117,55.8708,0.5208,1.9715,1.6999,0.0000,0.0000,0.0402,0.0141,0.3839,0.0013,0.0888,0.0389,278.7374,8.8309,0.1321,2.2640,0.0532,0.1321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8978,0.2518,1.8493
14,14,167.6575,5.3174,14.3452,3.7167,61.6745,0.4866,2.3432,2.1472,0.0000,0.0000,0.0448,0.0180,0.3839,0.0013,0.1061,0.0474,299.6957,9.5091,0.1576,2.6753,0.0637,0.1576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0937,0.2846,2.1063
15,15,367.5368,5.4478,3.6140,2.5071,163.6782,1.5548,12.6532,6.4701,0.0000,0.0000,0.0534,0.0205,0.3839,0.0013,0.1188,0.0602,383.0110,9.9469,0.1900,9.1921,0.0769,0.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2836,0.8476,2.0919
16,16,391.7300,8.8969,4.9899,3.1818,170.0464,0.9404,11.8118,8.4592,0.0000,0.0000,0.0498,0.0293,0.3839,0.0013,0.1144,0.0793,397.1187,10.7204,0.2019,9.2634,0.0824,0.2019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5120,0.8740,2.1928
17,17,417.0728,13.4132,8.0530,3.8666,171.3490,0.7427,10.1591,11.0477,0.0000,0.0000,0.0544,0.0319,0.3839,0.0000,0.1160,0.0918,405.2556,11.4619,0.2115,9.2922,0.0900,0.2115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6246,0.8838,2.4064
18,18,446.1363,18.8460,11.5530,5.2581,171.7365,0.7269,9.3612,13.7747,0.0000,0.0000,0.0486,0.0415,0.3839,0.0000,0.1219,0.1045,423.6938,12.1946,0.2415,9.8117,0.0943,0.2415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7027,0.8993,2.4806
19,19,480.7009,25.3912,15.5070,6.9675,175.4763,0.8092,8.4228,16.3869,0.0000,0.0000,0.0559,0.0454,0.3839,0.0000,0.1445,0.1158,446.0782,12.8132,0.2759,10.4203,0.1052,0.2759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9044,0.9249,2.6160
20,20,498.1924,13.2605,22.8307,9.0372,186.8350,1.1797,8.4528,19.4075,0.7674,0.0000,0.0604,0.0612,0.3839,0.0000,0.1601,0.1300,642.9253,13.0432,0.3139,11.3976,0.1236,0.3139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9704,0.9882,2.9327
21,21,508.6984,7.4730,23.9778,11.4563,189.9890,0.9195,9.3059,23.3233,0.7674,0.0000,0.0642,0.0738,0.7669,0.0000,0.1989,0.1469,673.2351,13.2385,0.3688,13.3751,0.1405,0.3688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0610,1.0410,3.2016
22,22,700.9348,6.6071,5.0153,10.1460,261.3920,2.6721,27.4268,33.1326,0.7674,0.0000,0.0592,0.0844,0.7669,0.0000,0.2106,0.1578,697.5435,14.1513,0.4001,24.6395,0.1515,0.4001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2057,1.6475,3.1255
23,23,715.9344,10.1191,7.0956,11.2125,261.5620,1.5675,25.6088,39.0153,0.7674,0.0000,0.0557,0.0898,0.7669,0.0000,0.1794,0.1932,704.4714,14.9974,0.4051,24.6490,0.1560,0.4051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2817,1.6487,3.2047
24,24,742.6752,15.8944,10.3131,12.5872,265.5800,0.9803,22.4490,46.7222,0.7674,0.0000,0.0552,0.1004,0.7669,0.0000,0.1712,0.2154,725.4432,15.5946,0.4244,24.9247,0.1587,0.4244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3757,1.6823,3.3155
25,25,759.6344,21.0456,14.9811,14.9311,260.2921,0.8603,18.6812,54.7815,0.7674,0.0000,0.0547,0.1063,0.3840,0.0000,0.1659,0.2059,745.0057,16.6075,0.4538,25.3961,0.1699,0.4538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5342,1.6502,3.4136
26,26,799.8054,25.5363,19.7929,18.4866,260.8846,1.0874,16.8597,61.7688,0.8514,0.0000,0.0649,0.1892,0.5727,0.0118,0.1806,0.2137,776.0042,17.0644,0.4843,25.9400,0.1819,0.4843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6184,1.6884,3.4436
27,27,829.3376,14.6266,25.5707,22.5870,276.4555,1.3482,15.5327,68.4690,0.8514,0.0000,0.0695,0.1829,0.5727,0.0118,0.1950,0.2299,1019.6393,17.9640,0.5159,27.5290,0.1949,0.5159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7429,1.7888,3.5760
28,28,837.7089,7.9984,26.7765,28.2164,274.7502,1.1915,14.4948,75.5995,0.8514,0.0000,0.0707,0.1801,0.9105,0.0132,0.2310,0.2345,1034.2814,17.9631,0.5615,28.9222,0.2041,0.5615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8750,1.8271,3.6049
29,29,940.3637,7.1028,5.2296,51.2169,299.5633,3.0839,35.1537,66.5889,0.8514,0.0000,0.0718,0.1770,0.9105,0.0053,0.2396,0.2407,1057.4757,18.8268,0.5789,42.8690,0.2112,0.5789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0325,2.1605,3.3806
