,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,144.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,143.8741,0.1724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.7470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1724,0.0000,0.0000
2,2,143.7088,0.3164,0.0601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1.4824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3387,0.0000,0.0601
3,3,143.5102,0.4520,0.1436,0.0161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,2.1914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4996,0.0000,0.1397
4,4,143.2761,0.5913,0.2457,0.0424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.0000,0.0000,0.0000,0.0030,0.0000,60.1502,2.9289,0.0030,0.0000,0.0064,0.0030,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6604,0.0000,0.2246
5,5,142.9961,0.7163,0.3844,0.0682,0.0576,0.0074,0.0064,0.0000,0.0000,0.0000,0.0064,0.0000,0.0000,0.0000,0.0135,0.0000,60.3317,3.6927,0.0135,0.0064,0.0064,0.0135,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7889,0.0064,0.3413
6,6,142.8716,0.6211,0.5625,0.1178,0.0576,0.0074,0.0064,0.0000,0.0000,0.0000,0.0094,0.0000,0.0000,0.0000,0.0148,0.0030,60.4272,4.4891,0.0161,0.0064,0.0094,0.0161,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9206,0.0064,0.4545
7,7,142.7179,0.5842,0.6662,0.1896,0.0863,0.0030,0.0140,0.0030,0.0000,0.0000,0.0135,0.0000,0.0000,0.0000,0.0200,0.0048,60.6129,5.2577,0.0225,0.0094,0.0135,0.0225,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0656,0.0094,0.5350
8,8,141.9829,0.7365,0.4634,0.2582,0.6980,0.0371,0.2980,0.0320,0.0000,0.0000,0.0122,0.0064,0.0000,0.0000,0.0213,0.0093,123.2375,5.9732,0.0274,0.2845,0.0162,0.0274,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1975,0.0793,0.6002
9,9,141.6165,0.9458,0.5783,0.3188,0.7093,0.0287,0.2684,0.0747,0.0000,0.0000,0.0122,0.0079,0.0000,0.0000,0.0262,0.0107,123.4545,6.7237,0.0335,0.2856,0.0175,0.0335,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3361,0.0804,0.6546
10,10,141.1970,1.1259,0.7465,0.3843,0.7480,0.0287,0.2383,0.1153,0.0000,0.0000,0.0149,0.0094,0.0000,0.0000,0.0299,0.0148,123.7345,7.5012,0.0405,0.2908,0.0213,0.0405,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4873,0.0848,0.7361
11,11,140.7480,1.2912,0.9639,0.4837,0.7587,0.0251,0.2189,0.1417,0.0000,0.0000,0.0162,0.0108,0.0000,0.0000,0.0346,0.0161,123.9525,8.2624,0.0463,0.2931,0.0238,0.0463,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6145,0.0861,0.8565
12,12,140.1828,1.5036,1.1659,0.6062,0.8259,0.0312,0.2133,0.1645,0.0000,0.0000,0.0175,0.0135,0.0000,0.0000,0.0334,0.0250,124.2505,9.0131,0.0532,0.3051,0.0275,0.0532,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7620,0.0941,0.9533
13,13,139.9404,1.2558,1.3986,0.7339,0.9169,0.0386,0.2139,0.1994,0.0000,0.0000,0.0213,0.0162,0.0266,0.0000,0.0455,0.0274,126.9758,9.7252,0.0663,0.3204,0.0335,0.0663,0.0000,0.0000,0.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9198,0.1072,1.0403
