,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-students,num-of-screened-students-external-1,num-of-screened-students-external-2,num-of-positive-students,num-of-positive-students-external-1,num-of-positive-students-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,240.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,239.7906,0.2691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2691,0.0000,0.0000
2,2,239.4925,0.5215,0.0805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0557,0.0000,0.0029,0.0000,0.0532,0.0030,0.0030,0.0000,0.0000,1.5366,0.0030,0.0000,0.0029,0.0030,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5260,0.0047,0.0827
3,3,238.2893,0.7528,0.1704,0.0135,1.2590,0.0317,0.0837,0.0000,0.0557,0.0000,0.0000,0.0029,0.1191,0.0030,0.0064,0.0000,59.9994,2.2727,0.0064,0.0697,0.0029,0.0064,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8231,0.0728,0.2207
4,4,237.7084,1.0936,0.3638,0.0350,1.2590,0.0267,0.0745,0.0175,0.0557,0.0000,0.0000,0.0029,0.2221,0.0058,0.0160,0.0029,59.9994,2.9691,0.0121,0.0697,0.0029,0.0121,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0817,0.0772,0.3767
5,5,236.9470,1.5213,0.5849,0.1003,1.2590,0.0232,0.0681,0.0291,0.1148,0.0059,0.0048,0.0047,0.3038,0.0226,0.0267,0.0063,59.9994,3.6886,0.0174,0.0697,0.0064,0.0174,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3603,0.0839,0.5158
6,6,236.5470,1.2996,0.9501,0.1912,1.2590,0.0180,0.0694,0.0331,0.1922,0.0048,0.0171,0.0047,0.4554,0.0268,0.0403,0.0121,59.9994,4.4204,0.0262,0.0697,0.0108,0.0262,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6101,0.0949,0.7134
7,7,236.2094,1.1560,1.1709,0.3159,1.2590,0.0155,0.0637,0.0414,0.1922,0.0029,0.0153,0.0079,0.6241,0.0198,0.0654,0.0180,59.9994,5.1106,0.0358,0.0697,0.0108,0.0358,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8281,0.1036,0.8965
8,8,234.7491,2.0770,1.3560,0.4552,1.2590,0.0129,0.0552,0.0530,0.3033,0.0048,0.0292,0.0178,0.8864,0.0227,0.0785,0.0291,59.9994,5.8477,0.0501,0.0697,0.0174,0.0501,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0885,0.1225,1.0632
9,9,233.1884,3.0033,1.7500,0.6218,1.2590,0.0115,0.0393,0.0694,0.3033,0.0048,0.0292,0.0178,1.0875,0.0210,0.0925,0.0456,59.9994,6.5778,0.0615,0.0697,0.0174,0.0615,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3259,0.1334,1.2411
