,day,susceptible,exposed,infected,removed,susceptible-in-quarantine,exposed-in-quarantine,infected-in-quarantine,removed-in-quarantine,susceptible-in-quarantine-external-1,exposed-in-quarantine-external-1,infected-in-quarantine-external-1,removed-in-quarantine-external-1,susceptible-in-quarantine-external-2,exposed-in-quarantine-external-2,infected-in-quarantine-external-2,removed-in-quarantine-external-2,num-of-screened-agents,num-of-screened-agents-external-1,num-of-screened-agents-external-2,num-of-positive-agents,num-of-positive-agents-external-1,num-of-positive-agents-external-2,num-vaccinated-susceptible,num-vaccinated-exposed,num-vaccinated-infected,num-vaccinated-removed,num-vaccinated-susceptible-in-quarantine,num-vaccinated-exposed-in-quarantine,num-vaccinated-infected-in-quarantine,num-vaccinated-removed-in-quarantine,num-vaccinated-susceptible-in-quarantine-external-1,num-vaccinated-exposed-in-quarantine-external-1,num-vaccinated-infected-in-quarantine-external-1,num-vaccinated-removed-in-quarantine-external-1,num-vaccinated-susceptible-in-quarantine-external-2,num-vaccinated-exposed-in-quarantine-external-2,num-vaccinated-infected-in-quarantine-external-2,num-vaccinated-removed-in-quarantine-external-2,num-infected-outside,num-of-classroom-in-quarantine,classroom-with-at-least-one-infected
0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,1,0.2253,0.2253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2253,0.0000,0.0000
2,2,1.0981,0.7523,0.0766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4571,0.0000,0.0766
3,3,4.6187,2.4042,0.2852,0.0059,0.5013,0.0000,0.0020,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,1.4176,2.3346,0.0000,0.0020,0.0039,0.0000,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6773,0.0020,0.1670
4,4,11.8660,5.8516,1.0353,0.0435,0.5013,0.0000,0.0020,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,1.4176,3.0859,0.0000,0.0020,0.0039,0.0000,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8797,0.0020,0.3493
5,5,26.9409,13.0285,2.3901,0.1044,0.5013,0.0000,0.0020,0.0000,0.0000,0.0000,0.0020,0.0020,0.0000,0.0000,0.0000,0.0000,1.4176,3.6686,0.0000,0.0020,0.0039,0.0000,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0592,0.0020,0.5669
6,6,29.8451,7.0597,5.6564,0.2591,1.4582,0.0740,0.2612,0.0019,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0105,0.0000,5.1705,4.2958,0.0105,0.2612,0.0039,0.0105,0.0000,0.0000,0.0000,0.0422,0.0000,0.0000,0.0000,0.0422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3746,0.0105,0.8391
7,7,31.6015,3.6580,7.1009,0.8120,1.8246,0.1719,0.7245,0.0431,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0308,0.0009,12.7448,5.1853,0.0316,0.6778,0.0039,0.0316,0.0000,0.0000,0.0000,0.0806,0.0000,0.0000,0.0000,0.0806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5424,0.0202,0.9852
8,8,66.8486,15.9752,8.1804,1.4781,3.7735,0.0815,0.8275,0.1739,0.0000,0.0000,0.0096,0.0039,0.0000,0.0000,0.0391,0.0029,23.1392,6.0052,0.0421,0.8180,0.0135,0.0421,0.0000,0.0000,0.0000,0.1299,0.0000,0.0000,0.0000,0.1299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6010,0.0325,1.1807
9,9,121.7465,32.9764,11.8082,2.4203,6.3981,0.2288,1.4322,0.4307,0.0000,0.0000,0.0154,0.0039,0.0000,0.0000,0.0523,0.0125,32.5729,6.7002,0.0639,1.4249,0.0192,0.0639,0.0000,0.0000,0.0000,0.2320,0.0000,0.0000,0.0000,0.2320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8319,0.0580,1.4028
10,10,199.6462,53.9996,18.6994,3.2831,9.6748,0.8553,2.8579,0.8160,0.0000,0.0000,0.0200,0.0098,0.0000,0.0000,0.0844,0.0182,54.0838,7.4549,0.1156,2.8766,0.0293,0.1156,0.0000,0.0000,0.0000,0.4186,0.0000,0.0000,0.0000,0.4186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9744,0.1047,1.8081
11,11,308.0673,74.5816,30.8930,4.6531,12.7199,1.2759,4.5743,1.5089,0.0000,0.0000,0.0295,0.0135,0.4250,0.0019,0.1219,0.0277,76.0411,8.1497,0.1628,4.5631,0.0421,0.1628,0.0000,0.0000,0.0000,0.6273,0.0000,0.0000,0.0000,0.6220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0076,2.1087,0.1568,2.5425
12,12,456.5715,93.8691,44.7624,7.1916,19.3447,2.6969,7.3943,2.6965,0.0000,0.0000,0.0481,0.0192,0.4250,0.0019,0.1569,0.0526,127.9880,8.8965,0.2223,7.2914,0.0732,0.2223,0.0000,0.0000,0.0000,1.0363,0.0000,0.0000,0.0000,1.0322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0076,2.2268,0.2591,3.3726
13,13,479.7482,46.9840,62.2665,10.9901,26.2011,4.3481,10.7684,5.0240,0.0000,0.0000,0.0666,0.0219,0.4250,0.0000,0.2392,0.0827,185.6323,9.5056,0.3222,11.2480,0.0971,0.3222,0.0000,0.0000,0.0000,1.5875,0.0000,0.0000,0.0000,1.5847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0076,2.3202,0.3969,4.1211
14,14,501.3097,23.5660,66.5557,17.1643,31.3542,3.1044,13.7123,7.7613,0.0000,0.0000,0.0713,0.0388,0.5514,0.0080,0.4096,0.0924,225.2026,9.9886,0.3905,14.1133,0.1125,0.3905,0.0000,0.0000,0.0000,1.8689,0.0000,0.0000,0.0000,1.8655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,2.3785,0.4672,4.4989
15,15,676.1513,62.1302,63.2542,25.9399,36.8278,2.4569,19.4374,11.0635,0.0000,0.0000,0.0827,0.0519,0.5514,0.0000,0.5783,0.1236,278.9988,10.9292,0.5286,19.3059,0.1302,0.5286,0.0000,0.0000,0.0000,2.3344,0.0000,0.0000,0.0000,2.3336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,2.4345,0.5836,4.4665
16,16,864.4787,88.6832,75.3625,34.3847,41.8844,2.6807,20.8958,16.7985,0.0000,0.0000,0.1085,0.0588,0.5514,0.0000,0.4822,0.1908,324.8003,11.4473,0.5995,23.1743,0.1624,0.5995,0.0000,0.0000,0.0000,2.7568,0.0000,0.0000,0.0000,2.7590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,2.6131,0.6892,4.9457
17,17,1077.6141,109.0860,95.6757,43.8413,45.9060,3.1094,22.3313,24.0299,0.0000,0.0000,0.1203,0.0618,0.5514,0.0000,0.4976,0.2270,363.9245,12.5038,0.6685,27.4703,0.1838,0.6685,0.0000,0.0000,0.0000,3.1836,0.0000,0.0000,0.0000,3.1890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,2.6946,0.7959,5.5237
18,18,1293.4168,128.5662,115.2444,51.7073,50.3676,4.1461,29.1538,37.4243,0.0000,0.0000,0.1721,0.0734,0.5514,0.0000,0.4994,0.3007,467.8369,12.7727,0.7813,37.2054,0.2527,0.7813,0.0000,0.0000,0.0000,4.1558,0.0000,0.0000,0.0000,4.1655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,2.7184,1.0389,6.2459
19,19,1541.8534,143.3220,138.8231,67.7693,54.7200,5.0420,36.6073,51.1842,0.0000,0.0000,0.1802,0.1108,0.5514,0.0000,0.5863,0.3742,569.5422,13.3429,0.9638,46.9411,0.2872,0.9638,0.0000,0.0000,0.0000,5.0061,0.0000,0.0000,0.0000,5.0051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,2.8400,1.2515,7.1060
20,20,1553.0152,74.4746,166.9867,89.1620,59.2541,6.9042,48.4233,68.0327,0.0000,0.0000,0.2074,0.1394,0.5514,0.0000,0.6101,0.4493,704.9691,13.9851,1.1792,62.6013,0.3356,1.1792,0.0000,0.0000,0.0000,6.2297,0.0000,0.0000,0.0000,6.2186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,2.9276,1.5574,7.6690
21,21,1575.1945,37.7129,168.6917,115.7756,65.9636,5.6060,54.6628,87.5922,0.0000,0.0000,0.2367,0.1532,0.5514,0.0000,0.6831,0.4996,805.8401,14.5149,1.3818,71.9477,0.3867,1.3818,0.0000,0.0000,0.0000,7.2110,0.0000,0.0000,0.0000,7.2055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,2.9458,1.8028,7.9256
22,22,1827.0443,79.7206,148.9935,140.7065,68.6632,4.5364,61.0156,112.7705,0.0000,0.0000,0.2599,0.1743,0.5514,0.0000,0.7374,0.5498,897.4351,15.2888,1.5085,84.4726,0.4588,1.5085,0.0000,0.0000,0.0000,8.0694,0.0000,0.0000,0.0000,8.0686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,3.1321,2.0173,8.0905
23,23,2024.2267,103.2835,141.3589,171.7215,75.4708,5.0808,66.2765,142.4099,0.0000,0.0000,0.2943,0.1943,0.5514,0.0000,0.8135,0.6854,1048.5291,15.7908,1.6997,99.8122,0.5590,1.6997,0.0000,0.0000,0.0000,9.4354,0.0000,0.0000,0.0000,9.4401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,3.1062,2.3589,7.7856
24,24,2196.3043,117.5076,144.5283,208.0470,79.0478,6.2025,67.7663,172.3013,0.0000,0.0000,0.3328,0.2239,0.8790,0.0078,0.8627,0.7655,1191.6723,16.4916,1.9224,112.7499,0.6415,1.9224,0.0000,0.0000,0.0000,10.4988,0.0000,0.0000,0.0000,10.5288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232,3.1763,2.6247,7.9087
25,25,2308.8453,125.3256,153.2535,228.9098,79.6710,6.5762,65.7882,207.1161,0.0000,0.0000,0.3496,0.2577,0.4565,0.0078,0.9367,0.9006,1284.7168,16.9320,2.0674,122.6175,0.7015,2.0674,0.0000,0.0000,0.0000,11.1253,0.0000,0.0000,0.0000,11.1554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0157,3.1801,2.7813,8.2291
26,26,2375.1880,120.7774,169.8646,259.1343,77.5892,7.2339,72.2710,238.6283,0.0000,0.0000,0.3613,0.2776,0.4739,0.0516,1.1035,1.0088,1433.7837,17.7200,2.3203,142.5440,0.7765,2.3203,0.0000,0.0000,0.0000,12.2646,0.0000,0.0000,0.0000,12.3089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236,3.2363,3.0661,8.0436
27,27,2391.2850,64.3417,170.1849,315.3665,82.5208,9.0311,83.8741,266.3540,0.0000,0.0000,0.4250,0.2948,0.8047,0.1046,1.3466,1.1261,1587.4151,18.3365,2.4750,164.6052,0.8993,2.4750,0.0000,0.0000,0.0000,13.4354,0.0000,0.0000,0.0000,13.4656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0469,3.2633,3.3588,8.0051
28,28,2391.0918,33.3879,160.5768,347.5649,91.9678,6.8472,87.5671,299.8545,0.2410,0.0319,0.4735,0.3276,0.6794,0.0584,1.4155,1.1673,1717.3120,18.6041,2.6007,182.5906,1.0207,2.6007,0.0000,0.0000,0.0000,14.3676,0.0000,0.0000,0.0000,14.4131,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0391,3.3231,3.5919,7.7801
29,29,2444.2081,72.4780,140.7104,399.2482,88.8450,4.9089,87.2556,336.9229,0.2410,0.0179,0.4749,0.3933,0.6794,0.0449,1.3320,1.3209,1821.4559,19.4576,2.7222,194.9276,1.1419,2.7222,0.0000,0.0000,0.0000,14.8544,0.0000,0.0000,0.0000,14.8997,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0391,3.2985,3.7136,7.5587
30,30,2405.2251,96.3640,137.1906,447.9567,86.7126,5.1365,85.6864,366.6469,0.2410,0.0080,0.4777,0.4315,0.6794,0.0350,1.3517,1.5729,1916.8622,20.9806,2.9375,210.6327,1.2119,2.9375,0.0000,0.0000,0.0000,15.0977,0.0000,0.0000,0.0000,15.1257,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0391,3.3813,3.7744,6.8803
