,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Screening 25%
1,2.0,0.0049999999999954525,Total infected,Screening 25%
2,3.0,0.025100000000009004,Total infected,Screening 25%
3,4.0,0.03520000000000323,Total infected,Screening 25%
4,5.0,0.06529999999997926,Total infected,Screening 25%
5,6.0,0.11060000000000514,Total infected,Screening 25%
6,7.0,0.1507000000000005,Total infected,Screening 25%
7,8.0,0.19590000000002306,Total infected,Screening 25%
8,9.0,0.2814000000000192,Total infected,Screening 25%
9,10.0,0.4048999999999694,Total infected,Screening 25%
10,11.0,0.5698999999999899,Total infected,Screening 25%
11,12.0,0.7415999999999769,Total infected,Screening 25%
12,13.0,0.9756999999999891,Total infected,Screening 25%
13,14.0,1.157699999999977,Total infected,Screening 25%
14,15.0,1.2381000000000029,Total infected,Screening 25%
15,16.0,1.4060999999999808,Total infected,Screening 25%
16,17.0,1.6270999999999844,Total infected,Screening 25%
17,18.0,1.8703000000000145,Total infected,Screening 25%
18,19.0,2.1739000000000317,Total infected,Screening 25%
19,20.0,2.4843999999999937,Total infected,Screening 25%
20,21.0,2.702500000000043,Total infected,Screening 25%
21,22.0,2.8532000000000437,Total infected,Screening 25%
22,23.0,3.142700000000019,Total infected,Screening 25%
23,24.0,3.438199999999995,Total infected,Screening 25%
24,25.0,3.8874000000000137,Total infected,Screening 25%
25,26.0,4.3829000000000065,Total infected,Screening 25%
26,27.0,4.825199999999995,Total infected,Screening 25%
27,28.0,5.1107000000000085,Total infected,Screening 25%
28,29.0,5.399100000000004,Total infected,Screening 25%
29,30.0,5.817099999999982,Total infected,Screening 25%
30,31.0,6.234099999999955,Total infected,Screening 25%
31,32.0,6.767799999999966,Total infected,Screening 25%
32,33.0,7.379899999999964,Total infected,Screening 25%
33,34.0,7.926500000000004,Total infected,Screening 25%
34,35.0,8.358699999999999,Total infected,Screening 25%
35,1.0,0.0,Total infected,Screening 50%
36,2.0,0.014999999999986358,Total infected,Screening 50%
37,3.0,0.03510000000002833,Total infected,Screening 50%
38,4.0,0.06019999999998049,Total infected,Screening 50%
39,5.0,0.09049999999999159,Total infected,Screening 50%
40,6.0,0.1226000000000056,Total infected,Screening 50%
41,7.0,0.18090000000000828,Total infected,Screening 50%
42,8.0,0.20800000000002683,Total infected,Screening 50%
43,9.0,0.2634000000000185,Total infected,Screening 50%
44,10.0,0.3457000000000221,Total infected,Screening 50%
45,11.0,0.4189999999999827,Total infected,Screening 50%
46,12.0,0.555800000000005,Total infected,Screening 50%
47,13.0,0.7458000000000027,Total infected,Screening 50%
48,14.0,0.8471999999999866,Total infected,Screening 50%
49,15.0,0.900400000000019,Total infected,Screening 50%
50,16.0,0.9979999999999905,Total infected,Screening 50%
51,17.0,1.15979999999999,Total infected,Screening 50%
52,18.0,1.344600000000014,Total infected,Screening 50%
53,19.0,1.5929999999999893,Total infected,Screening 50%
54,20.0,1.8882999999999583,Total infected,Screening 50%
55,21.0,2.0973999999999933,Total infected,Screening 50%
56,22.0,2.2634000000000185,Total infected,Screening 50%
57,23.0,2.453299999999956,Total infected,Screening 50%
58,24.0,2.7276999999999987,Total infected,Screening 50%
59,25.0,3.067399999999992,Total infected,Screening 50%
60,26.0,3.4473000000000127,Total infected,Screening 50%
61,27.0,3.8412000000000432,Total infected,Screening 50%
62,28.0,4.145700000000005,Total infected,Screening 50%
63,29.0,4.3648000000000025,Total infected,Screening 50%
64,30.0,4.641100000000023,Total infected,Screening 50%
65,31.0,5.0038000000000125,Total infected,Screening 50%
66,32.0,5.358800000000031,Total infected,Screening 50%
67,33.0,5.813999999999993,Total infected,Screening 50%
68,34.0,6.309699999999964,Total infected,Screening 50%
69,35.0,6.67229999999995,Total infected,Screening 50%
70,1.0,0.0,Total infected,Screening 100%
71,2.0,0.009999999999990905,Total infected,Screening 100%
72,3.0,0.015099999999989677,Total infected,Screening 100%
73,4.0,0.030200000000007776,Total infected,Screening 100%
74,5.0,0.045199999999994134,Total infected,Screening 100%
75,6.0,0.08040000000002578,Total infected,Screening 100%
76,7.0,0.12059999999999604,Total infected,Screening 100%
77,8.0,0.1607999999999663,Total infected,Screening 100%
78,9.0,0.2562000000000353,Total infected,Screening 100%
79,10.0,0.3568000000000211,Total infected,Screening 100%
80,11.0,0.4402000000000328,Total infected,Screening 100%
81,12.0,0.5537999999999954,Total infected,Screening 100%
82,13.0,0.6632999999999925,Total infected,Screening 100%
83,14.0,0.7357000000000085,Total infected,Screening 100%
84,15.0,0.8281000000000063,Total infected,Screening 100%
85,16.0,0.9607000000000028,Total infected,Screening 100%
86,17.0,1.1337000000000046,Total infected,Screening 100%
87,18.0,1.3648000000000025,Total infected,Screening 100%
88,19.0,1.546699999999987,Total infected,Screening 100%
89,20.0,1.7738999999999692,Total infected,Screening 100%
90,21.0,1.9609000000000094,Total infected,Screening 100%
91,22.0,2.107399999999984,Total infected,Screening 100%
92,23.0,2.279299999999978,Total infected,Screening 100%
93,24.0,2.467399999999998,Total infected,Screening 100%
94,25.0,2.6984999999999957,Total infected,Screening 100%
95,26.0,3.0361999999999796,Total infected,Screening 100%
96,27.0,3.282399999999967,Total infected,Screening 100%
97,28.0,3.4583999999999833,Total infected,Screening 100%
98,29.0,3.6150999999999556,Total infected,Screening 100%
99,30.0,3.8130999999999915,Total infected,Screening 100%
100,31.0,4.023199999999974,Total infected,Screening 100%
101,32.0,4.241300000000024,Total infected,Screening 100%
102,33.0,4.4664000000000215,Total infected,Screening 100%
103,34.0,4.721700000000055,Total infected,Screening 100%
104,35.0,4.926800000000014,Total infected,Screening 100%
